full_name,e,a,i_deg,q_au,A1,A2,A3,pha,tisserand_J
85490 (1997 SE5),0.6599,3.765,2.58,1.28,,,,N,2.659
85585 Mjolnir (1998 FG2),0.3564,1.298,4.08,0.835,,,,Y,4.94
85628 (1998 KV2),0.3314,1.592,13.03,1.064,,,,N,4.2856
85640 (1998 OX4),0.4857,1.58,4.52,0.813,,,,Y,4.2539
85709 (1998 SG36),0.3376,1.646,24.83,1.09,,,,N,4.1224
85713 (1998 SS49),0.6388,1.924,10.78,0.695,,,,Y,3.6238
85770 (1998 UP1),0.3452,0.9977,33.18,0.653,,-4.6e-14,,N,5.9037
85774 (1998 UT18),0.3289,1.403,13.59,0.942,,-6.7e-15,,Y,4.6623
85804 (1998 WQ5),0.3543,1.721,27.66,1.112,,,,N,3.9763
85818 (1998 XM4),0.4161,1.657,62.72,0.967,,,,N,3.6109
85839 (1998 YO4),0.2481,1.653,9.32,1.243,,,,N,4.2256
85867 (1999 BY9),0.3021,1.83,0.95,1.277,,,,N,3.9741
85938 (1999 DJ4),0.4844,1.853,9.14,0.955,,,,Y,3.8391
85953 (1999 FK21),0.7031,0.7389,12.6,0.219,,-1.3e-14,,N,7.5656
85989 (1999 JD6),0.6328,0.8831,17.07,0.324,,-6.2e-15,,Y,6.5025
85990 (1999 JV6),0.3116,1.009,5.36,0.695,,-3.6e-14,,Y,5.9906
86039 (1999 NC43),0.5788,1.76,7.13,0.741,,,,Y,3.8979
86067 (1999 RM28),0.3234,1.817,30.55,1.23,,,,N,3.827
86324 (1999 WA2),0.4344,1.967,34.61,1.112,,,,N,3.5571
86326 (1999 WK13),0.3626,1.844,34.31,1.176,,,,N,3.7385
86450 (2000 CK33),0.4149,0.9681,18.11,0.566,,,,N,6.1213
86666 (2000 FL10),0.427,1.463,29.01,0.838,,-2.1e-14,,N,4.3955
86667 (2000 FO10),0.5946,0.8594,14.29,0.348,,1.3e-14,,N,6.6884
86819 (2000 GK137),0.5058,1.996,10.06,0.986,,,,Y,3.6592
86829 (2000 GR146),0.575,1.463,14.37,0.622,,,,N,4.3974
86878 (2000 HD24),0.6185,1.341,9.47,0.512,,,,N,4.6675
87024 (2000 JS66),0.1898,1.197,14.43,0.969,,2.4e-14,,N,5.2594
87025 (2000 JT66),0.4836,1.226,25.32,0.633,,,,N,5.0126
87309 (2000 QP),0.4632,0.8475,34.74,0.455,,,,N,6.728
87311 (2000 QJ1),0.5121,1.59,7.7,0.776,,,,N,4.2138
87684 (2000 SY2),0.6427,0.8586,19.22,0.307,,,,Y,6.6485
88188 (2000 XH44),0.3913,2.008,11.34,1.222,,,,N,3.7125
88213 (2001 AF2),0.5953,0.954,17.81,0.386,,,,N,6.1098
88254 (2001 FM129),0.6295,1.182,1.52,0.438,,,,Y,5.1429
88263 (2001 KQ1),0.4325,2.097,38.79,1.19,,,,N,3.3738
88264 (2001 KN20),0.4534,2.147,12.08,1.174,,,,N,3.5434
88710 (2001 SL9),0.2701,1.061,21.9,0.775,,,,N,5.7114
88959 (2001 TZ44),0.5637,1.723,53.84,0.752,,,,N,3.5811
89136 (2001 US16),0.2528,1.356,1.91,1.013,,3.4e-14,,Y,4.8248
89355 (2001 VS78),0.3083,1.787,22.66,1.236,,,,N,3.9409
89830 (2002 CE),0.507,2.077,43.65,1.024,,,,Y,3.2935
89958 (2002 LY45),0.8864,1.642,9.9,0.187,,,,Y,3.6815
89959 (2002 NT7),0.5284,1.735,42.36,0.818,,,,Y,3.7238
90075 (2002 VU94),0.5741,2.137,8.85,0.91,,,,Y,3.472
90147 (2002 YK14),0.3315,1.474,28.0,0.986,,,,N,4.4171
90367 (2003 LC5),0.4262,1.155,16.88,0.663,,,,N,5.3211
90373 (2003 SZ219),0.2044,1.627,9.87,1.294,,,,N,4.2769
90403 (2003 YE45),0.28,1.234,19.01,0.889,,-1.3e-14,,Y,5.101
90416 (2003 YK118),0.4922,1.695,7.83,0.861,,-3.2e-14,,Y,4.0544
96189 Pygmalion (1991 NT3),0.307,1.821,14.0,1.262,,,,N,3.9502
96315 (1997 AP10),0.6434,1.443,6.65,0.515,,,,N,4.4071
96536 (1998 SO10),0.777,2.305,41.06,0.514,,,,N,2.8894
96590 (1998 XB),0.3512,0.9079,13.6,0.589,,,,N,6.4919
96631 (1999 FP59),0.2596,1.698,1.77,1.258,,,,N,4.1674
96744 (1999 OW3),0.7791,2.095,34.72,0.463,,,,N,3.1378
97725 (2000 GB147),0.309,1.798,18.19,1.243,,,,N,3.9564
98943 Torifune (2001 CC21),0.2192,1.032,4.81,0.806,,1.3e-14,,N,5.9084
99248 (2001 KY66),0.5079,1.866,10.61,0.918,,,,Y,3.8028
99799 (2002 LJ3),0.2757,1.462,7.56,1.059,,,,N,4.5695
99907 (1989 VA),0.5947,0.7284,28.8,0.295,,1.5e-14,,N,7.6713
99935 (2002 AV4),0.6451,1.654,12.77,0.587,,,,N,3.9864
99942 Apophis (2004 MN4),0.1911,0.9224,3.34,0.746,5e-13,-2.9e-14,,Y,6.4667
100004 (1983 VA),0.7027,2.59,15.7,0.77,,,,N,2.9756
100085 (1992 UY4),0.6186,2.652,2.64,1.011,,,,Y,3.0828
100756 (1998 FM5),0.5546,2.265,11.57,1.009,,,,N,3.3731
100926 (1998 MQ),0.4076,1.783,24.24,1.056,,,,N,3.8933
101869 (1999 MM),0.6107,1.624,4.77,0.632,,,,Y,4.086
101873 (1999 NC5),0.3932,2.029,45.79,1.231,,,,N,3.3654
101955 Bennu (1999 RQ36),0.2037,1.126,6.03,0.897,,,,Y,5.5273
102873 (1999 WK11),0.4681,2.132,7.44,1.134,,,,N,3.5625
103067 (1999 XA143),0.5813,1.843,38.57,0.772,,,,Y,3.5808
105140 (2000 NL10),0.817,0.9143,32.54,0.167,,,,N,6.0991
105141 (2000 NF11),0.1891,1.421,14.83,1.152,,,,N,4.6541
106538 (2000 WK63),0.7658,2.419,10.34,0.567,,,,N,3.0139
106589 (2000 WN107),0.6178,2.146,14.37,0.82,,,,N,3.4032
108519 (2001 LF),0.2711,1.603,16.4,1.169,,,,N,4.2713
108906 (2001 PL9),0.3604,1.235,20.93,0.79,,,,N,5.0625
111253 (2001 XU10),0.4399,1.753,42.04,0.982,,,,Y,3.7427
112221 (2002 KH4),0.4435,2.271,58.67,1.264,,,,N,2.9071
112985 (2002 RS28),0.4921,2.22,46.98,1.128,,,,N,3.1199
115052 (2003 RD6),0.3182,1.669,31.32,1.138,,,,N,4.0352
136564 (1977 VA),0.3942,1.866,2.99,1.13,,-4.4e-14,,N,3.8879
136582 (1992 BA),0.0679,1.342,10.5,1.251,,-4.4e-14,,N,4.874
136617 (1994 CC),0.4174,1.638,4.68,0.954,,,,Y,4.1932
136618 (1994 CN2),0.395,1.573,1.44,0.952,,,,Y,4.3181
136635 (1994 VA1),0.175,1.573,7.64,1.298,,,,N,4.3812
136745 (1995 WL8),0.4841,2.365,17.78,1.22,,,,N,3.3238
136770 (1996 PC1),0.4514,1.839,25.1,1.009,,,,N,3.7904
136773 (1996 TR6),0.1803,1.585,22.1,1.299,,,,N,4.2891
136793 (1997 AQ18),0.4654,1.147,17.37,0.613,,,,N,5.3301
136795 Tatsunokingo (1997 BQ),0.4782,1.747,10.99,0.911,,,,Y,3.9778
136818 Selqet (1997 MW1),0.3463,0.9375,12.78,0.613,,2.1e-14,,N,6.3274
136839 (1997 WT22),0.3059,1.485,8.16,1.031,,,,N,4.5111
136849 (1998 CS1),0.5783,1.491,7.79,0.629,,,,Y,4.3555
136874 (1998 FH74),0.8839,2.203,21.13,0.256,,,,N,2.9298
136897 (1998 HJ41),0.1247,1.363,38.88,1.193,,,,N,4.6085
136900 (1998 HL49),0.6366,1.748,10.98,0.635,,,,N,3.8546
136923 (1998 JH2),0.4418,2.134,6.62,1.191,,,,N,3.5798
136993 (1998 ST49),0.5954,2.309,24.47,0.934,,,,N,3.2279
137032 (1998 UO1),0.7632,1.596,25.47,0.378,,,,N,3.9067
137044 (1998 UC50),0.4293,2.268,4.38,1.295,,,,N,3.4835
137052 Tjelvar (1998 VO33),0.8096,1.248,14.89,0.238,,8.8e-15,,N,4.7253
137062 (1998 WM),0.3153,1.225,22.51,0.839,,,,N,5.0987
137064 (1998 WP5),0.1951,1.374,19.5,1.106,,,,N,4.7375
137078 (1998 XZ4),0.638,1.939,23.16,0.702,,,,N,3.5481
137084 (1998 XS16),0.4966,1.212,26.56,0.61,,,,N,5.0429
137099 (1998 YW3),0.4628,1.1,28.79,0.591,,,,N,5.4451
137108 (1999 AN10),0.5621,1.459,39.93,0.639,,,,Y,4.2383
137120 (1999 BJ8),0.549,1.9,8.97,0.857,,,,Y,3.7366
137125 (1999 CT3),0.1318,1.427,34.24,1.239,,,,N,4.5049
137126 (1999 CF9),0.6007,1.77,5.54,0.707,,-1.8e-14,,Y,3.8682
137158 (1999 FB),0.6069,1.18,12.9,0.464,,,,N,5.1478
137170 (1999 HF1),0.4625,0.8191,25.66,0.44,,,,N,6.9872
137175 (1999 JA11),0.3412,1.261,16.43,0.831,,,,N,5.0144
137199 (1999 KX4),0.2927,1.457,16.57,1.031,,,,N,4.5415
137427 (1999 TF211),0.6119,2.439,39.51,0.947,,,,Y,2.9691
137671 (1999 XP35),0.1843,1.435,21.1,1.17,,,,N,4.5894
137799 (1999 YB),0.0745,1.321,6.79,1.223,,2e-14,,N,4.9371
137802 (1999 YT),0.352,1.776,31.59,1.151,,,,N,3.8616
137805 (1999 YK5),0.5583,0.8294,16.75,0.366,,,,N,6.9085
137911 (2000 AB246),0.4949,2.303,3.76,1.164,,,,N,3.4132
137924 (2000 BD19),0.895,0.8765,25.76,0.092,,-3.8e-15,,N,6.2668
137925 (2000 BJ19),0.7638,1.292,31.13,0.305,,,,N,4.5783
138013 (2000 CN101),0.635,1.598,15.99,0.583,,,,N,4.0795
138095 (2000 DK79),0.4145,1.776,60.68,1.04,,,,Y,3.4508
138127 (2000 EE14),0.5331,0.6618,26.46,0.309,,,,Y,8.4033
138155 (2000 ES70),0.3195,1.808,25.45,1.231,,,,N,3.8869
138175 (2000 EE104),0.2933,1.004,5.23,0.709,,-8.6e-14,,Y,6.0194
138205 (2000 EZ148),0.6118,2.585,11.18,1.003,,,,N,3.1069
138258 (2000 GD2),0.4767,0.7578,32.14,0.397,,,,N,7.4351
138325 (2000 GO82),0.8048,2.163,25.73,0.422,,,,N,3.0953
138359 (2000 GX127),0.3613,1.142,20.24,0.729,,,,N,5.3764
138404 (2000 HA24),0.3186,1.139,2.16,0.776,,,,Y,5.455
138524 (2000 OJ8),0.5677,2.358,6.24,1.019,,,,Y,3.3086
138727 (2000 SU180),0.6052,2.105,11.92,0.831,,,,Y,3.4629
138815 (2000 TQ64),0.3802,2.091,8.24,1.296,,,,N,3.6491
138846 (2000 VJ61),0.5647,2.183,18.69,0.95,,,,N,3.3965
138847 (2000 VE62),0.2877,1.619,22.18,1.153,,,,N,4.2035
138852 (2000 WN10),0.298,1.002,21.52,0.703,,3.2e-14,,N,5.9728
138859 (2000 WN63),0.5316,1.573,13.16,0.737,,,,N,4.2151
138877 (2000 XG47),0.543,2.14,25.32,0.978,,,,N,3.4052
138883 (2000 YL29),0.3441,1.536,21.9,1.007,,,,N,4.3345
138893 (2000 YH66),0.7435,1.173,18.36,0.301,,,,N,5.039
138911 (2001 AE2),0.0816,1.35,1.66,1.24,,-2.2e-14,,N,4.8695
138925 (2001 AU43),0.3763,1.897,72.16,1.183,,,,N,3.0859
138937 (2001 BK16),0.6781,2.072,31.81,0.667,,,,N,3.2997
138947 (2001 BA40),0.2538,1.119,12.85,0.835,,-3.6e-14,,N,5.525
138971 (2001 CB21),0.3333,1.034,7.92,0.689,,,,Y,5.8652
139047 (2001 EB16),0.386,1.862,47.0,1.143,,,,N,3.5474
139056 (2001 FY),0.3279,1.886,4.73,1.267,,,,N,3.8928
139211 (2001 GN2),0.452,1.86,26.06,1.019,,,,Y,3.7559
139289 (2001 KR1),0.8411,1.26,23.26,0.2,,,,N,4.619
139345 (2001 KA67),0.7019,1.805,22.28,0.538,,,,N,3.6593
139359 (2001 ME1),0.8697,2.635,5.95,0.343,,-2.4e-13,,Y,2.6735
139622 (2001 QQ142),0.31,1.421,9.34,0.98,,,,Y,4.6425
140039 (2001 SO73),0.5678,1.82,4.85,0.787,,,,Y,3.8294
140158 (2001 SX169),0.4609,1.347,2.52,0.726,,,,Y,4.7654
140288 (2001 SN289),0.5083,1.784,53.2,0.877,,,,Y,3.521
140333 (2001 TD2),0.4816,0.9619,19.03,0.499,,,,N,6.1223
140928 (2001 VG75),0.297,1.519,20.66,1.068,,,,N,4.3913
141018 (2001 WC47),0.2412,1.399,2.87,1.061,,,,N,4.7248
141052 (2001 XR1),0.55,1.245,17.67,0.56,,,,N,4.9582
141053 (2001 XT1),0.5794,1.528,2.73,0.643,,,,Y,4.2879
141056 (2001 XV4),0.444,1.817,28.89,1.01,,,,N,3.7911
141078 (2001 XQ30),0.4509,1.863,11.47,1.023,,,,N,3.84
141079 (2001 XS30),0.8282,1.164,28.54,0.2,,,,N,4.9363
141354 (2002 AJ29),0.4507,1.989,10.93,1.092,,,,N,3.7
141424 (2002 CD),0.1768,0.9799,6.88,0.807,,,,N,6.1586
141432 (2002 CQ11),0.4275,0.976,2.47,0.559,,,,Y,6.1141
141447 (2002 CW59),0.5026,2.388,31.96,1.188,,,,N,3.1729
141484 (2002 DB4),0.3696,0.8579,16.6,0.541,,,,N,6.7889
141495 (2002 EZ11),0.8021,1.114,2.35,0.221,,-1.3e-14,,Y,5.2234
141498 (2002 EZ16),0.5666,0.9216,30.14,0.399,,,,N,6.2462
141525 (2002 FV5),0.7245,1.087,34.04,0.299,,,,Y,5.3094
141526 (2002 FA6),0.3223,1.014,30.1,0.687,,,,N,5.855
141527 (2002 FG7),0.6266,1.513,9.21,0.565,,,,Y,4.269
141531 (2002 GB),0.5289,0.9921,22.55,0.467,,2.4e-14,,N,5.9297
141593 (2002 HK12),0.5285,2.003,2.35,0.944,,,,Y,3.6505
141614 (2002 JV15),0.5365,1.624,7.19,0.753,,,,Y,4.1398
141670 (2002 JS100),0.4857,2.386,13.34,1.227,,,,N,3.3328
141761 (2002 MC),0.5098,2.574,18.93,1.262,,,,N,3.1663
141765 (2002 MP3),0.4691,2.0,33.07,1.062,,,,N,3.5195
141851 (2002 PM6),0.8502,1.198,19.14,0.179,,,,Y,4.821
141874 (2002 PO34),0.3487,1.835,10.99,1.195,,,,N,3.9285
142040 (2002 QE15),0.3443,1.667,28.25,1.093,,-1.2e-14,,N,4.0578
142348 (2002 RX211),0.4573,2.065,6.07,1.121,,,,N,3.6341
142464 (2002 TC9),0.1548,1.234,16.28,1.043,,,,N,5.1406
142555 (2002 TB58),0.5633,2.633,23.39,1.15,,,,N,3.0552
142561 (2002 TX68),0.2936,1.674,16.66,1.183,,-2.7e-14,,N,4.1474
142563 (2002 TR69),0.3438,1.66,20.49,1.089,,,,N,4.1285
142781 (2002 UM11),0.3878,1.951,41.02,1.195,,,,N,3.5189
143381 (2003 BC21),0.5105,2.597,5.47,1.271,,,,N,3.2131
143404 (2003 BD44),0.6077,1.967,2.66,0.772,,,,Y,3.621
143409 (2003 BQ46),0.3507,1.95,8.16,1.266,,,,N,3.8035
143487 (2003 CR20),0.7295,2.125,4.99,0.575,,,,Y,3.3197
143527 (2003 EN16),0.3521,1.661,17.31,1.076,,,,N,4.1426
143624 (2003 HM16),0.5774,1.966,35.54,0.831,,,,N,3.4636
143637 (2003 LP6),0.8837,1.746,43.56,0.203,,,,N,3.3733
143643 (2003 NP7),0.4183,2.18,11.15,1.268,,,,N,3.5407
143649 (2003 QQ47),0.187,1.085,62.1,0.882,,,,Y,5.2159
143651 (2003 QO104),0.5261,2.133,11.62,1.011,,,,Y,3.5063
143678 (2003 SA224),0.3288,1.65,13.86,1.107,,,,N,4.1864
143947 (2003 YQ117),0.6543,2.182,21.03,0.754,,,,N,3.299
143992 (2004 AF),0.5537,1.971,27.13,0.88,,,,Y,3.5524
144332 (2004 DV24),0.2898,1.423,55.89,1.011,,,,Y,4.2183
144411 (2004 EW9),0.5339,1.917,8.79,0.894,,,,N,3.7289
144861 (2004 LA12),0.7493,2.508,39.43,0.629,,,,N,2.7851
144898 (2004 VD17),0.5891,1.508,4.22,0.62,,,,Y,4.3184
144900 (2004 VG64),0.6556,0.9685,36.24,0.333,,,,Y,5.8985
144901 (2004 WG1),0.5216,1.64,13.03,0.785,,,,N,4.1063
144922 (2005 CK38),0.412,2.133,8.23,1.254,,,,N,3.5944
145656 (4788 P-L),0.5542,2.643,11.08,1.178,,,,N,3.1332
152558 (1990 SA),0.4411,2.014,38.15,1.126,,,,N,3.4619
152560 (1991 BN),0.3981,1.443,3.45,0.869,,,,Y,4.5706
152561 (1991 RB),0.4856,1.454,19.57,0.748,,,,Y,4.4497
152563 (1992 BF),0.2717,0.9079,7.25,0.661,,-2.7e-14,,N,6.5292
152564 (1992 HF),0.5619,1.391,13.32,0.609,,,,N,4.5734
152575 (1994 GY),0.5277,2.678,12.35,1.265,,,,N,3.1337
152637 (1997 NC1),0.2086,0.8649,16.73,0.685,,,,Y,6.7803
152664 (1998 FW4),0.7139,2.52,3.41,0.721,,1.9e-14,,Y,3.0379
152667 (1998 FR11),0.7077,2.806,6.68,0.82,,2.6e-13,,N,2.8851
152671 (1998 HL3),0.366,1.129,2.68,0.716,,-4.9e-14,,Y,5.4752
152679 (1998 KU2),0.5524,2.253,4.93,1.008,,,,N,3.4026
152680 (1998 KJ9),0.6396,1.448,10.93,0.522,,,,Y,4.3901
152685 (1998 MZ),0.5731,1.346,0.15,0.575,,,,Y,4.6997
152742 (1998 XE12),0.7392,0.8781,13.43,0.229,,1.8e-14,,N,6.4644
152754 (1999 GS6),0.4974,1.191,2.02,0.599,,-2.4e-14,,Y,5.1988
152756 (1999 JV3),0.4149,1.451,15.22,0.849,,,,N,4.5136
152770 (1999 RR28),0.6543,1.879,7.14,0.649,,,,Y,3.6712
152787 (1999 TB10),0.2316,1.364,15.95,1.048,,,,N,4.7729
152828 (1999 VT25),0.5231,1.162,5.15,0.554,,7.6e-14,,Y,5.2805
152889 (2000 CF59),0.6408,1.68,41.55,0.603,,,,N,3.7504
152895 (2000 CQ101),0.4955,2.286,2.97,1.153,,,,N,3.4262
152931 (2000 EA107),0.4558,0.9297,28.58,0.506,,,,N,6.258
152941 (2000 FM10),0.6807,1.481,8.73,0.473,,,,N,4.2863
152942 (2000 FN10),0.4567,1.938,27.07,1.053,,,,N,3.652
152952 (2000 GC2),0.187,1.384,55.3,1.125,,,,N,4.3368
152964 (2000 GP82),0.3934,1.397,13.23,0.847,,,,N,4.6524
152978 (2000 GJ147),0.2368,1.162,25.01,0.887,,1.5e-14,,Y,5.3104
153002 (2000 JG5),0.796,1.341,31.42,0.273,,,,Y,4.405
153195 (2000 WB1),0.6191,1.301,41.1,0.496,,,,N,4.5916
153201 (2000 WO107),0.7808,0.9112,7.77,0.2,,-1.6e-14,,Y,6.229
153219 (2000 YM29),0.4356,2.089,40.34,1.179,,,,N,3.3605
153220 (2000 YN29),0.668,2.541,6.23,0.844,,,,Y,3.0818
153243 (2001 AU47),0.5307,1.299,35.98,0.61,,,,N,4.6914
153249 (2001 BW15),0.5907,2.117,41.28,0.867,,,,N,3.2316
153267 (2001 CB32),0.6137,1.782,9.67,0.688,,,,N,3.8311
153271 (2001 CL42),0.4025,1.557,21.65,0.93,,,,N,4.273
153306 (2001 JL1),0.5232,2.553,26.98,1.217,,,,N,3.1022
153311 (2001 MG1),0.6463,2.501,28.42,0.885,,,,Y,3.0112
153315 (2001 NH6),0.4495,1.237,34.7,0.681,,,,N,4.9229
153349 (2001 PJ9),0.6381,1.8,10.55,0.651,,,,N,3.7814
153415 (2001 QP153),0.2139,0.8915,50.21,0.701,,,,N,6.3546
153460 (2001 RN),0.5811,1.414,10.08,0.592,,,,N,4.5156
153591 (2001 SN263),0.48,1.988,6.69,1.034,,,,Y,3.6947
153792 (2001 VH75),0.7429,2.098,10.48,0.539,,,,N,3.3163
153814 (2001 WN5),0.4673,1.712,1.92,0.912,,,,Y,4.0532
153842 (2001 XT30),0.5671,2.749,9.0,1.19,,,,N,3.0755
153951 (2002 AC3),0.3422,1.836,15.47,1.208,,,,N,3.9101
153953 (2002 AD9),0.8089,1.773,31.01,0.339,,,,N,3.5233
153957 (2002 AB29),0.7591,2.532,46.54,0.61,,,,N,2.6799
153958 (2002 AM31),0.4514,1.703,4.64,0.934,,,,Y,4.0733
154007 (2002 BY),0.3467,1.818,2.73,1.188,,,,N,3.9699
154019 (2002 CZ9),0.36,1.325,4.97,0.848,,,,Y,4.8654
154020 (2002 CA10),0.5897,1.541,12.12,0.632,,,,N,4.2363
154029 (2002 CY46),0.4624,1.89,44.2,1.016,,,,N,3.5195
154035 (2002 CV59),0.532,1.21,49.05,0.566,,,,N,4.8359
154144 (2002 FA5),0.296,1.834,23.62,1.291,,,,N,3.8765
154229 (2002 JN97),0.7184,1.851,10.09,0.521,,,,N,3.6283
154244 (2002 KL6),0.5501,2.305,3.25,1.037,,,,N,3.3674
154268 (2002 RM129),0.465,1.511,14.58,0.808,,,,N,4.3673
154269 (2002 SM),0.4865,1.871,14.4,0.961,,,,Y,3.7961
154275 (2002 SR41),0.4908,1.084,11.58,0.552,,,,Y,5.5797
154276 (2002 SY50),0.6889,1.705,8.74,0.53,,,,Y,3.8723
154278 (2002 TB9),0.5916,1.804,29.77,0.737,,,,N,3.7087
154300 (2002 UO),0.4725,1.209,8.29,0.638,,,,N,5.145
154302 (2002 UQ3),0.5615,1.72,28.83,0.754,,,,Y,3.859
154330 (2002 VX94),0.4088,1.477,7.16,0.873,,,,Y,4.4881
154347 (2002 XK4),0.6921,1.85,17.75,0.57,,,,N,3.6326
154453 (2003 CJ11),0.8351,2.583,20.81,0.426,,,,N,2.7392
154555 (2003 HA),0.5804,1.185,36.82,0.497,,,,N,5.0136
154589 (2003 MX2),0.4592,2.289,7.18,1.238,,,,N,3.4425
154590 (2003 MA3),0.4021,1.105,1.42,0.661,,-7.3e-14,,Y,5.5529
154631 (2003 WO25),0.4915,1.557,15.9,0.792,,,,N,4.2585
154652 (2004 EP20),0.4505,1.058,16.18,0.582,,,,N,5.6917
154656 (2004 FE3),0.6467,2.311,22.95,0.816,,,,N,3.1879
154658 (2004 FA18),0.4548,1.097,19.28,0.598,,,,N,5.5156
154715 (2004 LB6),0.4907,1.618,4.1,0.824,,,,N,4.1854
154807 (2004 PP97),0.3165,1.484,15.53,1.014,,,,N,4.4827
154988 (2004 XN35),0.6803,1.505,9.82,0.481,,,,N,4.2344
154991 Vinciguerra (2005 BX26),0.3228,1.705,5.63,1.154,,,,N,4.1304
154993 (2005 EA94),0.6636,1.517,10.32,0.51,,,,N,4.2251
155110 (2005 TB),0.3485,1.261,30.38,0.822,,,,N,4.9228
155140 (2005 UD),0.8724,1.275,28.61,0.163,,,,N,4.5062
155334 (2006 DZ169),0.4095,2.034,6.61,1.201,,,,N,3.6916
155336 (2006 GA1),0.7374,2.121,4.19,0.557,,,,N,3.3136
155338 (2006 MZ1),0.4825,1.569,2.08,0.812,,,,Y,4.2779
155340 (2006 SK198),0.4652,2.109,9.23,1.128,,,,N,3.5799
155341 (2006 SA218),0.2414,1.477,18.52,1.121,,,,N,4.5037
159399 (1998 UL1),0.2139,1.527,41.97,1.2,,,,N,4.1947
159402 (1999 AP10),0.5717,2.38,7.57,1.019,,-2.3e-14,,N,3.2865
159454 (2000 DJ8),0.2527,1.411,37.75,1.055,,,,N,4.4848
159459 (2000 KB),0.7989,2.336,56.17,0.47,,,,N,2.6764
159467 (2000 QK25),0.2828,1.809,6.14,1.298,,,,N,4.0012
159495 (2000 UV16),0.4823,2.35,4.06,1.217,,,,N,3.3888
159504 (2000 WO67),0.617,2.434,9.69,0.932,,,,Y,3.199
159518 (2001 FF7),0.4452,2.104,47.47,1.167,,,,N,3.2431
159533 (2001 HH31),0.2891,1.654,12.85,1.176,,,,N,4.1986
159555 (2001 SJ276),0.23,1.63,29.44,1.255,,,,N,4.1412
159560 (2001 TO103),0.4352,2.214,25.69,1.25,,,,N,3.4088
159608 (2002 AC2),0.352,1.674,58.88,1.085,,,,N,3.6573
159609 (2002 AQ3),0.4625,2.112,40.01,1.135,,,,N,3.3292
159635 (2002 CZ46),0.3242,1.703,16.24,1.151,,,,N,4.0948
159677 (2002 HQ11),0.5951,1.851,6.07,0.749,,,,N,3.7646
159686 (2002 LB6),0.6879,1.804,24.73,0.563,,,,N,3.6609
159699 (2002 PQ142),0.716,1.697,16.81,0.482,,,,N,3.8297
159856 (2004 JW6),0.4658,2.154,9.76,1.151,,,,N,3.538
159857 (2004 LJ1),0.5936,2.262,23.15,0.919,,,,Y,3.2762
159923 (2004 YJ32),0.5251,2.521,7.53,1.197,,,,N,3.2387
159928 (2005 CV69),0.4192,1.655,27.75,0.961,,,,N,4.0505
159929 (2005 UK),0.4078,1.887,54.42,1.117,,,,N,3.3975
161989 Cacus (1978 CA),0.2139,1.123,26.07,0.883,,-9.2e-15,,Y,5.4491
161995 (1983 LB),0.4781,2.289,25.24,1.195,,,,N,3.3272
161998 (1988 PA),0.4063,2.147,8.23,1.275,,,,N,3.5855
161999 (1989 RC),0.5136,2.317,7.39,1.127,,,,N,3.3815
162000 (1990 OS),0.4625,1.678,1.09,0.902,,,,Y,4.1079
162004 (1991 VE),0.6646,0.8908,7.22,0.299,,2.4e-14,,N,6.4551
162011 Konnohmaru (1994 AB1),0.5968,2.835,4.55,1.143,,,,N,3.0163
162015 (1994 TF2),0.2841,0.9934,23.75,0.711,,,,N,6.0053
162038 (1996 DH),0.2767,1.587,17.24,1.148,,,,N,4.2927
162039 (1996 JG),0.6606,1.802,5.28,0.612,,,,Y,3.7676
162058 (1997 AE12),0.5545,2.367,4.85,1.054,,,,N,3.317
162063 (1997 EH29),0.6664,1.214,13.01,0.405,,,,N,4.9883
162080 (1998 DG16),0.3582,0.8967,16.21,0.575,,-2.6e-14,,N,6.5476
162082 (1998 HL1),0.1871,1.246,20.05,1.013,,,,Y,5.0795
162116 (1998 SA15),0.5584,1.916,7.11,0.846,,,,Y,3.715
162117 (1998 SD15),0.3448,0.9326,26.8,0.611,,-1.8e-14,,N,6.2893
162120 (1998 SH36),0.571,1.088,2.13,0.467,,,,Y,5.5331
162142 (1998 VR),0.3178,0.8753,21.81,0.597,,1.7e-14,,N,6.6672
162149 (1998 YQ11),0.3966,1.874,11.93,1.131,,,,N,3.8548
162157 (1999 CV8),0.3515,1.297,15.27,0.841,,,,N,4.9139
162161 (1999 DK3),0.4425,2.116,43.15,1.18,,,,N,3.2937
162162 (1999 DB7),0.1949,1.206,10.84,0.971,,2.8e-14,,Y,5.2424
162168 (1999 GT6),0.6013,2.778,4.03,1.108,,,,N,3.0379
162173 Ryugu (1999 JU3),0.1911,1.191,5.87,0.963,,-2.5e-14,,Y,5.3035
162181 (1999 LF6),0.2806,1.41,18.94,1.014,,-1.3e-14,,N,4.6358
162183 (1999 NB5),0.5348,2.073,1.43,0.964,,,,Y,3.5766
162186 (1999 OP3),0.6116,2.708,27.59,1.052,,,,N,2.9333
162195 (1999 RK45),0.7731,1.598,5.89,0.363,,,,N,3.9557
162196 (1999 RL45),0.3748,1.826,22.43,1.142,,,,N,3.8651
162210 (1999 SM5),0.698,2.302,5.32,0.695,,,,N,3.209
162214 (1999 TC10),0.5858,2.324,19.15,0.963,,,,N,3.2624
162215 (1999 TL12),0.4365,1.082,17.34,0.609,,4.3e-14,,N,5.5926
162269 (1999 VO6),0.7379,1.135,40.13,0.298,,,,N,5.0668
162273 (1999 VL12),0.2362,1.594,20.18,1.217,,,,N,4.2742
