cadena,gamma_Nm,tau_anios,k_em,chi_ms,prob
A,4.4319e+18,37.747,0.041495,0.30017,0.32425
A,9.8047e+18,11.046,0.96367,0.19301,0.62773
A,8.1849e+18,28.224,1.1548,0.21517,0.56062
A,1.0093e+19,11.459,1.1492,0.11183,0.85529
A,1.1282e+19,14.192,0.72675,0.25063,0.45604
A,1.8989e+19,8.1623,1.6735,0.20384,0.59488
A,1.7338e+19,5.7628,0.88539,0.20365,0.59548
A,1.8398e+19,5.1902,0.73096,0.17857,0.67126
A,1.3779e+19,9.5441,1.0454,0.2854,0.36125
A,1.5889e+19,12.34,1.4378,0.23907,0.48947
A,7.9229e+18,10.64,0.2914,0.23299,0.50736
A,1.3836e+19,17.352,1.6603,0.1594,0.72788
A,1.4105e+19,14.722,1.4623,0.079182,0.92462
A,7.5853e+18,24.48,0.33656,0.25017,0.45736
A,1.3949e+19,11.087,0.96589,0.22887,0.51957
A,9.3657e+18,17.937,1.1074,0.23224,0.50957
A,9.8395e+18,8.9092,0.37293,0.12141,0.83172
A,1.0924e+19,4.8651,0.13184,0.13453,0.79753
A,4.2975e+18,17.615,0.020538,0.28537,0.36133
A,7.5488e+18,18.028,0.48758,0.2465,0.4679
A,8.3822e+18,16.969,1.1313,0.19425,0.62395
A,1.3033e+19,8.0021,0.49052,0.15165,0.75016
A,7.9812e+18,14.28,0.74772,0.2518,0.4527
A,1.0065e+19,7.894,0.36228,0.25317,0.44879
A,9.2251e+18,6.1024,0.1192,0.28687,0.35747
A,1.508e+19,5.4063,1.2593,0.27135,0.39836
A,1.8365e+19,10.023,2.5462,0.2191,0.54878
A,8.1945e+18,7.2464,0.2599,0.2939,0.33969
A,1.8252e+19,9.6543,1.8003,0.23441,0.50316
A,1.6369e+19,14.225,1.8261,0.20184,0.60095
A,1.0011e+19,11.322,0.81232,0.26682,0.4107
A,9.7981e+18,7.6749,0.58978,0.27369,0.39207
A,1.3995e+19,75.138,2.0459,0.26806,0.40729
A,1.7762e+19,6.2105,0.87279,0.15487,0.74095
A,1.3134e+19,8.5467,0.52321,0.27516,0.38813
A,1.7108e+19,8.7287,1.4312,0.26297,0.4213
A,1.0398e+19,13.009,0.69703,0.23234,0.50928
A,8.9853e+18,8.9123,0.18763,0.22095,0.54322
A,1.4834e+19,5.4108,0.78412,0.23352,0.50577
A,1.1646e+19,18.851,0.88395,0.22829,0.52128
A,1.236e+19,9.8247,1.081,0.28192,0.37029
A,1.1599e+19,7.9648,0.66644,0.25284,0.44973
A,1.4727e+19,8.5093,1.1096,0.24231,0.48002
A,9.7439e+18,16.922,0.99064,0.29546,0.3358
A,1.113e+19,8.375,1.4101,0.2899,0.34976
A,1.2083e+19,7.8722,1.5987,0.3067,0.30857
A,1.3436e+19,11.345,1.2594,0.30676,0.30842
A,1.6841e+19,27.589,2.6267,0.24457,0.47345
A,1.7428e+19,16.66,2.2971,0.21244,0.56887
A,8.5892e+18,7.5315,0.64292,0.28825,0.35394
A,1.4442e+19,3.307,0.086983,0.27907,0.37776
A,1.4651e+19,17.416,2.2197,0.22746,0.52377
A,1.531e+19,6.828,1.2235,0.17357,0.68619
A,1.1904e+19,6.4459,0.46793,0.14744,0.76207
A,1.581e+19,16.446,1.7038,0.30638,0.30932
A,7.3891e+18,23.791,0.6534,0.19188,0.63114
A,5.4402e+18,13.102,0.04775,0.21848,0.55065
A,1.4379e+19,9.526,1.4957,0.21196,0.57031
A,1.1854e+19,15.296,1.3824,0.20918,0.5787
A,8.6744e+18,24.692,0.59664,0.26998,0.40209
A,1.194e+19,28.56,1.4428,0.16768,0.70365
A,8.3649e+18,6.3433,0.052643,0.29846,0.32842
A,5.3204e+18,23.278,0.45601,0.25078,0.45559
A,8.1448e+18,15.454,1.2828,0.27067,0.4002
A,2.423e+19,30.376,4.3829,0.17223,0.69018
A,1.9498e+19,14.25,3.0711,0.27213,0.39627
A,2.2215e+19,9.2824,2.9588,0.18683,0.64641
A,2.3459e+19,17.327,2.6322,0.25463,0.44465
A,1.5579e+19,9.9707,1.7697,0.17367,0.68591
A,2.1637e+19,12.58,2.1633,0.30137,0.32134
A,1.9762e+19,18.677,2.9415,0.28014,0.37494
A,1.8975e+19,12.715,2.6677,0.249,0.46069
A,1.5449e+19,6.8216,0.73183,0.21394,0.56432
A,1.8493e+19,15.074,2.2988,0.26873,0.40548
A,1.038e+19,8.4431,1.2576,0.26989,0.40231
A,1.4394e+19,7.9259,0.83075,0.30863,0.30403
A,1.0099e+19,10.403,0.75808,0.21968,0.54703
A,7.9629e+18,12.537,0.45414,0.26081,0.42729
A,1.6491e+19,7.1868,0.71026,0.26601,0.41293
A,1.9024e+19,7.0415,1.475,0.23224,0.50957
A,1.3797e+19,12.726,1.8289,0.3003,0.32391
A,1.6382e+19,13.599,1.8888,0.28321,0.36693
A,8.8037e+18,9.4245,0.32681,0.30134,0.3214
A,1.2977e+19,6.9858,0.62313,0.15927,0.72827
A,1.2914e+19,9.9068,0.6298,0.24779,0.46418
A,9.3116e+18,17.393,0.46776,0.22457,0.53237
A,1.5691e+19,9.4943,1.2963,0.21241,0.56894
A,2.0612e+19,10.159,1.838,0.29213,0.34412
A,9.2688e+18,13.593,0.37525,0.28135,0.37176
A,1.3852e+19,8.5244,0.42941,0.20069,0.60445
A,8.6225e+18,7.9285,0.056277,0.30584,0.31062
A,9.3244e+18,8.1671,0.46041,0.27951,0.37661
A,7.4875e+18,18.86,0.67139,0.29876,0.32768
A,1.7069e+19,14.296,2.2819,0.29815,0.32918
A,1.8749e+19,6.039,1.2883,0.27019,0.40151
A,1.3034e+19,13.742,0.96788,0.18823,0.6422
A,1.6271e+19,7.6732,1.2024,0.30081,0.32268
A,1.6004e+19,8.1814,1.2121,0.27673,0.38396
A,1.0829e+19,11.268,0.51436,0.28815,0.35419
A,1.7116e+19,12.622,1.6211,0.26203,0.4239
A,1.1075e+19,9.1562,0.66464,0.20926,0.57846
A,6.3895e+18,15.113,0.35574,0.22331,0.53614
A,7.2358e+18,19.019,0.25147,0.30542,0.31161
A,9.2887e+18,10.34,0.42503,0.21251,0.56863
A,6.899e+18,12.361,0.311,0.29133,0.34613
A,1.3118e+19,7.1867,1.2947,0.24692,0.46667
A,8.1275e+18,15.464,0.56302,0.15265,0.74731
A,9.3711e+18,7.6288,0.053798,0.30005,0.32453
A,1.1129e+19,12.289,0.67561,0.27008,0.4018
A,1.406e+19,14.445,1.4163,0.16453,0.71292
A,1.4025e+19,7.1234,0.78739,0.22364,0.53517
A,1.7515e+19,8.6586,1.2684,0.30821,0.30501
A,1.2247e+19,9.151,1.021,0.19644,0.61733
A,9.1305e+18,18.297,1.2112,0.27377,0.39184
A,1.4076e+19,24.223,1.7328,0.23475,0.50215
A,1.1276e+19,7.5308,0.8569,0.19009,0.63655
A,9.5792e+18,9.282,1.1175,0.24221,0.48032
A,1.2643e+19,6.014,1.1029,0.21054,0.5746
A,2.1582e+19,3.8559,1.5748,0.30059,0.32322
A,1.5836e+19,13.241,1.5201,0.28517,0.36185
A,1.4986e+19,11.075,0.85301,0.22928,0.51836
A,9.4897e+18,9.2708,0.15651,0.22685,0.52558
A,1.7728e+19,6.319,0.85805,0.28015,0.3749
A,1.523e+19,34.138,2.3805,0.19908,0.60932
A,1.2472e+19,12.07,1.7556,0.30726,0.30724
A,7.8364e+18,8.336,0.20755,0.2498,0.45841
A,9.2933e+18,34.98,1.3138,0.30085,0.32258
A,2.3404e+19,11.826,2.4153,0.25396,0.44656
A,1.2975e+19,14.22,1.9102,0.26479,0.41628
A,6.9602e+18,32.264,0.4232,0.21678,0.55577
A,9.9019e+18,11.524,0.94954,0.20448,0.59296
A,3.1612e+19,20.422,6.8203,0.28081,0.37318
A,1.5065e+19,14.343,1.7709,0.21958,0.54734
A,7.8116e+18,16.314,0.75684,0.28388,0.36518
A,1.3968e+19,24.985,1.8588,0.26158,0.42514
A,1.7508e+19,9.0557,1.7202,0.22066,0.54408
A,1.4854e+19,11.966,1.5856,0.29485,0.33732
A,1.4228e+19,14.95,3.0784,0.20664,0.5864
A,1.4116e+19,11.377,1.9462,0.28405,0.36474
A,2.0108e+19,27.915,2.9678,0.29049,0.34826
A,1.4334e+19,7.6161,0.75798,0.2987,0.32781
A,9.9052e+18,43.562,1.577,0.27295,0.39404
A,6.1536e+18,15.023,0.36657,0.14699,0.76331
A,1.6006e+19,10.042,1.3991,0.2542,0.44586
A,1.6857e+19,16.692,2.4694,0.19716,0.61513
A,5.6505e+18,16.663,0.28536,0.1998,0.60712
A,8.8717e+18,24.037,0.7317,0.26849,0.40612
A,1.0941e+19,7.2916,0.61153,0.2453,0.47134
A,1.1057e+19,5.2348,0.3736,0.29571,0.33519
A,1.5185e+19,8.6104,1.1154,0.23605,0.49833
A,2.2778e+19,3.3641,0.29195,0.28494,0.36244
A,1.5506e+19,6.2371,0.47511,0.12603,0.81992
A,1.6284e+19,5.1393,0.38538,0.25341,0.4481
A,1.4352e+19,4.6929,0.07402,0.15286,0.74671
A,1.6572e+19,15.914,2.4594,0.19441,0.62347
A,9.6834e+18,11.952,0.86633,0.25738,0.4369
A,1.1276e+19,8.7279,0.49518,0.25029,0.457
A,1.3561e+19,13.154,1.3596,0.27235,0.39568
A,1.1675e+19,7.782,0.14976,0.27231,0.39578
A,1.2047e+19,6.2234,0.4459,0.17442,0.68366
A,1.0281e+19,6.4621,0.13243,0.27318,0.39344
A,1.017e+19,12.215,0.37042,0.25377,0.44709
A,1.1873e+19,6.9519,0.5728,0.24178,0.48156
A,7.5752e+18,16.591,0.23035,0.22966,0.51721
A,1.1534e+19,5.847,0.32054,0.27728,0.38248
A,1.8362e+19,15.941,1.9056,0.26836,0.40648
A,6.8202e+18,26.139,0.66856,0.30295,0.31751
A,2.1192e+19,27.923,3.3519,0.30048,0.32349
A,1.6688e+19,8.8297,1.1366,0.30873,0.30378
A,1.1864e+19,6.1063,0.22763,0.11382,0.85048
A,2.2562e+19,4.4531,0.027078,0.18079,0.66462
A,1.8809e+19,3.8941,0.45709,0.209,0.57927
A,2.478e+19,4.249,0.37873,0.18031,0.66604
A,1.7522e+19,5.8492,0.80024,0.26498,0.41575
A,1.4575e+19,5.7301,0.60374,0.28524,0.36167
A,1.1683e+19,14.347,1.2096,0.27297,0.394
A,2.1033e+19,21.104,2.347,0.27995,0.37544
A,1.3338e+19,7.918,0.70041,0.16492,0.71179
A,8.6805e+18,7.0736,0.42079,0.23846,0.49126
A,1.1467e+19,39.047,1.4812,0.24997,0.45791
A,1.2679e+19,4.4647,0.16981,0.25794,0.43532
A,2.3644e+19,6.9715,1.5633,0.28207,0.36988
A,1.7517e+19,4.5794,0.42399,0.23907,0.48947
A,1.2742e+19,9.0915,1.3226,0.19317,0.62723
A,1.125e+19,6.4884,0.12713,0.25601,0.44074
A,1.0412e+19,8.2705,0.83207,0.20104,0.60338
A,1.0052e+19,11.592,0.6861,0.29707,0.33182
A,1.7155e+19,14.105,2.2768,0.22607,0.5279
A,9.9826e+18,9.3078,0.88792,0.25357,0.44766
A,1.3693e+19,7.4456,0.92383,0.21221,0.56954
A,1.263e+19,10.829,0.48122,0.28084,0.37312
A,9.4885e+18,12.583,1.3981,0.19524,0.62097
A,1.3679e+19,12.925,2.0837,0.29144,0.34587
A,6.5523e+18,13.103,0.097862,0.2145,0.56262
A,9.8108e+18,18.29,0.58337,0.21771,0.55296
A,1.5478e+19,15.708,1.7022,0.20634,0.58732
A,1.5004e+19,8.1497,0.91651,0.23264,0.50839
A,2.0485e+19,5.196,0.85525,0.24547,0.47086
A,1.7652e+19,8.506,1.2754,0.19819,0.61202
A,6.1661e+18,33.583,0.46368,0.27326,0.39322
A,1.7767e+19,5.0975,1.1938,0.24304,0.4779
A,1.8394e+19,5.1703,1.2512,0.20921,0.57861
A,9.9502e+18,10.472,0.87592,0.25445,0.44518
A,4.9675e+18,25.907,0.1302,0.25259,0.45045
A,1.6839e+19,8.9762,2.0417,0.24569,0.47021
A,9.2214e+18,14.935,0.35961,0.25691,0.43821
A,5.1152e+18,63.463,0.48515,0.29822,0.329
A,9.0518e+18,11.195,0.29431,0.2293,0.5183
A,1.3837e+19,10.018,1.0763,0.24436,0.47407
A,2.2516e+19,8.7712,2.7805,0.29421,0.33892
A,4.5514e+18,24.325,0.4489,0.30215,0.31945
A,1.6465e+19,5.5137,0.87823,0.24803,0.46348
A,1.1608e+19,5.795,0.48541,0.2351,0.50113
A,2.2077e+19,18.778,4.3774,0.25463,0.44467
A,6.0528e+18,29.866,0.50122,0.29648,0.33328
A,7.1691e+18,27.359,0.80147,0.26464,0.4167
A,1.2911e+19,10.904,0.99359,0.30877,0.30369
A,1.1382e+19,11.437,0.90471,0.29581,0.33495
A,8.5053e+18,23.635,0.45075,0.28031,0.37451
A,1.288e+19,8.5439,1.1629,0.31011,0.30057
A,7.8283e+18,20.565,0.31038,0.2238,0.53469
A,1.9782e+19,12.379,2.4721,0.2994,0.32611
A,1.5023e+19,8.8101,1.3515,0.28752,0.35583
A,1.6083e+19,19.792,2.4047,0.25692,0.43819
A,2.2437e+19,24.793,4.0365,0.30319,0.31693
A,1.3124e+19,11.803,1.4549,0.26667,0.41111
A,7.5436e+18,43.587,0.72618,0.28619,0.35922
A,5.3919e+18,26.91,0.39084,0.23917,0.48917
A,1.5345e+19,17.199,2.179,0.2932,0.34144
A,1.1257e+19,17.679,1.1202,0.2747,0.38935
A,6.7705e+18,22.166,0.2369,0.27283,0.39436
A,1.0785e+19,6.3151,0.15487,0.28904,0.35195
A,1.3582e+19,4.4493,0.77035,0.2926,0.34295
A,1.7272e+19,10.979,2.3386,0.28876,0.35265
A,1.022e+19,13.291,0.60987,0.2009,0.60381
A,9.4712e+18,7.0601,0.1918,0.15762,0.73303
A,1.2721e+19,5.0651,0.35256,0.26685,0.4106
A,1.0642e+19,8.6351,0.77625,0.21295,0.56731
A,8.1818e+18,14.836,0.45921,0.25584,0.44123
A,1.3238e+19,16.54,1.4021,0.21629,0.55723
A,1.9201e+19,4.8968,1.6417,0.26517,0.41521
A,1.0949e+19,24.186,0.99161,0.30337,0.31651
A,8.2718e+18,8.4692,0.22071,0.21278,0.56781
A,1.1146e+19,21.514,1.5739,0.30472,0.31327
A,1.0976e+19,15.831,1.1571,0.29682,0.33245
A,6.2817e+18,16.538,0.34984,0.24471,0.47305
A,5.4391e+18,19.116,0.037042,0.29803,0.32947
A,6.9354e+18,9.4997,0.020644,0.18849,0.64139
A,1.1155e+19,9.4008,0.7734,0.22073,0.54389
A,7.8158e+18,11.0,0.50292,0.30575,0.31083
A,1.3045e+19,24.246,1.9842,0.22888,0.51953
A,1.2519e+19,6.5018,0.63894,0.27469,0.38938
A,9.675e+18,7.7445,0.36661,0.25473,0.44438
A,8.6011e+18,12.74,0.21354,0.20411,0.59408
A,1.0736e+19,50.675,1.4476,0.30867,0.30393
A,8.1375e+18,15.754,0.47385,0.23918,0.48916
A,1.5578e+19,6.4037,0.89969,0.26206,0.42382
A,6.0963e+18,16.09,0.47405,0.27687,0.38359
A,2.5882e+19,6.0744,1.9706,0.16597,0.70871
A,1.4651e+19,4.4916,1.091,0.21117,0.5727
A,1.21e+19,13.986,1.0749,0.30623,0.30969
A,9.9928e+18,9.1057,0.18467,0.24526,0.47146
A,1.0883e+19,12.802,1.1227,0.29393,0.33962
A,6.5801e+18,11.034,0.51536,0.22948,0.51776
A,9.8831e+18,10.65,1.2828,0.30472,0.31327
A,1.0699e+19,13.161,0.98596,0.30926,0.30256
A,2.5425e+19,37.214,5.011,0.27314,0.39353
A,9.3584e+18,7.7501,0.81309,0.26946,0.40349
A,9.2225e+18,6.2244,0.25894,0.30886,0.30348
A,1.0887e+19,13.658,1.2623,0.16773,0.7035
A,7.3853e+18,17.743,0.61606,0.19413,0.62431
A,8.1171e+18,13.77,0.21207,0.25345,0.448
A,1.274e+19,10.158,1.6229,0.20421,0.59376
A,2.1834e+19,19.743,3.2655,0.24878,0.46132
A,1.5984e+19,16.533,2.0259,0.29644,0.33338
A,1.4115e+19,9.6086,1.424,0.29682,0.33245
A,9.366e+18,7.7283,0.0047803,0.27544,0.38737
A,8.9019e+18,8.8213,0.31626,0.30434,0.31418
A,4.4231e+18,34.067,0.15547,0.23449,0.50291
A,1.0918e+19,41.42,1.0418,0.25936,0.43134
A,1.0508e+19,5.5024,0.43744,0.23895,0.48983
A,1.5616e+19,8.9385,1.3607,0.15674,0.73558
A,1.1501e+19,8.6544,0.41323,0.28182,0.37054
A,1.3582e+19,7.6347,0.55744,0.24481,0.47276
A,1.3776e+19,7.9713,0.19859,0.30525,0.31202
A,1.7663e+19,5.4096,0.81771,0.30796,0.30559
A,2.4002e+19,3.7946,0.93671,0.27084,0.39973
A,1.9016e+19,3.87,0.38827,0.21181,0.57074
A,2.0707e+19,15.592,1.917,0.18233,0.65997
A,1.326e+19,8.6951,0.7009,0.30832,0.30475
A,6.2861e+18,14.246,0.43977,0.16693,0.70588
A,2.277e+19,22.627,3.1024,0.23316,0.50686
A,1.7621e+19,8.1219,0.91475,0.25588,0.44113
A,1.569e+19,17.43,2.5738,0.30674,0.30848
A,1.3401e+19,10.773,2.1232,0.30879,0.30364
A,1.1716e+19,16.213,1.2651,0.16196,0.72046
A,1.3898e+19,9.8709,1.201,0.19028,0.63598
A,9.3398e+18,9.8075,0.39989,0.19147,0.63238
A,1.5525e+19,11.325,1.7556,0.27065,0.40026
A,1.3557e+19,10.925,0.93683,0.21,0.57624
A,1.3762e+19,8.3724,0.65243,0.20705,0.58517
A,7.2356e+18,22.095,0.49395,0.2546,0.44473
A,1.464e+19,15.235,1.6051,0.22079,0.54369
A,1.1793e+19,5.1802,0.36782,0.29878,0.32763
A,8.6995e+18,8.2626,0.012833,0.26425,0.41777
A,4.6395e+18,28.943,0.32984,0.26951,0.40336
A,5.6076e+18,15.511,0.12635,0.19921,0.60894
A,8.3804e+18,18.252,0.3766,0.26184,0.42444
A,1.3648e+19,15.017,2.1116,0.25638,0.43972
A,7.4924e+18,18.943,0.79648,0.20568,0.58932
A,8.9527e+18,14.621,0.58732,0.23611,0.49816
A,1.1233e+19,14.111,1.2258,0.16718,0.70515
A,1.6656e+19,17.77,1.6844,0.26888,0.40508
A,1.3059e+19,13.454,1.7955,0.24219,0.48037
A,1.6152e+19,27.715,2.6193,0.28364,0.36581
A,1.4235e+19,15.579,1.9418,0.29908,0.3269
A,8.6253e+18,43.354,1.9289,0.29328,0.34123
A,8.6941e+18,10.551,0.32966,0.27223,0.396
A,1.0754e+19,9.8338,0.32666,0.19573,0.61949
A,1.3257e+19,5.374,1.1484,0.29765,0.33039
A,1.9748e+19,12.167,2.85,0.24942,0.4595
A,1.7407e+19,10.505,2.2613,0.21826,0.55132
A,8.4562e+18,9.3852,0.35238,0.29998,0.32469
A,1.4887e+19,8.3382,1.0681,0.29131,0.34619
A,1.3276e+19,5.5239,0.86381,0.18987,0.63724
A,1.181e+19,8.6438,0.87307,0.30978,0.30132
A,1.1878e+19,8.2252,0.69871,0.29477,0.33752
A,1.5271e+19,10.961,1.3833,0.2931,0.3417
A,1.3051e+19,6.4647,0.82745,0.25321,0.44869
A,1.3132e+19,10.796,0.83763,0.27414,0.39085
A,1.4022e+19,13.2,3.0859,0.30164,0.32067
A,9.3528e+18,28.306,1.1,0.30043,0.3236
A,6.5236e+18,19.47,0.32581,0.30739,0.30693
A,1.6903e+19,16.641,2.6753,0.2135,0.56566
A,8.2954e+18,16.254,0.51005,0.27136,0.39833
A,9.4081e+18,12.063,0.85821,0.25428,0.44566
A,1.6419e+19,15.628,1.907,0.30335,0.31656
A,8.3488e+18,7.9551,0.58641,0.28376,0.3655
A,9.6298e+18,8.0978,0.10324,0.29137,0.34603
A,1.652e+19,13.736,2.5858,0.31008,0.30063
A,9.8756e+18,18.75,1.1462,0.27991,0.37555
A,1.5135e+19,14.471,2.9808,0.30334,0.31658
A,8.8333e+18,10.791,0.31586,0.19932,0.60861
A,9.7702e+18,7.0575,0.21462,0.30197,0.31986
A,1.4072e+19,9.7925,0.88919,0.22723,0.52444
A,7.5294e+18,10.263,0.2678,0.28994,0.34964
A,1.1724e+19,8.5858,0.614,0.19696,0.61574
A,1.1725e+19,6.9979,0.44128,0.22521,0.53046
A,2.0195e+19,2.4524,0.26903,0.30355,0.31608
A,1.615e+19,9.6822,0.76518,0.3077,0.30622
A,1.7816e+19,16.438,1.8403,0.26258,0.42238
A,2.2406e+19,6.2141,1.5694,0.28259,0.36855
A,8.1045e+18,15.594,0.39408,0.28386,0.36524
A,1.3961e+19,28.143,1.7946,0.28662,0.35811
A,2.0969e+19,6.6147,1.715,0.22055,0.54441
A,2.1156e+19,10.03,2.8068,0.21609,0.55783
A,1.104e+19,12.373,1.3368,0.25045,0.45655
A,1.6856e+19,9.5309,1.6184,0.26866,0.40565
A,1.909e+19,3.2442,0.24745,0.19962,0.60767
A,1.3437e+19,6.1067,0.50212,0.17913,0.66958
A,1.3305e+19,20.434,1.0096,0.30967,0.30158
A,1.3762e+19,16.627,1.4383,0.28929,0.3513
A,1.3376e+19,5.8588,0.51074,0.26741,0.40908
A,8.5656e+18,9.0589,0.30916,0.13065,0.80786
A,1.1896e+19,8.9244,0.38591,0.27272,0.39468
A,7.7782e+18,11.871,0.38449,0.18449,0.65346
A,1.1058e+19,12.635,0.65898,0.16595,0.70876
A,1.8627e+19,7.2334,1.9294,0.25277,0.44994
A,1.1072e+19,8.7599,0.21195,0.18261,0.65915
A,1.618e+19,27.204,1.7535,0.25373,0.4472
A,5.4175e+18,20.046,0.04926,0.26305,0.42109
A,1.046e+19,6.2087,0.32965,0.23515,0.50099
A,8.8301e+18,8.795,0.16085,0.1708,0.69442
A,8.9777e+18,9.3593,0.48403,0.25623,0.44014
A,1.3399e+19,20.704,2.5954,0.27213,0.39626
A,1.314e+19,9.3531,0.97971,0.20365,0.59545
A,6.7435e+18,10.528,0.50102,0.27328,0.39316
A,7.882e+18,9.2221,0.3599,0.29776,0.33013
A,1.1582e+19,7.5694,0.58025,0.22662,0.52627
A,1.2179e+19,10.795,1.6763,0.30523,0.31207
A,1.3081e+19,14.681,1.1353,0.28656,0.35827
A,6.5209e+18,31.676,0.6356,0.24683,0.46693
A,1.1643e+19,16.851,2.0658,0.29423,0.33888
A,1.3723e+19,14.275,1.4569,0.22557,0.5294
A,1.6037e+19,6.5308,0.92871,0.30008,0.32445
A,1.4044e+19,5.5357,0.77177,0.26876,0.4054
A,1.4563e+19,9.0172,1.4392,0.19297,0.62785
A,1.2382e+19,12.567,0.99222,0.1596,0.72732
A,1.461e+19,16.814,2.4981,0.2165,0.55661
A,7.2031e+18,13.962,0.47954,0.21264,0.56824
A,1.0396e+19,8.9973,0.64613,0.23335,0.50628
A,1.0573e+19,8.8017,0.97925,0.2922,0.34395
A,1.0041e+19,13.367,0.88107,0.29324,0.34134
A,1.219e+19,13.209,1.6954,0.25681,0.4385
A,6.7289e+18,21.583,0.29284,0.26138,0.42571
A,1.1618e+19,5.3529,0.26627,0.18686,0.64632
A,1.5049e+19,7.3769,0.78224,0.25271,0.45011
A,1.1789e+19,7.0021,1.0531,0.2425,0.47947
A,1.163e+19,5.2782,0.057459,0.26024,0.42888
A,9.8125e+18,15.232,1.1421,0.30748,0.30672
A,1.311e+19,7.3259,0.67386,0.30517,0.31219
A,1.5721e+19,18.234,1.2784,0.20158,0.60174
A,1.6405e+19,4.213,0.15216,0.16881,0.70033
A,1.7701e+19,7.6126,1.0587,0.21108,0.57297
A,9.5637e+18,14.422,0.93289,0.11678,0.84327
A,1.4573e+19,21.962,2.7515,0.23169,0.51119
A,1.2206e+19,14.498,1.2952,0.3017,0.32053
A,8.5572e+18,12.268,0.27972,0.17788,0.67333
A,9.8303e+18,31.085,0.97247,0.306,0.31023
A,1.5737e+19,6.8943,1.8994,0.1917,0.63168
A,9.6027e+18,9.3497,0.34798,0.13342,0.80051
A,5.7717e+18,15.385,0.36217,0.27274,0.39462
A,5.8204e+18,17.269,0.28415,0.27409,0.39098
A,1.2226e+19,7.8705,1.4823,0.24984,0.45829
A,7.7284e+18,10.7,0.76317,0.20077,0.60419
A,7.7492e+18,20.529,0.39003,0.25272,0.45007
A,1.2197e+19,15.27,1.6665,0.15179,0.74975
A,1.2214e+19,11.055,1.3858,0.30566,0.31104
A,1.2525e+19,6.8818,0.39274,0.20477,0.59207
A,1.1013e+19,5.9524,0.028798,0.24937,0.45963
A,5.9589e+18,12.903,0.19634,0.14036,0.78171
A,9.1794e+18,7.2413,0.31687,0.10958,0.86061
A,9.265e+18,12.589,0.24888,0.25481,0.44415
A,1.3791e+19,12.897,1.5982,0.23833,0.49163
A,1.0981e+19,14.516,0.86307,0.24993,0.45803
A,6.9258e+18,31.552,0.38496,0.2679,0.40773
A,1.1958e+19,10.244,0.70118,0.10047,0.88147
A,1.8518e+19,4.785,0.56154,0.26873,0.40547
A,1.4997e+19,8.2888,0.5611,0.21548,0.55966
A,1.2426e+19,7.3967,1.1325,0.25777,0.43581
A,1.7476e+19,16.673,2.2966,0.29724,0.33141
A,6.1275e+18,59.446,0.33752,0.22769,0.52309
A,1.0924e+19,18.016,1.2319,0.11641,0.84417
A,8.6892e+18,18.507,0.55361,0.26754,0.40872
A,1.3907e+19,24.725,1.8159,0.30476,0.31319
A,8.2508e+18,37.129,0.73038,0.21646,0.55671
A,7.5738e+18,26.679,0.78123,0.16419,0.71392
A,7.0238e+18,10.699,0.13705,0.23601,0.49845
A,1.0572e+19,10.124,1.593,0.18785,0.64333
A,1.0305e+19,13.368,0.82725,0.2699,0.40228
A,2.4302e+19,14.589,2.9485,0.28282,0.36795
A,1.6788e+19,5.1037,0.97681,0.16429,0.71363
A,1.1787e+19,8.2887,0.21082,0.23358,0.5056
A,1.6076e+19,12.137,1.1708,0.19945,0.60819
A,2.0245e+19,4.1515,0.5234,0.21628,0.55726
A,9.1693e+18,12.661,0.44226,0.24084,0.48431
A,7.8876e+18,15.419,0.51471,0.25062,0.45605
A,1.0301e+19,16.223,1.1899,0.23656,0.49684
A,6.9808e+18,12.894,0.0049112,0.30282,0.31782
A,1.3672e+19,12.359,1.3659,0.26986,0.4024
A,1.3408e+19,9.0844,0.38392,0.2588,0.43292
A,9.1567e+18,9.1741,0.60764,0.2653,0.41487
A,1.724e+19,3.7355,0.21749,0.22945,0.51784
A,1.885e+19,5.5732,0.5306,0.19486,0.62213
A,8.668e+18,10.911,0.66363,0.30802,0.30546
A,6.7024e+18,46.769,0.95997,0.30628,0.30957
A,5.3805e+18,43.024,0.62087,0.2726,0.39499
A,8.612e+18,13.102,1.0605,0.22969,0.51712
A,1.0776e+19,13.987,0.91232,0.14665,0.76427
A,8.0278e+18,18.977,0.79598,0.15646,0.7364
A,1.256e+19,12.762,1.2202,0.27597,0.38596
A,1.3206e+19,12.375,1.2009,0.30404,0.31489
A,1.2998e+19,6.7235,0.50116,0.17356,0.68622
A,1.0668e+19,25.713,1.3722,0.15927,0.72827
A,6.1243e+18,13.013,0.45806,0.13295,0.80175
A,2.5969e+19,35.119,4.9424,0.27437,0.39023
A,2.6428e+19,16.372,3.2419,0.30365,0.31584
A,7.8714e+18,12.682,0.042542,0.25308,0.44906
A,1.0953e+19,14.216,1.3717,0.19535,0.62063
A,7.144e+18,23.71,0.76668,0.27865,0.37886
A,1.0142e+19,11.787,0.74909,0.2112,0.5726
A,2.0555e+19,3.6312,0.019063,0.19517,0.62116
A,1.7399e+19,4.326,0.098773,0.22432,0.53311
A,1.208e+19,7.2889,0.9532,0.24879,0.4613
A,1.3747e+19,10.227,0.84897,0.25749,0.43658
A,1.4946e+19,4.5637,0.16468,0.1621,0.72003
A,9.5209e+18,6.3491,0.17716,0.26086,0.42715
A,5.639e+18,25.956,0.35444,0.26951,0.40334
