basin_id,export_ene,export_feb,export_mar,export_abr,export_may,export_jun,export_jul,export_ago,export_sep,export_oct,export_nov,export_dic
3152,3.04,1.58,0.45,0.47,0.21,0.15,0.21,0.16,0.2,0.34,1.1,8.34
3153,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0
3155,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
3156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,0.15,0.09,0.21,0.23,0.28,0.5,0.77,0.89,0.72,0.65,0.48,0.32
3158,0.85,1.4,1.63,0.7,0.32,0.15,0.06,0.06,0.1,0.13,0.11,0.21
3159,0.68,0.08,0.08,0.6,0.08,0.06,0.14,0.03,0.08,0.05,0.25,1.49
3160,0.06,0.1,0.17,0.14,0.12,0.07,0.13,0.52,0.29,0.1,0.07,0.1
3161,0.03,0.05,0.14,0.18,0.13,0.08,0.05,0.08,0.19,0.13,0.09,0.06
3162,11.48,0.23,4.46,3.97,5.85,23.03,39.86,98.73,201.86,318.94,46.67,16.78
3163,0.24,0.5,0.37,0.17,0.21,0.2,0.1,0.09,0.07,0.06,0.05,0.07
3164,0.05,0.07,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
3165,0.33,0.49,0.22,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.07
3166,0.41,0.54,0.55,0.73,0.57,1.05,1.62,1.42,1.43,1.72,1.48,0.76
3167,1.01,1.13,1.29,1.59,2.43,5.36,6.54,11.16,11.2,6.61,3.77,2.1
3168,0.1,0.09,0.17,0.14,0.1,0.26,1.98,1.73,0.89,0.25,0.14,0.07
3169,0.26,0.3,0.28,0.25,0.2,0.07,0.03,0.04,0.03,0.04,0.12,0.14
3170,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0
3171,0.09,0.07,0.09,0.13,0.17,0.14,0.17,0.11,0.21,0.12,0.16,0.1
3172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,4.36,0.09,3.05,2.81,2.77,6.3,8.42,24.45,50.75,48.46,9.45,5.63
3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
3175,0.3,0.68,0.67,0.05,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.06
3176,0.57,1.08,2.49,0.76,0.15,0.11,0.1,0.1,0.08,0.06,0.06,0.24
3177,1.43,2.13,3.84,3.63,2.08,1.48,1.27,1.06,1.07,0.82,0.57,0.69
3178,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02
3179,0.01,0.01,0.02,0.01,0.01,0.07,0.07,0.05,0.09,0.05,0.01,0.01
3180,0.05,0.04,0.04,0.03,0.04,0.1,0.12,0.19,0.2,0.27,0.16,0.06
3181,0.38,0.78,0.08,0.03,0.06,0.0,0.03,0.0,0.0,0.0,0.0,0.16
3182,0.27,0.26,0.32,0.2,0.11,0.1,0.13,0.06,0.13,0.08,0.06,0.1
3183,1.21,2.1,3.15,0.86,0.28,0.08,0.03,0.04,0.07,0.09,0.09,0.08
3185,0.01,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,12.05,13.37,30.77,11.72,3.68,1.04,0.13,0.06,0.07,0.06,0.05,0.63
3191,0.46,0.92,1.13,0.56,0.15,0.06,0.05,0.06,0.09,0.17,0.1,0.1
3196,0.06,0.09,0.08,0.05,0.05,0.01,0.45,0.33,0.16,0.47,0.14,0.06
3197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3198,1.67,1.33,0.97,0.83,0.39,0.19,0.14,0.14,0.16,0.23,0.52,0.59
3199,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.23,0.22,0.02,0.0,0.0
3200,0.11,0.12,0.15,0.09,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.02
3201,1.72,1.53,1.48,3.75,2.71,1.63,1.08,1.43,3.9,6.67,1.71,5.81
3202,0.19,0.29,0.23,0.22,1.35,8.69,25.79,35.69,12.52,7.6,0.86,0.36
3203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3204,2.69,2.22,2.45,1.51,0.74,0.1,0.08,0.07,0.04,0.3,0.79,1.06
3205,0.0,0.0,0.0,0.0,0.42,3.18,5.94,12.09,2.62,1.33,0.19,0.02
3206,0.09,0.08,0.13,0.1,0.07,0.18,1.75,2.06,0.61,0.39,0.15,0.16
3208,2.17,3.49,1.8,1.95,1.61,0.12,0.79,0.12,0.16,0.1,0.11,0.61
3209,3.09,1.41,2.52,0.39,0.14,0.11,0.31,0.09,0.13,0.05,0.11,0.23
3210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,0.01,0.01,0.01,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01
3212,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3214,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.58,0.59,0.0,0.0,0.0
3215,0.26,0.43,0.99,0.74,0.15,0.03,0.02,0.06,0.09,0.07,0.1,0.04
3216,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
3217,0.07,0.06,0.07,0.05,0.05,0.28,0.68,0.75,1.43,0.89,0.15,0.1
3218,0.05,0.03,0.04,0.04,0.06,0.49,0.88,1.59,1.39,1.13,0.16,0.05
3219,0.3,0.22,0.42,0.6,1.12,6.39,12.46,19.8,12.77,6.64,1.69,0.28
3220,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.08,0.0,0.0,0.0
3222,1.32,1.14,0.08,0.06,0.12,0.01,0.01,0.01,0.01,0.01,0.04,0.29
3223,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,0.0,0.0,0.0,0.0,0.23,0.41,0.15,0.19,0.19,0.06,0.0,0.0
3225,0.06,0.04,0.05,0.12,0.49,2.11,2.47,1.98,1.25,0.34,0.11,0.04
3226,0.03,0.02,0.02,0.02,0.02,0.13,0.19,0.2,0.46,0.3,0.1,0.03
3227,0.02,0.01,0.01,0.01,0.01,0.14,0.24,0.13,0.64,0.3,0.09,0.02
3228,0.71,0.87,0.69,1.23,0.8,1.38,2.28,2.27,1.58,1.96,1.54,1.19
3229,39.08,20.1,63.17,4.85,0.41,0.12,0.09,0.1,0.12,0.03,0.03,9.58
3230,0.01,0.01,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0
3231,0.16,0.18,0.24,0.17,0.17,0.22,0.21,0.2,0.2,0.11,0.1,0.12
3232,1.24,1.28,0.81,0.44,0.12,0.01,0.01,0.01,0.01,0.07,0.12,0.34
3233,2.44,2.5,1.51,3.44,20.1,1.72,8.49,4.31,11.4,18.6,6.03,2.99
3234,0.03,0.03,0.07,0.13,0.07,0.58,1.06,1.55,1.08,0.61,0.16,0.04
3235,0.19,0.15,0.16,0.17,0.21,0.8,25.21,15.27,5.55,2.86,0.4,0.18
3236,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0
3237,0.0,0.0,0.0,0.01,0.01,0.07,0.03,0.08,0.09,0.02,0.01,0.0
3238,0.77,0.83,0.56,0.41,0.21,0.02,0.03,0.04,0.03,0.24,0.23,0.34
3239,0.01,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
3240,0.04,0.06,0.06,0.03,0.02,0.03,0.22,0.28,0.34,0.19,0.11,0.04
3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3243,0.0,0.0,0.0,0.01,0.01,0.03,0.05,0.06,0.05,0.05,0.02,0.0
3244,0.53,0.69,0.97,0.85,0.66,2.81,2.18,2.54,4.2,4.46,3.34,1.7
3246,0.04,0.05,0.08,0.1,0.25,0.12,0.22,0.22,0.19,0.15,0.06,0.06
3247,0.32,0.24,0.24,0.35,0.63,0.44,0.44,0.42,0.44,0.51,0.41,0.36
3248,2.52,2.4,2.54,3.66,4.03,3.36,5.08,4.35,4.99,5.56,5.15,3.74
3249,0.04,0.05,0.04,0.08,0.08,0.05,0.05,0.05,0.06,0.08,0.08,0.05
3250,0.05,0.04,0.04,0.07,0.11,0.08,0.05,0.05,0.05,0.07,0.06,0.04
3252,0.01,0.01,0.02,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.02,0.01
3253,0.07,0.06,0.13,0.21,0.29,0.16,0.17,0.23,0.35,0.33,0.14,0.09
3254,0.15,0.19,0.18,0.25,0.67,0.78,0.75,0.85,1.33,0.94,0.47,0.17
3255,0.23,0.68,1.13,1.56,0.95,2.19,2.14,2.16,2.66,2.25,1.5,0.48
3258,0.12,0.17,0.15,0.14,0.19,0.29,0.3,0.32,0.29,0.38,0.2,0.17
3259,0.29,0.18,0.11,0.08,0.1,0.32,6.77,6.41,2.93,1.35,0.51,0.25
3260,0.01,0.02,0.03,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01
3261,0.03,0.04,0.05,0.05,0.12,0.08,0.08,0.09,0.09,0.12,0.2,0.07
3264,0.0,0.01,0.01,0.02,0.02,0.03,0.27,0.07,0.01,0.01,0.01,0.0
3266,0.21,0.19,0.39,0.57,0.45,3.68,9.02,15.78,7.4,5.53,1.04,0.3
3267,0.03,0.04,0.05,0.04,0.04,0.05,0.26,0.53,0.39,0.29,0.09,0.03
3268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3269,0.02,0.02,0.02,0.03,0.04,0.02,0.05,0.02,0.03,0.02,0.02,0.02
3270,0.23,0.2,0.38,0.19,0.33,2.29,1.24,1.8,2.13,1.39,0.7,0.27
3271,0.03,0.04,0.07,0.09,0.16,0.15,0.15,0.13,0.14,0.13,0.07,0.04
3272,0.16,0.18,0.37,0.35,0.67,0.67,0.6,0.53,0.58,0.59,0.37,0.27
3273,0.34,0.1,0.15,0.04,0.02,0.03,0.09,0.02,0.01,0.02,0.01,0.07
3274,0.01,0.04,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01
3276,0.09,0.07,0.11,0.19,0.28,0.19,0.26,0.18,0.24,0.17,0.15,0.11
3277,0.12,0.1,0.11,0.11,0.17,0.14,0.15,0.13,0.12,0.14,0.13,0.12
3278,2.39,1.55,2.7,3.75,4.82,3.95,9.56,7.94,10.05,6.46,2.6,2.04
3279,0.39,0.32,0.53,0.93,1.76,4.83,3.37,7.79,7.83,6.17,1.39,1.0
3280,0.02,0.01,0.01,0.01,0.01,0.03,0.89,0.84,0.42,0.25,0.03,0.02
3281,0.23,0.62,0.7,0.35,0.08,0.1,0.03,0.03,0.04,0.06,0.09,0.23
3282,0.04,0.03,0.06,0.22,0.43,0.37,0.35,0.17,0.08,0.03,0.03,0.03
3283,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.02,0.01,0.0,0.0,0.0
3284,0.03,0.03,0.09,0.07,0.16,1.83,5.59,6.86,5.1,3.91,0.21,0.04
3285,0.03,0.04,0.08,0.05,0.06,0.15,0.23,0.45,0.24,0.15,0.06,0.04
3286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3289,0.01,0.01,0.01,0.0,0.0,0.03,0.15,0.32,0.3,0.18,0.06,0.02
3290,0.04,0.02,0.02,0.01,0.02,0.14,0.42,2.01,4.36,2.31,0.13,0.06
3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3292,0.17,0.24,0.44,0.49,0.73,0.61,0.38,0.32,0.6,0.61,0.19,0.17
3293,2.19,0.36,0.48,0.14,0.04,0.08,0.14,0.03,0.01,0.02,0.01,0.07
3294,0.39,0.42,0.71,0.68,0.65,0.64,0.56,0.73,0.56,0.65,0.26,0.28
3295,2.89,1.7,2.95,2.65,6.51,7.26,5.47,3.48,4.79,4.84,2.11,3.32
3296,0.09,0.05,0.04,0.08,0.04,0.04,0.1,0.08,0.08,0.07,0.05,0.04
3298,0.0,0.0,0.0,0.0,0.0,0.06,0.47,0.07,0.02,0.0,0.0,0.0
3299,0.56,0.65,0.09,1.92,8.38,4.7,10.3,7.93,6.02,6.27,2.36,0.6
3301,0.01,0.01,0.0,0.0,0.0,0.01,0.12,0.22,0.27,0.15,0.04,0.01
3302,0.02,0.02,0.03,0.04,0.24,0.13,0.26,0.31,0.15,0.09,0.05,0.02
3303,0.12,0.12,0.2,0.23,0.27,0.38,0.19,0.21,0.31,0.34,0.15,0.13
3304,3.87,5.24,1.87,1.07,0.52,0.12,0.14,0.18,0.42,0.5,1.98,4.54
3305,0.38,0.17,0.08,0.04,0.02,0.01,0.01,0.01,0.01,0.01,0.06,0.63
3306,0.07,0.08,0.04,0.1,0.69,0.53,0.8,0.77,0.54,0.36,0.22,0.07
3307,0.07,0.1,0.15,0.14,0.25,0.44,0.34,0.28,0.3,0.31,0.06,0.07
3308,0.03,0.03,0.06,0.05,0.07,0.08,0.1,0.1,0.09,0.09,0.05,0.04
3310,0.07,0.05,0.18,0.1,0.37,3.95,4.44,12.1,7.02,4.71,0.41,0.08
3311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,0.0,0.0,0.0,0.0,0.02,0.51,0.04,0.02,0.15,0.04,0.01,0.01
3313,0.04,0.01,0.03,0.09,0.08,0.02,0.02,0.01,0.01,0.04,0.02,0.04
3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3315,0.0,1.05,1.4,0.37,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3316,0.0,0.0,0.0,0.0,0.02,0.36,0.05,0.05,0.02,0.01,0.0,0.0
3317,0.0,0.0,0.0,0.0,0.0,0.98,0.66,0.41,0.16,0.12,0.02,0.0
3318,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,0.0
3320,0.01,0.01,0.01,0.01,0.01,0.32,0.08,0.05,0.04,0.01,0.01,0.01
3321,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.01,0.01,0.0,0.0
3322,0.01,0.01,0.01,0.01,0.01,0.4,0.1,0.07,0.06,0.02,0.01,0.01
3323,0.0,0.0,0.0,0.01,0.07,0.45,0.25,0.08,0.05,0.03,0.02,0.01
3324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3327,0.13,0.11,0.16,0.37,0.35,0.39,0.61,0.62,0.74,0.5,0.23,0.15
3328,0.02,0.02,0.03,0.04,0.04,0.06,0.07,0.05,0.05,0.04,0.03,0.02
3329,1.35,1.45,1.67,1.56,1.84,2.38,3.66,2.6,2.32,2.35,2.42,1.84
3330,0.46,0.6,0.64,0.64,0.76,0.85,0.93,0.84,0.85,1.01,0.93,0.62
3331,0.71,0.74,1.15,1.44,1.74,1.21,1.71,2.0,1.83,3.13,1.89,1.36
3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3333,0.04,0.04,0.03,0.02,0.02,0.03,2.31,0.85,1.09,0.27,0.04,0.02
3334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,0.13,0.26,0.42,0.51,0.91,0.86,0.99,0.74,0.61,0.69,0.52,0.28
3336,0.02,0.02,0.04,0.04,0.06,0.23,0.18,0.16,0.2,0.11,0.05,0.03
3337,0.24,0.08,0.07,0.04,0.04,1.88,29.73,32.44,17.31,2.79,0.77,0.28
3339,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
3340,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03
3342,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
3343,0.04,0.08,0.16,0.29,0.41,1.45,0.6,0.45,1.1,0.22,0.09,0.06
3344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3345,0.02,0.02,0.02,0.02,0.02,0.02,0.12,0.18,0.56,0.22,0.05,0.03
3346,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.02,0.0,0.0,0.0,0.0
3347,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0
3348,0.05,0.06,0.1,0.04,0.07,0.09,0.19,0.12,0.09,0.08,0.05,0.05
3349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350,0.15,0.13,0.06,0.3,0.54,0.03,0.34,0.02,0.05,0.05,0.2,0.33
3351,3.27,3.7,1.4,0.42,0.09,0.18,0.18,0.05,0.04,0.05,0.13,0.62
3353,0.01,0.01,0.01,0.01,0.02,0.05,0.42,0.06,0.05,0.01,0.01,0.01
3359,1.87,1.34,0.96,0.82,0.16,0.21,0.23,0.72,0.22,0.23,0.43,1.79
3360,0.09,0.08,0.06,0.06,0.08,0.02,0.06,0.02,0.03,0.05,0.06,0.1
3361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372,0.0,0.0,0.0,0.0,0.21,0.82,0.28,0.4,0.45,0.12,0.0,0.0
3373,0.01,0.01,0.01,0.07,0.07,0.05,0.04,0.05,0.02,0.01,0.01,0.01
3374,0.0,0.0,0.0,0.0,0.0,0.12,0.07,0.04,0.01,0.0,0.0,0.0
3375,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0
3376,0.0,0.01,0.01,0.01,0.02,0.04,0.06,0.03,0.02,0.01,0.01,0.01
3377,0.02,0.02,0.01,0.03,0.06,0.06,0.08,0.05,0.05,0.04,0.04,0.02
3378,0.43,0.62,1.1,1.28,1.36,1.17,1.48,1.22,1.02,1.33,0.94,0.51
3379,1.97,1.33,1.21,0.66,0.53,0.57,0.39,1.27,0.18,0.18,0.29,1.4
3380,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.0
3381,0.07,0.07,0.18,0.16,0.3,0.35,0.41,0.26,0.21,0.22,0.11,0.08
3383,5.51,16.87,3.43,1.19,0.2,0.45,0.22,0.15,0.09,0.19,0.26,0.9
3384,0.25,0.42,0.63,0.54,1.77,1.76,2.42,1.36,0.88,0.68,0.48,0.35
3385,4.37,5.05,4.0,2.31,0.17,0.79,4.49,39.58,45.32,26.93,4.53,1.51
3386,0.63,1.02,0.87,0.48,0.15,0.15,0.4,5.37,4.61,2.28,0.68,0.3
3387,0.08,0.08,0.16,0.24,0.26,0.21,0.24,0.17,0.12,0.16,0.12,0.07
3388,2.76,1.83,1.47,0.8,0.64,0.23,0.31,1.06,0.2,0.18,0.18,2.02
3389,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.01,0.0,0.0
3390,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03
3391,0.05,0.05,0.07,0.08,0.07,0.06,0.05,0.08,0.08,0.08,0.09,0.08
3393,0.03,0.01,0.02,0.02,0.11,0.01,0.17,0.02,0.02,0.03,0.03,0.06
3394,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
3396,0.62,0.53,0.63,0.5,0.45,0.63,2.44,3.49,2.42,1.66,0.77,0.51
3397,0.03,0.03,0.03,0.03,0.03,0.06,0.08,0.06,0.05,0.04,0.03,0.03
3398,0.06,0.08,0.12,0.16,0.28,0.59,0.55,0.24,0.23,0.43,0.26,0.08
3399,0.43,0.76,0.52,0.19,0.1,0.14,0.07,0.32,0.04,0.03,0.09,0.43
3401,0.11,0.1,0.13,0.15,0.35,0.37,0.44,0.35,0.25,0.26,0.17,0.12
3402,0.07,0.09,0.13,0.14,0.21,0.27,0.32,0.24,0.24,0.19,0.1,0.1
3403,0.63,0.46,0.51,0.45,0.37,0.28,0.38,0.59,1.1,0.84,0.79,0.44
3404,0.08,0.11,0.11,0.09,0.09,0.08,0.49,0.82,0.66,0.25,0.09,0.06
3405,0.02,0.02,0.02,0.02,0.04,0.07,0.07,0.05,0.05,0.05,0.03,0.02
3406,0.04,0.04,0.07,0.12,0.13,0.27,0.26,0.14,0.15,0.18,0.15,0.03
3407,0.0,0.0,0.0,0.02,0.1,0.48,0.33,0.15,0.13,0.25,0.05,0.0
3408,0.01,0.01,0.01,0.01,0.01,0.07,0.06,0.03,0.03,0.06,0.02,0.01
3409,0.69,0.82,0.35,0.22,0.13,0.1,0.07,0.07,0.09,0.12,0.4,1.2
3410,0.41,0.76,1.22,1.87,3.17,1.39,1.72,2.87,2.52,2.89,0.89,0.59
3411,0.0,0.0,0.01,0.01,0.01,0.01,0.29,0.03,0.01,0.01,0.01,0.0
3412,0.02,0.01,0.01,0.01,0.04,0.01,0.06,0.01,0.01,0.05,0.02,0.06
3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416,0.0,0.0,0.0,0.0,0.14,0.69,0.19,0.13,0.09,0.03,0.0,0.0
3417,0.05,0.03,0.02,0.04,0.07,0.21,0.33,0.1,0.05,0.03,0.03,0.01
3418,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0
3419,0.0,0.0,0.0,0.01,0.01,0.08,0.02,0.01,0.01,0.01,0.01,0.0
3421,0.02,0.03,0.09,0.1,0.18,0.38,0.89,0.63,0.3,0.12,0.06,0.03
3422,0.12,0.7,0.95,0.26,1.09,1.46,1.5,1.29,0.7,0.34,1.0,0.13
3423,0.18,0.34,0.46,0.47,0.21,0.19,0.46,0.28,0.38,0.46,0.38,0.2
3425,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.0
3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3428,7.55,25.98,4.9,1.47,0.92,1.21,0.47,0.51,0.21,0.48,0.3,1.55
3429,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0
3430,0.01,0.02,0.03,0.13,0.24,0.41,0.5,0.28,0.28,0.15,0.06,0.02
3431,0.0,0.01,0.02,0.11,0.17,0.22,0.22,0.16,0.16,0.08,0.03,0.01
3432,0.0,0.01,0.01,0.04,0.09,0.17,0.13,0.07,0.09,0.06,0.02,0.01
3433,0.0,0.01,0.01,0.03,0.12,0.32,0.27,0.15,0.21,0.14,0.04,0.01
3434,0.02,0.01,0.01,0.01,0.07,0.34,0.3,0.12,0.12,0.16,0.06,0.02
3436,1.64,1.74,0.78,0.35,0.23,0.31,0.17,0.17,0.2,0.21,0.56,0.9
3437,3.14,3.73,2.08,1.13,0.49,0.37,0.18,0.35,0.49,0.81,1.81,2.26
3439,3.81,4.07,3.71,1.79,0.45,0.46,0.2,0.33,0.43,1.0,1.51,2.1
3440,0.11,0.09,0.07,0.11,0.03,0.01,0.0,0.01,0.02,0.03,0.08,0.1
3441,0.25,0.25,0.87,0.98,2.12,1.85,2.05,3.62,2.76,2.78,0.42,0.25
3442,0.07,0.03,0.04,0.03,0.6,0.05,0.3,0.06,0.07,0.1,0.06,0.12
3443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3445,0.04,0.11,0.21,0.16,1.05,1.11,0.92,1.27,0.47,0.51,0.13,0.05
3446,0.04,0.13,0.28,0.13,0.41,1.02,1.04,1.09,0.49,0.21,0.15,0.05
3447,0.07,0.07,0.07,0.07,0.09,0.1,0.33,1.1,0.65,0.22,0.12,0.07
3448,0.44,0.42,0.51,0.44,0.38,0.5,5.73,13.41,4.12,1.57,0.91,0.43
3450,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
3451,0.1,0.1,0.67,0.13,0.35,0.35,0.32,0.46,0.22,0.09,0.21,0.1
3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.0
3454,0.47,0.55,0.9,0.94,2.88,0.51,0.49,0.41,0.64,0.82,0.67,0.14
3456,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
3457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.26,0.02,0.0,0.0
3458,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
3459,0.0,0.0,0.0,0.0,0.0,0.38,0.59,0.1,0.05,0.01,0.01,0.01
3460,0.0,0.0,0.0,0.0,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0
3461,0.02,0.01,0.02,0.07,0.11,0.05,0.06,0.08,0.03,0.03,0.01,0.01
3462,0.34,0.37,1.25,0.64,1.94,1.95,0.92,0.84,0.44,0.15,2.14,0.12
3463,0.01,0.01,0.01,0.01,0.01,0.02,2.3,1.01,0.16,0.03,0.02,0.01
3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.02,0.01,0.01
3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3467,0.12,0.22,0.24,0.22,0.67,0.4,0.17,0.12,0.2,0.19,0.24,0.06
3468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0
3469,0.01,0.01,0.01,0.02,0.01,0.11,0.03,0.01,0.01,0.0,0.0,0.01
3470,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.02,0.0,0.0,0.0,0.0
3471,0.05,0.07,0.07,0.07,0.14,0.36,0.26,0.16,0.23,0.15,0.14,0.06
3472,0.41,1.03,0.29,0.07,0.06,0.03,0.02,0.03,0.02,0.01,0.06,0.36
3473,0.04,0.09,0.17,0.19,0.45,0.59,0.46,0.29,0.25,0.22,0.08,0.04
3474,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.01,0.01,0.01,0.0,0.0
3475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0
3476,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.01,0.0,0.0
3477,0.09,0.15,0.22,0.17,0.6,0.52,0.49,0.16,0.69,0.62,0.36,0.16
3479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3480,0.06,0.73,0.99,0.3,0.06,0.01,0.01,0.01,0.02,0.02,0.04,0.6
3481,0.06,0.13,0.28,0.3,0.72,1.03,1.03,0.85,1.69,0.41,0.18,0.09
