lon_e,lat_n,conc_items_m3,conc_mg_m3,conc_armonizada_items_m3,fecha_muestreo,rio,malla,metodo,referencia,malla_um,anio,region_aprox
34.09,56.31,2.12,0.65,30.48,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
34.34,56.25,0.48,0.1,6.93,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
34.92,56.53,0.17,0.08,2.46,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
35.32,56.68,1.79,0.41,25.68,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
35.59,56.81,0.7,0.12,10.06,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
35.79,56.85,0.49,0.08,7.09,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
35.94,56.86,0.41,0.08,5.84,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
36.01,56.81,3.77,1.05,54.17,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
35.31,56.79,2.24,0.62,32.12,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
36.74,56.76,0.27,0.06,3.91,2020October28-31,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
37.2,56.76,0.75,0.11,10.79,2020October28-31,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
38.3,57.56,0.22,0.03,3.09,2020October28-31,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
38.88,58.05,0.39,0.05,5.61,2020October28-31,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
40.08,57.56,0.27,0.04,3.94,2020October28-31,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
41.0,57.68,0.66,0.1,9.49,2020October28-31,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
43.91,56.36,0.64,0.14,9.26,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
44.05,56.34,0.7,0.17,9.99,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
44.16,56.27,1.91,0.4,27.41,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
47.24,56.17,0.16,0.04,2.24,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
47.56,56.12,0.66,0.2,9.41,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
48.93,55.79,0.19,0.06,2.77,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
49.0,55.68,4.1,1.29,58.93,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
50.18,53.3,1.26,0.17,18.08,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
49.97,53.16,0.92,0.15,13.24,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
45.98,51.5,0.71,0.12,10.2,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
44.65,48.78,0.18,0.02,2.64,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
44.63,48.6,1.34,0.23,19.32,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
48.06,46.39,0.48,0.07,6.84,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
48.03,46.36,0.72,0.1,10.33,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
47.95,46.27,0.33,0.06,4.74,2020July12-17,Volga River,300µm,Net,"Lisina A A, Platonov M M, Lomakov O I, et al. Microplastic abundance in Volga River: Results of a pilot study in summer 2020[J]. Geography, Environment, Sustainability, 2021, 14(3): 82-93.",300.0,2020.0,Europa
74.62,61.19,51.2,0.09,763.94,2020,Ob River,330µm,Net,"Frank Y A, Vorobiev E D, Kyler O A, et al. Pollution of Siberian rivers with microplastic: the way to Arctic seas[J]. 2021.",330.0,2020.0,Asia
84.82,56.59,44.2,0.08,659.5,2020,Tom Rivers,330µm,Net,"Frank Y A, Vorobiev E D, Kyler O A, et al. Pollution of Siberian rivers with microplastic: the way to Arctic seas[J]. 2021.",330.0,2020.0,Asia
90.19,61.57,2.95,,44.02,2020,Yenisei River,330µm,Net,"Frank Y A, Vorobiev E D, Kyler O A, et al. Pollution of Siberian rivers with microplastic: the way to Arctic seas[J]. 2021.",330.0,2020.0,Asia
92.11,62.23,2.58,,38.5,2020,N.Tunguska River,330µm,Net,"Frank Y A, Vorobiev E D, Kyler O A, et al. Pollution of Siberian rivers with microplastic: the way to Arctic seas[J]. 2021.",330.0,2020.0,Asia
-51.21,-30.0,55.1,,539.75,2018August,Lake Guaíba,60µm,Net,"Bertoldi C, Lara L Z, Mizushima F A L, et al. First evidence of microplastic contamination in the freshwater of Lake Guaíba, Porto Alegre, Brazil[J]. Science of the Total Environment, 2021, 759: 143503.",60.0,2018.0,Sudamérica
-51.24,-30.03,39.0,,382.04,2018August,Lake Guaíba,60µm,Net,"Bertoldi C, Lara L Z, Mizushima F A L, et al. First evidence of microplastic contamination in the freshwater of Lake Guaíba, Porto Alegre, Brazil[J]. Science of the Total Environment, 2021, 759: 143503.",60.0,2018.0,Sudamérica
-51.27,-30.1,11.9,,116.57,2018August,Lake Guaíba,60µm,Net,"Bertoldi C, Lara L Z, Mizushima F A L, et al. First evidence of microplastic contamination in the freshwater of Lake Guaíba, Porto Alegre, Brazil[J]. Science of the Total Environment, 2021, 759: 143503.",60.0,2018.0,Sudamérica
-51.27,-30.11,55.4,,542.69,2018August,Lake Guaíba,60µm,Net,"Bertoldi C, Lara L Z, Mizushima F A L, et al. First evidence of microplastic contamination in the freshwater of Lake Guaíba, Porto Alegre, Brazil[J]. Science of the Total Environment, 2021, 759: 143503.",60.0,2018.0,Sudamérica
-51.27,-29.99,24.6,,240.98,2018August,Lake Guaíba,60µm,Net,"Bertoldi C, Lara L Z, Mizushima F A L, et al. First evidence of microplastic contamination in the freshwater of Lake Guaíba, Porto Alegre, Brazil[J]. Science of the Total Environment, 2021, 759: 143503.",60.0,2018.0,Sudamérica
-51.2,-30.22,61.2,,599.5,2018August,Lake Guaíba,60µm,Net,"Bertoldi C, Lara L Z, Mizushima F A L, et al. First evidence of microplastic contamination in the freshwater of Lake Guaíba, Porto Alegre, Brazil[J]. Science of the Total Environment, 2021, 759: 143503.",60.0,2018.0,Sudamérica
-51.19,-30.24,36.9,,361.46,2018August,Lake Guaíba,60µm,Net,"Bertoldi C, Lara L Z, Mizushima F A L, et al. First evidence of microplastic contamination in the freshwater of Lake Guaíba, Porto Alegre, Brazil[J]. Science of the Total Environment, 2021, 759: 143503.",60.0,2018.0,Sudamérica
71.35,38.07,3.0,,28.8,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
71.42,38.08,8.0,,76.8,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
71.51,38.0,9.0,,86.4,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
71.58,37.92,108.0,,1036.8,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
71.69,37.84,5.0,,48.0,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
71.97,37.74,130.0,,1248.0,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.31,37.54,2.0,,19.2,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.48,37.6,11.0,,105.6,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.72,37.36,34.0,,326.4,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.65,37.5,2.0,,19.2,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.66,37.49,48.0,,460.8,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.72,37.2,104.0,,998.4,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.65,37.49,48.0,,460.8,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.66,37.49,38.0,,364.8,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.77,37.2,85.0,,816.0,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
72.81,37.2,74.0,,710.4,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
73.07,36.84,30.0,,288.0,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
73.15,36.81,52.0,,499.2,2021December,Biobío river,50µm,Net,"Correa-Araneda F, Pérez J, Tonin A M, et al. Microplastic concentration, distribution and dynamics along one of the largest Mediterranean-climate rivers: A whole watershed approach[J]. Environmental Research, 2022, 209: 112808.",50.0,2021.0,Asia
-70.07,39.9,1.8,,27.7,2017,Colorado River,355µm,Net,"Baldwin A K, Spanjer A R, Rosen M R, et al. Microplastics in Lake Mead national recreation area, USA: occurrence and biological uptake[J]. PloS one, 2020, 15(5): e0228896.",355.0,2017.0,Norteamérica
