year,sex,region,obesity_pct,obesity_lo95,obesity_hi95,grupo_edad
2017,Girls,East and southeast Asia,6.18,5.62,6.77,ninos
2018,Girls,East and southeast Asia,6.57,5.93,7.23,ninos
2019,Girls,East and southeast Asia,6.97,6.21,7.78,ninos
2020,Girls,East and southeast Asia,7.4,6.48,8.4,ninos
2021,Girls,East and southeast Asia,7.83,6.73,9.07,ninos
2022,Girls,East and southeast Asia,8.29,6.96,9.75,ninos
2023,Girls,East and southeast Asia,8.76,7.18,10.51,ninos
2024,Girls,East and southeast Asia,9.25,7.39,11.35,ninos
1980,Girls,High-income western,4.89,3.63,6.36,ninos
1981,Girls,High-income western,5.18,3.97,6.56,ninos
1982,Girls,High-income western,5.49,4.32,6.83,ninos
1983,Girls,High-income western,5.81,4.68,7.12,ninos
1984,Girls,High-income western,6.15,5.03,7.42,ninos
1985,Girls,High-income western,6.5,5.37,7.74,ninos
1986,Girls,High-income western,6.87,5.75,8.1,ninos
1987,Girls,High-income western,7.27,6.16,8.49,ninos
1988,Girls,High-income western,7.71,6.6,8.93,ninos
1989,Girls,High-income western,8.15,7.03,9.35,ninos
1990,Girls,High-income western,8.6,7.49,9.8,ninos
1991,Girls,High-income western,9.07,7.95,10.25,ninos
1992,Girls,High-income western,9.54,8.43,10.7,ninos
1993,Girls,High-income western,10.02,8.92,11.18,ninos
1994,Girls,High-income western,10.5,9.42,11.63,ninos
1995,Girls,High-income western,10.98,9.93,12.08,ninos
1996,Girls,High-income western,11.46,10.47,12.51,ninos
1997,Girls,High-income western,11.93,10.97,12.95,ninos
1998,Girls,High-income western,12.41,11.48,13.38,ninos
1999,Girls,High-income western,12.88,12.01,13.8,ninos
2000,Girls,High-income western,13.32,12.47,14.21,ninos
2001,Girls,High-income western,13.75,12.91,14.6,ninos
2002,Girls,High-income western,14.12,13.3,14.95,ninos
2003,Girls,High-income western,14.45,13.65,15.24,ninos
2004,Girls,High-income western,14.72,13.95,15.49,ninos
2005,Girls,High-income western,14.93,14.18,15.68,ninos
2006,Girls,High-income western,15.08,14.36,15.8,ninos
2007,Girls,High-income western,15.18,14.48,15.88,ninos
2008,Girls,High-income western,15.25,14.56,15.93,ninos
2009,Girls,High-income western,15.28,14.61,15.95,ninos
2010,Girls,High-income western,15.3,14.63,15.95,ninos
2011,Girls,High-income western,15.32,14.65,15.95,ninos
2012,Girls,High-income western,15.33,14.67,15.99,ninos
2013,Girls,High-income western,15.36,14.7,16.03,ninos
2014,Girls,High-income western,15.38,14.69,16.09,ninos
2015,Girls,High-income western,15.41,14.66,16.15,ninos
2016,Girls,High-income western,15.46,14.64,16.26,ninos
2017,Girls,High-income western,15.52,14.61,16.44,ninos
2018,Girls,High-income western,15.59,14.58,16.62,ninos
2019,Girls,High-income western,15.65,14.5,16.84,ninos
2020,Girls,High-income western,15.69,14.38,17.04,ninos
2021,Girls,High-income western,15.71,14.22,17.25,ninos
2022,Girls,High-income western,15.73,13.99,17.51,ninos
2023,Girls,High-income western,15.75,13.75,17.82,ninos
2024,Girls,High-income western,15.79,13.5,18.2,ninos
1980,Girls,Latin America and the Caribbean,2.03,0.97,3.55,ninos
1981,Girls,Latin America and the Caribbean,2.14,1.09,3.59,ninos
1982,Girls,Latin America and the Caribbean,2.26,1.23,3.63,ninos
1983,Girls,Latin America and the Caribbean,2.4,1.38,3.71,ninos
1984,Girls,Latin America and the Caribbean,2.55,1.56,3.79,ninos
1985,Girls,Latin America and the Caribbean,2.71,1.74,3.88,ninos
1986,Girls,Latin America and the Caribbean,2.89,1.93,4.01,ninos
1987,Girls,Latin America and the Caribbean,3.08,2.17,4.13,ninos
1988,Girls,Latin America and the Caribbean,3.29,2.41,4.31,ninos
1989,Girls,Latin America and the Caribbean,3.51,2.67,4.49,ninos
1990,Girls,Latin America and the Caribbean,3.76,2.93,4.69,ninos
1991,Girls,Latin America and the Caribbean,4.01,3.22,4.92,ninos
1992,Girls,Latin America and the Caribbean,4.28,3.5,5.16,ninos
1993,Girls,Latin America and the Caribbean,4.56,3.79,5.41,ninos
1994,Girls,Latin America and the Caribbean,4.85,4.09,5.67,ninos
1995,Girls,Latin America and the Caribbean,5.14,4.41,5.96,ninos
1996,Girls,Latin America and the Caribbean,5.44,4.73,6.23,ninos
1997,Girls,Latin America and the Caribbean,5.74,5.04,6.52,ninos
1998,Girls,Latin America and the Caribbean,6.04,5.36,6.81,ninos
1999,Girls,Latin America and the Caribbean,6.34,5.68,7.08,ninos
2000,Girls,Latin America and the Caribbean,6.64,6.01,7.36,ninos
2001,Girls,Latin America and the Caribbean,6.94,6.32,7.64,ninos
2002,Girls,Latin America and the Caribbean,7.25,6.63,7.92,ninos
2003,Girls,Latin America and the Caribbean,7.55,6.95,8.21,ninos
2004,Girls,Latin America and the Caribbean,7.86,7.25,8.51,ninos
2005,Girls,Latin America and the Caribbean,8.17,7.56,8.82,ninos
2006,Girls,Latin America and the Caribbean,8.5,7.89,9.15,ninos
2007,Girls,Latin America and the Caribbean,8.84,8.22,9.49,ninos
2008,Girls,Latin America and the Caribbean,9.21,8.56,9.87,ninos
2009,Girls,Latin America and the Caribbean,9.59,8.95,10.27,ninos
2010,Girls,Latin America and the Caribbean,10.01,9.36,10.7,ninos
2011,Girls,Latin America and the Caribbean,10.46,9.8,11.15,ninos
2012,Girls,Latin America and the Caribbean,10.92,10.25,11.63,ninos
2013,Girls,Latin America and the Caribbean,11.42,10.72,12.16,ninos
2014,Girls,Latin America and the Caribbean,11.93,11.22,12.7,ninos
2015,Girls,Latin America and the Caribbean,12.45,11.72,13.25,ninos
2016,Girls,Latin America and the Caribbean,12.98,12.21,13.81,ninos
2017,Girls,Latin America and the Caribbean,13.52,12.72,14.39,ninos
2018,Girls,Latin America and the Caribbean,14.07,13.21,14.95,ninos
2019,Girls,Latin America and the Caribbean,14.64,13.71,15.57,ninos
2020,Girls,Latin America and the Caribbean,15.2,14.19,16.23,ninos
2021,Girls,Latin America and the Caribbean,15.78,14.63,16.91,ninos
2022,Girls,Latin America and the Caribbean,16.35,15.02,17.65,ninos
2023,Girls,Latin America and the Caribbean,16.92,15.36,18.45,ninos
2024,Girls,Latin America and the Caribbean,17.51,15.65,19.32,ninos
1980,Girls,Pacific island nations,2.02,0.54,6.34,ninos
1981,Girls,Pacific island nations,2.08,0.59,6.27,ninos
1982,Girls,Pacific island nations,2.14,0.63,6.27,ninos
1983,Girls,Pacific island nations,2.21,0.69,6.28,ninos
1984,Girls,Pacific island nations,2.28,0.75,6.3,ninos
1985,Girls,Pacific island nations,2.36,0.81,6.39,ninos
1986,Girls,Pacific island nations,2.44,0.87,6.45,ninos
1987,Girls,Pacific island nations,2.53,0.93,6.64,ninos
1988,Girls,Pacific island nations,2.63,0.99,6.71,ninos
1989,Girls,Pacific island nations,2.75,1.06,6.89,ninos
1990,Girls,Pacific island nations,2.87,1.14,7.07,ninos
1991,Girls,Pacific island nations,2.99,1.22,7.22,ninos
1992,Girls,Pacific island nations,3.11,1.29,7.38,ninos
1993,Girls,Pacific island nations,3.24,1.36,7.54,ninos
1994,Girls,Pacific island nations,3.37,1.44,7.81,ninos
1995,Girls,Pacific island nations,3.5,1.53,8.07,ninos
1996,Girls,Pacific island nations,3.64,1.6,8.27,ninos
1997,Girls,Pacific island nations,3.78,1.68,8.6,ninos
1998,Girls,Pacific island nations,3.93,1.74,8.91,ninos
1999,Girls,Pacific island nations,4.08,1.81,9.17,ninos
2000,Girls,Pacific island nations,4.23,1.88,9.43,ninos
2001,Girls,Pacific island nations,4.38,1.96,9.69,ninos
2002,Girls,Pacific island nations,4.54,2.05,9.99,ninos
2003,Girls,Pacific island nations,4.71,2.12,10.34,ninos
2004,Girls,Pacific island nations,4.88,2.2,10.61,ninos
2005,Girls,Pacific island nations,5.06,2.27,10.99,ninos
2006,Girls,Pacific island nations,5.23,2.33,11.32,ninos
2007,Girls,Pacific island nations,5.4,2.38,11.65,ninos
2008,Girls,Pacific island nations,5.58,2.43,12.1,ninos
2009,Girls,Pacific island nations,5.76,2.49,12.44,ninos
2010,Girls,Pacific island nations,5.95,2.53,12.84,ninos
2011,Girls,Pacific island nations,6.15,2.57,13.42,ninos
2012,Girls,Pacific island nations,6.36,2.62,13.9,ninos
2013,Girls,Pacific island nations,6.59,2.7,14.35,ninos
2014,Girls,Pacific island nations,6.84,2.79,14.87,ninos
2015,Girls,Pacific island nations,7.12,2.89,15.39,ninos
2016,Girls,Pacific island nations,7.42,2.97,16.18,ninos
2017,Girls,Pacific island nations,7.74,3.07,16.81,ninos
2018,Girls,Pacific island nations,8.08,3.17,17.59,ninos
2019,Girls,Pacific island nations,8.43,3.27,18.36,ninos
2020,Girls,Pacific island nations,8.81,3.38,19.33,ninos
2021,Girls,Pacific island nations,9.19,3.49,20.17,ninos
2022,Girls,Pacific island nations,9.59,3.59,21.05,ninos
2023,Girls,Pacific island nations,10.0,3.67,22.2,ninos
2024,Girls,Pacific island nations,10.42,3.74,22.93,ninos
1980,Girls,South Asia,0.13,0.05,0.27,ninos
1981,Girls,South Asia,0.13,0.06,0.26,ninos
1982,Girls,South Asia,0.14,0.06,0.26,ninos
1983,Girls,South Asia,0.14,0.07,0.26,ninos
1984,Girls,South Asia,0.15,0.08,0.27,ninos
1985,Girls,South Asia,0.16,0.08,0.27,ninos
1986,Girls,South Asia,0.16,0.09,0.28,ninos
1987,Girls,South Asia,0.17,0.1,0.29,ninos
1988,Girls,South Asia,0.18,0.11,0.29,ninos
1989,Girls,South Asia,0.2,0.11,0.31,ninos
1990,Girls,South Asia,0.21,0.12,0.32,ninos
1991,Girls,South Asia,0.23,0.14,0.34,ninos
1992,Girls,South Asia,0.25,0.15,0.37,ninos
1993,Girls,South Asia,0.27,0.17,0.39,ninos
1994,Girls,South Asia,0.29,0.19,0.42,ninos
1995,Girls,South Asia,0.32,0.21,0.46,ninos
1996,Girls,South Asia,0.35,0.24,0.49,ninos
1997,Girls,South Asia,0.39,0.27,0.54,ninos
1998,Girls,South Asia,0.44,0.31,0.59,ninos
1999,Girls,South Asia,0.49,0.35,0.65,ninos
2000,Girls,South Asia,0.55,0.41,0.71,ninos
2001,Girls,South Asia,0.62,0.47,0.79,ninos
2002,Girls,South Asia,0.7,0.54,0.88,ninos
2003,Girls,South Asia,0.79,0.62,0.98,ninos
2004,Girls,South Asia,0.89,0.71,1.09,ninos
2005,Girls,South Asia,0.99,0.81,1.2,ninos
2006,Girls,South Asia,1.11,0.91,1.32,ninos
2007,Girls,South Asia,1.23,1.02,1.45,ninos
2008,Girls,South Asia,1.35,1.14,1.6,ninos
2009,Girls,South Asia,1.48,1.25,1.74,ninos
2010,Girls,South Asia,1.61,1.38,1.89,ninos
2011,Girls,South Asia,1.75,1.5,2.03,ninos
2012,Girls,South Asia,1.9,1.63,2.18,ninos
2013,Girls,South Asia,2.05,1.77,2.36,ninos
2014,Girls,South Asia,2.21,1.92,2.55,ninos
2015,Girls,South Asia,2.39,2.07,2.75,ninos
2016,Girls,South Asia,2.59,2.21,2.99,ninos
2017,Girls,South Asia,2.8,2.37,3.25,ninos
2018,Girls,South Asia,3.03,2.52,3.56,ninos
2019,Girls,South Asia,3.28,2.69,3.91,ninos
2020,Girls,South Asia,3.54,2.84,4.32,ninos
2021,Girls,South Asia,3.83,2.98,4.79,ninos
2022,Girls,South Asia,4.13,3.12,5.28,ninos
2023,Girls,South Asia,4.44,3.26,5.84,ninos
2024,Girls,South Asia,4.78,3.39,6.42,ninos
1980,Girls,Sub-Saharan Africa,0.3,0.09,0.72,ninos
1981,Girls,Sub-Saharan Africa,0.31,0.11,0.7,ninos
1982,Girls,Sub-Saharan Africa,0.32,0.12,0.69,ninos
1983,Girls,Sub-Saharan Africa,0.33,0.13,0.69,ninos
1984,Girls,Sub-Saharan Africa,0.35,0.15,0.69,ninos
1985,Girls,Sub-Saharan Africa,0.36,0.17,0.7,ninos
1986,Girls,Sub-Saharan Africa,0.38,0.19,0.7,ninos
1987,Girls,Sub-Saharan Africa,0.4,0.21,0.72,ninos
1988,Girls,Sub-Saharan Africa,0.43,0.23,0.73,ninos
1989,Girls,Sub-Saharan Africa,0.45,0.26,0.75,ninos
1990,Girls,Sub-Saharan Africa,0.48,0.29,0.78,ninos
1991,Girls,Sub-Saharan Africa,0.52,0.32,0.8,ninos
1992,Girls,Sub-Saharan Africa,0.56,0.35,0.84,ninos
1993,Girls,Sub-Saharan Africa,0.6,0.39,0.87,ninos
1994,Girls,Sub-Saharan Africa,0.64,0.44,0.92,ninos
1995,Girls,Sub-Saharan Africa,0.69,0.49,0.97,ninos
1996,Girls,Sub-Saharan Africa,0.75,0.54,1.02,ninos
1997,Girls,Sub-Saharan Africa,0.81,0.59,1.07,ninos
1998,Girls,Sub-Saharan Africa,0.87,0.65,1.14,ninos
1999,Girls,Sub-Saharan Africa,0.94,0.72,1.21,ninos
2000,Girls,Sub-Saharan Africa,1.01,0.79,1.29,ninos
2001,Girls,Sub-Saharan Africa,1.09,0.86,1.37,ninos
2002,Girls,Sub-Saharan Africa,1.17,0.94,1.46,ninos
2003,Girls,Sub-Saharan Africa,1.26,1.02,1.56,ninos
2004,Girls,Sub-Saharan Africa,1.34,1.09,1.65,ninos
2005,Girls,Sub-Saharan Africa,1.43,1.17,1.75,ninos
2006,Girls,Sub-Saharan Africa,1.52,1.24,1.84,ninos
2007,Girls,Sub-Saharan Africa,1.59,1.32,1.94,ninos
2008,Girls,Sub-Saharan Africa,1.66,1.38,2.01,ninos
2009,Girls,Sub-Saharan Africa,1.73,1.43,2.08,ninos
2010,Girls,Sub-Saharan Africa,1.78,1.47,2.14,ninos
2011,Girls,Sub-Saharan Africa,1.83,1.52,2.2,ninos
2012,Girls,Sub-Saharan Africa,1.89,1.57,2.26,ninos
2013,Girls,Sub-Saharan Africa,1.95,1.61,2.34,ninos
2014,Girls,Sub-Saharan Africa,2.01,1.66,2.43,ninos
2015,Girls,Sub-Saharan Africa,2.09,1.71,2.53,ninos
2016,Girls,Sub-Saharan Africa,2.17,1.77,2.63,ninos
2017,Girls,Sub-Saharan Africa,2.26,1.84,2.76,ninos
2018,Girls,Sub-Saharan Africa,2.35,1.9,2.9,ninos
2019,Girls,Sub-Saharan Africa,2.46,1.96,3.05,ninos
2020,Girls,Sub-Saharan Africa,2.56,2.02,3.21,ninos
2021,Girls,Sub-Saharan Africa,2.67,2.07,3.39,ninos
2022,Girls,Sub-Saharan Africa,2.79,2.12,3.58,ninos
2023,Girls,Sub-Saharan Africa,2.91,2.17,3.81,ninos
2024,Girls,Sub-Saharan Africa,3.03,2.22,4.07,ninos
1980,Boys,Central and eastern Europe,3.36,1.72,6.41,ninos
1981,Boys,Central and eastern Europe,3.46,1.89,6.28,ninos
1982,Boys,Central and eastern Europe,3.58,2.08,6.21,ninos
1983,Boys,Central and eastern Europe,3.73,2.28,6.18,ninos
1984,Boys,Central and eastern Europe,3.88,2.5,6.13,ninos
1985,Boys,Central and eastern Europe,4.04,2.72,6.08,ninos
1986,Boys,Central and eastern Europe,4.2,2.97,6.08,ninos
1987,Boys,Central and eastern Europe,4.37,3.21,6.06,ninos
1988,Boys,Central and eastern Europe,4.55,3.46,6.06,ninos
1989,Boys,Central and eastern Europe,4.73,3.71,6.08,ninos
1990,Boys,Central and eastern Europe,4.91,3.96,6.13,ninos
1991,Boys,Central and eastern Europe,5.08,4.19,6.2,ninos
1992,Boys,Central and eastern Europe,5.26,4.43,6.28,ninos
1993,Boys,Central and eastern Europe,5.44,4.65,6.38,ninos
1994,Boys,Central and eastern Europe,5.62,4.88,6.51,ninos
1995,Boys,Central and eastern Europe,5.81,5.09,6.66,ninos
1996,Boys,Central and eastern Europe,5.99,5.29,6.82,ninos
1997,Boys,Central and eastern Europe,6.19,5.47,7.0,ninos
1998,Boys,Central and eastern Europe,6.39,5.68,7.2,ninos
1999,Boys,Central and eastern Europe,6.61,5.89,7.43,ninos
2000,Boys,Central and eastern Europe,6.87,6.14,7.66,ninos
2001,Boys,Central and eastern Europe,7.17,6.45,7.96,ninos
2002,Boys,Central and eastern Europe,7.52,6.79,8.3,ninos
2003,Boys,Central and eastern Europe,7.9,7.16,8.67,ninos
2004,Boys,Central and eastern Europe,8.32,7.57,9.1,ninos
2005,Boys,Central and eastern Europe,8.75,7.99,9.56,ninos
2006,Boys,Central and eastern Europe,9.2,8.42,10.05,ninos
2007,Boys,Central and eastern Europe,9.64,8.83,10.52,ninos
2008,Boys,Central and eastern Europe,10.07,9.21,10.99,ninos
2009,Boys,Central and eastern Europe,10.46,9.57,11.42,ninos
2010,Boys,Central and eastern Europe,10.82,9.88,11.78,ninos
2011,Boys,Central and eastern Europe,11.12,10.17,12.13,ninos
2012,Boys,Central and eastern Europe,11.37,10.4,12.41,ninos
2013,Boys,Central and eastern Europe,11.57,10.57,12.63,ninos
2014,Boys,Central and eastern Europe,11.74,10.73,12.78,ninos
2015,Boys,Central and eastern Europe,11.88,10.87,12.91,ninos
2016,Boys,Central and eastern Europe,12.03,11.02,13.01,ninos
2017,Boys,Central and eastern Europe,12.18,11.21,13.15,ninos
2018,Boys,Central and eastern Europe,12.35,11.4,13.29,ninos
2019,Boys,Central and eastern Europe,12.53,11.6,13.46,ninos
2020,Boys,Central and eastern Europe,12.73,11.81,13.63,ninos
2021,Boys,Central and eastern Europe,12.92,11.98,13.88,ninos
2022,Boys,Central and eastern Europe,13.14,12.11,14.17,ninos
2023,Boys,Central and eastern Europe,13.36,12.2,14.56,ninos
2024,Boys,Central and eastern Europe,13.53,12.2,14.95,ninos
1980,Boys,"Central Asia, Middle East and north Africa",3.77,1.52,7.28,ninos
1981,Boys,"Central Asia, Middle East and north Africa",3.88,1.67,7.27,ninos
1982,Boys,"Central Asia, Middle East and north Africa",4.0,1.85,7.3,ninos
1983,Boys,"Central Asia, Middle East and north Africa",4.14,2.03,7.26,ninos
1984,Boys,"Central Asia, Middle East and north Africa",4.28,2.22,7.25,ninos
1985,Boys,"Central Asia, Middle East and north Africa",4.44,2.42,7.28,ninos
1986,Boys,"Central Asia, Middle East and north Africa",4.61,2.64,7.34,ninos
1987,Boys,"Central Asia, Middle East and north Africa",4.8,2.89,7.38,ninos
1988,Boys,"Central Asia, Middle East and north Africa",4.99,3.14,7.45,ninos
1989,Boys,"Central Asia, Middle East and north Africa",5.19,3.39,7.55,ninos
1990,Boys,"Central Asia, Middle East and north Africa",5.38,3.65,7.61,ninos
1991,Boys,"Central Asia, Middle East and north Africa",5.58,3.9,7.69,ninos
1992,Boys,"Central Asia, Middle East and north Africa",5.8,4.19,7.81,ninos
1993,Boys,"Central Asia, Middle East and north Africa",6.01,4.45,7.93,ninos
1994,Boys,"Central Asia, Middle East and north Africa",6.23,4.72,8.08,ninos
1995,Boys,"Central Asia, Middle East and north Africa",6.47,4.97,8.24,ninos
1996,Boys,"Central Asia, Middle East and north Africa",6.72,5.26,8.39,ninos
1997,Boys,"Central Asia, Middle East and north Africa",6.99,5.58,8.6,ninos
1998,Boys,"Central Asia, Middle East and north Africa",7.27,5.9,8.86,ninos
1999,Boys,"Central Asia, Middle East and north Africa",7.56,6.22,9.1,ninos
2000,Boys,"Central Asia, Middle East and north Africa",7.86,6.54,9.35,ninos
2001,Boys,"Central Asia, Middle East and north Africa",8.18,6.89,9.65,ninos
2002,Boys,"Central Asia, Middle East and north Africa",8.49,7.23,9.93,ninos
2003,Boys,"Central Asia, Middle East and north Africa",8.79,7.54,10.22,ninos
2004,Boys,"Central Asia, Middle East and north Africa",9.1,7.88,10.48,ninos
2005,Boys,"Central Asia, Middle East and north Africa",9.41,8.17,10.78,ninos
2006,Boys,"Central Asia, Middle East and north Africa",9.71,8.48,11.08,ninos
2007,Boys,"Central Asia, Middle East and north Africa",10.02,8.76,11.35,ninos
2008,Boys,"Central Asia, Middle East and north Africa",10.32,9.05,11.66,ninos
2009,Boys,"Central Asia, Middle East and north Africa",10.63,9.36,11.96,ninos
2010,Boys,"Central Asia, Middle East and north Africa",10.93,9.66,12.26,ninos
2011,Boys,"Central Asia, Middle East and north Africa",11.23,9.93,12.56,ninos
2012,Boys,"Central Asia, Middle East and north Africa",11.51,10.19,12.85,ninos
2013,Boys,"Central Asia, Middle East and north Africa",11.79,10.45,13.17,ninos
2014,Boys,"Central Asia, Middle East and north Africa",12.09,10.74,13.5,ninos
2015,Boys,"Central Asia, Middle East and north Africa",12.4,11.02,13.83,ninos
2016,Boys,"Central Asia, Middle East and north Africa",12.71,11.27,14.22,ninos
2017,Boys,"Central Asia, Middle East and north Africa",13.03,11.55,14.62,ninos
2018,Boys,"Central Asia, Middle East and north Africa",13.35,11.79,15.04,ninos
2019,Boys,"Central Asia, Middle East and north Africa",13.68,12.0,15.46,ninos
2020,Boys,"Central Asia, Middle East and north Africa",14.0,12.22,15.9,ninos
2021,Boys,"Central Asia, Middle East and north Africa",14.33,12.39,16.4,ninos
2022,Boys,"Central Asia, Middle East and north Africa",14.69,12.52,16.97,ninos
2023,Boys,"Central Asia, Middle East and north Africa",15.06,12.72,17.6,ninos
2024,Boys,"Central Asia, Middle East and north Africa",15.43,12.8,18.23,ninos
1980,Boys,East and southeast Asia,0.84,0.57,1.22,ninos
1981,Boys,East and southeast Asia,0.93,0.66,1.3,ninos
1982,Boys,East and southeast Asia,1.04,0.76,1.4,ninos
1983,Boys,East and southeast Asia,1.15,0.87,1.51,ninos
1984,Boys,East and southeast Asia,1.28,1.0,1.63,ninos
1985,Boys,East and southeast Asia,1.43,1.14,1.78,ninos
1986,Boys,East and southeast Asia,1.6,1.3,1.95,ninos
1987,Boys,East and southeast Asia,1.78,1.47,2.13,ninos
1988,Boys,East and southeast Asia,1.97,1.66,2.34,ninos
1989,Boys,East and southeast Asia,2.18,1.86,2.55,ninos
1990,Boys,East and southeast Asia,2.39,2.05,2.77,ninos
1991,Boys,East and southeast Asia,2.6,2.26,2.98,ninos
1992,Boys,East and southeast Asia,2.82,2.47,3.21,ninos
1993,Boys,East and southeast Asia,3.04,2.68,3.43,ninos
1994,Boys,East and southeast Asia,3.26,2.89,3.66,ninos
1995,Boys,East and southeast Asia,3.49,3.11,3.9,ninos
1996,Boys,East and southeast Asia,3.74,3.35,4.18,ninos
1997,Boys,East and southeast Asia,4.01,3.58,4.47,ninos
1998,Boys,East and southeast Asia,4.3,3.86,4.79,ninos
1999,Boys,East and southeast Asia,4.63,4.16,5.16,ninos
2000,Boys,East and southeast Asia,5.0,4.51,5.54,ninos
2001,Boys,East and southeast Asia,5.4,4.88,5.97,ninos
2002,Boys,East and southeast Asia,5.83,5.29,6.43,ninos
2003,Boys,East and southeast Asia,6.3,5.73,6.94,ninos
2004,Boys,East and southeast Asia,6.8,6.22,7.44,ninos
2005,Boys,East and southeast Asia,7.3,6.69,7.97,ninos
2006,Boys,East and southeast Asia,7.82,7.19,8.5,ninos
2007,Boys,East and southeast Asia,8.35,7.7,9.04,ninos
2008,Boys,East and southeast Asia,8.9,8.24,9.59,ninos
2009,Boys,East and southeast Asia,9.45,8.78,10.16,ninos
2010,Boys,East and southeast Asia,10.01,9.32,10.73,ninos
2011,Boys,East and southeast Asia,10.59,9.9,11.32,ninos
2012,Boys,East and southeast Asia,11.16,10.45,11.9,ninos
2013,Boys,East and southeast Asia,11.74,11.0,12.49,ninos
2014,Boys,East and southeast Asia,12.33,11.56,13.12,ninos
2015,Boys,East and southeast Asia,12.93,12.14,13.76,ninos
2016,Boys,East and southeast Asia,13.57,12.73,14.45,ninos
2017,Boys,East and southeast Asia,14.25,13.36,15.21,ninos
2018,Boys,East and southeast Asia,14.98,13.96,16.07,ninos
2019,Boys,East and southeast Asia,15.75,14.53,17.05,ninos
2020,Boys,East and southeast Asia,16.53,15.06,18.09,ninos
2021,Boys,East and southeast Asia,17.31,15.55,19.17,ninos
2022,Boys,East and southeast Asia,18.08,15.96,20.33,ninos
2023,Boys,East and southeast Asia,18.86,16.34,21.54,ninos
2024,Boys,East and southeast Asia,19.63,16.64,22.76,ninos
1980,Boys,High-income western,5.82,4.5,7.48,ninos
1981,Boys,High-income western,6.24,4.94,7.78,ninos
1982,Boys,High-income western,6.68,5.41,8.18,ninos
1983,Boys,High-income western,7.15,5.89,8.58,ninos
1984,Boys,High-income western,7.65,6.4,9.07,ninos
1985,Boys,High-income western,8.17,6.92,9.54,ninos
1986,Boys,High-income western,8.71,7.46,10.05,ninos
1987,Boys,High-income western,9.29,8.03,10.61,ninos
1988,Boys,High-income western,9.88,8.64,11.18,ninos
1989,Boys,High-income western,10.47,9.25,11.76,ninos
1990,Boys,High-income western,11.08,9.89,12.34,ninos
1991,Boys,High-income western,11.7,10.52,12.91,ninos
1992,Boys,High-income western,12.34,11.18,13.53,ninos
1993,Boys,High-income western,12.98,11.86,14.17,ninos
1994,Boys,High-income western,13.64,12.54,14.79,ninos
1995,Boys,High-income western,14.31,13.26,15.42,ninos
1996,Boys,High-income western,14.98,13.96,16.06,ninos
1997,Boys,High-income western,15.66,14.67,16.7,ninos
1998,Boys,High-income western,16.33,15.4,17.31,ninos
1999,Boys,High-income western,17.0,16.08,17.92,ninos
2000,Boys,High-income western,17.62,16.72,18.53,ninos
2001,Boys,High-income western,18.22,17.34,19.1,ninos
2002,Boys,High-income western,18.75,17.92,19.6,ninos
2003,Boys,High-income western,19.22,18.41,20.06,ninos
2004,Boys,High-income western,19.62,18.82,20.44,ninos
2005,Boys,High-income western,19.93,19.14,20.73,ninos
2006,Boys,High-income western,20.17,19.41,20.95,ninos
2007,Boys,High-income western,20.35,19.6,21.12,ninos
2008,Boys,High-income western,20.47,19.7,21.21,ninos
2009,Boys,High-income western,20.53,19.78,21.25,ninos
2010,Boys,High-income western,20.57,19.85,21.28,ninos
2011,Boys,High-income western,20.57,19.86,21.28,ninos
2012,Boys,High-income western,20.56,19.85,21.24,ninos
2013,Boys,High-income western,20.55,19.84,21.24,ninos
2014,Boys,High-income western,20.55,19.81,21.28,ninos
2015,Boys,High-income western,20.55,19.79,21.32,ninos
2016,Boys,High-income western,20.6,19.77,21.42,ninos
2017,Boys,High-income western,20.68,19.79,21.62,ninos
2018,Boys,High-income western,20.79,19.78,21.82,ninos
2019,Boys,High-income western,20.9,19.78,22.05,ninos
2020,Boys,High-income western,21.0,19.72,22.32,ninos
2021,Boys,High-income western,21.08,19.57,22.6,ninos
2022,Boys,High-income western,21.15,19.4,22.94,ninos
2023,Boys,High-income western,21.22,19.22,23.33,ninos
2024,Boys,High-income western,21.31,18.95,23.79,ninos
1980,Boys,Latin America and the Caribbean,3.12,1.19,6.21,ninos
1981,Boys,Latin America and the Caribbean,3.3,1.37,6.3,ninos
1982,Boys,Latin America and the Caribbean,3.5,1.57,6.38,ninos
1983,Boys,Latin America and the Caribbean,3.7,1.78,6.45,ninos
1984,Boys,Latin America and the Caribbean,3.93,2.04,6.58,ninos
1985,Boys,Latin America and the Caribbean,4.18,2.31,6.74,ninos
1986,Boys,Latin America and the Caribbean,4.44,2.6,6.89,ninos
1987,Boys,Latin America and the Caribbean,4.73,2.91,7.06,ninos
1988,Boys,Latin America and the Caribbean,5.03,3.25,7.24,ninos
1989,Boys,Latin America and the Caribbean,5.35,3.61,7.46,ninos
1990,Boys,Latin America and the Caribbean,5.68,3.99,7.67,ninos
1991,Boys,Latin America and the Caribbean,6.04,4.39,7.9,ninos
1992,Boys,Latin America and the Caribbean,6.41,4.83,8.18,ninos
1993,Boys,Latin America and the Caribbean,6.8,5.3,8.47,ninos
1994,Boys,Latin America and the Caribbean,7.21,5.78,8.78,ninos
1995,Boys,Latin America and the Caribbean,7.64,6.28,9.12,ninos
1996,Boys,Latin America and the Caribbean,8.1,6.82,9.49,ninos
1997,Boys,Latin America and the Caribbean,8.57,7.34,9.91,ninos
