species,taxonomic_class,country,iucn_red_list,adult_body_mass_g,gen_length_y,price_cpi_eur
Glis glis,Mammalia,Spain,LC,140045.0,3.156578234086242,500.0
Glis glis,Mammalia,Croatia,LC,140045.0,3.156578234086242,313.029029332696
Glis glis,Mammalia,Spain,LC,140045.0,3.156578234086242,75.2562159259618
Glis glis,Mammalia,Montenegro,LC,140045.0,3.156578234086242,218.648006502548
Glis glis,Mammalia,Hungary,LC,140045.0,3.156578234086242,8.22256010229816
Glis glis,Mammalia,Spain,LC,140045.0,3.156578234086242,104.315232981613
Glis glis,Mammalia,Spain,LC,140045.0,3.156578234086242,95.44488309657
Glis glis,Mammalia,North Macedonia,LC,140045.0,3.156578234086242,114.944351282644
Glis glis,Mammalia,Slovenia,LC,140045.0,3.156578234086242,22.8666266659246
Glis glis,Mammalia,Croatia,LC,140045.0,3.156578234086242,22.2389677215709
Glis glis,Mammalia,Slovak Republic,LC,140045.0,3.156578234086242,328.873620193645
Glis glis,Mammalia,Serbia,LC,140045.0,3.156578234086242,238.395837685098
Glis glis,Mammalia,Latvia,LC,140045.0,3.156578234086242,1837.74841482585
Globicephala macrorhynchus,Mammalia,Hungary,LC,726000.0,23.68377823408624,82.2256010229816
Globicephala melas,Mammalia,Hungary,LC,1060000.0,23.98357289527721,82.2256010229816
Grampus griseus,Mammalia,Hungary,LC,425000.0,19.98631074606434,82.2256010229816
Grampus griseus,Mammalia,Russian Federation,LC,425000.0,19.98631074606434,241.250551318769
Grus canadensis,Aves,Hungary,LC,4170.0,,82.2256010229816
Grus grus,Aves,Finland,LC,5500.0,,1065.02258193566
Grus grus,Aves,Spain,LC,5500.0,,580.410411599426
Grus grus,Aves,Romania,LC,5500.0,,579.079662950604
Grus grus,Aves,Croatia,LC,5500.0,,1502.53934079694
Grus grus,Aves,Spain,LC,5500.0,,3655.09843601924
Grus grus,Aves,Spain,LC,5500.0,,3129.45698944839
Grus grus,Aves,Spain,LC,5500.0,,2086.30465963226
Grus grus,Aves,Spain,LC,5500.0,,752.562159259618
Grus grus,Aves,Spain,LC,5500.0,,1908.8976619314
Grus grus,Aves,Hungary,LC,5500.0,,205.564002557454
Grus grus,Aves,Spain,LC,5500.0,,1505.12431851924
Grus grus,Aves,Spain,LC,5500.0,,3000.0
Grus grus,Aves,Spain,LC,5500.0,,2392.55453606303
Grus grus,Aves,Slovak Republic,LC,5500.0,,3288.73620193645
Grus grus,Aves,Estonia,LC,5500.0,,90.7159943213044
Grus grus,Aves,Belarus,LC,5500.0,,401.679090974886
Grus grus,Aves,Serbia,LC,5500.0,,2054.26580007779
Grus grus,Aves,Moldova,LC,5500.0,,534.843289948754
Grus grus,Aves,North Macedonia,LC,5500.0,,57.4721756413222
Grus grus,Aves,Armenia,LC,5500.0,,570.513363258883
Grus grus,Aves,Moldova,LC,5500.0,,178.281096649585
Grus grus,Aves,Bosnia and Herzegovina,LC,5500.0,,587.566599023797
Grus grus,Aves,Ukraine,LC,5500.0,,1746.75214724352
Grus grus,Aves,Latvia,LC,5500.0,,1837.7484148258488
Grus grus,Aves,Spain,NE,5500.0,,1542.20190148918
Grus japonensis,Aves,Russian Federation,VU,8500.0,,4012.30204807426
Grus leucogeranus,Aves,Russian Federation,CR,572475.0,,4012.30204807426
Grus monacha,Aves,Russian Federation,VU,37025.0,,2006.15102403713
Grus virgo,Aves,Slovak Republic,LC,2400.0,,3288.73620193645
Gulo gulo,Mammalia,Hungary,LC,1279249.0,7.179471184120465,82.2256010229816
Gulo gulo,Mammalia,Finland,LC,1279249.0,7.179471184120465,5826.66548758072
Gulo gulo,Mammalia,Estonia,LC,1279249.0,7.179471184120465,907.159943213044
Gulo gulo,Mammalia,Finland,LC,1279249.0,7.179471184120465,8687.02854512035
Gulo gulo,Mammalia,Russian Federation,LC,1279249.0,7.179471184120465,378.226677236558
Gypaetus barbatus,Aves,Hungary,NT,5606041667.0,,82.2256010229816
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,11962.7726803152
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,7525.62159259618
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,1364.45656708818
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,3181.496103219
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,13924.1845181685
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,5000.0
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,13025.0029414456
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,6258.91397889678
Gypaetus barbatus,Aves,Romania,NT,5606041667.0,,2895.39831475302
Gypaetus barbatus,Aves,Spain,NT,5606041667.0,,5078.59110149498
Gypaetus barbatus,Aves,North Macedonia,NT,5606041667.0,,3448.33053847933
Gypaetus barbatus,Aves,Serbia,NT,5606041667.0,,3081.39870011668
Gypaetus barbatus,Aves,Armenia,NT,5606041667.0,,475.427802715736
Gypaetus barbatus,Aves,Slovak Republic,NT,5606041667.0,,5481.22700322742
Gypaetus barbatus,Aves,Russian Federation,NT,5606041667.0,,2674.86803204951
Gypaetus barbatus,Aves,Switzerland,NT,5606041667.0,,6718.16691135665
Gypaetus barbatus,Aves,Switzerland,NT,5606041667.0,,1344.15414697082
Gypaetus barbatus,Aves,Switzerland,NT,5606041667.0,,2023.29662254047
Gyps fulvus,Aves,Spain,LC,7436.0,,1908.8976619314
Gyps fulvus,Aves,Hungary,LC,7436.0,,205.564002557454
Gyps fulvus,Aves,Spain,LC,7436.0,,6512.50147072281
Gyps fulvus,Aves,Spain,LC,7436.0,,2176.53904349785
Gyps fulvus,Aves,Spain,LC,7436.0,,2086.30465963226
Gyps fulvus,Aves,Spain,LC,7436.0,,2392.55453606303
Gyps fulvus,Aves,Spain,LC,7436.0,,6258.91397889678
Gyps fulvus,Aves,Spain,LC,7436.0,,696.209225908428
Gyps fulvus,Aves,Romania,LC,7436.0,,2895.39831475302
Gyps fulvus,Aves,Spain,LC,7436.0,,1542.20190148918
Gyps fulvus,Aves,Croatia,LC,7436.0,,6260.58058665393
Gyps fulvus,Aves,Spain,LC,7436.0,,3000.0
Gyps fulvus,Aves,Spain,LC,7436.0,,545.782626835271
Gyps fulvus,Aves,Spain,LC,7436.0,,3762.81079629809
Gyps fulvus,Aves,Slovak Republic,LC,7436.0,,5481.22700322742
Gyps fulvus,Aves,North Macedonia,LC,7436.0,,919.554810261156
Gyps fulvus,Aves,North Macedonia,LC,7436.0,,3448.33053847933
Gyps fulvus,Aves,Serbia,LC,7436.0,,5135.66450019447
Gyps fulvus,Aves,North Macedonia,LC,7436.0,,919.554810261156
Gyps fulvus,Aves,Armenia,LC,7436.0,,475.427802715736
Gyps fulvus,Aves,Russian Federation,LC,7436.0,,2006.15102403713
Gyps fulvus,Aves,Ukraine,LC,7436.0,,13042.4160327516
Gyps rueppellii,Aves,Hungary,CR,7400.0,,82.2256010229816
Haematopus meadewaldoi,Aves,Spain,EX,526.0,,5267.93511481733
Haematopus meadewaldoi,Aves,Hungary,EX,526.0,,82.2256010229816
Haematopus moquini,Aves,Spain,LC,54725.0,,602.049727407695
Haematopus ostralegus,Aves,Finland,NT,526.0,,142.495588266912
Haematopus ostralegus,Aves,Spain,NT,526.0,,752.562159259618
Haematopus ostralegus,Aves,Spain,NT,526.0,,602.049727407695
Haematopus ostralegus,Aves,Spain,NT,526.0,,450.0
Haematopus ostralegus,Aves,Croatia,NT,526.0,,375.634835199236
Haematopus ostralegus,Aves,Romania,NT,526.0,,144.769915737651
Haematopus ostralegus,Aves,Spain,NT,526.0,,2086.30465963226
Haematopus ostralegus,Aves,Hungary,NT,526.0,,41.1128005114908
Haematopus ostralegus,Aves,Spain,NT,526.0,,286.33464928971
Haematopus ostralegus,Aves,Spain,NT,526.0,,358.883180409454
Haematopus ostralegus,Aves,Spain,NT,526.0,,392.813427061454
Haematopus ostralegus,Aves,Spain,NT,526.0,,834.339966674175
Haematopus ostralegus,Aves,Moldova,NT,526.0,,713.124386598338
Haematopus ostralegus,Aves,Armenia,NT,526.0,,47.5427802715736
Haematopus ostralegus,Aves,Serbia,NT,526.0,,1027.13290003889
Haematopus ostralegus,Aves,Estonia,NT,526.0,,9.07159943213044
Haematopus ostralegus,Aves,Moldova,NT,526.0,,534.843289948754
Haematopus ostralegus,Aves,Slovak Republic,NT,526.0,,1096.24540064548
Haematopus ostralegus,Aves,Ukraine,NT,526.0,,43.2030031084898
Haematopus ostralegus longipes,Aves,Russian Federation,,526.0,,267.486803204951
Haematopus ostralegus osculans,Aves,Russian Federation,,526.0,,267.486803204951
Halcyon pileata,Aves,Russian Federation,VU,86.0,,267.486803204951
Halcyon smyrnensis,Aves,Hungary,LC,914.0,,82.2256010229816
Haliaeetus albicilla,Aves,Spain,LC,4793.0,,752.562159259618
Haliaeetus albicilla,Aves,Croatia,LC,4793.0,,6260.58058665393
Haliaeetus albicilla,Aves,Hungary,LC,4793.0,,4111.28005114908
Haliaeetus albicilla,Aves,Finland,LC,4793.0,,7810.8692827789
Haliaeetus albicilla,Aves,Romania,LC,4793.0,,2895.39831475302
Haliaeetus albicilla,Aves,Moldova,LC,4793.0,,891.405483247923
Haliaeetus albicilla,Aves,Slovak Republic,LC,4793.0,,10962.4540064548
Haliaeetus albicilla,Aves,Armenia,LC,4793.0,,475.427802715736
Haliaeetus albicilla,Aves,Estonia,LC,4793.0,,544.295965927827
Haliaeetus albicilla,Aves,Serbia,LC,4793.0,,4108.53160015558
Haliaeetus albicilla,Aves,North Macedonia,LC,4793.0,,919.554810261156
Haliaeetus albicilla,Aves,Russian Federation,LC,4793.0,,2674.86803204951
Haliaeetus albicilla,Aves,Ukraine,LC,4793.0,,13042.4160327516
Haliaeetus albicilla,Aves,Latvia,NE,4793.0,,7350.993659303394
Haliaeetus albicilla,Aves,Latvia,NE,4793.0,,7350.993659303394
Haliaeetus leucocephalus,Aves,Hungary,LC,4740.0,,82.2256010229816
Haliaeetus leucocephalus,Aves,Kosovo,LC,4740.0,,2849.76936177034
Haliaeetus leucocephalus,Aves,Russian Federation,LC,4740.0,,2674.86803204951
Haliaeetus leucoryphus,Aves,Hungary,EN,28075.0,,82.2256010229816
Haliaeetus leucoryphus,Aves,Russian Federation,EN,28075.0,,2674.86803204951
Haliaeetus pelagicus,Aves,Russian Federation,VU,722475.0,,2674.86803204951
Halichoerus grypus,Mammalia,Hungary,LC,19757001.0,13.99041752224504,82.2256010229816
Halichoerus grypus,Mammalia,Finland,LC,19757001.0,13.99041752224504,1271.27247001761
Halichoerus grypus,Mammalia,Finland,LC,19757001.0,13.99041752224504,2118.78745002935
Halichoerus grypus,Mammalia,Estonia,LC,19757001.0,13.99041752224504,362.863977285218
Halichoerus grypus,Mammalia,Russian Federation,LC,19757001.0,13.99041752224504,1206.25275659385
Halichoerus grypus,Mammalia,Latvia,LC,19757001.0,13.99041752224504,918.874207412924
Halichoerus grypus,Mammalia,Lithuania,LC,19757001.0,13.99041752224504,1357.28257297316
Hemiechinus auritus,Mammalia,Armenia,LC,3695.0,2.574658179329226,47.5427802715736
Hemiechinus auritus,Mammalia,Ukraine,LC,3695.0,2.574658179329226,144.165277219165
Herpestes ichneumon,Mammalia,Spain,LC,295001.0,7.479696235455168,1995.16078987303
Herpestes ichneumon,Mammalia,Spain,LC,295001.0,7.479696235455168,1043.15232981613
Herpestes ichneumon,Mammalia,Hungary,LC,295001.0,7.479696235455168,82.2256010229816
Herpestes ichneumon,Mammalia,Spain,LC,295001.0,7.479696235455168,90.9637711392119
Herpestes ichneumon,Mammalia,Spain,LC,295001.0,7.479696235455168,1881.40539814905
Hesperiphona vespertina,Aves,Hungary,VU,595.0,,82.2256010229816
Hieraaetus fasciatus,Aves,Serbia,LC,2000.0,,4108.53160015558
Hieraaetus morphnoides,Aves,Spain,LC,791.0,,1088.26952174892
Hieraaetus pennatus,Aves,Spain,LC,842.0,,3010.24863703847
Hieraaetus pennatus,Aves,Spain,LC,842.0,,1542.20190148918
Hieraaetus pennatus,Aves,Spain,LC,842.0,,1908.8976619314
Hieraaetus pennatus,Aves,Spain,LC,842.0,,181.927542278424
Hieraaetus pennatus,Aves,Spain,LC,842.0,,752.562159259618
Hieraaetus pennatus,Aves,Spain,LC,842.0,,12517.8279577936
Hieraaetus pennatus,Aves,Spain,LC,842.0,,696.209225908428
Hieraaetus pennatus,Aves,Romania,LC,842.0,,1447.69915737651
Hieraaetus pennatus,Aves,Spain,LC,842.0,,2392.55453606303
Hieraaetus pennatus,Aves,Spain,LC,842.0,,2086.30465963226
Hieraaetus pennatus,Aves,Spain,LC,842.0,,651.250147072281
Hieraaetus pennatus,Aves,Hungary,LC,842.0,,2055.64002557454
Hieraaetus pennatus,Aves,Croatia,LC,842.0,,6260.58058665393
Hieraaetus pennatus,Aves,Spain,LC,842.0,,1451.02602899857
Hieraaetus pennatus,Aves,Serbia,LC,842.0,,4108.53160015558
Hieraaetus pennatus,Aves,Moldova,LC,842.0,,891.405483247923
Hieraaetus pennatus,Aves,Moldova,LC,842.0,,891.405483247923
Hieraaetus pennatus,Aves,North Macedonia,LC,842.0,,919.554810261156
Hieraaetus pennatus,Aves,Slovak Republic,LC,842.0,,10962.4540064548
Hieraaetus pennatus,Aves,Armenia,LC,842.0,,133.119784760406
Hieraaetus pennatus,Aves,Ukraine,LC,842.0,,13974.0171779482
Hieraaetus pennatus,Aves,Spain,NE,842.0,,3000.0
Himantopus himantopus,Aves,Spain,LC,161.0,,556.967380726742
Himantopus himantopus,Aves,Spain,LC,161.0,,286.33464928971
Himantopus himantopus,Aves,Spain,LC,161.0,,225.768647777885
Himantopus himantopus,Aves,Spain,LC,161.0,,301.024863703847
Himantopus himantopus,Aves,Spain,LC,161.0,,231.330285223377
Himantopus himantopus,Aves,Spain,LC,161.0,,217.653904349785
Himantopus himantopus,Aves,Hungary,LC,161.0,,1027.82001278727
Himantopus himantopus,Aves,Spain,LC,161.0,,450.0
Himantopus himantopus,Aves,Spain,LC,161.0,,312.945698944839
Himantopus himantopus,Aves,Croatia,LC,161.0,,751.269670398471
Himantopus himantopus,Aves,Spain,LC,161.0,,521.000117657825
Himantopus himantopus,Aves,Spain,LC,161.0,,358.883180409454
Himantopus himantopus,Aves,Moldova,LC,161.0,,713.124386598338
Himantopus himantopus,Aves,Slovak Republic,LC,161.0,,2192.49080129097
Himantopus himantopus,Aves,Armenia,LC,161.0,,47.5427802715736
Himantopus himantopus,Aves,Russian Federation,LC,161.0,,1337.43401602475
Himantopus himantopus,Aves,Ukraine,LC,161.0,,48.0939091207717
Hippolais icterina,Aves,Hungary,LC,132.0,,41.1128005114908
Hippolais icterina,Aves,Spain,LC,132.0,,150.0
Hippolais icterina,Aves,Croatia,LC,132.0,,500.846446932314
Hippolais icterina,Aves,Spain,LC,132.0,,95.44488309657
Hippolais icterina,Aves,Finland,LC,132.0,,52.7761438025602
Hippolais icterina,Aves,Slovak Republic,LC,132.0,,548.122700322742
Hippolais olivetorum,Aves,Hungary,LC,1795.0,,82.2256010229816
Hippolais olivetorum,Aves,Croatia,LC,1795.0,,3380.71351679312
Hippolais polyglotta,Aves,Spain,LC,11.0,,104.315232981613
Hippolais polyglotta,Aves,Croatia,LC,11.0,,375.634835199236
Hippolais polyglotta,Aves,Hungary,LC,11.0,,82.2256010229816
Hippolais polyglotta,Aves,Spain,LC,11.0,,95.44488309657
Hippolais polyglotta,Aves,Spain,LC,11.0,,150.0
Hirundapus caudacutus,Aves,Hungary,LC,1131.0,,82.2256010229816
Hirundo rustica,Aves,Spain,LC,19.0,,95.44488309657
Hirundo rustica,Aves,Hungary,LC,19.0,,41.1128005114908
Hirundo rustica,Aves,Spain,LC,19.0,,79.7518178687677
Hirundo rustica,Aves,Spain,LC,19.0,,150.0
Hirundo rustica,Aves,Croatia,LC,19.0,,187.817417599618
Hirundo rustica,Aves,Spain,LC,19.0,,38.5550475372294
Hirundo rustica,Aves,Finland,LC,19.0,,35.8877777857409
Hirundo rustica,Aves,Spain,LC,19.0,,104.315232981613
Hirundo rustica,Aves,Slovak Republic,LC,19.0,,548.122700322742
Histrionicus histrionicus,Aves,Hungary,LC,56125.0,,82.2256010229816
Histrionicus histrionicus,Aves,Spain,LC,56125.0,,108.826952174892
Histrionicus histrionicus,Aves,Slovak Republic,LC,56125.0,,1096.24540064548
Hyaena hyaena,Mammalia,Armenia,NT,3507051.0,9.174654711411362,1901.71121086294
Hydrobates melitensis,Aves,Spain,,2545.0,,181.378253624821
Hydrobates monorhis,Aves,Russian Federation,NT,398.0,,267.486803204951
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,392.813427061454
Hydrobates pelagicus,Aves,Croatia,LC,2545.0,,2253.80901119541
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,376.281079629809
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,451.537295555771
Hydrobates pelagicus,Aves,Hungary,LC,2545.0,,82.2256010229816
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,976.875220608422
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,123.337212464878
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,2086.30465963226
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,2000.0
Hydrobates pelagicus,Aves,Spain,LC,2545.0,,358.883180409454
Hydrocoloeus minutus,Aves,Slovak Republic,LC,1185.0,,1096.24540064548
Hydrocoloeus minutus,Aves,North Macedonia,LC,1185.0,,114.944351282644
Hydrocoloeus minutus,Aves,Latvia,LC,1185.0,,1837.7484148258488
Hydrocoloeus minutus,Aves,Croatia,LC,1185.0,,1502.53934079694
Hydrocoloeus minutus,Aves,Spain,LC,1185.0,,312.945698944839
Hydrocoloeus minutus,Aves,Spain,LC,1185.0,,75.2562159259618
Hydrocoloeus minutus,Aves,Spain,LC,1185.0,,450.0
Hydrocoloeus minutus,Aves,Spain,LC,1185.0,,358.883180409454
Hydrocoloeus minutus,Aves,Spain,LC,1185.0,,286.33464928971
Hydrocoloeus minutus,Aves,Finland,LC,1185.0,,533.039052405858
Hydrocoloeus minutus,Aves,Spain,LC,1185.0,,38.5550475372294
Hydrocoloeus minutus,Aves,Hungary,LC,1185.0,,41.1128005114908
Hydroprogne caspia,Aves,Croatia,LC,6546666667.0,,6260.58058665393
Hydroprogne caspia,Aves,Spain,LC,6546666667.0,,450.0
Hydroprogne caspia,Aves,Slovak Republic,LC,6546666667.0,,2192.49080129097
Hydroprogne caspia,Aves,Russian Federation,LC,6546666667.0,,267.486803204951
Hydroprogne caspia,Aves,Ukraine,LC,6546666667.0,,43.2030031084898
Hydroprogne caspia,Aves,Spain,LC,6546666667.0,,358.883180409454
Hydroprogne caspia,Aves,Spain,LC,6546666667.0,,312.945698944839
Hydroprogne caspia,Aves,Spain,LC,6546666667.0,,108.826952174892
Hydroprogne caspia,Aves,Spain,LC,6546666667.0,,301.024863703847
Hydroprogne caspia,Aves,Hungary,LC,6546666667.0,,205.564002557454
Hydroprogne caspia,Aves,Finland,LC,6546666667.0,,1952.71732069473
Hydroprogne caspia,Aves,Spain,NE,6546666667.0,,286.33464928971
Hylocichla mustelina,Aves,Hungary,LC,4865.0,,82.2256010229816
Hyperoodon ampullatus,Mammalia,Hungary,NT,5350000.0,17.68788501026694,82.2256010229816
Hyperoodon ampullatus,Mammalia,Russian Federation,NT,5350000.0,17.68788501026694,8023.94344319594
Hypsugo savii,Mammalia,Spain,LC,63.0,5.163439493497604,104.315232981613
Hypsugo savii,Mammalia,Hungary,LC,63.0,5.163439493497604,41.1128005114908
Hypsugo savii,Mammalia,Croatia,LC,63.0,5.163439493497604,156.514514666348
Hypsugo savii,Mammalia,Slovak Republic,LC,63.0,5.163439493497604,548.122700322742
Hypsugo savii,Mammalia,Serbia,LC,63.0,5.163439493497604,564.923095021392
Hypsugo savii,Mammalia,Ukraine,LC,63.0,5.163439493497604,86.5224563601292
Hypsugo savii savii,Mammalia,Spain,LC,63.0,5.163439493497604,100.0
Hystrix cristata,Mammalia,Hungary,LC,19166665.0,7.428605201916495,82.2256010229816
Hystrix cristata,Mammalia,Spain,LC,19166665.0,7.428605201916495,14.5102602899857
Hystrix indica,Mammalia,Armenia,LC,17325.0,7.428605201916495,95.0855605431472
Ichthyaetus audouinii,Aves,Spain,VU,54525.0,,2086.30465963226
Ichthyaetus audouinii,Aves,Spain,VU,54525.0,,954.4488309657
Ichthyaetus audouinii,Aves,Spain,VU,54525.0,,1128.84323888943
Ichthyaetus audouinii,Aves,Spain,VU,54525.0,,2392.55453606303
Ichthyaetus audouinii,Aves,Spain,VU,54525.0,,1500.0
Ichthyaetus audouinii,Aves,Spain,VU,54525.0,,399.032157974606
Ichthyaetus audouinii,Aves,Hungary,VU,54525.0,,82.2256010229816
Ichthyaetus ichthyaetus,Aves,Hungary,LC,14235.0,,41.1128005114908
Ichthyaetus ichthyaetus,Aves,Slovak Republic,NE,14235.0,,548.122700322742
Ichthyaetus leucophthalmus,Aves,Hungary,LC,330.0,,82.2256010229816
Ichthyaetus melanocephalus,Aves,Hungary,LC,256.0,,205.564002557454
Ichthyaetus melanocephalus,Aves,Spain,LC,256.0,,797.518178687677
Ichthyaetus melanocephalus,Aves,Spain,LC,256.0,,752.562159259618
Ichthyaetus melanocephalus,Aves,Spain,LC,256.0,,450.0
Ichthyaetus melanocephalus,Aves,Croatia,LC,256.0,,375.634835199236
Ichthyaetus melanocephalus,Aves,Spain,LC,256.0,,312.945698944839
Ichthyaetus melanocephalus,Aves,Spain,LC,256.0,,286.33464928971
Ichthyaetus melanocephalus,Aves,Slovak Republic,NE,256.0,,2192.49080129097
Icterus galbula,Aves,Hungary,LC,339.0,,82.2256010229816
Iduna aedon,Aves,Hungary,LC,227.0,,82.2256010229816
Iduna caligata,Aves,Hungary,LC,9075.0,,82.2256010229816
Iduna opaca,Aves,Hungary,LC,91.0,,82.2256010229816
Iduna opaca,Aves,Spain,LC,91.0,,104.315232981613
Iduna pallida,Aves,Slovak Republic,LC,91.0,,548.122700322742
Iduna pallida,Aves,Croatia,LC,91.0,,563.452252798853
Iduna pallida,Aves,Hungary,LC,91.0,,205.564002557454
Iduna rama,Aves,Hungary,LC,925.0,,82.2256010229816
Irania gutturalis,Aves,Hungary,LC,2215.0,,82.2256010229816
Irania gutturalis,Aves,Armenia,LC,2215.0,,28.5256681629442
Ixobrychus eurhythmus,Aves,Hungary,LC,14225.0,,82.2256010229816
Ixobrychus exilis,Aves,Hungary,LC,863.0,,82.2256010229816
Ixobrychus minutus,Aves,Hungary,LC,1055.0,,411.128005114908
Ixobrychus minutus,Aves,Spain,LC,1055.0,,3000.0
Ixobrychus minutus,Aves,Spain,LC,1055.0,,358.883180409454
Ixobrychus minutus,Aves,Spain,LC,1055.0,,1908.8976619314
Ixobrychus minutus,Aves,Spain,LC,1055.0,,312.945698944839
Ixobrychus minutus,Aves,Spain,LC,1055.0,,2088.62767772528
Ixobrychus minutus,Aves,Spain,LC,1055.0,,181.378253624821
Ixobrychus minutus,Aves,Spain,LC,1055.0,,1128.84323888943
Ixobrychus minutus,Aves,Spain,LC,1055.0,,231.330285223377
Ixobrychus minutus,Aves,Romania,LC,1055.0,,58.9803360412652
Ixobrychus minutus,Aves,Spain,LC,1055.0,,225.768647777885
Ixobrychus minutus,Aves,Croatia,LC,1055.0,,1690.35675839656
Ixobrychus minutus,Aves,Spain,LC,1055.0,,1953.75044121684
Ixobrychus minutus,Aves,North Macedonia,LC,1055.0,,229.888702565289
Ixobrychus minutus,Aves,Estonia,LC,1055.0,,18.1431988642609
Ixobrychus minutus,Aves,North Macedonia,LC,1055.0,,229.888702565289
Ixobrychus minutus,Aves,Slovak Republic,LC,1055.0,,3288.73620193645
Ixobrychus minutus,Aves,Latvia,LC,1055.0,,1837.7484148258488
Ixobrychus sturmii,Aves,Hungary,NE,142.0,,82.2256010229816
Ixoreus naevius,Aves,Hungary,LC,79225.0,,82.2256010229816
Junco hyemalis,Aves,Hungary,LC,19475.0,,82.2256010229816
Jynx torquilla,Aves,Spain,LC,3586666667.0,,231.330285223377
Jynx torquilla,Aves,Spain,LC,3586666667.0,,325.625073536141
Jynx torquilla,Aves,Spain,LC,3586666667.0,,312.945698944839
Jynx torquilla,Aves,Croatia,LC,3586666667.0,,563.452252798853
Jynx torquilla,Aves,Spain,LC,3586666667.0,,225.768647777885
Jynx torquilla,Aves,Spain,LC,3586666667.0,,358.883180409454
Jynx torquilla,Aves,Spain,LC,3586666667.0,,301.024863703847
Jynx torquilla,Aves,Spain,LC,3586666667.0,,348.104612954214
Jynx torquilla,Aves,Spain,LC,3586666667.0,,286.33464928971
Jynx torquilla,Aves,Hungary,LC,3586666667.0,,41.1128005114908
Jynx torquilla,Aves,Spain,LC,3586666667.0,,450.0
Jynx torquilla,Aves,Finland,LC,3586666667.0,,213.215620962343
Jynx torquilla,Aves,Spain,LC,3586666667.0,,217.653904349785
Jynx torquilla,Aves,Slovak Republic,LC,3586666667.0,,1096.24540064548
Jynx torquilla,Aves,Estonia,LC,3586666667.0,,1.81431988642609
Jynx torquilla,Aves,Latvia,LC,3586666667.0,,918.874207412924
Kogia breviceps,Mammalia,Hungary,LC,424600.0,11.9917864476386,82.2256010229816
Kogia sima,Mammalia,Hungary,LC,186649995.0,11.9917864476386,82.2256010229816
Lagenodelphis hosei,Mammalia,Hungary,LC,164000.0,19.55400140999316,82.2256010229816
Lagenorhynchus acutus,Mammalia,Hungary,LC,18651755.0,12.72536988364134,82.2256010229816
Lagenorhynchus albirostris,Mammalia,Hungary,LC,18331743.0,15.51685133470226,82.2256010229816
Lagenorhynchus albirostris,Mammalia,Russian Federation,LC,18331743.0,15.51685133470226,241.250551318769
Lagopus lagopus,Aves,Hungary,LC,595.0,,82.2256010229816
Lagopus lagopus,Aves,Finland,LC,595.0,,105.939372501468
Lagopus lagopus,Aves,Estonia,LC,595.0,,544.295965927827
Lagopus lagopus,Aves,Latvia,LC,595.0,,1837.7484148258488
Lagopus lagopus rossica,Aves,Russian Federation,,595.0,,668.717008012376
Lagopus muta,Aves,Spain,LC,521.0,,3655.09843601924
Lagopus muta,Aves,Spain,LC,521.0,,2086.30465963226
Lagopus muta,Aves,Spain,LC,521.0,,1881.40539814905
Lagopus muta,Aves,Spain,LC,521.0,,362.756507249641
Lagopus muta,Aves,Spain,LC,521.0,,2392.55453606303
Lagopus muta,Aves,Hungary,LC,521.0,,82.2256010229816
Lagopus muta,Aves,Finland,LC,521.0,,105.939372501468
Lagopus muta,Aves,Switzerland,LC,521.0,,134.886441502698
Lagurus lagurus,Mammalia,Ukraine,LC,203.0,1.207186858316222,23.2900286299136
Lanius collurio,Aves,Spain,LC,2875.0,,38.5550475372294
Lanius collurio,Aves,Finland,LC,2875.0,,70.7200326954306
Lanius collurio,Aves,Hungary,LC,2875.0,,41.1128005114908
Lanius collurio,Aves,Spain,LC,2875.0,,95.44488309657
Lanius collurio,Aves,Croatia,LC,2875.0,,187.817417599618
Lanius collurio,Aves,Spain,LC,2875.0,,79.7518178687677
Lanius collurio,Aves,Spain,LC,2875.0,,104.315232981613
Lanius collurio,Aves,Spain,LC,2875.0,,150.0
Lanius collurio,Aves,Serbia,LC,2875.0,,410.853160015558
Lanius collurio,Aves,Slovak Republic,LC,2875.0,,1096.24540064548
Lanius collurio,Aves,Latvia,LC,2875.0,,918.874207412924
Lanius cristatus,Aves,Hungary,LC,31975.0,,82.2256010229816
Lanius excubitor,Aves,Croatia,LC,6398333334.0,,751.269670398471
Lanius excubitor,Aves,Spain,LC,6398333334.0,,79.7518178687677
Lanius excubitor,Aves,Finland,LC,6398333334.0,,265.991764764903
Lanius excubitor,Aves,Hungary,LC,6398333334.0,,205.564002557454
Lanius excubitor,Aves,Spain,LC,6398333334.0,,38.5550475372294
