Species,disp,scenario,Lat50,Ele50
Dalea sericea,Anemochor,13,-4.067,2.899
Rhynchanthera gardneri,Autochor,1,3.924,5.639
Chromolaena pharcidodes,Anemochor,6,3.841,3.491
Paralychnophora harleyi,Autochor,15,-3.644,3.243
Daphnopsis racemosa,Zoochor,12,2.94,4.636
Antennaria argentea,Anemochor,13,-0.39,2.603
Ardisia sieboldii,Zoochor,3,3.791,3.38
Brickellia monocephala,Anemochor,2,1.596,3.083
Carex pensylvanica,Autochor,1,-0.612,4.334
Claytonia sarmentosa,Ombrochor,16,-0.627,-8.494
Dorstenia tenuis,Zoochor,6,0.407,3.943
Paspalum lentiginosum,Autochor,16,4.93,4.368
Aponogeton euryspermus,Autochor,6,-0.036,5.622
Sida everistiana,Autochor,6,4.293,5.593
Angelonia integerrima,Autochor,2,3.471,5.341
Carica microcarpa,Zoochor,5,-0.448,5.465
Gentiana nipponica,Anemochor,2,2.663,0.998
Solanum atropurpureum,Autochor,15,4.151,4.818
Oxytropis multiceps,Zoochor,12,1.602,0.683
Corymbia ferriticola,Anemochor,16,10.673,6.483
Myrciaria plinioides,Zoochor,10,-0.314,2.974
Panicum cinctum,Anemochor,11,0.947,3.14
Elaphoglossum styriacum,Anemochor,10,-1.391,5.328
Calochortus plummerae,Autochor,5,3.516,2.666
Penstemon virens,Anemochor,5,1.28,2.051
Ormosia macrophylla,Zoochor,15,-0.94,6.723
Elaeodendron schweinfurthianum,Anemochor,9,-0.356,4.672
Oenothera macrosceles,Autochor,8,4.557,3.643
Osmunda regalis,Anemochor,16,-0.396,3.731
Dictyanthus hamatus,Anemochor,9,1.797,2.834
Cneorum tricoccon,Zoochor,1,1.361,3.628
Micraira subspicata,Anemochor,9,-3.947,5.267
Eriogonum batemanii,Anemochor,5,0.749,1.784
Catalpa ovata,Anemochor,12,2.262,2.379
Smilax riparia,Zoochor,4,2.389,1.4
Henriettea lasiostylis,Zoochor,8,-14.115,8.266
Passiflora amoena,Zoochor,13,-2.068,3.89
Eucalyptus beaniana,Anemochor,6,0.802,4.626
Eleocharis tuberculosa,Autochor,15,4.015,5.161
Hakea chordophylla,Anemochor,7,10.847,6.975
Salvia patens,Autochor,1,1.409,3.11
Calystegia purpurata,Autochor,13,1.302,2.831
Lasiopetalum macrophyllum,Zoochor,6,-1.747,3.383
Sabicea brachycalyx,Zoochor,3,5.516,7.177
Taraxacum ceratophorum,Anemochor,6,-3.362,-4.469
Pilosella glomerata,Zoochor,13,1.869,2.762
Anemopaegma acutifolium,Anemochor,12,4.778,4.979
Aconitum tatewakii,Hemerochor,3,3.632,-1.095
Carthamus creticus,Zoochor,6,2.443,2.459
Psacalium radulifolium,Anemochor,1,-2.575,3.012
Psychotria mexiae,Zoochor,7,-2.21,4.11
Bredia oldhamii,Zoochor,14,3.203,2.725
Lysiana spathulata,Zoochor,11,4.689,5.85
Serjania cardiospermoides,Anemochor,10,-0.339,3.524
Brunsvigia gregaria,Anemochor,9,-0.167,2.811
Sisyrinchium schaffneri,Autochor,16,8.015,3.244
Aristida dominii,Anemochor,4,4.896,7.72
Ranunculus altaicus,Zoochor,3,-6.388,-7.905
Myrsine coriacea,Zoochor,10,0.45,3.449
Prostanthera melissifolia,Autochor,11,-1.329,3.423
Prionosciadium diversifolium,Autochor,14,-0.683,3.088
Caryodaphnopsis burgeri,Zoochor,5,38.391,2.769
Iris tenax,Autochor,4,0.224,1.173
Hieracium impressiforme,Zoochor,8,-2.514,3.487
Indigofera coronillifolia,Autochor,4,3.066,4.047
Sclerolaena tetragona,Anemochor,15,7.545,6.098
Centropogon curvatus,Zoochor,1,2.194,3.795
Pandanus guillaumetii,Zoochor,5,-0.959,2.849
Brickellia veronicifolia,Anemochor,14,0.949,3.043
Epilobium minutiflorum,Anemochor,1,2.401,2.821
Pentaclethra macroloba,Anemochor,12,2.273,7.152
Monardella viridis,Anemochor,1,1.233,2.435
Stephanomeria elata,Anemochor,14,0.983,2.491
Chenopodium opulifolium,Autochor,1,1.702,2.773
Alchornea hirtella,Zoochor,1,2.256,4.135
Austrobuxus brevipes,Zoochor,1,-2.843,4.561
Swartzia submarginata,Zoochor,7,2.441,3.447
Aphelandra lingua-bovis,Autochor,1,-4.141,3.424
Sphenosciadium capitellatum,Zoochor,3,2.786,0.632
Calyptranthes tessmannii,Zoochor,16,-2.611,6.922
Mitrophyllum clivorum,Ombrochor,13,-4.071,2.777
Persea major,Zoochor,8,6.849,4.639
Cleistanthus discolor,Zoochor,4,13.993,4.087
Vochysia pruinosa,Anemochor,7,6.729,4.346
Hieracium plicatum,Zoochor,2,-1.341,0.761
Galium liratum,Zoochor,14,-1.059,2.983
Saxifraga eriophora,Anemochor,6,3.473,2.875
Stereospermum kunthianum,Anemochor,14,-2.38,5.139
Nemophila heterophylla,Anemochor,12,3.156,2.191
Holocheilus hieracioides,Anemochor,8,32.32,8.012
Rumex salicifolius,Zoochor,15,0.805,1.908
Guapira myrtiflora,Zoochor,2,4.205,5.871
Phyllospadix torreyi,Zoochor,1,0.66,2.859
Annona edulis,Zoochor,1,-7.557,5.87
Ricinocarpos cyanescens,Zoochor,13,-2.06,5.833
Dianthus diffusus,Anemochor,5,3.447,2.35
Astragalus leptaleus,Nautochor,6,1.016,0.181
Adenocalymma cymbalum,Anemochor,4,6.179,5.111
Hevea guianensis,Nautochor,15,-2.238,6.43
Dodonaea physocarpa,Zoochor,9,1.045,4.935
Saussurea umbrosa,Anemochor,9,3.251,0.93
Clusia laurifolia,Zoochor,3,-9.855,4.12
Ficus tinctoria,Zoochor,8,4.813,5.297
Calamagrostis koelerioides,Autochor,5,6.836,2.344
Leucadendron uliginosum,Anemochor,4,0.513,3.298
Solanum leucopogon,Autochor,15,0.401,5.969
Viola hookeriana,Zoochor,10,5.905,3.106
Baccharis pingraea,Anemochor,2,4.387,4.468
Tillandsia streptophylla,Anemochor,7,0.489,6.481
Brackenridgea zanguebarica,Zoochor,13,-1.07,3.741
Stachytarpheta frantzii,Autochor,9,0.174,3.732
Hypenia irregularis,Autochor,13,-1.373,3.924
Austrostipa plumigera,Autochor,15,6.379,5.923
Carex bushii,Autochor,16,2.446,4.22
Elaphoglossum hybridum,Anemochor,8,0.301,3.125
Peperomia emarginella,Zoochor,3,-1.246,4.987
Melaleuca calcicola,Anemochor,16,-2.93,5.953
Conyza sumatrensis,Anemochor,4,9.248,4.544
Collomia biflora,Autochor,8,0.095,2.349
Quercus coccolobifolia,Zoochor,14,-3.728,2.791
Ilex lundii,Zoochor,8,7.912,4.256
Senecio arizonicus,Anemochor,11,3.53,2.373
Stachys spreitzenhoferi,Autochor,14,5.064,2.756
Allophylus arboreus,Autochor,15,-1.696,3.714
Geissois montana,Anemochor,2,-2.394,3.081
Idahoa scapigera,Anemochor,1,1.326,2.056
Anadenanthera colubrina,Autochor,14,1.478,4.379
Hakea nodosa,Anemochor,10,-1.75,4.837
Emmenosperma cunninghamii,Anemochor,1,-1.19,4.384
Urera lianoides,Zoochor,13,-0.405,4.463
Hemionitis subcordata,Anemochor,10,0.585,3.063
Dalea carnea,Anemochor,5,4.303,4.853
Camellia pitardii,Anemochor,1,3.094,2.834
Felicia dregei,Anemochor,13,0.374,3.07
Grewia eriocarpa,Autochor,15,3.014,3.944
Sessea brasiliensis,Zoochor,16,1.555,3.199
Croton heterocalyx,Autochor,13,0.481,3.4
Dracocephalum argunense,Zoochor,4,-1.237,-6.896
Ocimum labiatum,Autochor,11,-0.742,3.614
Lepidaploa edmundoi,Anemochor,4,6.106,5.941
Licania leptostachya,Zoochor,2,1.81,6.657
Psittacanthus plagiophyllus,Zoochor,4,4.862,9.124
Christella conspersa,Anemochor,2,2.518,4.551
Symphyotrichum bahamense,Anemochor,12,10.967,7.229
Ternstroemia kwangtungensis,Zoochor,3,7.25,3.333
Globularia alypum,Anemochor,13,1.975,2.464
Perezia coerulescens,Anemochor,3,-0.563,2.258
Solanum polyadenium,Autochor,5,3.396,3.059
Sphedamnocarpus dubardii,Anemochor,3,-2.923,3.9
Deparia pseudoconilii,Anemochor,4,-1.073,1.438
Gonocarpus diffusus,Zoochor,2,-4.082,5.028
Gypsophila vaccaria,Autochor,9,1.343,3.775
Mitrasacme elata,Anemochor,7,-6.082,6.543
Leopoldia weissii,Nautochor,2,2.494,2.616
Melicytus angustifolius,Autochor,6,-1.208,3.481
Lessingianthus grandiflorus,Anemochor,3,6.658,6.114
Elaphoglossum barbatum,Anemochor,15,0.754,4.676
Centaurea sterilis,Zoochor,10,0.94,2.629
Cyphochlaena madagascariensis,Zoochor,3,0.674,5.615
Mesembryanthemum crystallinum,Nautochor,6,2.23,3.932
Moquiniella rubra,Zoochor,8,4.364,3.377
Calceolaria mexicana,Autochor,13,6.79,3.256
Inga setosa,Zoochor,12,10.651,5.644
Thibaudia crenulata,Autochor,13,2.267,3.532
Eragrostis patens,Autochor,2,-0.177,4.973
Leandra hirtella,Zoochor,11,0.245,3.034
Ouratea glaucescens,Zoochor,6,0.822,4.711
Asphodelus albus,Anemochor,2,0.805,2.454
Arabis procurrens,Autochor,6,2.26,1.682
Nassella tenuissima,Zoochor,6,1.65,4.328
Ageratum houstonianum,Hemerochor,9,-0.38,3.525
Luzula banksiana,Zoochor,13,-2.741,5.062
Carlina hispanica,Anemochor,8,1.39,2.624
Chromolaena haenkeana,Anemochor,6,2.783,3.625
Campanula decumbens,Anemochor,1,0.66,2.957
Sorbaria kirilowii,Hemerochor,14,1.786,2.274
Spondias venulosa,Zoochor,8,3.319,4.958
Eremophila homoplastica,Zoochor,12,2.047,5.789
Potalia resinifera,Autochor,7,0.192,7.081
Exostyles venusta,Zoochor,8,8.097,5.213
Sidalcea sparsifolia,Autochor,15,0.89,2.63
Tetraclea coulteri,Autochor,8,4.278,3.856
Croton arnhemicus,Autochor,5,-0.675,4.73
Aloysia gratissima,Autochor,3,9.988,4.761
Hakea obtusa,Anemochor,10,-2.996,5.676
Geonoma maxima,Zoochor,6,-0.705,6.117
Ribes viburnifolium,Zoochor,5,0.732,3.396
Cerbera inflata,Nautochor,9,2.116,2.796
Ambelania duckei,Anemochor,15,2.161,6.166
Portulaca umbraticola,Autochor,16,10.455,4.912
Stachys rothrockii,Autochor,6,1.145,1.81
Plagiocarpus conduplicatus,Nautochor,10,-0.286,5.086
Neopicrorhiza scrophulariiflora,Zoochor,5,5.338,2.844
Arctostaphylos alpina,Anemochor,4,-5.887,-13.807
Digitaria californica,Autochor,15,3.665,3.721
Rhododendron arizelum,Anemochor,4,6.068,1.095
Eucalyptus hallii,Anemochor,16,2.187,4.673
Guatteria goudotiana,Zoochor,10,1.027,3.232
Urochloa pubigera,Autochor,3,2.554,6.714
Dichelostemma capitatum,Anemochor,4,0.781,2.976
Tragopogon brevirostris,Anemochor,15,1.595,1.896
Oenothera wolfii,Autochor,4,-0.049,0.547
Sporobolus macrospermus,Autochor,7,2.635,3.471
Solanum pugiunculiferum,Autochor,3,3.895,8.442
Eschweilera neei,Zoochor,12,-5.21,4.959
Streptochaeta spicata,Autochor,3,6.436,5.678
Dichelachne inaequiglumis,Zoochor,12,-1.478,3.178
Palicourea mamillaris,Zoochor,5,1.479,3.908
Pavonia hexaphylla,Autochor,13,-0.697,4.387
Serpocaulon attenuatum,Anemochor,16,2.823,6.519
Ludia mauritiana,Zoochor,16,2.339,4.71
Lycopodiella contexta,Anemochor,6,-11.651,5.694
Cassipourea microphylla,Nautochor,10,-2.189,3.911
Miconia latecrenata,Zoochor,9,0.507,2.742
Agave shawii,Anemochor,16,1.9,4.403
Botrychium virginianum,Chamaechor,15,-1.312,0.444
Bellevalia romana,Nautochor,15,1.434,2.622
Manulea crassifolia,Anemochor,16,-1.298,2.665
Digitaria minima,Autochor,9,0.388,3.531
Passiflora dispar,Zoochor,15,1.848,3.961
Ocotea javitensis,Zoochor,12,-13.133,6.267
Polypodium scouleri,Anemochor,9,-0.221,2.921
Achatocarpus gracilis,Anemochor,6,0.343,4.065
Conostylis caricina,Autochor,1,-0.584,4.881
Boerhavia xanti,Zoochor,9,1.633,3.292
Nonea pulla,Zoochor,6,-2.192,3.651
Besleria fallax,Zoochor,7,-7.165,3.522
Kohautia subverticillata,Anemochor,2,-2.506,5.234
Castilleja pruinosa,Anemochor,12,0.097,1.577
Lafoensia punicifolia,Anemochor,16,5.823,4.185
Aristida setifolia,Anemochor,16,3.659,5.366
Xanthorrhoea pumilio,Zoochor,8,0.318,4.686
Sabatia quadrangula,Anemochor,4,9.596,6.349
Chomelia pubescens,Zoochor,12,5.837,4.912
Tabebuia stenocalyx,Anemochor,15,-4.62,4.8
Achnatherum speciosum,Zoochor,10,-1.459,2.1
Stachys balansae,Autochor,2,-1.232,0.117
Cayaponia tubulosa,Zoochor,10,0.544,5.347
Perymenium grande,Autochor,14,-0.443,3.151
Piper xanthostachyum,Zoochor,6,0.622,5.646
Convolvulus ocellatus,Autochor,12,1.111,5.88
Cornus glabrata,Zoochor,10,0.939,2.691
Clarkia lassenensis,Anemochor,12,2.393,1.367
Chamaesyce arizonica,Autochor,16,3.287,2.757
Sinochasea trigyna,Anemochor,8,2.85,-0.642
Bonamia dietrichiana,Autochor,11,0.706,3.832
Cardamine glauca,Autochor,3,-1.06,2.332
Carex accrescens,Autochor,6,0.117,-4.709
Oenothera wigginsii,Autochor,13,0.143,2.744
Neoblechnum brasiliense,Anemochor,11,1.265,4.255
Mallotus mollissimus,Zoochor,9,0.828,2.593
Lobelia georgiana,Zoochor,3,8.68,6.496
Erica arborea,Autochor,3,1.809,2.263
Ziziphus leucodermis,Zoochor,16,1.124,4.752
Evolvulus cordatus,Autochor,16,1.353,5.068
Sisyrinchium arizonicum,Autochor,11,-1.289,2.712
Stellaria arenarioides,Anemochor,3,3.819,-0.117
Senna uniflora,Autochor,7,3.248,5.206
Darwinia leptantha,Zoochor,5,-0.529,3.614
Gaultheria myrsinoides,Zoochor,13,-2.376,3.444
Hunteria ballayi,Zoochor,8,3.569,7.214
Licania sandwithii,Zoochor,2,-22.036,6.512
Gouania velutina,Anemochor,3,4.747,6.941
Dicranoglossum polypodioides,Anemochor,5,0.195,4.667
Oocephalus crassifolius,Autochor,14,-0.299,2.976
Erysimum wardii,Autochor,6,-0.059,2.219
Quercus palmeri,Zoochor,2,1.164,2.62
Erigeron corymbosus,Anemochor,3,1.122,-0.676
Cliffortia atrata,Zoochor,10,-0.293,3.63
Oreopanax paramicola,Zoochor,3,-12.502,3.529
Astragalus idrietorum,Nautochor,15,3.525,3.769
Sclerolaena cornishiana,Anemochor,2,10.652,6.294
Tillandsia pseudobaileyi,Anemochor,12,2.513,4.706
Erysimum angustatum,Autochor,12,-3.591,-14.778
Gratiola virginiana,Autochor,7,5.376,5.008
Drosera stolonifera,Autochor,8,-0.502,5.628
Epilobium hirtigerum,Anemochor,16,0.759,3.771
Sophora nuttalliana,Anemochor,16,2.801,4.037
Rolandra fruticosa,Zoochor,5,-1.475,5.043
Philodendron tatei,Zoochor,9,-4.913,3.389
Taraxacum eximium,Anemochor,15,-0.567,1.647
Eriastrum eremicum,Autochor,13,-0.544,1.922
Cayaponia trifoliolata,Zoochor,1,-0.619,3.503
Chylismia claviformis,Anemochor,7,-3.909,2.655
Synthyris pinnatifida,Zoochor,8,1.151,-3.95
Cojoba sophorocarpa,Zoochor,6,-1.548,3.708
Vitex parviflora,Zoochor,9,0.292,3.449
Cybianthus prieurii,Zoochor,14,0.962,5.156
Zygogynum queenslandianum,Zoochor,3,6.18,4.047
Utricularia praetermissa,Autochor,5,4.798,2.924
Ceratostema alatum,Autochor,11,-14.478,3.351
Polystichum manmeiense,Anemochor,12,-2.602,3.214
Armeria gaditana,Anemochor,11,1.01,4.025
Cheilanthes lanosa,Anemochor,8,3.856,3.742
Syzygium apodophyllum,Zoochor,16,11.32,3.151
Grevillea beardiana,Autochor,9,-2.533,5.548
Banksia audax,Anemochor,14,0.11,5.677
Wahlenbergia procumbens,Anemochor,11,-1.746,3.597
Centaurea paniculata,Zoochor,8,0.946,2.26
Coccoloba manzinellensis,Autochor,14,6.027,3.355
Psychotria sadebeckiana,Zoochor,12,-30.311,4.105
Galium ephedroides,Zoochor,13,-0.856,2.051
Cheiranthera borealis,Zoochor,12,1.767,4.092
Blumea formosana,Anemochor,11,4.579,2.951
Ilex sessiliflora,Zoochor,13,0.457,3.546
Noronhia myrtoides,Zoochor,5,1.864,3.198
Chionanthus retusus,Zoochor,12,4.019,3.293
Rosa pisocarpa,Zoochor,1,1.304,2.304
Ranunculus scapiger,Zoochor,4,-1.189,2.172
Celmisia haastii,Autochor,12,-3.188,5.065
Paullinia seminuda,Anemochor,7,1.338,3.292
Pityrodia pungens,Autochor,14,-1.801,4.985
Thelypodiopsis aurea,Hemerochor,10,1.423,2.471
Bocageopsis multiflora,Zoochor,4,-6.89,9.01
Botrychium pinnatum,Chamaechor,9,1.137,1.763
Anthocleista grandiflora,Autochor,2,0.7,3.415
Xyris witsenioides,Autochor,15,-7.471,3.856
Fagraea berteroana,Autochor,14,-5.103,3.73
Cordia stellifera,Zoochor,12,-0.108,6.995
Parnassia delavayi,Anemochor,3,9.249,2.844
Bidens squarrosa,Zoochor,14,0.366,4.165
Brassica cretica,Autochor,11,3.029,2.792
Paullinia tarapotensis,Anemochor,13,-1.057,4.926
Alepis flavida,Zoochor,12,-2.835,4.308
Erigeron cervinus,Anemochor,8,13.177,1.239
Liatris punctata,Anemochor,9,0.491,4.571
Faramea luteovirens,Zoochor,3,-9.022,5.092
Panicum incomtum,Anemochor,16,4.781,4.143
Ledum palustre,Autochor,7,-4.35,-9.185
Tectaria lizarzaburui,Anemochor,12,4.049,5.044
Olearia passerinoides,Autochor,3,2.05,5.714
Hackelia diffusa,Zoochor,8,0.528,-0.559
Miconia eriodonta,Zoochor,6,-0.802,6.192
Sorghum versicolor,Zoochor,4,-0.46,6.738
Stipa lessingiana,Anemochor,14,0.825,4.089
Dieffenbachia humilis,Zoochor,16,4.774,6.879
Kielmeyera variabilis,Anemochor,15,0.93,3.869
Potentilla saundersiana,Zoochor,6,2.073,1.341
Pavetta hookeriana,Zoochor,13,0.414,3.274
Machilus pauhoi,Zoochor,12,2.54,2.592
Phoradendron libocedri,Zoochor,10,0.979,2.214
Lobelia nummularioides,Zoochor,11,1.988,4.792
Abronia latifolia,Zoochor,7,-0.9,1.919
Ledum groenlandicum,Autochor,6,-1.077,-2.64
Carex suberecta,Autochor,4,0.23,3.545
Miconia cretacea,Zoochor,8,7.251,4.075
Laserpitium peucedanoides,Autochor,10,-0.66,3.423
Podanthus mitiqui,Anemochor,13,-0.878,2.815
Gordonia fruticosa,Anemochor,11,1.047,3.446
Phlox caespitosa,Zoochor,14,0.045,1.615
Miconia corallina,Zoochor,7,3.004,3.376
Polypodium segregatum,Anemochor,1,22.339,3.404
Astragalus nutans,Nautochor,3,-1.963,3.095
Hymenocallis occidentalis,Autochor,14,2.338,5.489
Antennaria solitaria,Anemochor,1,2.242,4.43
Solanum dillonii,Autochor,8,52.091,3.351
Syagrus flexuosa,Zoochor,7,4.349,5.474
Ranunculus pumilio,Zoochor,7,2.594,4.426
Salvia aethiopis,Autochor,13,1.067,3.543
Amphilophium blanchetii,Anemochor,5,2.558,3.971
Sorindeia juglandifolia,Zoochor,12,3.731,6.096
Sideroxylon capiri,Zoochor,8,3.234,4.634
Bupleurum bicaule,Autochor,7,1.294,-4.124
Stylidium pedunculatum,Autochor,8,-1.461,6.529
Thymus fontqueri,Zoochor,2,1.069,2.103
Chaetosciadium trichospermum,Zoochor,12,4.889,5.363
Sphenopholis nitida,Autochor,4,2.913,3.202
Nephrolepis cordifolia,Anemochor,4,4.905,4.498
Stephanomeria thurberi,Anemochor,11,-1.668,2.054
Hybanthus atropurpureus,Autochor,12,13.707,5.766
Trichosanthes subvelutina,Autochor,11,-0.567,3.501
Commelina nyasensis,Autochor,5,-0.321,3.61
Afroligusticum linderi,Zoochor,2,1.823,4.139
Hechtia guatemalensis,Anemochor,5,4.915,2.773
Saxifraga exarata,Anemochor,10,3.438,1.972
Melaleuca leuropoma,Anemochor,4,-1.999,6.389
Boronia coerulescens,Autochor,11,-0.476,5.648
Hackelia uncinata,Zoochor,6,4.027,1.959
Filifolium sibiricum,Anemochor,4,1.634,-6.929
Baeckea imbricata,Zoochor,7,0.639,3.46
Crassula natans,Anemochor,5,0.471,3.559
Erythroxylum cuspidifolium,Zoochor,6,0.658,3.403
Palicourea grandistipula,Zoochor,11,-1.859,4.127
Sticherus remotus,Anemochor,9,-2.318,4.571
Pyrrocoma racemosa,Anemochor,11,0.93,2.302
Clibadium surinamense,Anemochor,15,-3.081,5.002
Euryomyrtus leptospermoides,Zoochor,8,3.47,5.82
Cordia taguahyensis,Autochor,3,3.765,4.621
Oxypetalum arnottianum,Anemochor,4,10.719,4.798
Acacia hexaneura,Zoochor,3,0.581,5.479
Eucalyptus polyanthemos,Anemochor,6,0.273,3.155
Centrosolenia densa,Autochor,4,6.656,7.804
Cardamine pratensis,Autochor,13,1.277,2.357
Pilosella dubia,Zoochor,12,-1.552,0.88
Juncus vaginatus,Anemochor,6,0.378,2.854
Clematis pubescens,Anemochor,15,-1.465,5.08
Centella cordifolia,Zoochor,7,-0.56,3.996
Anthurium acutangulum,Zoochor,11,-4.632,4.47
Eremanthus mollis,Anemochor,11,3.191,4.522
Embelia longifolia,Zoochor,4,7.262,3.934
Salvia arbuscula,Autochor,15,1.852,3.431
Aspilia pascalioides,Anemochor,6,3.14,4.802
Lilium columbianum,Anemochor,6,-0.374,1.328
Mimosa xavantinae,Autochor,13,1.152,5.032
Lepidaploa muricata,Anemochor,14,3.112,4.698
Cylicomorpha solmsii,Zoochor,1,1.021,5.644
Arisaema heterophyllum,Zoochor,12,3.65,3.079
Anisodontea triloba,Autochor,12,0.91,3.124
Falcataria moluccana,Anemochor,15,-7.55,4.153
Ficus destruens,Zoochor,6,2.393,2.964
Spathiphyllum grandifolium,Zoochor,7,11.759,4.683
Senna aphylla,Autochor,10,1.122,4.451
Anoda cristata,Autochor,16,2.413,3.766
Byrsonima guilleminiana,Zoochor,2,1.626,4.719
Grevillea trifida,Autochor,11,-3.212,5.394
Anthurium acutangulum,Zoochor,7,-4.869,4.755
Monnina dictyocarpa,Anemochor,10,1.131,4.513
Thelypodium laciniatum,Hemerochor,15,0.804,1.477
Utricularia erectiflora,Autochor,5,0.025,4.826
Elaeocarpus largiflorens,Zoochor,2,5.127,3.063
Piper lepturum,Zoochor,3,1.103,3.487
Pappostipa speciosa,Zoochor,2,-1.206,2.884
Macairea spruceana,Autochor,8,-12.248,7.407
Korthalsia zippelii,Zoochor,10,-1.352,3.222
Allocasuarina littoralis,Anemochor,1,-0.795,3.319
Guichenotia micrantha,Zoochor,13,-1.332,5.767
Pariana trichosticha,Zoochor,16,-11.509,6.906
Verbena pinetorum,Anemochor,16,9.289,2.793
Griffinia nocturna,Autochor,9,1.184,4.496
Solanum uncinellum,Autochor,9,-0.281,4.881
Andryala ragusina,Zoochor,16,0.897,2.629
Cladocolea andrieuxii,Zoochor,11,-10.838,3.434
Babiana cuneata,Autochor,7,-0.202,2.854
Ayenia berlandieri,Autochor,16,-15.161,3.958
Hirtella martiana,Zoochor,7,-0.173,4.639
Melilotus officinalis,Zoochor,7,-0.018,3.886
Carex amgunensis,Autochor,16,-4.164,-8.214
Herniaria scabrida,Hemerochor,4,0.713,2.428
Tetrastigma obovatum,Zoochor,16,6.532,2.745
Eragrostis fallax,Autochor,12,2.784,6.598
Acalypha brasiliensis,Autochor,1,0.995,3.447
Thysanotus parviflorus,Zoochor,16,-3.019,5.691
Cayaponia martiana,Zoochor,5,1.162,4.635
Anthurium madisonianum,Zoochor,6,11.994,3.234
Guarea humaitensis,Zoochor,14,-4.223,5.828
Conospermum sphacelatum,Autochor,13,0.239,3.455
Carex lophocarpa,Autochor,13,-0.514,4.042
Carex kiotensis,Autochor,12,1.547,1.748
Malvastrum bicuspidatum,Anemochor,9,-0.64,2.623
Cuspidaria pulchella,Anemochor,11,3.16,4.945
Lyonia ovalifolia,Anemochor,1,-0.045,2.392
Mabea standleyi,Zoochor,6,-3.441,5.832
Peperomia trichopus,Zoochor,9,1.249,3.695
Quercus douglasii,Zoochor,1,0.421,2.742
Kohleria spicata,Autochor,4,-0.187,4.704
Corymbia foelscheana,Anemochor,15,-2.493,6.514
Agrimonia parviflora,Zoochor,8,0.91,3.698
Pseudognaphalium pringlei,Anemochor,14,1.42,2.592
Andira inermis,Zoochor,11,2.284,6.34
Cuphea sessilifolia,Autochor,16,2.771,4.848
Andersonia geniculata,Anemochor,14,-4.19,5.498
Pennellia micrantha,Hemerochor,3,2.302,3.148
Gyrostemon ramulosus,Zoochor,10,1.811,5.383
Dichanthelium hebotes,Autochor,15,7.389,4.186
Mikania microptera,Anemochor,4,4.469,7.028
Carpesium scapiforme,Autochor,9,-2.296,2.803
Galenia secunda,Zoochor,9,-0.02,3.476
Sterculia striata,Anemochor,9,0.522,4.749
Trichomanes arbuscula,Anemochor,14,-1.68,5.407
Goniophlebium percussum,Anemochor,8,-1.478,4.824
Stevia monardifolia,Anemochor,1,-0.252,3.12
Helietta puberula,Anemochor,2,14.725,6.752
Senna bauhinioides,Autochor,1,1.045,3.005
Jaumea carnosa,Autochor,13,-0.182,3.289
Comesperma secundum,Anemochor,7,-1.114,5.652
Acmella paniculata,Anemochor,10,2.582,4.647
Paederia grandidieri,Ombrochor,2,0.166,5.168
Peucedanum venetum,Autochor,4,2.634,3.212
Hypecoum torulosum,Anemochor,11,5.762,4.339
Strychnos brachistantha,Zoochor,6,-3.761,5.129
Ouratea flexuosa,Zoochor,3,6.558,8.331
Elaphoglossum longicrure,Anemochor,10,4.695,3.177
Eriogonum sphaerocephalum,Anemochor,16,0.849,1.4
Quercus gravesii,Zoochor,5,4.067,2.792
Myrcia ilheosensis,Zoochor,10,1.061,3.131
Pseudostifftia kingii,Zoochor,8,0.34,3.652
Crassula deltoidea,Anemochor,14,1.511,3.641
Lamium purpureum,Zoochor,5,-0.338,3.744
Gnidia geminiflora,Zoochor,1,1.526,3.129
Bignonia pterocalyx,Anemochor,7,4.797,5.67
Glandularia catharinae,Anemochor,16,-1.269,3.146
Campanula griffinii,Anemochor,12,-0.509,2.624
Diaspasis filifolia,Zoochor,1,-6.442,5.841
Cheilanthes parryi,Anemochor,3,-1.52,2.79
Securidaca calophylla,Anemochor,10,-0.556,5.396
Hypericum kamtschaticum,Zoochor,15,-1.252,1.203
Myriophyllum humile,Autochor,5,-0.661,3.721
Romulea fibrosa,Autochor,15,0.802,3.043
Festuca diffusa,Anemochor,10,1.821,2.562
Pinguicula pumila,Autochor,9,3.266,5.511
Gnephosis uniflora,Anemochor,13,-1.157,5.66
Mesosetum elytrochaetum,Anemochor,12,-46.323,4.354
Canavalia picta,Autochor,14,0.652,4.005
Parthenocissus vitacea,Zoochor,7,1.551,3.5
Couepia belemii,Zoochor,7,2.1,4.659
Kohautia caespitosa,Anemochor,13,0.318,4.134
Brahea brandegeei,Zoochor,2,3.632,3.463
Eriophorum angustifolium,Anemochor,12,-5.513,-7.103
