comparacion,gen,log2fc,pvalue,padj
NAC_estimulado,Pskh1,-0.9385,1.690e-39,1.030e-38
NAC_estimulado,Nbl1,-0.9384,2.700e-03,4.155e-03
NAC_estimulado,Cdpf1,-0.9382,1.470e-16,4.580e-16
NAC_estimulado,I730030J21Rik,-0.9378,8.690e-11,2.140e-10
NAC_estimulado,Klrd1,-0.9376,1.700e-68,2.030e-67
NAC_estimulado,Sdr42e1,-0.9376,6.550e-07,1.320e-06
NAC_estimulado,Pde6d,-0.9375,1.590e-15,4.760e-15
NAC_estimulado,AW209491,-0.9368,1.520e-21,5.670e-21
NAC_estimulado,Hnrnpll,-0.9363,3.730e-89,6.590e-88
NAC_estimulado,Gyltl1b,-0.9363,1.634e-02,2.307e-02
NAC_estimulado,Rcl1,-0.9356,1.570e-54,1.400e-53
NAC_estimulado,1110008L16Rik,-0.9351,5.240e-29,2.430e-28
NAC_estimulado,Tomm40l,-0.9344,6.330e-25,2.640e-24
NAC_estimulado,Trappc2l,-0.9343,4.720e-21,1.730e-20
NAC_estimulado,Cd96,-0.9342,2.140e-117,6.100e-116
NAC_estimulado,Vps33b,-0.9342,1.340e-30,6.480e-30
NAC_estimulado,Mrpl27,-0.9333,1.280e-33,6.780e-33
NAC_estimulado,Hmbs,-0.9329,2.260e-45,1.620e-44
NAC_estimulado,Parp12,-0.9325,3.600e-13,9.750e-13
NAC_estimulado,Tmem74b,-0.9321,1.607e-02,2.271e-02
NAC_estimulado,Phactr2,-0.9315,1.030e-41,6.640e-41
NAC_estimulado,Zmat1,-0.9314,2.870e-07,5.890e-07
NAC_estimulado,BC031181,-0.9312,1.640e-47,1.230e-46
NAC_estimulado,Trim14,-0.931,7.520e-64,8.150e-63
NAC_estimulado,Hypk,-0.93,4.720e-44,3.250e-43
NAC_estimulado,Wdr77,-0.9298,7.830e-45,5.510e-44
NAC_estimulado,Ddx27,-0.9297,7.340e-94,1.410e-92
NAC_estimulado,Pomk,-0.9297,1.890e-22,7.260e-22
NAC_estimulado,Cacna1s,-0.9295,2.920e-06,5.640e-06
NAC_estimulado,Mrps17,-0.9285,3.640e-40,2.270e-39
NAC_estimulado,Mthfsd,-0.9278,1.280e-16,3.980e-16
NAC_estimulado,Slc26a6,-0.927,3.330e-06,6.420e-06
NAC_estimulado,Slc37a2,-0.9266,4.150e-11,1.040e-10
NAC_estimulado,Akip1,-0.9265,2.770e-25,1.170e-24
NAC_estimulado,Nme1,-0.9264,1.830e-62,1.920e-61
NAC_estimulado,Meis3,-0.926,2.320e-12,6.100e-12
NAC_estimulado,Slc39a13,-0.9259,4.530e-14,1.280e-13
NAC_estimulado,Tm4sf5,-0.9259,5.301e-03,7.912e-03
NAC_estimulado,Dpagt1,-0.9257,3.720e-48,2.840e-47
NAC_estimulado,Mfhas1,-0.9254,5.850e-61,5.940e-60
NAC_estimulado,Ppm1f,-0.9251,3.190e-65,3.570e-64
NAC_estimulado,Pigq,-0.9247,3.910e-73,5.180e-72
NAC_estimulado,Gm12250,-0.9233,1.410e-51,1.180e-50
NAC_estimulado,Adcy9,-0.9228,1.493e-03,2.359e-03
NAC_estimulado,Xylt2,-0.9219,7.500e-33,3.870e-32
NAC_estimulado,Tctn3,-0.9218,6.040e-14,1.690e-13
NAC_estimulado,Rps6ka4,-0.9218,5.370e-57,5.080e-56
NAC_estimulado,Ttc23,-0.9215,1.977e-03,3.083e-03
NAC_estimulado,Noc4l,-0.9215,4.630e-63,4.920e-62
NAC_estimulado,Mrps24,-0.9213,1.020e-42,6.780e-42
NAC_estimulado,Abhd16a,-0.9207,1.680e-36,9.560e-36
NAC_estimulado,Lonrf1,-0.9206,2.320e-05,4.240e-05
NAC_estimulado,Echs1,-0.9205,1.230e-43,8.340e-43
NAC_estimulado,Prox2,-0.9199,1.237e-04,2.143e-04
NAC_estimulado,Gm27162,-0.9197,1.840e-05,3.380e-05
NAC_estimulado,Erlin2,-0.9195,2.490e-22,9.510e-22
NAC_estimulado,Ogdhl,-0.9191,1.898e-02,2.656e-02
NAC_estimulado,4833419F23Rik,-0.9188,4.260e-07,8.660e-07
NAC_estimulado,Atp2a3,-0.9184,0.000e+00,0.000e+00
NAC_estimulado,Ice2,-0.9173,1.730e-18,5.780e-18
NAC_estimulado,Drg1,-0.9172,2.060e-84,3.360e-83
NAC_estimulado,Ogfrl1,-0.9165,1.190e-15,3.570e-15
NAC_estimulado,Irak1bp1,-0.9153,4.310e-10,1.030e-09
NAC_estimulado,Pla2g4f,-0.9152,2.757e-04,4.644e-04
NAC_estimulado,Hbegf,-0.9143,1.140e-07,2.400e-07
NAC_estimulado,Npepl1,-0.9142,1.570e-73,2.100e-72
NAC_estimulado,Zdhhc1,-0.9142,2.250e-05,4.110e-05
NAC_estimulado,Cbr4,-0.914,2.850e-14,8.080e-14
NAC_estimulado,Nle1,-0.9133,1.030e-23,4.120e-23
NAC_estimulado,2810013P06Rik,-0.9132,3.440e-06,6.620e-06
NAC_estimulado,Jkamp,-0.9131,2.930e-20,1.040e-19
NAC_estimulado,Kcnq1ot1,-0.9128,2.333e-03,3.611e-03
NAC_estimulado,Ccdc181,-0.9125,1.020e-12,2.730e-12
NAC_estimulado,Nfs1,-0.9113,1.490e-47,1.120e-46
NAC_estimulado,Ptgr2,-0.9106,1.020e-35,5.680e-35
NAC_estimulado,Htra2,-0.9104,2.030e-22,7.770e-22
NAC_estimulado,Kif13a,-0.91,3.390e-11,8.500e-11
NAC_estimulado,Trnau1ap,-0.9099,1.290e-33,6.810e-33
NAC_estimulado,Magef1,-0.9099,1.247e-03,1.980e-03
NAC_estimulado,Tmem199,-0.9094,1.560e-18,5.230e-18
NAC_estimulado,Ppa1,-0.9092,3.060e-73,4.080e-72
NAC_estimulado,Bbs1,-0.9089,4.840e-05,8.660e-05
NAC_estimulado,Serpinc1,-0.9081,2.188e-03,3.396e-03
NAC_estimulado,Snrnp27,-0.9081,1.970e-34,1.060e-33
NAC_estimulado,Hmgn2,-0.9068,1.480e-154,7.570e-153
NAC_estimulado,Fads6,-0.9064,7.280e-03,1.071e-02
NAC_estimulado,Zfp114,-0.9056,1.917e-02,2.681e-02
NAC_estimulado,Rbm44,-0.9055,3.524e-04,5.885e-04
NAC_estimulado,Ovca2,-0.9049,5.530e-18,1.820e-17
NAC_estimulado,BC051628,-0.9049,1.948e-02,2.721e-02
NAC_estimulado,Tyw3,-0.9042,8.600e-05,1.508e-04
NAC_estimulado,Hist1h2ag,-0.9042,1.881e-04,3.216e-04
NAC_estimulado,Ndufb7,-0.9042,2.580e-72,3.330e-71
NAC_estimulado,Pigk,-0.903,1.620e-59,1.610e-58
NAC_estimulado,Taf6l,-0.9017,1.330e-13,3.670e-13
NAC_estimulado,Icam2,-0.9017,1.030e-27,4.610e-27
NAC_estimulado,Rpp25l,-0.9013,7.570e-16,2.290e-15
NAC_estimulado,Ctu2,-0.9011,3.650e-37,2.100e-36
NAC_estimulado,Loh12cr1,-0.9006,3.500e-18,1.160e-17
NAC_estimulado,Dpm2,-0.9003,3.350e-26,1.440e-25
NAC_estimulado,Oprm1,-0.9001,1.724e-02,2.426e-02
NAC_estimulado,Hmga2-ps1,-0.8991,1.228e-02,1.757e-02
NAC_estimulado,Adamts14,-0.8982,1.470e-30,7.090e-30
NAC_estimulado,H2afx,-0.8977,6.990e-103,1.580e-101
NAC_estimulado,Ndufb4,-0.8975,4.530e-14,1.280e-13
NAC_estimulado,LOC106740,-0.897,1.170e-05,2.180e-05
NAC_estimulado,Dlg5,-0.8967,1.483e-03,2.343e-03
NAC_estimulado,Dtwd1,-0.8967,8.510e-14,2.370e-13
NAC_estimulado,St3gal4,-0.896,6.230e-50,4.980e-49
NAC_estimulado,Lrrc16a,-0.896,1.460e-06,2.860e-06
NAC_estimulado,Psma4,-0.8959,1.070e-79,1.620e-78
NAC_estimulado,Mrpl12,-0.8958,2.670e-76,3.720e-75
NAC_estimulado,Pde2a,-0.8957,2.200e-18,7.330e-18
NAC_estimulado,Exosc1,-0.8954,6.470e-31,3.160e-30
NAC_estimulado,Srsf2,-0.894,9.340e-104,2.150e-102
NAC_estimulado,Mterf1a,-0.8939,1.180e-06,2.340e-06
NAC_estimulado,Rps27l,-0.8939,2.030e-72,2.630e-71
NAC_estimulado,Rab32,-0.8933,6.990e-07,1.400e-06
NAC_estimulado,Zc2hc1a,-0.8931,5.262e-04,8.661e-04
NAC_estimulado,Srl,-0.8931,1.420e-03,2.248e-03
NAC_estimulado,Il2ra,-0.8929,1.080e-49,8.570e-49
NAC_estimulado,Dnajc16,-0.8921,1.830e-25,7.760e-25
NAC_estimulado,Bzw2,-0.8921,3.940e-77,5.610e-76
NAC_estimulado,Gimap3,-0.8919,1.210e-147,5.490e-146
NAC_estimulado,Gm20257,-0.8912,7.894e-03,1.157e-02
NAC_estimulado,Dicer1,-0.8912,3.250e-67,3.800e-66
NAC_estimulado,Rft1,-0.8908,8.770e-21,3.180e-20
NAC_estimulado,Orc3,-0.8901,1.500e-69,1.820e-68
NAC_estimulado,Romo1,-0.8899,4.330e-17,1.370e-16
NAC_estimulado,Mtfr1l,-0.8899,9.570e-36,5.350e-35
NAC_estimulado,Tnfsf10,-0.8891,2.270e-75,3.110e-74
NAC_estimulado,Cd36,-0.8889,7.490e-11,1.850e-10
NAC_estimulado,Lrrc75b,-0.8889,8.023e-03,1.175e-02
NAC_estimulado,4930509E16Rik,-0.8886,8.607e-04,1.388e-03
NAC_estimulado,Bloc1s5,-0.8884,4.110e-17,1.300e-16
NAC_estimulado,Nrros,-0.8878,2.290e-65,2.570e-64
NAC_estimulado,Mrto4,-0.8876,9.880e-48,7.480e-47
NAC_estimulado,Slc43a1,-0.8868,1.060e-09,2.480e-09
NAC_estimulado,Nadk,-0.8863,3.450e-99,7.240e-98
NAC_estimulado,Smpd3,-0.8859,7.944e-03,1.164e-02
NAC_estimulado,Pomt2,-0.8858,6.500e-20,2.290e-19
NAC_estimulado,Ceacam15,-0.8852,1.868e-02,2.616e-02
NAC_estimulado,Pigs,-0.8851,7.980e-108,1.930e-106
NAC_estimulado,Hapln4,-0.885,1.152e-02,1.655e-02
NAC_estimulado,Cmtr1,-0.8848,9.545e-03,1.384e-02
NAC_estimulado,Poglut1,-0.8839,1.170e-37,6.850e-37
NAC_estimulado,Rhot2,-0.8836,2.700e-57,2.570e-56
NAC_estimulado,Cyp2u1,-0.8828,1.577e-02,2.230e-02
NAC_estimulado,Zfp738,-0.8826,5.970e-15,1.740e-14
NAC_estimulado,Tctn2,-0.8822,3.550e-04,5.926e-04
NAC_estimulado,Tk2,-0.8817,5.730e-19,1.960e-18
NAC_estimulado,Nhp2l1,-0.8816,2.480e-67,2.920e-66
NAC_estimulado,Mtif2,-0.8816,4.310e-41,2.740e-40
NAC_estimulado,Abi3,-0.8813,3.570e-10,8.540e-10
NAC_estimulado,Dhrs13,-0.8812,4.210e-21,1.550e-20
NAC_estimulado,Tnfrsf25,-0.8808,2.556e-04,4.318e-04
NAC_estimulado,Lat2,-0.8805,7.010e-17,2.210e-16
NAC_estimulado,Adora3,-0.8805,2.303e-02,3.183e-02
NAC_estimulado,4921507L20Rik,-0.88,2.312e-02,3.194e-02
NAC_estimulado,C1qtnf4,-0.8795,3.177e-04,5.322e-04
NAC_estimulado,Psma8,-0.8792,2.103e-02,2.925e-02
NAC_estimulado,Amdhd2,-0.8776,1.910e-20,6.840e-20
NAC_estimulado,Hagh,-0.8771,2.460e-18,8.180e-18
NAC_estimulado,Scrn2,-0.8766,5.460e-15,1.600e-14
NAC_estimulado,Gm5124,-0.8765,4.696e-03,7.055e-03
NAC_estimulado,Wdr55,-0.8763,5.260e-46,3.810e-45
NAC_estimulado,Wisp1,-0.8757,1.751e-03,2.748e-03
NAC_estimulado,Psme2,-0.8757,3.960e-183,2.770e-181
NAC_estimulado,Gpnmb,-0.8756,1.220e-12,3.240e-12
NAC_estimulado,Tbcc,-0.8742,4.920e-18,1.620e-17
NAC_estimulado,Snupn,-0.8737,1.890e-15,5.640e-15
NAC_estimulado,Efemp2,-0.8736,1.320e-07,2.760e-07
NAC_estimulado,Prkar2a,-0.8735,3.330e-71,4.200e-70
NAC_estimulado,Gm3636,-0.8732,4.511e-03,6.793e-03
NAC_estimulado,Fam35a,-0.873,2.900e-13,7.870e-13
NAC_estimulado,H2-T24,-0.8727,2.660e-16,8.180e-16
NAC_estimulado,Cd63,-0.8726,3.010e-11,7.560e-11
NAC_estimulado,Pard3,-0.8725,7.796e-03,1.144e-02
NAC_estimulado,Pced1a,-0.8724,1.690e-17,5.450e-17
NAC_estimulado,A430005L14Rik,-0.8717,2.150e-31,1.070e-30
NAC_estimulado,Tomm40,-0.8716,9.350e-70,1.140e-68
NAC_estimulado,Tmem19,-0.8716,1.320e-43,8.980e-43
NAC_estimulado,Rad51d,-0.8713,3.380e-47,2.520e-46
NAC_estimulado,Adam22,-0.8712,3.400e-03,5.182e-03
NAC_estimulado,F13a1,-0.8703,1.320e-02,1.883e-02
NAC_estimulado,Crebzf,-0.8687,1.330e-28,6.090e-28
NAC_estimulado,Pglyrp1,-0.8686,6.070e-44,4.170e-43
NAC_estimulado,Slc29a4,-0.8686,1.063e-03,1.699e-03
NAC_estimulado,Mrvi1,-0.8683,5.502e-03,8.193e-03
NAC_estimulado,Usb1,-0.8675,4.900e-31,2.400e-30
NAC_estimulado,Slc35a1,-0.8674,4.160e-14,1.170e-13
NAC_estimulado,Sri,-0.867,9.970e-130,3.440e-128
NAC_estimulado,G6pc3,-0.8661,1.840e-33,9.660e-33
NAC_estimulado,Mapkap1,-0.8653,1.140e-63,1.230e-62
NAC_estimulado,Cdkn3,-0.8647,9.610e-24,3.840e-23
NAC_estimulado,Nedd1,-0.8645,5.890e-40,3.650e-39
NAC_estimulado,Rxra,-0.8629,1.860e-15,5.540e-15
NAC_estimulado,Il2rg,-0.8621,5.400e-177,3.490e-175
NAC_estimulado,Cep131,-0.8618,3.140e-06,6.060e-06
NAC_estimulado,Tyk2,-0.8615,1.800e-87,3.080e-86
NAC_estimulado,Pik3r6,-0.8611,3.380e-06,6.520e-06
NAC_estimulado,Nlrc3,-0.8607,9.480e-50,7.530e-49
NAC_estimulado,Haus1,-0.8607,3.710e-25,1.560e-24
NAC_estimulado,Limd2,-0.8605,5.960e-139,2.390e-137
NAC_estimulado,Gm12216,-0.8605,2.068e-04,3.519e-04
NAC_estimulado,Arl6ip1,-0.8604,1.080e-145,4.800e-144
NAC_estimulado,Slc27a4,-0.8603,1.860e-34,1.010e-33
NAC_estimulado,2010012O05Rik,-0.8588,2.430e-10,5.870e-10
NAC_estimulado,Ubash3a,-0.8588,3.880e-110,9.700e-109
NAC_estimulado,Tmed1,-0.8585,1.320e-08,2.920e-08
NAC_estimulado,Tead1,-0.8583,6.190e-05,1.098e-04
NAC_estimulado,Tmie,-0.8581,1.662e-04,2.853e-04
NAC_estimulado,Sh2d5,-0.8579,4.290e-08,9.230e-08
NAC_estimulado,BC004004,-0.8574,7.230e-64,7.850e-63
NAC_estimulado,Lyrm1,-0.8573,1.150e-09,2.680e-09
NAC_estimulado,Med8,-0.8572,1.050e-43,7.170e-43
NAC_estimulado,Spsb2,-0.857,1.110e-04,1.931e-04
NAC_estimulado,B230219D22Rik,-0.8569,4.630e-55,4.170e-54
NAC_estimulado,Sec22a,-0.8561,2.980e-19,1.030e-18
NAC_estimulado,Spn,-0.8554,4.330e-196,3.540e-194
NAC_estimulado,Mlycd,-0.8554,6.030e-22,2.270e-21
NAC_estimulado,Abcb8,-0.8551,5.710e-43,3.810e-42
NAC_estimulado,Ccdc124,-0.8548,1.090e-40,6.860e-40
NAC_estimulado,Zfp931,-0.8539,3.460e-05,6.240e-05
NAC_estimulado,Cdk4,-0.8539,8.900e-151,4.240e-149
NAC_estimulado,Gpx7,-0.8526,8.990e-06,1.690e-05
NAC_estimulado,Rab3d,-0.8523,2.230e-23,8.820e-23
NAC_estimulado,Slc15a3,-0.8522,2.640e-13,7.180e-13
NAC_estimulado,Ttn,-0.8521,1.528e-02,2.165e-02
NAC_estimulado,Cyp20a1,-0.8518,7.670e-25,3.190e-24
NAC_estimulado,Ubox5,-0.8518,3.340e-19,1.150e-18
NAC_estimulado,Cnih2,-0.8517,1.320e-08,2.920e-08
NAC_estimulado,Idua,-0.8516,1.360e-12,3.610e-12
NAC_estimulado,Ifit3b,-0.8513,2.252e-02,3.118e-02
NAC_estimulado,Gskip,-0.8513,5.550e-32,2.790e-31
NAC_estimulado,Abcf2,-0.8512,6.380e-94,1.230e-92
NAC_estimulado,Tango6,-0.851,9.310e-15,2.690e-14
NAC_estimulado,Pbk,-0.8507,9.010e-37,5.150e-36
NAC_estimulado,Tspan32,-0.8505,1.320e-42,8.710e-42
NAC_estimulado,Otub1,-0.8503,3.580e-61,3.660e-60
NAC_estimulado,Psmg3,-0.8502,1.160e-20,4.190e-20
NAC_estimulado,Abcd3,-0.8497,7.610e-37,4.360e-36
NAC_estimulado,Gcnt3,-0.8489,1.891e-02,2.647e-02
NAC_estimulado,Nifk,-0.8484,7.890e-41,4.980e-40
NAC_estimulado,Clec11a,-0.8483,2.165e-02,3.005e-02
NAC_estimulado,Ankrd39,-0.8482,4.500e-14,1.270e-13
NAC_estimulado,Sfxn2,-0.8481,2.020e-18,6.740e-18
NAC_estimulado,Kcnk12,-0.8479,2.284e-02,3.159e-02
NAC_estimulado,AW112010,-0.8479,9.450e-73,1.240e-71
NAC_estimulado,Mrpl16,-0.8478,9.680e-37,5.530e-36
NAC_estimulado,Lsm7,-0.8477,2.010e-31,1.000e-30
NAC_estimulado,4833418N02Rik,-0.8468,2.730e-02,3.735e-02
NAC_estimulado,Ccdc137,-0.8467,2.470e-22,9.420e-22
NAC_estimulado,Slc24a3,-0.8466,6.273e-03,9.292e-03
NAC_estimulado,Trim68,-0.8466,4.800e-07,9.750e-07
NAC_estimulado,Timm8b,-0.846,1.770e-20,6.360e-20
NAC_estimulado,Zfp526,-0.8458,7.240e-31,3.530e-30
NAC_estimulado,Ankrd23,-0.8457,1.690e-05,3.120e-05
NAC_estimulado,Xkr8,-0.8455,2.680e-07,5.510e-07
NAC_estimulado,Kbtbd11,-0.8453,2.850e-118,8.230e-117
NAC_estimulado,Efr3b,-0.8451,2.336e-04,3.956e-04
NAC_estimulado,E130311K13Rik,-0.8439,1.600e-06,3.140e-06
NAC_estimulado,Rnmtl1,-0.8434,2.460e-15,7.310e-15
NAC_estimulado,Cenpm,-0.8434,3.040e-33,1.590e-32
NAC_estimulado,Gm13546,-0.8434,4.340e-10,1.030e-09
NAC_estimulado,Pccb,-0.8427,5.030e-26,2.160e-25
NAC_estimulado,Ptcd3,-0.8414,2.900e-44,2.010e-43
NAC_estimulado,Zfp3,-0.8412,2.410e-05,4.400e-05
NAC_estimulado,Fus,-0.841,4.000e-83,6.420e-82
NAC_estimulado,Gcdh,-0.8408,7.740e-20,2.720e-19
NAC_estimulado,Ext2,-0.8408,2.090e-89,3.730e-88
NAC_estimulado,Snai3,-0.8405,9.280e-17,2.900e-16
NAC_estimulado,Slc25a39,-0.8405,8.090e-76,1.120e-74
NAC_estimulado,Ttc13,-0.8404,5.050e-38,2.970e-37
NAC_estimulado,Parva,-0.8403,3.055e-03,4.676e-03
NAC_estimulado,Snx11,-0.8399,1.240e-21,4.640e-21
NAC_estimulado,Itga7,-0.8398,3.900e-05,7.020e-05
NAC_estimulado,Mfsd12,-0.8396,7.050e-09,1.580e-08
NAC_estimulado,St3gal2,-0.8393,1.390e-23,5.510e-23
NAC_estimulado,4930579G18Rik,-0.8393,2.334e-04,3.954e-04
NAC_estimulado,Tigar,-0.8393,3.160e-25,1.330e-24
NAC_estimulado,Tmed8,-0.8393,2.070e-40,1.290e-39
NAC_estimulado,Slc43a3,-0.8392,1.440e-57,1.380e-56
NAC_estimulado,Pwp1,-0.8392,1.050e-74,1.430e-73
NAC_estimulado,Zranb2,-0.8387,3.420e-52,2.890e-51
NAC_estimulado,4933431E20Rik,-0.8384,2.591e-02,3.559e-02
NAC_estimulado,Ap3s2,-0.8381,1.520e-55,1.390e-54
NAC_estimulado,Zfp41,-0.838,5.740e-16,1.750e-15
NAC_estimulado,G6pdx,-0.8377,1.440e-54,1.290e-53
NAC_estimulado,Gm20300,-0.8377,5.900e-05,1.049e-04
NAC_estimulado,Ccdc91,-0.8376,1.730e-15,5.190e-15
NAC_estimulado,Clstn1,-0.8373,6.290e-37,3.610e-36
NAC_estimulado,Mrpl10,-0.8371,2.750e-74,3.720e-73
NAC_estimulado,Actb,-0.837,7.810e-129,2.650e-127
NAC_estimulado,Sumf2,-0.8368,8.440e-19,2.860e-18
NAC_estimulado,Fam174a,-0.8367,1.670e-21,6.210e-21
NAC_estimulado,Fgl2,-0.8365,3.620e-31,1.780e-30
NAC_estimulado,Mrpl40,-0.8364,7.110e-33,3.680e-32
NAC_estimulado,Cdc16,-0.8363,8.920e-48,6.750e-47
NAC_estimulado,Syce1,-0.8362,2.256e-02,3.122e-02
NAC_estimulado,Tpcn2,-0.8354,5.300e-11,1.320e-10
NAC_estimulado,Pgpep1l,-0.8352,1.697e-03,2.667e-03
NAC_estimulado,Arhgap8,-0.8347,2.152e-02,2.988e-02
NAC_estimulado,Tubb4b,-0.8333,2.950e-201,2.590e-199
NAC_estimulado,Fbxo18,-0.8325,2.690e-44,1.860e-43
NAC_estimulado,Cycs,-0.8325,8.190e-51,6.710e-50
NAC_estimulado,Mut,-0.8323,7.770e-31,3.790e-30
NAC_estimulado,Tmem201,-0.8319,3.650e-35,2.010e-34
NAC_estimulado,6030443J06Rik,-0.8318,1.909e-02,2.669e-02
NAC_estimulado,Anapc15,-0.831,1.070e-36,6.090e-36
NAC_estimulado,Napsa,-0.831,6.820e-26,2.920e-25
NAC_estimulado,Eme1,-0.8306,1.010e-20,3.670e-20
NAC_estimulado,Msto1,-0.83,3.900e-35,2.140e-34
NAC_estimulado,Cdc42bpb,-0.8299,6.529e-04,1.065e-03
NAC_estimulado,Ring1,-0.8299,1.970e-24,8.070e-24
NAC_estimulado,Zdhhc4,-0.8298,2.020e-34,1.090e-33
NAC_estimulado,Lynx1,-0.8293,5.824e-04,9.542e-04
NAC_estimulado,Arl10,-0.8288,8.640e-07,1.720e-06
NAC_estimulado,Ceacam16,-0.8284,2.607e-02,3.578e-02
NAC_estimulado,Larp1,-0.8281,8.660e-78,1.260e-76
NAC_estimulado,Arpc4,-0.8279,6.380e-108,1.550e-106
NAC_estimulado,Lyar,-0.8274,1.370e-64,1.520e-63
NAC_estimulado,Uros,-0.8268,1.090e-09,2.540e-09
NAC_estimulado,Nme6,-0.8265,2.070e-12,5.450e-12
NAC_estimulado,Atg16l2,-0.8264,7.790e-25,3.230e-24
NAC_estimulado,Rbm12,-0.8261,1.730e-48,1.330e-47
NAC_estimulado,AU041133,-0.826,3.800e-05,6.850e-05
NAC_estimulado,Rab33a,-0.8257,1.075e-02,1.548e-02
NAC_estimulado,Fam110b,-0.8254,1.368e-02,1.949e-02
NAC_estimulado,Glyctk,-0.8254,1.280e-11,3.260e-11
NAC_estimulado,Tuba1b,-0.8252,6.470e-134,2.380e-132
NAC_estimulado,Mocs3,-0.8252,4.980e-18,1.640e-17
NAC_estimulado,Atr,-0.8249,2.350e-39,1.430e-38
NAC_estimulado,Idh3a,-0.8249,2.020e-68,2.410e-67
NAC_estimulado,Siglecg,-0.8247,2.225e-02,3.084e-02
NAC_estimulado,Rbks,-0.8243,4.880e-09,1.110e-08
NAC_estimulado,Tmem42,-0.8241,9.350e-13,2.500e-12
NAC_estimulado,Ccdc166,-0.8237,3.000e-10,7.210e-10
NAC_estimulado,Wnt3,-0.823,6.629e-03,9.789e-03
NAC_estimulado,Efcab2,-0.8228,1.839e-04,3.146e-04
NAC_estimulado,Ttc27,-0.8228,4.890e-49,3.820e-48
NAC_estimulado,Cd86,-0.8226,1.060e-05,1.970e-05
NAC_estimulado,Smim12,-0.8225,1.720e-17,5.560e-17
NAC_estimulado,Oxld1,-0.8224,3.460e-07,7.070e-07
NAC_estimulado,Fanci,-0.8217,4.160e-40,2.580e-39
NAC_estimulado,Col27a1,-0.8216,1.690e-02,2.381e-02
NAC_estimulado,Angptl2,-0.8216,5.680e-08,1.210e-07
NAC_estimulado,Tpsb2,-0.8214,2.584e-02,3.549e-02
NAC_estimulado,Ccl5,-0.8212,1.860e-31,9.260e-31
NAC_estimulado,Fbxo17,-0.8206,1.040e-07,2.190e-07
NAC_estimulado,Afap1,-0.8201,4.220e-05,7.580e-05
NAC_estimulado,Zfp839,-0.8198,2.510e-14,7.140e-14
NAC_estimulado,Ugdh,-0.8195,4.610e-46,3.350e-45
NAC_estimulado,Igfbp6,-0.8195,1.750e-02,2.461e-02
NAC_estimulado,Polr2j,-0.8193,1.480e-23,5.860e-23
NAC_estimulado,Mipep,-0.8189,2.680e-31,1.320e-30
NAC_estimulado,Nelfe,-0.8188,3.740e-56,3.460e-55
NAC_estimulado,Taf12,-0.8185,7.000e-42,4.520e-41
NAC_estimulado,Fancd2os,-0.8179,1.805e-03,2.830e-03
NAC_estimulado,Ndufc1,-0.8176,1.080e-22,4.180e-22
NAC_estimulado,Ankra2,-0.8174,5.360e-19,1.830e-18
NAC_estimulado,Syt13,-0.8171,2.556e-02,3.513e-02
NAC_estimulado,Fam122b,-0.817,1.520e-21,5.660e-21
NAC_estimulado,Urb2,-0.8168,1.650e-66,1.900e-65
NAC_estimulado,Nudt5,-0.8163,1.950e-43,1.320e-42
NAC_estimulado,Cisd1,-0.8159,2.070e-40,1.300e-39
NAC_estimulado,D130020L05Rik,-0.8154,1.714e-02,2.413e-02
NAC_estimulado,Klhdc9,-0.8153,6.754e-04,1.100e-03
NAC_estimulado,Rgp1,-0.8149,7.030e-42,4.540e-41
NAC_estimulado,Jagn1,-0.8148,2.010e-25,8.500e-25
NAC_estimulado,Sil1,-0.8147,1.250e-23,4.960e-23
NAC_estimulado,Nup133,-0.8145,4.720e-59,4.650e-58
NAC_estimulado,Cetn3,-0.8145,6.010e-31,2.940e-30
NAC_estimulado,Fam122a,-0.8139,5.670e-14,1.590e-13
NAC_estimulado,Kbtbd6,-0.8139,2.040e-05,3.740e-05
NAC_estimulado,Wdr83os,-0.8138,4.170e-46,3.030e-45
NAC_estimulado,Ifi35,-0.8135,1.650e-42,1.090e-41
NAC_estimulado,Tuba8,-0.8135,2.000e-02,2.791e-02
NAC_estimulado,Zdhhc13,-0.8131,1.550e-29,7.290e-29
NAC_estimulado,Lmo2,-0.8128,1.624e-02,2.294e-02
NAC_estimulado,Wdr75,-0.8127,1.330e-42,8.750e-42
NAC_estimulado,Galnt12,-0.8126,1.470e-36,8.410e-36
NAC_estimulado,Arsb,-0.8121,2.770e-42,1.810e-41
NAC_estimulado,Eif2b5,-0.812,1.220e-93,2.320e-92
NAC_estimulado,Asah2,-0.8116,1.280e-06,2.530e-06
NAC_estimulado,Agpat1,-0.8112,6.920e-64,7.520e-63
NAC_estimulado,Fadd,-0.8111,1.260e-24,5.220e-24
NAC_estimulado,H60b,-0.8109,3.276e-02,4.439e-02
NAC_estimulado,Jmjd8,-0.8109,6.640e-07,1.340e-06
NAC_estimulado,Gaa,-0.8109,3.090e-41,1.970e-40
NAC_estimulado,Rpl7l1,-0.8104,4.260e-85,7.060e-84
NAC_estimulado,Prr36,-0.81,3.480e-11,8.700e-11
NAC_estimulado,1700007L15Rik,-0.8099,1.461e-03,2.310e-03
NAC_estimulado,Nsun3,-0.8096,5.240e-11,1.300e-10
NAC_estimulado,Egr4,-0.8092,2.560e-05,4.660e-05
NAC_estimulado,Rab4b,-0.8091,7.330e-45,5.170e-44
NAC_estimulado,Ldlr,-0.8089,2.630e-27,1.170e-26
