caseid,peso,grupo_experimental,rnd_02,apoya_nacionalismo_blanco,apoya_sin_descripcion,apoya_con_descripcion,respuesta_sin_descripcion,respuesta_con_descripcion_tratado,respuesta_con_descripcion_control,genero,edad,edad_grupo,educacion,partido,ideologia,raza_etnia,ingreso_4
6770,0.7048634533,treated,1.0,0.0,,0.0,,No,,Female,54,45-59,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
6772,0.5425935972,treated,1.0,0.0,,0.0,,No,,Female,37,30-44,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
6776,1.7362812434,control,0.0,0.0,0.0,,No,,No,Male,69,60+,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
6778,0.5938409462,control,0.0,0.0,,,Skipped,,No,Female,43,30-44,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
6779,0.2057357706,control,0.0,0.0,0.0,,No,,No,Female,64,60+,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
6783,2.5611649852,control,0.0,0.0,0.0,,No,,No,Male,40,30-44,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
6784,1.9880516421,treated,1.0,1.0,,1.0,,Yes,,Male,33,30-44,HS graduate or equivalent,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
6785,1.1233992521,control,0.0,0.0,0.0,,No,,No,Male,78,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
6796,0.7568469452,treated,1.0,0.0,,0.0,,No,,Female,32,30-44,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
6798,0.8398685829,control,0.0,0.0,0.0,,No,,No,Female,42,30-44,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
6804,0.6654216296,treated,1.0,0.0,,0.0,,No,,Female,61,60+,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
6811,0.2803402997,control,0.0,0.0,1.0,,Yes,,No,Female,46,45-59,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
6822,0.4549994387,control,0.0,0.0,0.0,,No,,No,Female,44,30-44,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
6824,0.2251674151,treated,1.0,0.0,,0.0,,No,,Male,41,30-44,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
6826,0.5148531825,treated,1.0,0.0,,0.0,,No,,Female,89,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
6828,0.8126523697,treated,1.0,0.0,,0.0,,No,,Female,35,30-44,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
6833,0.621547975,treated,1.0,0.0,,0.0,,No,,Male,44,30-44,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
6834,0.7248333795,treated,1.0,0.0,,0.0,,No,,Female,48,45-59,HS graduate or equivalent,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
6839,1.227192992,control,0.0,0.0,0.0,,No,,No,Female,35,30-44,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
6850,0.3709496894,control,0.0,,,,Skipped,,Skipped,Female,52,45-59,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
6851,0.3183568888,treated,1.0,0.0,,0.0,,No,,Male,71,60+,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
6853,1.44649854,treated,1.0,0.0,,0.0,,No,,Male,41,30-44,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
6856,0.1478408306,control,0.0,0.0,0.0,,No,,No,Female,34,30-44,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
6861,1.0048579832,treated,1.0,0.0,,0.0,,No,,Male,45,45-59,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
6874,0.7974895205,treated,1.0,0.0,,0.0,,No,,Male,73,60+,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
6881,0.9135740919,treated,1.0,0.0,,0.0,,No,,Female,50,45-59,Less than HS,Lean Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
6887,1.2144165412,control,0.0,1.0,0.0,,No,,Yes,Male,86,60+,HS graduate or equivalent,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
6889,1.2915163493,control,0.0,0.0,0.0,,No,,No,Male,59,45-59,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
6896,0.4732978417,treated,1.0,0.0,,0.0,,No,,Female,67,60+,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
6898,2.6544827637,treated,1.0,0.0,,0.0,,No,,Female,56,45-59,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
6907,0.8295521817,control,0.0,0.0,0.0,,No,,No,Female,54,45-59,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
6915,0.7149364209,treated,1.0,0.0,,0.0,,No,,Male,41,30-44,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
6937,0.5114541978,control,0.0,0.0,0.0,,No,,No,Female,80,60+,HS graduate or equivalent,Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
6938,0.5564706405,treated,1.0,0.0,,0.0,,No,,Male,32,30-44,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
6942,0.5168542845,treated,1.0,0.0,,0.0,,No,,Female,59,45-59,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
6948,0.2722783539,treated,1.0,0.0,,0.0,,No,,Female,43,30-44,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
6951,0.7177443953,treated,1.0,0.0,,0.0,,No,,Female,67,60+,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
6959,0.6188529067,treated,1.0,0.0,,0.0,,No,,Female,55,45-59,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
6960,0.7973725812,control,0.0,0.0,0.0,,No,,No,Female,33,30-44,Bachelor's degree,Don't Lean/Independent/None,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
6986,1.2541164266,treated,1.0,0.0,,0.0,,No,,Male,67,60+,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
6993,0.6030740965,treated,1.0,0.0,,0.0,,No,,Female,67,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7006,0.4518685238,treated,1.0,0.0,,0.0,,No,,Female,65,60+,Some college/ associates degree,Democrat,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
7011,1.4794193364,treated,1.0,0.0,,0.0,,No,,Male,55,45-59,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
7013,0.5682670613,treated,1.0,0.0,,0.0,,No,,Male,68,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7015,0.4456461856,control,0.0,1.0,0.0,,No,,Yes,Female,60,60+,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7016,1.7112393169,treated,1.0,0.0,,0.0,,No,,Female,59,45-59,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7017,0.2707633662,control,0.0,0.0,0.0,,No,,No,Male,58,45-59,Bachelor's degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7020,1.6011307924,control,0.0,0.0,0.0,,No,,No,Female,36,30-44,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
7023,1.1629507341,control,0.0,0.0,0.0,,No,,No,Male,59,45-59,Some college/ associates degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
7027,1.1245837389,control,0.0,0.0,0.0,,No,,No,Male,65,60+,Post grad study/professional degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$100,000 or more"
7029,0.4185107475,treated,1.0,0.0,,0.0,,No,,Male,78,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7037,0.9632461727,control,0.0,0.0,0.0,,No,,No,Male,55,45-59,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7042,0.7894660775,control,0.0,0.0,0.0,,No,,No,Male,46,45-59,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
7047,1.4925951258,control,0.0,0.0,0.0,,No,,No,Male,33,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
7057,1.0835367158,treated,1.0,0.0,,0.0,,No,,Male,64,60+,Post grad study/professional degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
7059,2.1942675646,treated,1.0,0.0,,0.0,,No,,Female,32,30-44,Less than HS,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7060,3.3157186409,control,0.0,0.0,0.0,,No,,No,Female,52,45-59,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
7066,0.979250626,treated,1.0,0.0,,0.0,,No,,Female,33,30-44,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
7077,0.8179254085,treated,1.0,0.0,,0.0,,No,,Male,77,60+,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
7079,0.52476478,control,0.0,0.0,0.0,,No,,No,Male,34,30-44,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7080,0.7029147885,control,0.0,0.0,0.0,,No,,No,Male,46,45-59,Bachelor's degree,Lean Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
7085,0.5832832986,treated,1.0,0.0,,0.0,,No,,Male,77,60+,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
7086,1.0333292623,treated,1.0,0.0,,0.0,,No,,Male,37,30-44,Less than HS,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7088,0.6987434717,control,0.0,0.0,0.0,,No,,No,Female,43,30-44,Less than HS,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
7104,0.2383776871,control,0.0,0.0,0.0,,No,,No,Male,71,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
7108,0.5657045368,treated,1.0,0.0,,0.0,,No,,Male,71,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7111,0.426490871,treated,1.0,0.0,,0.0,,No,,Male,64,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7115,0.8303139277,control,0.0,0.0,0.0,,No,,No,Female,35,30-44,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","Less than $30,000"
7122,0.6458955327,treated,1.0,0.0,,0.0,,No,,Male,42,30-44,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
7123,1.5975870564,treated,1.0,1.0,,1.0,,Yes,,Female,29,18-29,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
7124,3.5432959816,control,0.0,0.0,0.0,,No,,No,Female,68,60+,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7125,1.2036057314,treated,1.0,1.0,,1.0,,Yes,,Female,51,45-59,Post grad study/professional degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7129,0.5079493409,control,0.0,0.0,0.0,,No,,No,Female,65,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
7133,0.5086649985,control,0.0,0.0,0.0,,No,,No,Female,35,30-44,Post grad study/professional degree,Lean Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
7138,0.8475509215,control,0.0,0.0,0.0,,No,,No,Male,63,60+,Some college/ associates degree,Lean Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
7142,0.3762439149,control,0.0,0.0,0.0,,No,,No,Male,46,45-59,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7148,0.2618655021,control,0.0,0.0,0.0,,No,,No,Male,32,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
7153,0.358503007,treated,1.0,0.0,,0.0,,No,,Female,42,30-44,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
7157,1.2709583362,control,0.0,0.0,0.0,,No,,No,Male,62,60+,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7159,0.5340523855,control,0.0,0.0,0.0,,No,,No,Male,57,45-59,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7162,0.6608903601,treated,1.0,0.0,,0.0,,No,,Female,34,30-44,Some college/ associates degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7163,4.219495019,control,0.0,0.0,0.0,,No,,No,Female,39,30-44,HS graduate or equivalent,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
7172,0.5354285386,control,0.0,0.0,0.0,,No,,No,Female,55,45-59,Bachelor's degree,Lean Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
7175,1.6897630096,control,0.0,0.0,0.0,,No,,No,Female,35,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
7177,1.1060294724,treated,1.0,0.0,,0.0,,No,,Female,55,45-59,Bachelor's degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7178,0.4315918729,control,0.0,0.0,0.0,,No,,No,Male,67,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7187,0.7798743471,treated,1.0,0.0,,0.0,,No,,Male,82,60+,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7188,0.9675853046,treated,1.0,0.0,,0.0,,No,,Male,49,45-59,Bachelor's degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
7190,1.9344031744,treated,1.0,0.0,,0.0,,No,,Male,79,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
7194,0.6845208899,treated,1.0,0.0,,0.0,,No,,Male,48,45-59,Less than HS,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7197,0.3054867515,treated,1.0,0.0,,0.0,,No,,Female,60,60+,Post grad study/professional degree,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
7198,0.2746822936,control,0.0,0.0,0.0,,No,,No,Female,66,60+,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
7201,0.4658288329,treated,1.0,0.0,,0.0,,No,,Male,53,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7203,0.3990811521,treated,1.0,0.0,,0.0,,No,,Male,62,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7214,0.5702319072,control,0.0,0.0,0.0,,No,,No,Female,61,60+,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7215,1.5376135421,treated,1.0,0.0,,0.0,,No,,Female,65,60+,HS graduate or equivalent,Lean Democrat,Unknown,"White, non-Hispanic","Less than $30,000"
7218,1.0608570145,control,0.0,0.0,0.0,,No,,No,Female,61,60+,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7221,0.3457088433,control,0.0,0.0,0.0,,No,,No,Male,49,45-59,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7222,3.2579531291,treated,1.0,0.0,,0.0,,No,,Female,58,45-59,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
7225,0.3371310579,control,0.0,0.0,0.0,,No,,No,Male,59,45-59,Some college/ associates degree,Democrat,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
7228,0.8652119655,control,0.0,0.0,0.0,,No,,No,Female,54,45-59,Bachelor's degree,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7230,0.7449744802,treated,1.0,0.0,,0.0,,No,,Female,37,30-44,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7232,0.2418445262,control,0.0,0.0,0.0,,No,,No,Male,31,30-44,Post grad study/professional degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7233,0.6780793979,control,0.0,0.0,0.0,,No,,No,Male,76,60+,Bachelor's degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7238,0.7202117705,control,0.0,0.0,0.0,,No,,No,Female,75,60+,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","Less than $30,000"
7241,3.4464137141,treated,1.0,0.0,,0.0,,No,,Female,69,60+,Less than HS,Lean Republican,Moderate,"White, non-Hispanic","Less than $30,000"
7248,1.2749284278,treated,1.0,0.0,,0.0,,No,,Female,43,30-44,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7249,0.739290215,control,0.0,0.0,0.0,,No,,No,Female,74,60+,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7251,2.3672973047,treated,1.0,0.0,,0.0,,No,,Male,53,45-59,Bachelor's degree,Republican,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
7259,0.6944796667,control,0.0,0.0,0.0,,No,,No,Male,50,45-59,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7260,3.0455660117,control,0.0,0.0,0.0,,No,,No,Female,56,45-59,HS graduate or equivalent,Democrat,Moderate,"White, non-Hispanic","Less than $30,000"
7262,0.1279957816,treated,1.0,0.0,,0.0,,No,,Female,31,30-44,Post grad study/professional degree,Lean Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
7267,0.3573224095,treated,1.0,0.0,,0.0,,No,,Male,74,60+,Bachelor's degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
7268,1.85197246,control,0.0,0.0,0.0,,No,,No,Male,41,30-44,Bachelor's degree,Lean Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
7271,0.6255209857,treated,1.0,0.0,,0.0,,No,,Female,86,60+,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7274,0.3249978464,treated,1.0,0.0,,0.0,,No,,Male,63,60+,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
7276,1.0038013548,control,0.0,0.0,1.0,,Yes,,No,Female,47,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7277,0.8125765116,control,0.0,0.0,0.0,,No,,No,Female,67,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7280,0.9126480638,control,0.0,0.0,,,Skipped,,No,Female,65,60+,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
7283,0.5833978079,control,0.0,0.0,0.0,,No,,No,Female,47,45-59,Bachelor's degree,Republican,Very conservative,"White, non-Hispanic","$30,000 to under $60,000"
7290,1.1334689977,control,0.0,0.0,0.0,,No,,No,Female,33,30-44,Some college/ associates degree,Don't Lean/Independent/None,Somewhat liberal,"White, non-Hispanic","$30,000 to under $60,000"
7291,1.0740602441,treated,1.0,0.0,,0.0,,No,,Female,65,60+,Some college/ associates degree,Lean Democrat,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
7294,0.339719107,control,0.0,,,,Skipped,,Skipped,Male,49,45-59,Some college/ associates degree,Don't Lean/Independent/None,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7307,0.4468283129,control,0.0,0.0,0.0,,No,,No,Female,64,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7313,1.2414094127,treated,1.0,0.0,,0.0,,No,,Female,60,60+,Bachelor's degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7314,0.3388375088,control,0.0,0.0,0.0,,No,,No,Male,59,45-59,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7316,0.7607555149,treated,1.0,0.0,,0.0,,No,,Male,44,30-44,Bachelor's degree,Democrat,Very liberal,"White, non-Hispanic","$30,000 to under $60,000"
7322,1.8692274454,control,0.0,0.0,0.0,,No,,No,Female,47,45-59,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7339,0.4946240921,control,0.0,0.0,0.0,,No,,No,Male,40,30-44,Bachelor's degree,Democrat,Unknown,"White, non-Hispanic","$100,000 or more"
7342,0.1423483479,control,0.0,0.0,0.0,,No,,No,Female,66,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7345,0.870505517,control,0.0,0.0,0.0,,No,,No,Male,79,60+,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","$60,000 to under $100,000"
7354,0.7114450271,control,0.0,0.0,0.0,,No,,No,Female,67,60+,Some college/ associates degree,Republican,Unknown,"White, non-Hispanic","Less than $30,000"
7360,0.3678167644,control,0.0,0.0,0.0,,No,,No,Female,69,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7362,1.4273478686,control,0.0,0.0,0.0,,No,,No,Male,61,60+,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","Less than $30,000"
7363,1.7202996889,treated,1.0,0.0,,0.0,,No,,Male,80,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
7365,0.2959283248,treated,1.0,0.0,,0.0,,No,,Female,60,60+,Some college/ associates degree,Democrat,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7379,0.5860564845,treated,1.0,0.0,,0.0,,No,,Female,72,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7383,3.7128598734,treated,1.0,0.0,,0.0,,No,,Female,68,60+,HS graduate or equivalent,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$100,000 or more"
7385,0.8033150632,treated,1.0,0.0,,0.0,,No,,Male,42,30-44,Post grad study/professional degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7389,0.6525754894,treated,1.0,0.0,,0.0,,No,,Female,70,60+,Post grad study/professional degree,Republican,Very conservative,"White, non-Hispanic","$60,000 to under $100,000"
7392,0.6800081513,control,0.0,0.0,0.0,,No,,No,Male,45,45-59,Some college/ associates degree,Lean Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
7406,0.704279549,control,0.0,0.0,0.0,,No,,No,Male,57,45-59,Some college/ associates degree,Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7409,0.695520216,treated,1.0,0.0,,0.0,,No,,Male,35,30-44,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","$30,000 to under $60,000"
7410,0.7901510617,control,0.0,0.0,0.0,,No,,No,Male,41,30-44,Less than HS,Don't Lean/Independent/None,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7419,0.4974788126,control,0.0,1.0,1.0,,Yes,,Yes,Male,34,30-44,Some college/ associates degree,Republican,Very conservative,"White, non-Hispanic","$100,000 or more"
7434,0.6201126704,treated,1.0,0.0,,0.0,,No,,Female,88,60+,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7445,1.0750526236,control,0.0,0.0,0.0,,No,,No,Female,37,30-44,HS graduate or equivalent,Lean Republican,Somewhat conservative,"White, non-Hispanic","$60,000 to under $100,000"
7450,0.6256421987,treated,1.0,0.0,,0.0,,No,,Male,69,60+,Bachelor's degree,Lean Republican,Somewhat conservative,"White, non-Hispanic","$100,000 or more"
7457,0.5115927239,treated,1.0,0.0,,0.0,,No,,Female,38,30-44,Post grad study/professional degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7466,1.2915163493,control,0.0,0.0,0.0,,No,,No,Male,59,45-59,Bachelor's degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7468,1.061464542,treated,1.0,0.0,,0.0,,No,,Male,63,60+,HS graduate or equivalent,Lean Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7469,0.7945384207,treated,1.0,0.0,,0.0,,No,,Female,57,45-59,Some college/ associates degree,Democrat,Somewhat liberal,"White, non-Hispanic","$60,000 to under $100,000"
7486,0.4792809318,treated,1.0,0.0,,0.0,,No,,Male,30,30-44,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7489,2.02053949,treated,1.0,0.0,,0.0,,No,,Female,47,45-59,HS graduate or equivalent,Republican,Somewhat conservative,"White, non-Hispanic","Less than $30,000"
7503,0.3462514651,control,0.0,0.0,0.0,,No,,No,Female,78,60+,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7507,0.8304065006,control,0.0,0.0,0.0,,No,,No,Female,72,60+,HS graduate or equivalent,Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
7509,3.0858758483,control,0.0,0.0,0.0,,No,,No,Male,64,60+,HS graduate or equivalent,Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7515,1.0119944957,treated,1.0,,,,,Skipped,,Female,35,30-44,Bachelor's degree,Democrat,Unknown,"White, non-Hispanic","$100,000 or more"
7521,0.7636494384,control,0.0,0.0,0.0,,No,,No,Male,62,60+,Some college/ associates degree,Republican,Unknown,"White, non-Hispanic","$100,000 or more"
7528,0.1229891467,treated,1.0,0.0,,0.0,,No,,Female,59,45-59,Post grad study/professional degree,Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7530,0.6584299665,control,0.0,1.0,,,Skipped,,Yes,Female,38,30-44,Some college/ associates degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7532,0.4621153798,treated,1.0,0.0,,0.0,,No,,Male,47,45-59,Some college/ associates degree,Republican,Moderate,"White, non-Hispanic","$100,000 or more"
7538,1.4601460242,control,0.0,0.0,0.0,,No,,No,Female,34,30-44,Some college/ associates degree,Lean Democrat,Moderate,"White, non-Hispanic","$100,000 or more"
7539,0.3031355472,treated,1.0,0.0,,0.0,,No,,Male,70,60+,Post grad study/professional degree,Lean Republican,Moderate,"White, non-Hispanic","$30,000 to under $60,000"
7540,0.4556020609,treated,1.0,0.0,,0.0,,No,,Male,67,60+,Post grad study/professional degree,Democrat,Very liberal,"White, non-Hispanic","$100,000 or more"
7543,0.6078735611,treated,1.0,0.0,,0.0,,No,,Female,53,45-59,Post grad study/professional degree,Lean Republican,Moderate,"White, non-Hispanic","$60,000 to under $100,000"
7548,0.5264481306,treated,1.0,0.0,,0.0,,No,,Female,66,60+,Some college/ associates degree,Democrat,Very liberal,"White, non-Hispanic","Less than $30,000"
