individual_id,country,lat,lon,date_bp,region,unrelated,coverage,data_source
2678118,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2678860,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2681020,Syria,,,0.0,SE,1,,1. Previously published data (modern)
2682242,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2683805,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2684255,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2684362,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2684516,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2685263,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2686299,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2686429,Greece,,,0.0,SE,1,,1. Previously published data (modern)
2687300,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
2687332,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2687422,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2687576,France,,,0.0,C,1,,1. Previously published data (modern)
2689354,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2689888,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2690812,Norway,,,0.0,N,1,,1. Previously published data (modern)
2690829,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2692717,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2696845,Bosnia and Herzegovina,,,0.0,SE,1,,1. Previously published data (modern)
2696899,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2697475,Serbia/Montenegro,,,0.0,SE,1,,1. Previously published data (modern)
2698551,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2698988,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2699804,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2700291,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2701028,Iceland,,,0.0,N,1,,1. Previously published data (modern)
2701123,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2701471,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2702786,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2703306,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2703628,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2704190,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2704372,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2706039,Bosnia and Herzegovina,,,0.0,SE,1,,1. Previously published data (modern)
2706109,France,,,0.0,C,1,,1. Previously published data (modern)
2706125,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2706344,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2709003,Slovakia,,,0.0,C,1,,1. Previously published data (modern)
2709950,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2711150,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2712698,Poland,,,0.0,C,1,,1. Previously published data (modern)
2713129,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2713971,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2719793,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2719905,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2720665,Russia,,,0.0,E,1,,1. Previously published data (modern)
2721113,Poland,,,0.0,C,1,,1. Previously published data (modern)
2723212,Poland,,,0.0,C,1,,1. Previously published data (modern)
2723623,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2724026,Poland,,,0.0,C,1,,1. Previously published data (modern)
2724904,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2725699,Austria,,,0.0,C,1,,1. Previously published data (modern)
2725791,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2726036,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2726283,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2726312,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2726801,Gibrenhancedar,,,0.0,SW,1,,1. Previously published data (modern)
2727673,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2728947,Greece,,,0.0,SE,1,,1. Previously published data (modern)
2729125,Slovakia,,,0.0,C,1,,1. Previously published data (modern)
2729580,Romania,,,0.0,E,1,,1. Previously published data (modern)
2729670,Lithuania,,,0.0,N,1,,1. Previously published data (modern)
2730452,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2730657,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2731534,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2731831,Poland,,,0.0,C,1,,1. Previously published data (modern)
2732121,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2732586,Germany,,,0.0,C,1,,1. Previously published data (modern)
2733249,Greece,,,0.0,SE,1,,1. Previously published data (modern)
2733621,Germany,,,0.0,C,1,,1. Previously published data (modern)
2733961,Poland,,,0.0,C,1,,1. Previously published data (modern)
2734540,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2734675,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2735304,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2735701,France,,,0.0,C,1,,1. Previously published data (modern)
2736290,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2736330,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2737144,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2738756,Germany,,,0.0,C,1,,1. Previously published data (modern)
2740306,Poland,,,0.0,C,1,,1. Previously published data (modern)
2741658,Germany,,,0.0,C,1,,1. Previously published data (modern)
2742298,Germany,,,0.0,C,1,,1. Previously published data (modern)
2743672,Hungary,,,0.0,C,1,,1. Previously published data (modern)
2744751,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2746319,Latvia,,,0.0,N,1,,1. Previously published data (modern)
2747081,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2747153,Poland,,,0.0,C,1,,1. Previously published data (modern)
2747573,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2747674,Greece,,,0.0,SE,1,,1. Previously published data (modern)
2747861,Austria,,,0.0,C,1,,1. Previously published data (modern)
2748400,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2748458,Russia,,,0.0,E,1,,1. Previously published data (modern)
2748509,Poland,,,0.0,C,1,,1. Previously published data (modern)
2751201,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2751514,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2751646,Poland,,,0.0,C,1,,1. Previously published data (modern)
2751681,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2752049,Russia,,,0.0,E,1,,1. Previously published data (modern)
2752352,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2752671,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2755808,Bosnia and Herzegovina,,,0.0,SE,1,,1. Previously published data (modern)
2756593,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2756715,Hungary,,,0.0,C,1,,1. Previously published data (modern)
2757822,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2757984,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2759734,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2763803,Poland,,,0.0,C,1,,1. Previously published data (modern)
2764657,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2764708,France,,,0.0,C,1,,1. Previously published data (modern)
2764794,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2765749,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2766294,Austria,,,0.0,C,1,,1. Previously published data (modern)
2766410,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2767140,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2767775,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2773050,Greece,,,0.0,SE,1,,1. Previously published data (modern)
2773317,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2777922,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2778297,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2779016,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2779250,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2780924,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
2782588,Poland,,,0.0,C,1,,1. Previously published data (modern)
2783119,Germany,,,0.0,C,1,,1. Previously published data (modern)
2785484,Russia,,,0.0,E,1,,1. Previously published data (modern)
2787295,Ukraine,,,0.0,E,1,,1. Previously published data (modern)
2787409,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2788744,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2789708,Finland,,,0.0,N,1,,1. Previously published data (modern)
2790387,Germany,,,0.0,C,1,,1. Previously published data (modern)
2790952,Armenia,,,0.0,SE,1,,1. Previously published data (modern)
2791467,Norway,,,0.0,N,1,,1. Previously published data (modern)
2791623,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2792626,Macedonia,,,0.0,SE,1,,1. Previously published data (modern)
2794439,Germany,,,0.0,C,1,,1. Previously published data (modern)
2795566,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2796168,Germany,,,0.0,C,1,,1. Previously published data (modern)
2796184,France,,,0.0,C,1,,1. Previously published data (modern)
2796486,Germany,,,0.0,C,1,,1. Previously published data (modern)
2796663,Germany,,,0.0,C,1,,1. Previously published data (modern)
2797039,Hungary,,,0.0,C,1,,1. Previously published data (modern)
2797066,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2797094,Croatia,,,0.0,SE,1,,1. Previously published data (modern)
2797292,Hungary,,,0.0,C,1,,1. Previously published data (modern)
2797818,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2798984,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2799569,Germany,,,0.0,C,1,,1. Previously published data (modern)
2799741,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2800501,Germany,,,0.0,C,1,,1. Previously published data (modern)
2802756,Greece,,,0.0,SE,1,,1. Previously published data (modern)
2804232,Poland,,,0.0,C,1,,1. Previously published data (modern)
2804388,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2805048,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2805778,Germany,,,0.0,C,1,,1. Previously published data (modern)
2806112,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2807456,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2807555,Germany,,,0.0,C,1,,1. Previously published data (modern)
2809743,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2810764,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2811053,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2812357,Serbia/Montenegro,,,0.0,SE,1,,1. Previously published data (modern)
2813008,Hungary,,,0.0,C,1,,1. Previously published data (modern)
2814080,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2814433,Slovenia,,,0.0,C,1,,1. Previously published data (modern)
2816289,Greece,,,0.0,SE,1,,1. Previously published data (modern)
2816902,Lithuania,,,0.0,N,1,,1. Previously published data (modern)
2818977,France,,,0.0,C,1,,1. Previously published data (modern)
2819886,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2820603,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2820761,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2820883,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2822805,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2824460,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2824806,Poland,,,0.0,C,1,,1. Previously published data (modern)
2824888,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2825511,Gibrenhancedar,,,0.0,SW,1,,1. Previously published data (modern)
2825999,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2826047,France,,,0.0,C,1,,1. Previously published data (modern)
2826526,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2827139,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2827496,Poland,,,0.0,C,1,,1. Previously published data (modern)
2830908,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2832178,Lithuania,,,0.0,N,1,,1. Previously published data (modern)
2832649,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2833102,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2833315,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2834708,Poland,,,0.0,C,1,,1. Previously published data (modern)
2834766,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2835698,Norway,,,0.0,N,1,,1. Previously published data (modern)
2836692,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2836757,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2836997,Poland,,,0.0,C,1,,1. Previously published data (modern)
2837758,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2839074,Austria,,,0.0,C,1,,1. Previously published data (modern)
2840262,Norway,,,0.0,N,1,,1. Previously published data (modern)
2840458,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2840913,Germany,,,0.0,C,1,,1. Previously published data (modern)
2842133,Germany,,,0.0,C,1,,1. Previously published data (modern)
2842159,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2842451,Slovakia,,,0.0,C,1,,1. Previously published data (modern)
2843522,France,,,0.0,C,1,,1. Previously published data (modern)
2843909,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2849199,Poland,,,0.0,C,1,,1. Previously published data (modern)
2850221,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2851442,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2851871,Russia,,,0.0,E,1,,1. Previously published data (modern)
2853237,Poland,,,0.0,C,1,,1. Previously published data (modern)
2853618,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2854646,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2855652,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2857355,Austria,,,0.0,C,1,,1. Previously published data (modern)
2865186,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2865516,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2866986,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2867938,Latvia,,,0.0,N,1,,1. Previously published data (modern)
2868102,Norway,,,0.0,N,1,,1. Previously published data (modern)
2871083,Germany,,,0.0,C,1,,1. Previously published data (modern)
2871676,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2871973,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2873439,Slovakia,,,0.0,C,1,,1. Previously published data (modern)
2873611,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2874925,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2876181,Poland,,,0.0,C,1,,1. Previously published data (modern)
2876400,Poland,,,0.0,C,1,,1. Previously published data (modern)
2876525,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2877617,Gibrenhancedar,,,0.0,SW,1,,1. Previously published data (modern)
2879076,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2880022,Finland,,,0.0,N,1,,1. Previously published data (modern)
2880660,Germany,,,0.0,C,1,,1. Previously published data (modern)
2880826,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2880889,Poland,,,0.0,C,1,,1. Previously published data (modern)
2883261,Latvia,,,0.0,N,1,,1. Previously published data (modern)
2884602,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2884630,Hungary,,,0.0,C,1,,1. Previously published data (modern)
2886160,Poland,,,0.0,C,1,,1. Previously published data (modern)
2886749,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2887093,Norway,,,0.0,N,1,,1. Previously published data (modern)
2887774,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2891188,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2892270,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
2893001,Germany,,,0.0,C,1,,1. Previously published data (modern)
2893874,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2893905,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2895073,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2895805,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2897304,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2898218,Germany,,,0.0,C,1,,1. Previously published data (modern)
2899437,Poland,,,0.0,C,1,,1. Previously published data (modern)
2899565,Finland,,,0.0,N,1,,1. Previously published data (modern)
2900349,Iceland,,,0.0,N,1,,1. Previously published data (modern)
2900937,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2901089,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2901506,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2902095,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2903106,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2904018,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2904770,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2904958,Germany,,,0.0,C,1,,1. Previously published data (modern)
2905616,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2906708,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2907512,Romania,,,0.0,E,1,,1. Previously published data (modern)
2909893,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2911943,Germany,,,0.0,C,1,,1. Previously published data (modern)
2912342,Poland,,,0.0,C,1,,1. Previously published data (modern)
2913420,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2917914,Norway,,,0.0,N,1,,1. Previously published data (modern)
2917988,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2919127,Gibrenhancedar,,,0.0,SW,1,,1. Previously published data (modern)
2921100,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2922622,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2922872,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2925416,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2926584,France,,,0.0,C,1,,1. Previously published data (modern)
2927460,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2929020,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2929172,Germany,,,0.0,C,1,,1. Previously published data (modern)
2929298,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2929743,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2931397,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2933352,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2934248,Slovakia,,,0.0,C,1,,1. Previously published data (modern)
2934947,Austria,,,0.0,C,1,,1. Previously published data (modern)
2937247,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2937317,Poland,,,0.0,C,1,,1. Previously published data (modern)
2940876,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2940982,France,,,0.0,C,1,,1. Previously published data (modern)
2941379,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2943234,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2944978,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2946030,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2946665,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2948057,Russia,,,0.0,E,1,,1. Previously published data (modern)
2948961,Finland,,,0.0,N,1,,1. Previously published data (modern)
2949564,Norway,,,0.0,N,1,,1. Previously published data (modern)
2950923,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
2951371,Serbia/Montenegro,,,0.0,SE,1,,1. Previously published data (modern)
2951951,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2952955,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2953046,Norway,,,0.0,N,1,,1. Previously published data (modern)
2953477,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
2954301,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2955227,Germany,,,0.0,C,1,,1. Previously published data (modern)
2955409,Romania,,,0.0,E,1,,1. Previously published data (modern)
2955411,Poland,,,0.0,C,1,,1. Previously published data (modern)
2955917,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2957072,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
2957209,Norway,,,0.0,N,1,,1. Previously published data (modern)
2957626,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2958020,Italy,,,0.0,SW,1,,1. Previously published data (modern)
2958088,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2959414,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2960933,Germany,,,0.0,C,1,,1. Previously published data (modern)
2961179,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2961488,Germany,,,0.0,C,1,,1. Previously published data (modern)
2961953,Luxembourg,,,0.0,C,1,,1. Previously published data (modern)
2962227,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
2962814,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2963772,Bulgaria,,,0.0,SE,1,,1. Previously published data (modern)
2964616,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2964651,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2964695,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2964901,Iran,,,0.0,SE,1,,1. Previously published data (modern)
2966501,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2967429,France,,,0.0,C,1,,1. Previously published data (modern)
2967797,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2968864,Syria,,,0.0,SE,1,,1. Previously published data (modern)
2969386,France,,,0.0,C,1,,1. Previously published data (modern)
2970614,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2971975,Hungary,,,0.0,C,1,,1. Previously published data (modern)
2972351,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
2973103,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2975166,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2975927,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2976950,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2977583,Sweden,,,0.0,N,1,,1. Previously published data (modern)
2979419,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2981862,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2982320,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2982846,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
2983524,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2983892,Slovakia,,,0.0,C,1,,1. Previously published data (modern)
2984283,Spain,,,0.0,SW,1,,1. Previously published data (modern)
2984504,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2984977,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
2985063,Luxembourg,,,0.0,C,1,,1. Previously published data (modern)
2987563,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
2988130,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
2990555,Gibrenhancedar,,,0.0,SW,1,,1. Previously published data (modern)
2990764,Norway,,,0.0,N,1,,1. Previously published data (modern)
2991037,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2992019,Germany,,,0.0,C,1,,1. Previously published data (modern)
2992153,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2992287,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
2992323,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
2992609,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2993050,France,,,0.0,C,1,,1. Previously published data (modern)
2993125,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
2994648,Germany,,,0.0,C,1,,1. Previously published data (modern)
2995663,France,,,0.0,C,1,,1. Previously published data (modern)
2996166,Ukraine,,,0.0,E,1,,1. Previously published data (modern)
2996878,Denmark,,,0.0,N,1,,1. Previously published data (modern)
2997136,Belgium,,,0.0,C,1,,1. Previously published data (modern)
2997884,Poland,,,0.0,C,1,,1. Previously published data (modern)
2999590,Spain,,,0.0,SW,1,,1. Previously published data (modern)
3000667,Finland,,,0.0,N,1,,1. Previously published data (modern)
3001746,Iran,,,0.0,SE,1,,1. Previously published data (modern)
3002721,Bulgaria,,,0.0,SE,1,,1. Previously published data (modern)
3007272,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
3007826,Russia,,,0.0,E,1,,1. Previously published data (modern)
3008041,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
3008204,Romania,,,0.0,E,1,,1. Previously published data (modern)
3009245,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
3009321,Austria,,,0.0,C,1,,1. Previously published data (modern)
3009464,Czech Republic,,,0.0,C,1,,1. Previously published data (modern)
3010105,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
3010170,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
3010584,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
3011761,Denmark,,,0.0,N,1,,1. Previously published data (modern)
3014759,Kazakhstan,,,0.0,E,1,,1. Previously published data (modern)
3014882,Norway,,,0.0,N,1,,1. Previously published data (modern)
3015148,Italy,,,0.0,SW,1,,1. Previously published data (modern)
3015782,United Kingdom,,,0.0,N,1,,1. Previously published data (modern)
3016344,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
3016664,Finland,,,0.0,N,1,,1. Previously published data (modern)
3017498,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
3018266,Sweden,,,0.0,N,1,,1. Previously published data (modern)
3018581,Denmark,,,0.0,N,1,,1. Previously published data (modern)
3019523,Finland,,,0.0,N,1,,1. Previously published data (modern)
3019754,Denmark,,,0.0,N,1,,1. Previously published data (modern)
3019790,Germany,,,0.0,C,1,,1. Previously published data (modern)
3020843,Italy,,,0.0,SW,1,,1. Previously published data (modern)
3021589,Germany,,,0.0,C,1,,1. Previously published data (modern)
3022364,Poland,,,0.0,C,1,,1. Previously published data (modern)
3022813,Bosnia and Herzegovina,,,0.0,SE,1,,1. Previously published data (modern)
3023175,France,,,0.0,C,1,,1. Previously published data (modern)
3023208,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
3023345,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
3024701,Romania,,,0.0,E,1,,1. Previously published data (modern)
3024889,Ukraine,,,0.0,E,1,,1. Previously published data (modern)
3025052,Portugal,,,0.0,SW,1,,1. Previously published data (modern)
3025222,Poland,,,0.0,C,1,,1. Previously published data (modern)
3029483,Poland,,,0.0,C,1,,1. Previously published data (modern)
3030049,Italy,,,0.0,SW,1,,1. Previously published data (modern)
3030671,Sweden,,,0.0,N,1,,1. Previously published data (modern)
3031152,Russia,,,0.0,E,1,,1. Previously published data (modern)
3034760,Italy,,,0.0,SW,1,,1. Previously published data (modern)
3035995,Gibrenhancedar,,,0.0,SW,1,,1. Previously published data (modern)
3036722,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
3037310,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
3042757,Netherlands,,,0.0,C,1,,1. Previously published data (modern)
3042909,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
3043562,Spain,,,0.0,SW,1,,1. Previously published data (modern)
3043982,Cyprus,,,0.0,SE,1,,1. Previously published data (modern)
3045240,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
3046110,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
3046618,Denmark,,,0.0,N,1,,1. Previously published data (modern)
3046657,Germany,,,0.0,C,1,,1. Previously published data (modern)
3047314,Hungary,,,0.0,C,1,,1. Previously published data (modern)
3047680,Iraq,,,0.0,SE,1,,1. Previously published data (modern)
3047822,Switzerland,,,0.0,C,1,,1. Previously published data (modern)
3047949,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
3048435,Norway,,,0.0,N,1,,1. Previously published data (modern)
3049287,Romania,,,0.0,E,1,,1. Previously published data (modern)
3049745,Menhanceda,,,0.0,SW,1,,1. Previously published data (modern)
3049875,Turkey,,,0.0,SE,1,,1. Previously published data (modern)
3050430,Channel Islands,,,0.0,C,1,,1. Previously published data (modern)
3051272,Spain,,,0.0,SW,1,,1. Previously published data (modern)
