model,x_m,y_m
Sommers_minimumiceextent,230200.0,-2820000.0
Sommers_minimumiceextent,230200.0,-2816000.0
Sommers_minimumiceextent,227000.0,-2812800.0
Sommers_minimumiceextent,226200.0,-2812000.0
Sommers_minimumiceextent,223000.0,-2808800.0
Sommers_minimumiceextent,222200.0,-2808000.0
Sommers_minimumiceextent,219000.0,-2804800.0
Sommers_minimumiceextent,215000.0,-2804800.0
Sommers_minimumiceextent,214200.0,-2804000.0
Sommers_minimumiceextent,215000.0,-2803200.0
Sommers_minimumiceextent,218200.0,-2800000.0
Sommers_minimumiceextent,218200.0,-2796000.0
Sommers_minimumiceextent,219000.0,-2795200.0
Sommers_minimumiceextent,222200.0,-2792000.0
Sommers_minimumiceextent,219000.0,-2788800.0
Sommers_minimumiceextent,218200.0,-2788000.0
Sommers_minimumiceextent,215000.0,-2784800.0
Sommers_minimumiceextent,214200.0,-2784000.0
Sommers_minimumiceextent,211000.0,-2780800.0
Sommers_minimumiceextent,210200.0,-2780000.0
Sommers_minimumiceextent,210200.0,-2776000.0
Sommers_minimumiceextent,207000.0,-2772800.0
Sommers_minimumiceextent,203000.0,-2772800.0
Sommers_minimumiceextent,202200.0,-2772000.0
Sommers_minimumiceextent,202200.0,-2768000.0
Sommers_minimumiceextent,199000.0,-2764800.0
Sommers_minimumiceextent,198200.0,-2764000.0
Sommers_minimumiceextent,195000.0,-2760800.0
Sommers_minimumiceextent,194200.0,-2760000.0
Sommers_minimumiceextent,191000.0,-2756800.0
Sommers_minimumiceextent,190200.0,-2756000.0
Sommers_minimumiceextent,187000.0,-2752800.0
Sommers_minimumiceextent,183000.0,-2752800.0
Sommers_minimumiceextent,182200.0,-2752000.0
Sommers_minimumiceextent,182200.0,-2748000.0
Sommers_minimumiceextent,182200.0,-2744000.0
Sommers_minimumiceextent,179000.0,-2740800.0
Sommers_minimumiceextent,175000.0,-2740800.0
Sommers_minimumiceextent,174200.0,-2740000.0
Sommers_minimumiceextent,171000.0,-2736800.0
Sommers_minimumiceextent,167000.0,-2736800.0
Sommers_minimumiceextent,166200.0,-2736000.0
Sommers_minimumiceextent,166200.0,-2732000.0
Sommers_minimumiceextent,163000.0,-2728800.0
Sommers_minimumiceextent,159000.0,-2728800.0
Sommers_minimumiceextent,155000.0,-2728800.0
Sommers_minimumiceextent,154200.0,-2728000.0
Sommers_minimumiceextent,154200.0,-2724000.0
Sommers_minimumiceextent,151000.0,-2720800.0
Sommers_minimumiceextent,150200.0,-2720000.0
Sommers_minimumiceextent,150200.0,-2716000.0
Sommers_minimumiceextent,147000.0,-2712800.0
Sommers_minimumiceextent,146200.0,-2712000.0
Sommers_minimumiceextent,143000.0,-2708800.0
Sommers_minimumiceextent,139000.0,-2708800.0
Sommers_minimumiceextent,135000.0,-2708800.0
Sommers_minimumiceextent,131000.0,-2708800.0
Sommers_minimumiceextent,127000.0,-2708800.0
Sommers_minimumiceextent,123000.0,-2708800.0
Sommers_minimumiceextent,119000.0,-2708800.0
Sommers_minimumiceextent,115000.0,-2708800.0
Sommers_minimumiceextent,111800.0,-2712000.0
Sommers_minimumiceextent,111000.0,-2712800.0
Sommers_minimumiceextent,107000.0,-2712800.0
Sommers_minimumiceextent,103000.0,-2712800.0
Sommers_minimumiceextent,99800.0,-2716000.0
Sommers_minimumiceextent,99000.0,-2716800.0
Sommers_minimumiceextent,95800.0,-2720000.0
Sommers_minimumiceextent,95800.0,-2724000.0
Sommers_minimumiceextent,95000.0,-2724800.0
Sommers_minimumiceextent,94200.0,-2724000.0
Sommers_minimumiceextent,91000.0,-2720800.0
Sommers_minimumiceextent,87000.0,-2720800.0
Sommers_minimumiceextent,83000.0,-2720800.0
Sommers_minimumiceextent,79000.0,-2720800.0
Sommers_minimumiceextent,75000.0,-2720800.0
Sommers_minimumiceextent,71000.0,-2720800.0
Sommers_minimumiceextent,67000.0,-2720800.0
Sommers_minimumiceextent,63000.0,-2720800.0
Sommers_minimumiceextent,59000.0,-2720800.0
Sommers_minimumiceextent,55000.0,-2720800.0
Sommers_minimumiceextent,51000.0,-2720800.0
Sommers_minimumiceextent,47800.0,-2724000.0
Sommers_minimumiceextent,47000.0,-2724800.0
Sommers_minimumiceextent,43800.0,-2728000.0
Sommers_minimumiceextent,43800.0,-2732000.0
Sommers_minimumiceextent,43800.0,-2736000.0
Sommers_minimumiceextent,43800.0,-2740000.0
Sommers_minimumiceextent,43800.0,-2744000.0
Sommers_minimumiceextent,43000.0,-2744800.0
Sommers_minimumiceextent,39800.0,-2748000.0
Sommers_minimumiceextent,39000.0,-2748800.0
Sommers_minimumiceextent,35000.0,-2748800.0
Sommers_minimumiceextent,31000.0,-2748800.0
Sommers_minimumiceextent,27800.0,-2752000.0
Sommers_minimumiceextent,27000.0,-2752800.0
Sommers_minimumiceextent,23000.0,-2752800.0
Sommers_minimumiceextent,19000.0,-2752800.0
Sommers_minimumiceextent,15800.0,-2756000.0
Sommers_minimumiceextent,15800.0,-2760000.0
Sommers_minimumiceextent,15800.0,-2764000.0
Sommers_minimumiceextent,15000.0,-2764800.0
Sommers_minimumiceextent,11800.0,-2768000.0
Sommers_minimumiceextent,11800.0,-2772000.0
Sommers_minimumiceextent,11000.0,-2772800.0
Sommers_minimumiceextent,7800.0,-2776000.0
Sommers_minimumiceextent,7000.0,-2776800.0
Sommers_minimumiceextent,3000.0,-2776800.0
Sommers_minimumiceextent,-200.0,-2780000.0
Sommers_minimumiceextent,-1000.0,-2780800.0
Sommers_minimumiceextent,-5000.0,-2780800.0
Sommers_minimumiceextent,-8200.0,-2784000.0
Sommers_minimumiceextent,-9000.0,-2784800.0
Sommers_minimumiceextent,-12200.0,-2788000.0
Sommers_minimumiceextent,-13000.0,-2788800.0
Sommers_minimumiceextent,-17000.0,-2788800.0
Sommers_minimumiceextent,-20200.0,-2792000.0
Sommers_minimumiceextent,-21000.0,-2792800.0
Sommers_minimumiceextent,-25000.0,-2792800.0
Sommers_minimumiceextent,-28200.0,-2796000.0
Sommers_minimumiceextent,-28200.0,-2800000.0
Sommers_minimumiceextent,-28200.0,-2804000.0
Sommers_minimumiceextent,-28200.0,-2808000.0
Sommers_minimumiceextent,-29000.0,-2808800.0
Sommers_minimumiceextent,-33000.0,-2808800.0
Sommers_minimumiceextent,-37000.0,-2808800.0
Sommers_minimumiceextent,-41000.0,-2808800.0
Sommers_minimumiceextent,-44200.0,-2812000.0
Sommers_minimumiceextent,-45000.0,-2812800.0
Sommers_minimumiceextent,-49000.0,-2812800.0
Sommers_minimumiceextent,-52200.0,-2816000.0
Sommers_minimumiceextent,-53000.0,-2816800.0
Sommers_minimumiceextent,-57000.0,-2816800.0
Sommers_minimumiceextent,-60200.0,-2820000.0
Sommers_minimumiceextent,-61000.0,-2820800.0
Sommers_minimumiceextent,-64200.0,-2824000.0
Sommers_minimumiceextent,-65000.0,-2824800.0
Sommers_minimumiceextent,-68200.0,-2828000.0
Sommers_minimumiceextent,-69000.0,-2828800.0
Sommers_minimumiceextent,-72200.0,-2832000.0
Sommers_minimumiceextent,-73000.0,-2832800.0
Sommers_minimumiceextent,-76200.0,-2836000.0
Sommers_minimumiceextent,-77000.0,-2836800.0
Sommers_minimumiceextent,-81000.0,-2836800.0
Sommers_minimumiceextent,-84200.0,-2840000.0
Sommers_minimumiceextent,-85000.0,-2840800.0
Sommers_minimumiceextent,-88200.0,-2844000.0
Sommers_minimumiceextent,-89000.0,-2844800.0
Sommers_minimumiceextent,-92200.0,-2848000.0
Sommers_minimumiceextent,-93000.0,-2848800.0
Sommers_minimumiceextent,-96200.0,-2852000.0
Sommers_minimumiceextent,-96200.0,-2856000.0
Sommers_minimumiceextent,-97000.0,-2856800.0
Sommers_minimumiceextent,-101000.0,-2856800.0
Sommers_minimumiceextent,-105000.0,-2856800.0
Sommers_minimumiceextent,-109000.0,-2856800.0
Sommers_minimumiceextent,-113000.0,-2856800.0
Sommers_minimumiceextent,-116200.0,-2860000.0
Sommers_minimumiceextent,-117000.0,-2860800.0
Sommers_minimumiceextent,-120200.0,-2864000.0
Sommers_minimumiceextent,-120200.0,-2868000.0
Sommers_minimumiceextent,-120200.0,-2872000.0
Sommers_minimumiceextent,-121000.0,-2872800.0
Sommers_minimumiceextent,-124200.0,-2876000.0
Sommers_minimumiceextent,-124200.0,-2880000.0
Sommers_minimumiceextent,-124200.0,-2884000.0
Sommers_minimumiceextent,-125000.0,-2884800.0
Sommers_minimumiceextent,-128200.0,-2888000.0
Sommers_minimumiceextent,-128200.0,-2892000.0
Sommers_minimumiceextent,-128200.0,-2896000.0
Sommers_minimumiceextent,-129000.0,-2896800.0
Sommers_minimumiceextent,-132200.0,-2900000.0
Sommers_minimumiceextent,-133000.0,-2900800.0
Sommers_minimumiceextent,-137000.0,-2900800.0
Sommers_minimumiceextent,-140200.0,-2904000.0
Sommers_minimumiceextent,-141000.0,-2904800.0
Sommers_minimumiceextent,-144200.0,-2908000.0
Sommers_minimumiceextent,-145000.0,-2908800.0
Sommers_minimumiceextent,-149000.0,-2908800.0
Sommers_minimumiceextent,-152200.0,-2912000.0
Sommers_minimumiceextent,-153000.0,-2912800.0
Sommers_minimumiceextent,-157000.0,-2912800.0
Sommers_minimumiceextent,-160200.0,-2916000.0
Sommers_minimumiceextent,-161000.0,-2916800.0
Sommers_minimumiceextent,-164200.0,-2920000.0
Sommers_minimumiceextent,-165000.0,-2920800.0
Sommers_minimumiceextent,-169000.0,-2920800.0
Sommers_minimumiceextent,-173000.0,-2920800.0
Sommers_minimumiceextent,-176200.0,-2924000.0
Sommers_minimumiceextent,-177000.0,-2924800.0
Sommers_minimumiceextent,-180200.0,-2928000.0
Sommers_minimumiceextent,-180200.0,-2932000.0
Sommers_minimumiceextent,-180200.0,-2936000.0
Sommers_minimumiceextent,-181000.0,-2936800.0
Sommers_minimumiceextent,-184200.0,-2940000.0
Sommers_minimumiceextent,-184200.0,-2944000.0
Sommers_minimumiceextent,-184200.0,-2948000.0
Sommers_minimumiceextent,-185000.0,-2948800.0
Sommers_minimumiceextent,-188200.0,-2952000.0
Sommers_minimumiceextent,-188200.0,-2956000.0
Sommers_minimumiceextent,-189000.0,-2956800.0
Sommers_minimumiceextent,-192200.0,-2960000.0
Sommers_minimumiceextent,-193000.0,-2960800.0
Sommers_minimumiceextent,-196200.0,-2964000.0
Sommers_minimumiceextent,-196200.0,-2968000.0
Sommers_minimumiceextent,-196200.0,-2972000.0
Sommers_minimumiceextent,-196200.0,-2976000.0
Sommers_minimumiceextent,-196200.0,-2980000.0
Sommers_minimumiceextent,-196200.0,-2984000.0
Sommers_minimumiceextent,-196200.0,-2988000.0
Sommers_minimumiceextent,-197000.0,-2988800.0
Sommers_minimumiceextent,-200200.0,-2992000.0
Sommers_minimumiceextent,-200200.0,-2996000.0
Sommers_minimumiceextent,-201000.0,-2996800.0
Sommers_minimumiceextent,-204200.0,-3000000.0
Sommers_minimumiceextent,-205000.0,-3000800.0
Sommers_minimumiceextent,-208200.0,-3004000.0
Sommers_minimumiceextent,-208200.0,-3008000.0
Sommers_minimumiceextent,-208200.0,-3012000.0
Sommers_minimumiceextent,-208200.0,-3016000.0
Sommers_minimumiceextent,-208200.0,-3020000.0
Sommers_minimumiceextent,-209000.0,-3020800.0
Sommers_minimumiceextent,-212200.0,-3024000.0
Sommers_minimumiceextent,-213000.0,-3024800.0
Sommers_minimumiceextent,-216200.0,-3028000.0
Sommers_minimumiceextent,-216200.0,-3032000.0
Sommers_minimumiceextent,-216200.0,-3036000.0
Sommers_minimumiceextent,-216200.0,-3040000.0
Sommers_minimumiceextent,-216200.0,-3044000.0
Sommers_minimumiceextent,-213000.0,-3047200.0
Sommers_minimumiceextent,-212200.0,-3048000.0
Sommers_minimumiceextent,-209000.0,-3051200.0
Sommers_minimumiceextent,-208200.0,-3052000.0
Sommers_minimumiceextent,-205000.0,-3055200.0
Sommers_minimumiceextent,-201000.0,-3055200.0
Sommers_minimumiceextent,-200200.0,-3056000.0
Sommers_minimumiceextent,-197000.0,-3059200.0
Sommers_minimumiceextent,-196200.0,-3060000.0
Sommers_minimumiceextent,-196200.0,-3064000.0
Sommers_minimumiceextent,-196200.0,-3068000.0
Sommers_minimumiceextent,-196200.0,-3072000.0
Sommers_minimumiceextent,-197000.0,-3072800.0
Sommers_minimumiceextent,-200200.0,-3076000.0
Sommers_minimumiceextent,-201000.0,-3076800.0
Sommers_minimumiceextent,-204200.0,-3080000.0
Sommers_minimumiceextent,-204200.0,-3084000.0
Sommers_minimumiceextent,-204200.0,-3088000.0
Sommers_minimumiceextent,-201000.0,-3091200.0
Sommers_minimumiceextent,-197000.0,-3091200.0
Sommers_minimumiceextent,-193800.0,-3088000.0
Sommers_minimumiceextent,-193000.0,-3087200.0
Sommers_minimumiceextent,-192200.0,-3088000.0
Sommers_minimumiceextent,-192200.0,-3092000.0
Sommers_minimumiceextent,-193000.0,-3092800.0
Sommers_minimumiceextent,-197000.0,-3092800.0
Sommers_minimumiceextent,-201000.0,-3092800.0
Sommers_minimumiceextent,-204200.0,-3096000.0
Sommers_minimumiceextent,-204200.0,-3100000.0
Sommers_minimumiceextent,-201000.0,-3103200.0
Sommers_minimumiceextent,-200200.0,-3104000.0
Sommers_minimumiceextent,-197000.0,-3107200.0
Sommers_minimumiceextent,-193000.0,-3107200.0
Sommers_minimumiceextent,-189000.0,-3107200.0
Sommers_minimumiceextent,-188200.0,-3108000.0
Sommers_minimumiceextent,-188200.0,-3112000.0
Sommers_minimumiceextent,-185000.0,-3115200.0
Sommers_minimumiceextent,-184200.0,-3116000.0
Sommers_minimumiceextent,-184200.0,-3120000.0
Sommers_minimumiceextent,-184200.0,-3124000.0
Sommers_minimumiceextent,-185000.0,-3124800.0
Sommers_minimumiceextent,-189000.0,-3124800.0
Sommers_minimumiceextent,-192200.0,-3128000.0
Sommers_minimumiceextent,-193000.0,-3128800.0
Sommers_minimumiceextent,-196200.0,-3132000.0
Sommers_minimumiceextent,-196200.0,-3136000.0
Sommers_minimumiceextent,-196200.0,-3140000.0
Sommers_minimumiceextent,-193000.0,-3143200.0
Sommers_minimumiceextent,-192200.0,-3144000.0
Sommers_minimumiceextent,-189000.0,-3147200.0
Sommers_minimumiceextent,-185000.0,-3147200.0
Sommers_minimumiceextent,-181000.0,-3147200.0
Sommers_minimumiceextent,-180200.0,-3148000.0
Sommers_minimumiceextent,-177000.0,-3151200.0
Sommers_minimumiceextent,-173000.0,-3151200.0
Sommers_minimumiceextent,-169800.0,-3148000.0
Sommers_minimumiceextent,-169000.0,-3147200.0
Sommers_minimumiceextent,-165800.0,-3144000.0
Sommers_minimumiceextent,-165000.0,-3143200.0
Sommers_minimumiceextent,-161000.0,-3143200.0
Sommers_minimumiceextent,-157000.0,-3143200.0
Sommers_minimumiceextent,-156200.0,-3144000.0
Sommers_minimumiceextent,-153000.0,-3147200.0
Sommers_minimumiceextent,-152200.0,-3148000.0
Sommers_minimumiceextent,-152200.0,-3152000.0
Sommers_minimumiceextent,-149000.0,-3155200.0
Sommers_minimumiceextent,-148200.0,-3156000.0
Sommers_minimumiceextent,-148200.0,-3160000.0
Sommers_minimumiceextent,-145000.0,-3163200.0
Sommers_minimumiceextent,-144200.0,-3164000.0
Sommers_minimumiceextent,-141000.0,-3167200.0
Sommers_minimumiceextent,-137000.0,-3167200.0
Sommers_minimumiceextent,-136200.0,-3168000.0
Sommers_minimumiceextent,-133000.0,-3171200.0
Sommers_minimumiceextent,-132200.0,-3172000.0
Sommers_minimumiceextent,-129000.0,-3175200.0
Sommers_minimumiceextent,-125000.0,-3175200.0
Sommers_minimumiceextent,-124200.0,-3176000.0
Sommers_minimumiceextent,-124200.0,-3180000.0
Sommers_minimumiceextent,-124200.0,-3184000.0
Sommers_minimumiceextent,-124200.0,-3188000.0
Sommers_minimumiceextent,-121000.0,-3191200.0
Sommers_minimumiceextent,-120200.0,-3192000.0
Sommers_minimumiceextent,-117000.0,-3195200.0
Sommers_minimumiceextent,-116200.0,-3196000.0
Sommers_minimumiceextent,-116200.0,-3200000.0
Sommers_minimumiceextent,-113000.0,-3203200.0
Sommers_minimumiceextent,-109000.0,-3203200.0
Sommers_minimumiceextent,-105000.0,-3203200.0
Sommers_minimumiceextent,-101000.0,-3203200.0
Sommers_minimumiceextent,-97000.0,-3203200.0
Sommers_minimumiceextent,-93800.0,-3200000.0
Sommers_minimumiceextent,-93000.0,-3199200.0
Sommers_minimumiceextent,-89800.0,-3196000.0
Sommers_minimumiceextent,-89000.0,-3195200.0
Sommers_minimumiceextent,-85800.0,-3192000.0
Sommers_minimumiceextent,-85000.0,-3191200.0
Sommers_minimumiceextent,-81000.0,-3191200.0
Sommers_minimumiceextent,-77000.0,-3191200.0
Sommers_minimumiceextent,-73800.0,-3188000.0
Sommers_minimumiceextent,-73000.0,-3187200.0
Sommers_minimumiceextent,-72200.0,-3188000.0
Sommers_minimumiceextent,-69000.0,-3191200.0
Sommers_minimumiceextent,-68200.0,-3192000.0
Sommers_minimumiceextent,-65000.0,-3195200.0
Sommers_minimumiceextent,-64200.0,-3196000.0
Sommers_minimumiceextent,-61000.0,-3199200.0
Sommers_minimumiceextent,-60200.0,-3200000.0
Sommers_minimumiceextent,-57000.0,-3203200.0
Sommers_minimumiceextent,-53000.0,-3203200.0
Sommers_minimumiceextent,-49800.0,-3200000.0
Sommers_minimumiceextent,-49800.0,-3196000.0
Sommers_minimumiceextent,-49000.0,-3195200.0
Sommers_minimumiceextent,-45000.0,-3195200.0
Sommers_minimumiceextent,-44200.0,-3196000.0
Sommers_minimumiceextent,-44200.0,-3200000.0
Sommers_minimumiceextent,-41000.0,-3203200.0
Sommers_minimumiceextent,-37000.0,-3203200.0
Sommers_minimumiceextent,-33800.0,-3200000.0
Sommers_minimumiceextent,-33000.0,-3199200.0
Sommers_minimumiceextent,-29000.0,-3199200.0
Sommers_minimumiceextent,-25800.0,-3196000.0
Sommers_minimumiceextent,-25000.0,-3195200.0
Sommers_minimumiceextent,-24200.0,-3196000.0
Sommers_minimumiceextent,-21000.0,-3199200.0
Sommers_minimumiceextent,-17800.0,-3196000.0
Sommers_minimumiceextent,-17000.0,-3195200.0
Sommers_minimumiceextent,-13000.0,-3195200.0
Sommers_minimumiceextent,-9800.0,-3192000.0
Sommers_minimumiceextent,-9000.0,-3191200.0
Sommers_minimumiceextent,-5000.0,-3191200.0
Sommers_minimumiceextent,-1000.0,-3191200.0
Sommers_minimumiceextent,-200.0,-3192000.0
Sommers_minimumiceextent,-200.0,-3196000.0
Sommers_minimumiceextent,3000.0,-3199200.0
Sommers_minimumiceextent,7000.0,-3199200.0
Sommers_minimumiceextent,7800.0,-3200000.0
Sommers_minimumiceextent,11000.0,-3203200.0
Sommers_minimumiceextent,11800.0,-3204000.0
Sommers_minimumiceextent,15000.0,-3207200.0
Sommers_minimumiceextent,19000.0,-3207200.0
Sommers_minimumiceextent,19800.0,-3208000.0
Sommers_minimumiceextent,23000.0,-3211200.0
Sommers_minimumiceextent,23800.0,-3212000.0
Sommers_minimumiceextent,27000.0,-3215200.0
Sommers_minimumiceextent,199000.0,-2663200.0
Sommers_minimumiceextent,203000.0,-2663200.0
Sommers_minimumiceextent,207000.0,-2663200.0
Sommers_minimumiceextent,211000.0,-2663200.0
Sommers_minimumiceextent,214200.0,-2660000.0
Sommers_minimumiceextent,214200.0,-2656000.0
Sommers_minimumiceextent,215000.0,-2655200.0
Sommers_minimumiceextent,215800.0,-2656000.0
Sommers_minimumiceextent,219000.0,-2659200.0
Sommers_minimumiceextent,223000.0,-2659200.0
Sommers_minimumiceextent,227000.0,-2659200.0
Sommers_minimumiceextent,231000.0,-2659200.0
Sommers_minimumiceextent,235000.0,-2659200.0
Sommers_minimumiceextent,239000.0,-2659200.0
Sommers_minimumiceextent,243000.0,-2659200.0
Sommers_minimumiceextent,246200.0,-2656000.0
Sommers_minimumiceextent,247000.0,-2655200.0
Sommers_minimumiceextent,251000.0,-2655200.0
Sommers_minimumiceextent,254200.0,-2652000.0
Sommers_minimumiceextent,255000.0,-2651200.0
Sommers_minimumiceextent,258200.0,-2648000.0
Sommers_minimumiceextent,259000.0,-2647200.0
Sommers_minimumiceextent,262200.0,-2644000.0
Sommers_minimumiceextent,263000.0,-2643200.0
Sommers_minimumiceextent,267000.0,-2643200.0
Sommers_minimumiceextent,271000.0,-2643200.0
Sommers_minimumiceextent,275000.0,-2643200.0
Sommers_minimumiceextent,279000.0,-2643200.0
Sommers_minimumiceextent,279800.0,-2644000.0
Sommers_minimumiceextent,283000.0,-2647200.0
Sommers_minimumiceextent,287000.0,-2647200.0
Sommers_minimumiceextent,291000.0,-2647200.0
Sommers_minimumiceextent,295000.0,-2647200.0
Sommers_minimumiceextent,299000.0,-2647200.0
Sommers_minimumiceextent,303000.0,-2647200.0
Sommers_minimumiceextent,306200.0,-2644000.0
Sommers_minimumiceextent,306200.0,-2640000.0
Sommers_minimumiceextent,306200.0,-2636000.0
Sommers_minimumiceextent,306200.0,-2632000.0
Sommers_minimumiceextent,306200.0,-2628000.0
Sommers_minimumiceextent,303000.0,-2624800.0
Sommers_minimumiceextent,302200.0,-2624000.0
Sommers_minimumiceextent,302200.0,-2620000.0
Sommers_minimumiceextent,303000.0,-2619200.0
Sommers_minimumiceextent,307000.0,-2619200.0
Sommers_minimumiceextent,310200.0,-2616000.0
Sommers_minimumiceextent,311000.0,-2615200.0
Sommers_minimumiceextent,314200.0,-2612000.0
Sommers_minimumiceextent,315000.0,-2611200.0
Sommers_minimumiceextent,318200.0,-2608000.0
Sommers_minimumiceextent,318200.0,-2604000.0
Sommers_minimumiceextent,318200.0,-2600000.0
Sommers_minimumiceextent,315000.0,-2596800.0
Sommers_minimumiceextent,311000.0,-2596800.0
Sommers_minimumiceextent,310200.0,-2596000.0
Sommers_minimumiceextent,310200.0,-2592000.0
Sommers_minimumiceextent,310200.0,-2588000.0
Sommers_minimumiceextent,311000.0,-2587200.0
Sommers_minimumiceextent,314200.0,-2584000.0
Sommers_minimumiceextent,311000.0,-2580800.0
Sommers_minimumiceextent,310200.0,-2580000.0
Sommers_minimumiceextent,307000.0,-2576800.0
Sommers_minimumiceextent,306200.0,-2576000.0
Sommers_minimumiceextent,307000.0,-2575200.0
Sommers_minimumiceextent,311000.0,-2575200.0
Sommers_minimumiceextent,311800.0,-2576000.0
Sommers_minimumiceextent,315000.0,-2579200.0
Sommers_minimumiceextent,318200.0,-2576000.0
Sommers_minimumiceextent,319000.0,-2575200.0
Sommers_minimumiceextent,319800.0,-2576000.0
Sommers_minimumiceextent,323000.0,-2579200.0
Sommers_minimumiceextent,327000.0,-2579200.0
Sommers_minimumiceextent,331000.0,-2579200.0
Sommers_minimumiceextent,335000.0,-2579200.0
Sommers_minimumiceextent,339000.0,-2579200.0
Sommers_minimumiceextent,343000.0,-2579200.0
Sommers_minimumiceextent,347000.0,-2579200.0
Sommers_minimumiceextent,351000.0,-2579200.0
Sommers_minimumiceextent,355000.0,-2579200.0
Sommers_minimumiceextent,359000.0,-2579200.0
Sommers_minimumiceextent,359800.0,-2580000.0
Sommers_minimumiceextent,359800.0,-2584000.0
Sommers_minimumiceextent,359800.0,-2588000.0
Sommers_minimumiceextent,363000.0,-2591200.0
Sommers_minimumiceextent,367000.0,-2591200.0
Sommers_minimumiceextent,367800.0,-2592000.0
Sommers_minimumiceextent,367800.0,-2596000.0
Sommers_minimumiceextent,371000.0,-2599200.0
Sommers_minimumiceextent,371800.0,-2600000.0
Sommers_minimumiceextent,375000.0,-2603200.0
Sommers_minimumiceextent,379000.0,-2603200.0
Sommers_minimumiceextent,383000.0,-2603200.0
Sommers_minimumiceextent,387000.0,-2603200.0
Sommers_minimumiceextent,391000.0,-2603200.0
Sommers_minimumiceextent,391800.0,-2604000.0
Sommers_minimumiceextent,395000.0,-2607200.0
Sommers_minimumiceextent,399000.0,-2607200.0
Sommers_minimumiceextent,403000.0,-2607200.0
Sommers_minimumiceextent,407000.0,-2607200.0
Sommers_minimumiceextent,410200.0,-2604000.0
Sommers_minimumiceextent,410200.0,-2600000.0
Sommers_minimumiceextent,410200.0,-2596000.0
Sommers_minimumiceextent,411000.0,-2595200.0
Sommers_minimumiceextent,414200.0,-2592000.0
Sommers_minimumiceextent,414200.0,-2588000.0
Sommers_minimumiceextent,415000.0,-2587200.0
Sommers_minimumiceextent,415800.0,-2588000.0
Sommers_minimumiceextent,419000.0,-2591200.0
Sommers_minimumiceextent,423000.0,-2591200.0
Sommers_minimumiceextent,427000.0,-2591200.0
Sommers_minimumiceextent,430200.0,-2588000.0
Sommers_minimumiceextent,431000.0,-2587200.0
Sommers_minimumiceextent,434200.0,-2584000.0
Sommers_minimumiceextent,434200.0,-2580000.0
Sommers_minimumiceextent,434200.0,-2576000.0
Sommers_minimumiceextent,431000.0,-2572800.0
Sommers_minimumiceextent,430200.0,-2572000.0
Sommers_minimumiceextent,431000.0,-2571200.0
Sommers_minimumiceextent,435000.0,-2571200.0
Sommers_minimumiceextent,438200.0,-2568000.0
Sommers_minimumiceextent,439000.0,-2567200.0
Sommers_minimumiceextent,443000.0,-2567200.0
Sommers_minimumiceextent,446200.0,-2564000.0
Sommers_minimumiceextent,447000.0,-2563200.0
Sommers_minimumiceextent,447800.0,-2564000.0
Sommers_minimumiceextent,451000.0,-2567200.0
Sommers_minimumiceextent,454200.0,-2564000.0
Sommers_minimumiceextent,455000.0,-2563200.0
Sommers_minimumiceextent,458200.0,-2560000.0
Sommers_minimumiceextent,455000.0,-2556800.0
Sommers_minimumiceextent,454200.0,-2556000.0
Sommers_minimumiceextent,455000.0,-2555200.0
Sommers_minimumiceextent,459000.0,-2555200.0
Sommers_minimumiceextent,462200.0,-2552000.0
Sommers_minimumiceextent,463000.0,-2551200.0
Sommers_minimumiceextent,466200.0,-2548000.0
Sommers_minimumiceextent,463000.0,-2544800.0
Sommers_minimumiceextent,462200.0,-2544000.0
Sommers_minimumiceextent,463000.0,-2543200.0
Sommers_minimumiceextent,467000.0,-2543200.0
Sommers_minimumiceextent,470200.0,-2540000.0
Sommers_minimumiceextent,470200.0,-2536000.0
Sommers_minimumiceextent,471000.0,-2535200.0
Sommers_minimumiceextent,474200.0,-2532000.0
Sommers_minimumiceextent,475000.0,-2531200.0
Sommers_minimumiceextent,478200.0,-2528000.0
Sommers_minimumiceextent,479000.0,-2527200.0
Sommers_minimumiceextent,482200.0,-2524000.0
Sommers_minimumiceextent,482200.0,-2520000.0
Sommers_minimumiceextent,482200.0,-2516000.0
Sommers_minimumiceextent,483000.0,-2515200.0
Sommers_minimumiceextent,486200.0,-2512000.0
Sommers_minimumiceextent,486200.0,-2508000.0
Sommers_minimumiceextent,487000.0,-2507200.0
Sommers_minimumiceextent,490200.0,-2504000.0
Sommers_minimumiceextent,491000.0,-2503200.0
Sommers_minimumiceextent,494200.0,-2500000.0
Sommers_minimumiceextent,494200.0,-2496000.0
Sommers_minimumiceextent,491000.0,-2492800.0
Sommers_minimumiceextent,490200.0,-2492000.0
Sommers_minimumiceextent,487000.0,-2488800.0
Sommers_minimumiceextent,486200.0,-2488000.0
Sommers_minimumiceextent,487000.0,-2487200.0
Sommers_minimumiceextent,490200.0,-2484000.0
Sommers_minimumiceextent,490200.0,-2480000.0
Sommers_minimumiceextent,491000.0,-2479200.0
Sommers_minimumiceextent,491800.0,-2480000.0
Sommers_minimumiceextent,495000.0,-2483200.0
Sommers_minimumiceextent,498200.0,-2480000.0
Sommers_minimumiceextent,495000.0,-2476800.0
Sommers_minimumiceextent,494200.0,-2476000.0
Sommers_minimumiceextent,495000.0,-2475200.0
Sommers_minimumiceextent,498200.0,-2472000.0
Sommers_minimumiceextent,499000.0,-2471200.0
Sommers_minimumiceextent,502200.0,-2468000.0
