lat,lon,n_celdas_025,inicio_dias_decada,fin_dias_decada,temporada_dias_decada
31.5,-104.5,16,-9.824,7.784,17.608
31.5,-103.5,16,-12.62,8.107,20.727
31.5,-102.5,16,-12.876,1.789,14.665
31.5,-101.5,16,-7.022,3.733,10.754
31.5,-100.5,16,-7.514,10.008,17.522
31.5,-99.5,16,-10.265,6.947,17.211
31.5,-98.5,16,-6.385,7.316,13.701
31.5,-97.5,16,0.686,6.627,5.941
31.5,-96.5,16,-2.334,5.823,8.156
31.5,-95.5,16,-1.505,9.264,10.769
31.5,-94.5,16,-3.677,10.458,14.134
31.5,-93.5,16,0.841,12.912,12.071
31.5,-92.5,16,-0.439,13.725,14.164
31.5,-91.5,16,-4.092,10.314,14.406
31.5,-90.5,16,-5.745,6.634,12.379
31.5,-89.5,16,-6.929,5.822,12.752
31.5,-88.5,16,-8.54,2.91,11.45
31.5,-87.5,16,-8.411,-1.384,7.027
31.5,-86.5,16,-8.506,-1.098,7.408
31.5,-85.5,16,-2.935,3.313,6.248
31.5,-84.5,16,-1.872,2.56,4.432
31.5,-83.5,16,-2.561,4.643,7.204
31.5,-82.5,16,-4.972,2.158,7.129
31.5,-81.5,16,-4.906,-2.758,2.149
31.5,-80.5,7,-7.324,1.882,9.207
31.5,-65.5,1,-6.942,23.464,30.405
31.5,-64.5,2,-9.539,22.938,32.477
31.5,-9.5,15,-4.685,-3.424,1.261
31.5,-8.5,16,-10.271,-1.728,8.544
31.5,-7.5,16,-15.88,2.86,18.739
31.5,-6.5,16,-11.66,6.016,17.676
31.5,-5.5,16,-7.99,10.694,18.684
31.5,-4.5,16,-9.036,15.521,24.557
31.5,-3.5,16,-4.312,23.722,28.034
31.5,-2.5,16,-4.582,25.039,29.621
31.5,-1.5,16,-6.527,26.627,33.155
31.5,-0.5,16,-7.519,22.789,30.308
31.5,0.5,16,-12.755,17.861,30.616
31.5,1.5,16,-12.509,15.937,28.446
31.5,2.5,16,-6.862,17.086,23.948
31.5,3.5,16,-4.346,17.265,21.612
31.5,4.5,16,-1.883,13.846,15.729
31.5,5.5,16,-8.157,13.984,22.141
31.5,6.5,16,-6.623,13.143,19.766
31.5,7.5,16,-7.264,12.122,19.386
31.5,8.5,16,-7.381,13.162,20.543
31.5,9.5,16,-3.974,13.488,17.463
31.5,10.5,16,-5.232,8.488,13.72
31.5,11.5,16,-7.092,2.746,9.837
31.5,12.5,16,-4.799,-2.977,1.821
31.5,13.5,16,-3.582,-1.877,1.705
31.5,14.5,16,-3.313,0.923,4.236
31.5,15.5,15,-5.269,4.953,10.223
31.5,16.5,8,-1.796,7.315,9.11
31.5,17.5,6,-1.214,3.159,4.374
31.5,18.5,1,-3.648,8.915,12.563
31.5,19.5,4,-0.45,13.531,13.981
31.5,20.5,16,-5.008,5.987,10.995
31.5,21.5,16,-1.848,3.341,5.189
31.5,22.5,16,-2.805,2.455,5.26
31.5,23.5,16,-2.346,1.152,3.498
31.5,24.5,16,-1.332,2.509,3.841
31.5,25.5,13,-1.772,7.697,9.47
31.5,26.5,12,-4.006,8.369,12.376
31.5,27.5,9,-6.267,10.723,16.99
31.5,28.5,5,-7.035,11.951,18.986
31.5,29.5,6,-7.589,12.835,20.424
31.5,30.5,11,-10.71,8.672,19.382
31.5,31.5,12,-5.292,14.232,19.524
31.5,32.5,10,-8.947,16.26,25.207
31.5,33.5,6,-10.983,9.28,20.263
31.5,34.5,13,-6.683,3.365,10.048
31.5,35.5,16,-8.996,-0.107,8.889
31.5,36.5,16,-12.813,3.193,16.006
31.5,37.5,16,-14.279,5.301,19.58
31.5,38.5,16,-12.422,7.327,19.749
31.5,39.5,16,-8.093,9.709,17.802
31.5,40.5,16,-7.374,11.114,18.488
31.5,41.5,16,-8.395,10.476,18.872
31.5,42.5,16,-7.343,9.845,17.189
31.5,43.5,16,-6.795,9.131,15.927
31.5,44.5,16,-8.169,6.786,14.955
31.5,45.5,16,-9.108,5.036,14.144
31.5,46.5,16,-10.941,6.637,17.579
31.5,47.5,16,-9.166,7.294,16.461
31.5,48.5,16,-3.183,17.663,20.846
31.5,49.5,16,-0.497,21.272,21.769
31.5,50.5,16,-6.317,9.394,15.711
31.5,51.5,16,-5.016,19.918,24.934
31.5,52.5,16,-2.27,15.388,17.658
31.5,53.5,16,-3.428,14.027,17.455
31.5,54.5,16,-3.563,12.286,15.849
31.5,55.5,16,-7.717,7.756,15.473
31.5,56.5,16,-5.397,8.791,14.188
31.5,57.5,16,-8.994,8.264,17.259
31.5,58.5,16,-8.588,10.095,18.683
31.5,59.5,16,-8.546,7.77,16.317
31.5,60.5,16,-8.048,7.176,15.225
31.5,61.5,16,-10.074,7.374,17.448
31.5,62.5,16,-2.611,8.802,11.413
31.5,63.5,16,-3.8,11.664,15.464
31.5,64.5,16,-0.632,15.365,15.997
31.5,65.5,16,-3.572,13.938,17.51
31.5,66.5,16,-8.53,11.395,19.925
31.5,67.5,16,-6.838,9.066,15.904
31.5,68.5,16,-3.592,1.461,5.053
31.5,69.5,16,1.037,1.239,0.203
31.5,70.5,16,1.654,5.599,3.945
31.5,71.5,16,5.126,1.329,-3.798
31.5,72.5,16,1.528,-9.039,-10.567
31.5,73.5,16,4.062,-9.437,-13.499
31.5,74.5,16,2.039,-2.085,-4.124
31.5,75.5,16,4.679,3.061,-1.618
31.5,76.5,16,2.479,6.117,3.638
31.5,77.5,16,7.966,17.865,9.899
31.5,78.5,16,4.236,11.989,7.753
31.5,79.5,16,2.765,12.433,9.668
31.5,80.5,16,5.837,10.858,5.021
31.5,81.5,16,3.871,6.859,2.989
31.5,82.5,16,1.049,1.969,0.92
31.5,83.5,16,1.143,3.179,2.036
31.5,84.5,16,2.666,-0.244,-2.91
31.5,85.5,16,5.237,-2.141,-7.378
31.5,86.5,16,6.566,-1.585,-8.151
31.5,87.5,16,5.313,0.451,-4.862
31.5,88.5,16,0.852,3.481,2.629
31.5,89.5,16,-0.462,3.944,4.407
31.5,90.5,16,0.656,7.55,6.895
31.5,91.5,16,3.302,11.749,8.447
31.5,92.5,16,5.299,10.492,5.193
31.5,93.5,16,5.615,11.964,6.349
31.5,94.5,16,6.981,11.961,4.98
31.5,95.5,16,7.251,9.012,1.761
31.5,96.5,16,2.878,3.805,0.927
31.5,97.5,16,4.017,4.412,0.395
31.5,98.5,16,4.666,5.571,0.905
31.5,99.5,16,4.375,8.643,4.268
31.5,100.5,16,2.914,11.065,8.151
31.5,101.5,16,2.835,14.38,11.544
31.5,102.5,16,8.453,18.758,10.305
31.5,103.5,16,10.299,15.531,5.231
31.5,104.5,16,0.342,10.146,9.804
31.5,105.5,16,-1.288,6.629,7.917
31.5,106.5,16,2.248,4.247,2.0
31.5,107.5,16,3.034,4.475,1.441
31.5,108.5,16,2.826,9.059,6.233
31.5,109.5,16,5.805,9.397,3.592
31.5,110.5,16,2.433,8.381,5.948
31.5,111.5,16,0.188,4.971,4.783
31.5,112.5,16,5.927,5.579,-0.348
31.5,113.5,16,5.376,10.287,4.911
31.5,114.5,16,0.243,12.313,12.07
31.5,115.5,16,1.874,11.676,9.802
31.5,116.5,16,-5.321,9.341,14.663
31.5,117.5,16,-2.378,13.362,15.74
31.5,118.5,16,-1.804,12.59,14.394
31.5,119.5,16,-4.506,11.548,16.053
31.5,120.5,16,-3.869,10.744,14.613
31.5,121.5,16,-6.899,12.052,18.951
31.5,122.5,4,-17.955,13.723,31.678
31.5,128.5,4,-4.112,13.726,17.838
31.5,129.5,8,-2.156,14.99,17.147
31.5,130.5,16,-2.806,14.896,17.702
31.5,131.5,16,-3.549,8.175,11.724
30.5,-116.5,5,-0.272,4.29,4.563
30.5,-115.5,16,-1.551,0.515,2.066
30.5,-114.5,15,2.295,7.926,5.631
30.5,-113.5,6,1.05,-0.174,-1.224
30.5,-112.5,16,-2.887,5.472,8.36
30.5,-111.5,16,-1.828,11.468,13.296
30.5,-110.5,16,-5.545,5.678,11.223
30.5,-109.5,16,-9.278,3.555,12.833
30.5,-108.5,16,-9.086,-1.296,7.79
30.5,-107.5,16,-9.618,2.676,12.293
30.5,-106.5,16,-7.986,8.459,16.445
30.5,-105.5,16,-7.068,8.005,15.073
30.5,-104.5,16,-8.241,7.9,16.141
30.5,-103.5,16,-12.357,6.708,19.065
30.5,-102.5,16,-6.927,5.418,12.345
30.5,-101.5,16,-4.277,6.643,10.92
30.5,-100.5,16,-6.288,8.754,15.042
30.5,-99.5,16,-3.941,9.128,13.068
30.5,-98.5,16,-4.284,11.757,16.041
30.5,-97.5,16,2.721,10.877,8.156
30.5,-96.5,16,-2.884,9.223,12.107
30.5,-95.5,16,-7.345,4.179,11.524
30.5,-94.5,16,-0.235,8.356,8.591
30.5,-93.5,16,-2.888,8.455,11.342
30.5,-92.5,16,-6.919,9.031,15.95
30.5,-91.5,16,-10.438,6.257,16.695
30.5,-90.5,16,-3.965,9.31,13.275
30.5,-89.5,16,-5.933,6.522,12.455
30.5,-88.5,16,-6.296,8.287,14.583
30.5,-87.5,16,-4.363,4.905,9.268
30.5,-86.5,16,-1.934,2.428,4.362
30.5,-85.5,16,-0.082,3.066,3.148
30.5,-84.5,16,-1.736,5.376,7.112
30.5,-83.5,16,-2.912,5.389,8.302
30.5,-82.5,16,-7.934,-0.279,7.655
30.5,-81.5,16,-5.251,-0.136,5.114
30.5,-80.5,4,-3.749,5.822,9.571
30.5,-15.5,2,-10.664,-3.305,7.359
30.5,-9.5,16,-5.01,-4.298,0.712
30.5,-8.5,16,-12.53,-1.277,11.253
30.5,-7.5,16,-11.436,7.26,18.696
30.5,-6.5,16,-7.315,10.545,17.86
30.5,-5.5,16,-5.515,12.987,18.501
30.5,-4.5,16,-4.034,19.26,23.294
30.5,-3.5,16,-4.989,24.984,29.973
30.5,-2.5,16,-4.553,22.842,27.395
30.5,-1.5,16,-6.76,22.998,29.758
30.5,-0.5,16,-5.896,23.664,29.56
30.5,0.5,16,-6.164,20.3,26.464
30.5,1.5,16,-8.846,17.535,26.381
30.5,2.5,16,-8.561,13.638,22.199
30.5,3.5,16,-8.837,13.507,22.344
30.5,4.5,16,-5.879,14.211,20.089
30.5,5.5,16,-8.543,12.498,21.041
30.5,6.5,16,-7.9,11.85,19.75
30.5,7.5,16,-7.438,11.673,19.111
30.5,8.5,16,-5.399,12.628,18.027
30.5,9.5,16,-4.507,12.671,17.177
30.5,10.5,16,-4.576,8.065,12.641
30.5,11.5,16,-6.425,5.287,11.712
30.5,12.5,16,-7.305,1.722,9.027
30.5,13.5,16,-6.052,5.235,11.287
30.5,14.5,16,-3.275,1.488,4.762
30.5,15.5,16,-4.974,-0.425,4.549
30.5,16.5,16,-6.372,-1.42,4.952
30.5,17.5,16,-6.304,-0.094,6.21
30.5,18.5,15,-3.225,4.025,7.25
30.5,19.5,10,-1.766,9.19,10.957
30.5,20.5,16,-3.994,5.744,9.738
30.5,21.5,16,-2.137,2.517,4.654
30.5,22.5,16,-3.367,0.624,3.991
30.5,23.5,16,-5.512,-3.167,2.346
30.5,24.5,16,-3.761,-0.193,3.568
30.5,25.5,16,-0.144,1.923,2.067
30.5,26.5,16,-1.081,4.138,5.22
30.5,27.5,16,0.138,9.333,9.195
30.5,28.5,16,-3.379,8.498,11.877
30.5,29.5,16,-7.127,4.457,11.584
30.5,30.5,16,-6.071,6.547,12.619
30.5,31.5,16,-3.931,11.966,15.897
30.5,32.5,16,-6.214,3.588,9.802
30.5,33.5,16,-8.381,1.367,9.748
30.5,34.5,16,-7.627,-1.674,5.953
30.5,35.5,16,-8.599,-0.819,7.781
30.5,36.5,16,-12.061,5.018,17.079
30.5,37.5,16,-13.612,7.172,20.784
30.5,38.5,16,-14.681,7.173,21.853
30.5,39.5,16,-13.5,11.16,24.659
30.5,40.5,16,-13.064,13.902,26.966
30.5,41.5,16,-9.334,14.041,23.375
30.5,42.5,16,-9.613,11.482,21.096
30.5,43.5,16,-6.817,8.938,15.755
30.5,44.5,16,-7.362,5.793,13.156
30.5,45.5,16,-11.138,8.306,19.443
30.5,46.5,16,-11.015,8.895,19.909
30.5,47.5,16,-8.111,8.07,16.181
30.5,48.5,16,-4.612,11.914,16.526
30.5,49.5,16,1.433,12.869,11.436
30.5,50.5,16,-0.96,15.725,16.685
30.5,51.5,16,-3.971,14.921,18.892
30.5,52.5,16,-9.494,18.266,27.76
30.5,53.5,16,-6.952,12.003,18.955
30.5,54.5,16,-5.214,11.501,16.715
30.5,55.5,16,-5.799,8.501,14.3
30.5,56.5,16,-7.922,5.322,13.243
30.5,57.5,16,-9.73,7.214,16.944
30.5,58.5,16,-9.255,9.452,18.707
30.5,59.5,16,-8.56,8.66,17.22
30.5,60.5,16,-9.268,2.059,11.327
30.5,61.5,16,-6.629,3.703,10.332
30.5,62.5,16,-2.919,9.95,12.869
30.5,63.5,16,-2.699,9.999,12.697
30.5,64.5,16,-4.34,10.506,14.846
30.5,65.5,16,-3.197,12.084,15.281
30.5,66.5,16,-9.072,10.037,19.109
30.5,67.5,16,-7.419,9.148,16.567
30.5,68.5,16,-3.501,6.678,10.179
30.5,69.5,16,-1.978,5.914,7.892
30.5,70.5,16,0.313,-1.673,-1.985
30.5,71.5,16,-3.512,-13.221,-9.71
30.5,72.5,16,-6.17,-22.24,-16.07
30.5,73.5,16,-6.964,-20.84,-13.876
30.5,74.5,16,-1.763,-12.97,-11.208
30.5,75.5,16,4.282,-4.989,-9.271
30.5,76.5,16,6.537,6.353,-0.184
30.5,77.5,16,6.702,12.09,5.387
30.5,78.5,16,11.689,18.637,6.948
30.5,79.5,16,7.612,14.157,6.545
30.5,80.5,16,3.75,7.528,3.779
30.5,81.5,16,5.101,7.941,2.841
30.5,82.5,16,3.746,7.648,3.902
30.5,83.5,16,4.133,6.269,2.135
30.5,84.5,16,2.174,4.902,2.728
30.5,85.5,16,3.481,1.617,-1.864
30.5,86.5,16,4.005,3.259,-0.747
30.5,87.5,16,4.076,8.473,4.397
30.5,88.5,16,6.696,12.746,6.05
30.5,89.5,16,7.062,12.807,5.745
30.5,90.5,16,6.026,12.768,6.742
30.5,91.5,16,6.746,14.517,7.771
30.5,92.5,16,7.417,12.384,4.968
30.5,93.5,16,7.17,13.183,6.013
30.5,94.5,16,7.168,9.088,1.92
30.5,95.5,16,5.852,8.995,3.143
30.5,96.5,16,-1.899,6.323,8.222
30.5,97.5,16,0.537,4.253,3.716
30.5,98.5,16,5.155,4.094,-1.061
30.5,99.5,16,7.215,8.91,1.695
30.5,100.5,16,5.472,10.204,4.732
30.5,101.5,16,6.776,16.205,9.429
30.5,102.5,16,8.457,18.886,10.429
30.5,103.5,16,3.312,12.544,9.232
30.5,104.5,16,-3.415,5.356,8.771
30.5,105.5,16,1.858,7.276,5.419
30.5,106.5,16,3.532,9.136,5.603
30.5,107.5,16,6.539,11.681,5.142
30.5,108.5,16,8.275,11.502,3.227
30.5,109.5,16,6.146,10.568,4.422
30.5,110.5,16,4.015,10.989,6.975
30.5,111.5,16,3.208,11.547,8.338
30.5,112.5,16,5.737,13.199,7.462
30.5,113.5,16,0.833,12.553,11.72
30.5,114.5,16,-1.894,12.36,14.254
30.5,115.5,16,0.542,14.092,13.55
30.5,116.5,16,-0.788,16.011,16.799
30.5,117.5,16,-0.407,16.219,16.625
30.5,118.5,16,2.45,15.557,13.108
30.5,119.5,16,1.406,13.678,12.272
30.5,120.5,16,-3.434,14.103,17.537
30.5,121.5,16,-8.178,12.317,20.495
30.5,122.5,16,-14.354,9.674,24.028
30.5,123.5,3,-13.439,16.843,30.282
30.5,129.5,4,-10.247,10.464,20.71
30.5,130.5,16,-5.21,14.015,19.225
30.5,131.5,10,-2.773,13.778,16.551
30.5,140.5,10,1.587,12.067,10.48
29.5,-118.5,2,-1.826,7.609,9.434
29.5,-117.5,1,1.579,8.874,7.295
29.5,-115.5,12,0.527,2.133,1.606
29.5,-114.5,16,-0.769,5.099,5.868
29.5,-113.5,12,1.82,6.471,4.651
29.5,-112.5,15,-1.169,2.746,3.915
29.5,-111.5,16,-0.264,9.347,9.611
29.5,-110.5,16,-4.218,10.746,14.964
29.5,-109.5,16,-8.798,6.5,15.298
29.5,-108.5,16,-8.415,3.33,11.745
29.5,-107.5,16,-6.038,-0.54,5.498
29.5,-106.5,16,-9.107,4.823,13.931
29.5,-105.5,16,-8.213,6.591,14.804
29.5,-104.5,16,-7.777,6.753,14.53
29.5,-103.5,16,-8.289,3.169,11.458
29.5,-102.5,16,-6.335,6.014,12.348
29.5,-101.5,16,-2.962,11.482,14.444
29.5,-100.5,16,-3.628,7.328,10.956
29.5,-99.5,16,-4.796,11.095,15.891
29.5,-98.5,16,-1.551,14.578,16.13
29.5,-97.5,16,0.225,16.653,16.428
29.5,-96.5,16,-7.156,13.249,20.405
29.5,-95.5,16,-13.14,1.271,14.411
29.5,-94.5,14,-8.484,2.66,11.144
29.5,-93.5,12,-8.791,6.74,15.531
29.5,-92.5,12,-5.615,4.972,10.586
29.5,-91.5,16,-3.345,8.877,12.222
29.5,-90.5,16,-1.553,9.786,11.339
29.5,-89.5,16,-6.641,7.696,14.337
29.5,-88.5,10,-7.357,7.148,14.505
29.5,-87.5,4,-3.511,5.997,9.509
29.5,-86.5,2,-7.523,3.268,10.791
29.5,-85.5,9,-2.212,3.686,5.898
29.5,-84.5,11,-1.918,4.739,6.657
29.5,-83.5,12,-1.726,7.045,8.771
29.5,-82.5,16,-8.234,6.548,14.782
29.5,-81.5,16,-3.876,6.164,10.04
29.5,-80.5,5,-4.85,3.956,8.806
29.5,-15.5,2,-13.262,-6.469,6.793
29.5,-13.5,4,-16.079,1.189,17.268
29.5,-10.5,4,-4.775,0.292,5.067
29.5,-9.5,16,-6.242,-3.016,3.226
29.5,-8.5,16,-9.314,1.489,10.803
29.5,-7.5,16,-6.093,7.226,13.319
29.5,-6.5,16,-6.278,11.859,18.137
29.5,-5.5,16,-3.31,21.893,25.203
29.5,-4.5,16,-3.185,25.846,29.031
29.5,-3.5,16,-5.7,20.914,26.614
29.5,-2.5,16,-7.703,21.012,28.715
29.5,-1.5,16,-7.85,20.539,28.389
29.5,-0.5,16,-6.305,20.647,26.952
29.5,0.5,16,-6.034,18.639,24.673
29.5,1.5,16,-7.756,14.492,22.248
29.5,2.5,16,-6.127,12.035,18.163
29.5,3.5,16,-9.376,11.354,20.73
29.5,4.5,16,-7.946,12.461,20.407
29.5,5.5,16,-10.376,12.852,23.228
29.5,6.5,16,-9.161,12.175,21.337
29.5,7.5,16,-4.492,13.629,18.121
29.5,8.5,16,-5.321,13.561,18.882
29.5,9.5,16,-6.014,9.861,15.875
29.5,10.5,16,-5.571,9.654,15.224
29.5,11.5,16,-8.063,4.478,12.541
29.5,12.5,16,-6.099,4.681,10.78
29.5,13.5,16,-3.043,3.001,6.044
29.5,14.5,16,-3.018,5.699,8.717
29.5,15.5,16,-6.432,3.673,10.106
29.5,16.5,16,-8.016,1.655,9.672
29.5,17.5,16,-4.562,4.094,8.655
29.5,18.5,16,-4.155,4.686,8.841
29.5,19.5,16,-2.201,2.914,5.114
29.5,20.5,16,-0.671,3.169,3.84
29.5,21.5,16,-0.742,1.483,2.226
29.5,22.5,16,-3.805,-0.838,2.967
29.5,23.5,16,-3.336,0.417,3.753
29.5,24.5,16,-5.509,-0.95,4.559
29.5,25.5,16,-3.222,3.126,6.348
29.5,26.5,16,-6.64,3.006,9.646
29.5,27.5,16,-4.702,1.346,6.048
29.5,28.5,16,-7.232,-0.558,6.674
29.5,29.5,16,-6.196,2.925,9.121
29.5,30.5,16,-3.62,4.732,8.352
29.5,31.5,16,-5.217,4.271,9.488
29.5,32.5,16,-9.125,3.653,12.777
29.5,33.5,16,-8.561,-1.282,7.279
29.5,34.5,16,-8.028,-0.045,7.983
29.5,35.5,16,-7.95,2.883,10.833
29.5,36.5,16,-11.776,7.926,19.702
29.5,37.5,16,-15.085,9.033,24.118
29.5,38.5,16,-16.044,7.915,23.959
29.5,39.5,16,-14.349,12.27,26.619
29.5,40.5,16,-13.229,15.874,29.103
29.5,41.5,16,-6.251,18.364,24.615
29.5,42.5,16,0.244,21.791,21.547
29.5,43.5,16,-6.403,13.101,19.504
29.5,44.5,16,-10.959,12.116,23.074
29.5,45.5,16,-10.887,10.861,21.747
29.5,46.5,16,-11.515,8.237,19.752
29.5,47.5,16,-6.832,10.236,17.068
29.5,48.5,14,-9.123,5.399,14.522
29.5,49.5,8,-4.68,12.467,17.147
29.5,50.5,14,-0.441,11.917,12.357
29.5,51.5,16,-3.854,13.581,17.435
29.5,52.5,16,-13.474,9.2,22.673
29.5,53.5,16,-13.409,12.719,26.129
29.5,54.5,16,-7.046,11.809,18.855
29.5,55.5,16,-4.023,11.909,15.932
29.5,56.5,16,-2.891,9.151,12.042
29.5,57.5,16,-5.465,7.99,13.456
29.5,58.5,16,-6.71,2.786,9.496
29.5,59.5,16,-5.081,8.794,13.875
29.5,60.5,16,-6.685,7.586,14.271
29.5,61.5,16,-7.901,2.706,10.607
29.5,62.5,16,-7.13,6.432,13.562
29.5,63.5,16,-4.006,10.323,14.33
29.5,64.5,16,-7.442,9.015,16.458
29.5,65.5,16,-6.982,8.086,15.068
29.5,66.5,16,-9.977,9.105,19.083
29.5,67.5,16,-1.791,6.577,8.369
29.5,68.5,16,-0.903,6.124,7.026
29.5,69.5,16,-1.654,1.991,3.645
29.5,70.5,16,-0.504,-4.216,-3.711
29.5,71.5,16,-3.963,-14.322,-10.359
29.5,72.5,16,-5.852,-13.6,-7.747
29.5,73.5,16,-5.536,-16.287,-10.751
29.5,74.5,16,-3.861,-10.822,-6.961
29.5,75.5,16,-3.314,-2.61,0.704
29.5,76.5,16,2.018,-2.426,-4.444
29.5,77.5,16,6.663,5.237,-1.425
29.5,78.5,16,10.98,12.912,1.932
29.5,79.5,16,13.761,14.621,0.86
29.5,80.5,16,12.558,15.933,3.375
29.5,81.5,16,6.164,9.691,3.527
29.5,82.5,16,5.208,10.451,5.244
29.5,83.5,16,3.797,9.52,5.723
29.5,84.5,16,5.598,9.541,3.943
29.5,85.5,16,5.609,12.382,6.773
29.5,86.5,16,6.134,10.944,4.81
29.5,87.5,16,3.452,11.376,7.924
29.5,88.5,16,7.757,12.604,4.847
29.5,89.5,16,7.905,12.281,4.375
29.5,90.5,16,7.268,13.364,6.097
29.5,91.5,16,4.433,10.274,5.84
29.5,92.5,16,10.386,17.492,7.106
29.5,93.5,16,9.582,12.798,3.216
29.5,94.5,16,4.144,11.52,7.376
29.5,95.5,16,5.709,8.928,3.219
29.5,96.5,16,4.898,13.847,8.949
29.5,97.5,16,2.392,10.036,7.644
29.5,98.5,16,9.074,10.412,1.338
29.5,99.5,16,10.951,13.069,2.119
29.5,100.5,16,11.323,15.434,4.111
29.5,101.5,16,9.001,15.735,6.734
29.5,102.5,16,7.56,17.224,9.663
29.5,103.5,16,3.779,13.036,9.257
29.5,104.5,16,-0.155,8.236,8.391
29.5,105.5,16,3.883,9.282,5.399
29.5,106.5,16,6.16,8.835,2.675
29.5,107.5,16,5.5,10.04,4.54
29.5,108.5,16,5.543,14.627,9.084
29.5,109.5,16,4.516,10.795,6.279
29.5,110.5,16,3.417,14.486,11.068
29.5,111.5,16,1.513,14.051,12.538
29.5,112.5,16,3.753,16.372,12.619
29.5,113.5,16,3.765,13.098,9.334
29.5,114.5,16,0.141,12.842,12.701
29.5,115.5,16,-4.256,14.184,18.44
29.5,116.5,16,-2.901,13.926,16.827
29.5,117.5,16,-0.542,15.651,16.194
29.5,118.5,16,4.523,19.963,15.439
29.5,119.5,16,6.776,22.685,15.909
29.5,120.5,16,3.536,23.744,20.208
29.5,121.5,16,-2.898,18.249,21.147
29.5,122.5,12,-11.196,8.66,19.855
29.5,123.5,1,-14.478,11.684,26.162
29.5,129.5,13,-6.755,11.226,17.981
29.5,130.5,6,-4.473,12.768,17.241
29.5,131.5,1,-0.196,17.954,18.15
28.5,-118.5,4,0.92,10.525,9.605
28.5,-117.5,2,1.357,10.229,8.872
28.5,-115.5,8,0.428,3.182,2.754
28.5,-114.5,11,1.607,3.949,2.342
28.5,-113.5,16,-0.531,1.96,2.491
28.5,-112.5,14,-0.242,0.369,0.611
28.5,-111.5,16,-6.768,1.028,7.796
28.5,-110.5,16,-3.42,5.76,9.18
28.5,-109.5,16,-4.95,5.006,9.956
28.5,-108.5,16,-5.038,1.578,6.616
28.5,-107.5,16,-3.855,3.787,7.642
28.5,-106.5,16,-8.188,6.167,14.354
28.5,-105.5,16,-6.907,8.555,15.462
28.5,-104.5,16,-6.01,9.385,15.396
28.5,-103.5,16,-6.817,6.64,13.457
28.5,-102.5,16,-0.309,12.058,12.367
28.5,-101.5,16,-4.638,11.06,15.698
28.5,-100.5,16,-1.101,13.111,14.212
28.5,-99.5,16,-0.024,15.901,15.924
28.5,-98.5,16,4.993,19.91,14.917
28.5,-97.5,16,-2.131,9.127,11.257
28.5,-96.5,16,-10.184,3.855,14.039
28.5,-95.5,12,-10.231,-0.122,10.109
28.5,-94.5,1,-6.024,11.3,17.324
28.5,-91.5,1,0.237,8.721,8.484
28.5,-90.5,4,-6.074,4.936,11.01
28.5,-89.5,6,-9.44,5.112,14.553
28.5,-88.5,1,-12.437,0.331,12.768
28.5,-83.5,1,-3.981,1.264,5.245
28.5,-82.5,16,-4.568,3.985,8.553
28.5,-81.5,16,1.46,3.002,1.543
28.5,-80.5,12,-1.172,8.314,9.486
28.5,-18.5,2,-6.773,4.295,11.067
28.5,-17.5,12,-11.233,1.936,13.169
28.5,-16.5,11,-13.778,-2.326,11.453
28.5,-15.5,9,-10.163,6.035,16.198
28.5,-14.5,5,-10.393,4.435,14.828
28.5,-13.5,13,-11.838,3.833,15.671
28.5,-12.5,1,-3.419,11.292,14.711
28.5,-11.5,13,-5.794,5.34,11.134
28.5,-10.5,16,-4.365,-2.917,1.448
28.5,-9.5,16,-12.791,-1.348,11.443
28.5,-8.5,16,-13.991,2.492,16.483
28.5,-7.5,16,-10.661,6.368,17.029
28.5,-6.5,16,-5.626,16.562,22.188
28.5,-5.5,16,-5.615,23.386,29.001
28.5,-4.5,16,-6.964,22.803,29.767
28.5,-3.5,16,-8.089,19.484,27.573
28.5,-2.5,16,-9.562,17.57,27.132
28.5,-1.5,16,-7.5,15.378,22.878
28.5,-0.5,16,-5.4,15.685,21.085
28.5,0.5,16,-5.201,13.92,19.121
28.5,1.5,16,-2.991,11.818,14.809
28.5,2.5,16,-1.797,9.187,10.984
28.5,3.5,16,-4.282,11.202,15.484
28.5,4.5,16,-6.008,12.064,18.071
28.5,5.5,16,-7.025,11.21,18.235
28.5,6.5,16,-2.319,12.931,15.25
28.5,7.5,16,-1.518,13.337,14.854
28.5,8.5,16,-4.003,14.013,18.015
28.5,9.5,16,-6.176,11.504,17.68
28.5,10.5,16,-6.331,7.674,14.005
28.5,11.5,16,-6.779,5.045,11.824
28.5,12.5,16,-6.025,5.683,11.707
28.5,13.5,16,-2.723,3.954,6.677
28.5,14.5,16,-1.443,1.804,3.247
28.5,15.5,16,-0.583,0.767,1.35
28.5,16.5,16,2.794,0.467,-2.327
28.5,17.5,16,2.463,3.648,1.185
28.5,18.5,16,1.073,8.061,6.988
28.5,19.5,16,0.802,5.995,5.192
28.5,20.5,16,0.817,3.567,2.749
28.5,21.5,16,-0.146,3.685,3.83
28.5,22.5,16,-2.865,4.347,7.211
28.5,23.5,16,-5.258,3.63,8.888
28.5,24.5,16,-2.191,4.401,6.591
28.5,25.5,16,-0.146,2.541,2.686
28.5,26.5,16,-6.685,-1.749,4.936
28.5,27.5,16,-5.092,-1.421,3.671
28.5,28.5,16,-1.757,2.835,4.593
28.5,29.5,16,-4.817,3.496,8.313
28.5,30.5,16,-1.728,4.672,6.4
28.5,31.5,16,-0.847,5.751,6.598
