case,log10_Ljet,beta,halfOpenAngle_deg,inclination_deg
3,37.052,0.6939,0.7765,27.2659
3,36.7697,0.7309,0.5745,27.4469
3,37.3873,0.7843,1.5286,26.0975
3,37.3351,0.7538,1.9842,27.3763
3,36.6817,0.5713,0.5304,27.212
3,37.1976,0.527,2.057,27.1408
3,37.3912,0.7248,2.5535,26.5536
3,37.2872,0.6154,1.8437,27.596
3,37.2296,0.6902,1.5911,28.9928
3,37.21,0.613,1.1849,27.3545
3,37.469,0.699,2.5637,27.4749
3,37.1367,0.6058,1.2225,28.7382
3,37.3047,0.5952,1.4634,28.1169
3,37.256,0.5683,1.9852,27.0293
3,37.3436,0.6613,1.6589,29.0715
3,37.1077,0.6398,0.9175,27.6987
3,37.1082,0.7311,1.6283,28.313
3,37.5305,0.7371,2.5732,27.3853
3,37.3796,0.6989,1.9002,25.8719
3,37.1541,0.6883,1.2984,28.0471
3,36.6592,0.5388,0.3798,27.5304
3,37.126,0.5467,1.4009,28.2028
3,37.2244,0.7096,1.8151,28.3487
3,37.2173,0.7265,1.6642,27.7497
3,37.2091,0.6427,1.2626,28.3718
3,37.3122,0.6674,1.7306,28.2093
3,36.8516,0.626,0.8438,27.8982
3,37.1422,0.607,2.1981,26.9418
3,37.1703,0.7396,0.9848,27.8194
3,37.4339,0.6467,1.8474,25.9774
3,36.4355,0.4938,0.3095,27.5244
3,37.3204,0.6122,1.9882,26.6171
3,37.3068,0.5407,1.9023,26.7591
3,36.973,0.5324,1.3708,28.2262
3,37.3407,0.6787,1.8533,29.562
3,36.7307,0.629,0.5482,27.4116
3,37.3698,0.7148,2.3588,27.6896
3,37.4048,0.7044,2.2858,26.7728
3,36.6895,0.682,0.343,27.8539
3,37.2675,0.4874,1.2634,27.2616
3,37.0872,0.6267,1.0886,29.2346
3,36.9406,0.6474,0.4918,27.398
3,36.9728,0.7459,0.6674,26.7329
3,37.4545,0.6609,2.5919,27.8361
3,36.9124,0.7286,0.9884,29.0533
3,37.1129,0.5825,0.8465,27.1374
3,37.0566,0.5453,0.6903,27.9673
3,37.3145,0.6233,1.5612,28.4964
3,37.3631,0.625,2.7093,27.828
3,36.9944,0.6684,0.964,28.3951
3,36.7721,0.705,0.5002,27.1545
3,37.3581,0.7381,1.2613,27.0122
3,37.1946,0.8013,1.573,28.1438
3,37.123,0.7514,1.1769,27.5746
3,37.3258,0.6184,2.0796,27.2648
3,37.0509,0.7405,1.0539,27.4298
3,37.141,0.7435,1.4568,27.7712
3,37.1721,0.546,2.1417,27.5457
3,36.9958,0.6243,0.8289,26.6795
3,37.2984,0.6554,2.0499,27.4091
3,37.2105,0.5952,1.1296,27.2417
3,37.0344,0.6857,1.0571,29.1527
3,36.0784,0.6158,0.1073,27.2167
3,37.2413,0.6574,1.8067,27.9482
3,37.3662,0.6317,2.0161,28.0711
3,37.0569,0.4734,1.7508,27.4803
3,37.2636,0.7754,2.4122,28.2206
3,36.2282,0.5274,0.204,27.8762
3,36.8888,0.7149,0.5824,27.562
3,36.2826,0.4971,0.31,27.1923
3,37.2029,0.6524,1.7541,28.6741
3,37.3026,0.4979,2.0308,27.7712
3,37.0495,0.6682,0.7695,28.5514
3,37.3738,0.6681,2.4561,28.4713
3,37.259,0.6716,1.5865,26.6616
3,37.2114,0.5352,0.7814,27.4242
3,37.0983,0.6573,1.6375,26.2647
3,36.4008,0.4767,0.34,27.1637
3,37.1526,0.6657,1.0252,27.9118
3,37.2432,0.7341,1.4236,27.2417
3,37.3132,0.7988,2.4521,29.603
3,37.2308,0.7124,1.8938,28.485
3,37.3625,0.7925,1.9249,27.6163
3,37.0125,0.8253,1.6053,27.8286
3,37.127,0.6671,0.9757,27.3247
3,37.3671,0.6667,1.1135,27.3945
3,37.2581,0.6475,1.8639,27.2439
3,36.7613,0.5445,0.666,28.9972
3,37.3082,0.634,2.6041,28.3689
3,37.2655,0.6503,2.0786,27.8168
3,37.4323,0.7016,1.9915,27.5045
3,36.9537,0.7099,0.8412,27.8091
3,37.3468,0.6311,1.5156,26.9804
3,37.1785,0.6247,1.9314,28.3213
3,36.8894,0.8158,1.0153,27.634
3,37.3097,0.6587,1.2809,27.6903
3,37.0864,0.6924,1.1729,28.1165
3,37.396,0.6643,2.1333,29.7274
3,37.2629,0.637,2.5623,28.8935
3,36.8038,0.7268,0.5874,27.4854
3,37.0929,0.6531,1.4668,28.5059
3,37.3563,0.7405,1.9467,27.1947
3,37.4385,0.7661,1.6613,27.3916
3,37.3287,0.6492,1.7932,28.2464
3,37.2044,0.5237,0.986,28.4086
3,37.3269,0.6722,2.4043,27.8921
3,37.3794,0.7173,1.8553,27.6209
3,37.4989,0.7433,2.0186,26.7733
3,37.2753,0.5755,1.3991,28.098
3,36.9519,0.6722,0.6527,27.7939
3,37.4693,0.76,2.4418,28.6232
3,37.1568,0.754,1.5017,26.3964
3,37.236,0.6384,1.613,28.486
3,37.2249,0.6176,2.3083,27.4392
3,37.3275,0.5972,2.4807,28.9586
3,37.131,0.5311,1.1155,28.1215
3,37.2446,0.627,1.995,27.5869
3,37.4613,0.6903,2.0682,26.5811
3,37.2864,0.6605,1.9094,28.6223
3,37.1651,0.6372,1.2263,28.7743
3,36.9689,0.7467,0.7061,27.7714
3,37.1899,0.7594,1.8962,29.1831
3,37.2698,0.5711,1.0731,27.6436
3,36.5008,0.4884,0.4981,27.1672
3,37.0571,0.6783,0.9655,27.3879
3,37.4091,0.6509,1.5657,28.1107
3,37.3035,0.6706,1.4543,28.4707
3,37.0064,0.8452,1.7124,28.528
3,37.1083,0.5409,1.246,28.3218
3,36.976,0.863,1.0902,27.0216
3,37.4248,0.6871,1.7249,27.4612
3,37.1584,0.6804,1.3054,28.0668
3,37.2615,0.6691,1.5669,27.7395
3,37.102,0.4999,1.7103,26.2138
3,37.2261,0.6758,1.6238,27.6728
3,37.412,0.685,1.7621,27.7261
3,37.0997,0.5781,0.8322,26.3328
3,37.0482,0.6276,0.8499,27.3239
3,36.9281,0.8129,1.1207,29.8683
3,36.9772,0.5603,1.1801,27.7835
3,37.2416,0.6325,2.0381,27.5756
3,37.2884,0.6588,1.1904,27.4699
3,37.4402,0.6683,2.045,27.7114
3,37.2628,0.7409,2.5451,28.2869
3,37.2444,0.7455,2.3513,28.2785
3,37.387,0.6617,1.5274,29.184
3,37.2884,0.6186,1.485,26.1339
3,37.3352,0.5444,1.764,27.7149
3,36.9831,0.6913,0.6724,28.0728
3,37.2649,0.5837,1.6995,28.0858
3,36.8717,0.74,0.7329,28.4273
3,37.4537,0.7004,2.0779,27.168
3,37.3163,0.7741,1.4271,27.4748
3,37.2531,0.6597,1.9064,26.8792
3,36.7429,0.5576,0.4737,28.7766
3,37.286,0.6922,1.8124,27.1106
3,36.37,0.5211,0.3634,27.3163
3,37.1386,0.5033,1.4345,27.8095
3,37.1805,0.6248,2.1373,27.0133
3,37.2188,0.4464,1.8776,29.145
3,37.2357,0.7108,1.0244,26.7318
3,37.2807,0.7244,1.5303,28.2077
3,37.4181,0.6691,1.7618,28.3454
3,37.4019,0.7097,1.9176,28.1535
3,37.3213,0.5661,2.0017,28.9061
3,37.0314,0.6756,0.9323,28.9228
3,37.2803,0.6706,1.3718,26.19
3,37.3043,0.5662,2.2191,27.2817
3,37.066,0.6356,0.9404,27.1324
3,37.3673,0.6848,2.2771,28.0055
3,37.2724,0.6307,1.8204,28.7283
3,37.2448,0.5354,2.0562,27.0179
3,37.4076,0.6138,2.2286,27.2957
3,37.1008,0.6042,1.1691,27.9692
3,37.359,0.6117,2.3601,27.1835
3,37.3514,0.7279,1.6291,27.5273
3,37.0621,0.6035,1.3912,28.9271
3,37.3295,0.5772,2.0653,27.296
3,36.6346,0.4566,0.5531,28.0786
3,36.7692,0.4653,0.7268,28.0984
3,37.325,0.5833,1.6342,26.8409
3,37.2549,0.6798,2.2604,27.8739
3,37.288,0.5958,1.9834,26.6593
3,37.3904,0.6497,2.4531,28.0145
3,37.324,0.6476,2.2016,27.7948
3,37.4624,0.7379,2.2965,28.1412
3,37.3094,0.7417,2.4071,27.9081
3,36.9445,0.727,0.7295,27.5822
3,37.3907,0.6076,1.6913,29.6502
3,37.3003,0.4817,1.4475,27.1299
3,37.3794,0.639,2.4917,27.2248
3,36.5995,0.6383,0.3375,27.5065
3,37.3228,0.6273,2.5248,27.427
3,37.1277,0.6701,1.0659,29.4543
3,37.2227,0.6697,1.7423,29.0203
3,37.2183,0.5396,1.8499,27.9697
3,37.4107,0.6743,1.9538,27.7017
3,37.4996,0.7026,2.6326,27.6618
3,37.4729,0.7447,1.8012,26.7438
3,37.2935,0.6601,1.4818,27.5021
3,37.2594,0.6592,1.2521,27.6914
3,36.9781,0.5619,1.3602,28.6886
3,37.3333,0.6826,2.3842,27.3004
3,37.3619,0.6524,2.4513,28.469
3,37.3912,0.6081,1.8279,28.4615
3,36.862,0.637,0.5051,27.5257
3,37.2326,0.7636,1.79,28.4739
3,37.0127,0.6203,0.7085,28.088
3,37.0841,0.5582,0.8508,27.7156
3,37.2867,0.5821,2.1741,29.1662
3,37.2982,0.7264,1.5434,27.4183
3,37.221,0.7357,1.6209,28.0281
3,37.3478,0.6739,2.1622,27.9019
3,37.2891,0.5087,2.1331,28.4461
3,37.2119,0.7661,1.3541,27.5441
3,37.2081,0.6736,2.0041,27.5265
3,37.1065,0.662,1.1522,27.4965
3,37.5182,0.7139,1.5907,27.3579
3,37.3133,0.5948,1.8917,28.2235
3,37.1609,0.6713,1.4454,28.6706
3,36.5213,0.5443,0.2687,27.3774
3,37.4597,0.7219,1.7714,28.2116
3,37.3758,0.6896,2.1934,28.8567
3,36.9579,0.5905,0.6385,28.6976
3,37.4677,0.6957,1.9522,27.6348
3,36.9973,0.7622,0.9782,26.7744
3,37.066,0.7615,0.9497,28.7528
3,37.3706,0.705,1.839,28.0138
3,37.0323,0.4432,1.9274,27.0307
3,37.382,0.6253,1.9857,26.8589
3,36.2787,0.5022,0.3329,26.9567
3,37.0553,0.5486,1.491,28.5188
3,37.4842,0.6585,2.164,29.3796
3,37.285,0.6687,1.2558,27.0401
3,36.8871,0.5769,0.6289,26.693
3,36.9271,0.6644,0.6514,28.1973
3,37.3561,0.6323,2.5219,27.7597
3,37.3442,0.8077,2.5882,27.8766
3,36.8866,0.5115,0.695,27.8245
3,36.1737,0.4568,0.278,26.7872
3,36.6013,0.4756,0.5151,27.6084
3,36.9708,0.5546,0.6898,28.9389
3,37.3232,0.5454,1.2503,27.4009
3,37.3691,0.7857,1.9952,27.6298
3,36.8311,0.8399,0.9434,28.0091
3,36.427,0.3992,0.4395,27.8383
3,37.2356,0.6277,1.4978,28.0772
3,37.1961,0.5884,1.8859,28.9124
3,37.332,0.6181,1.9344,28.4566
3,36.5712,0.6132,0.2993,27.6764
3,37.385,0.7075,1.5814,25.1306
3,37.288,0.5958,1.9834,26.6593
3,37.2863,0.735,1.8338,29.392
3,37.2679,0.7318,1.6146,28.3289
3,36.7663,0.609,0.7721,27.3107
3,37.44,0.7523,2.0834,26.2139
3,37.3097,0.6121,2.5926,28.2691
3,37.312,0.5828,1.3076,27.2797
3,37.0575,0.6284,1.6658,28.2043
3,37.5679,0.7159,2.4375,28.5534
3,37.4486,0.737,1.8709,27.5009
3,37.1032,0.7494,1.0589,27.8194
3,37.3661,0.5856,1.9225,28.9204
3,37.2617,0.7236,1.5162,25.8175
3,37.3561,0.6323,2.5219,27.7597
3,36.9544,0.6318,0.9805,27.5989
3,37.2891,0.6925,1.6888,27.3263
3,37.0384,0.758,0.9295,26.3638
3,37.2936,0.7572,1.6408,27.1079
3,37.4019,0.6065,1.8498,27.4569
3,37.447,0.758,1.8523,28.1053
3,36.9866,0.6557,0.8045,27.7274
3,37.28,0.6633,1.9947,28.1485
3,37.4388,0.7198,1.8853,26.5336
3,37.2729,0.6599,1.8983,27.1446
3,37.458,0.747,2.251,27.9384
3,37.3444,0.7695,1.9766,27.5245
3,37.298,0.5937,1.5861,28.9736
3,37.1466,0.5968,1.1636,26.1727
3,37.477,0.7683,2.7524,27.3158
3,37.2806,0.7768,1.7292,28.5353
3,37.2945,0.7661,1.7276,28.3004
3,37.4457,0.6838,2.8535,28.682
3,37.2251,0.6812,1.4414,28.9234
3,37.1413,0.6518,1.2487,28.2552
3,36.6272,0.5257,0.4599,28.0381
3,37.3432,0.6999,1.7651,28.0146
3,37.2764,0.7519,1.9898,26.9227
3,37.0335,0.6833,0.8193,27.2745
3,37.2589,0.6801,1.6156,26.848
3,37.3373,0.6864,1.8644,28.0242
3,37.1507,0.6146,0.8805,27.3435
3,37.3658,0.6755,2.2325,27.8161
3,37.4866,0.7418,2.3424,28.6058
3,37.3899,0.6958,1.7568,28.1997
3,37.2303,0.6535,1.524,28.7497
3,37.3574,0.6791,2.3266,27.9426
3,36.9707,0.5542,1.0225,27.5539
3,37.3605,0.5901,2.1581,27.4317
3,37.431,0.6591,2.0476,29.0527
3,37.4269,0.7203,2.1684,27.0109
3,37.4733,0.729,2.3801,27.3045
3,37.3991,0.5623,0.9497,27.7218
3,37.4632,0.6468,2.1535,27.4731
3,36.7866,0.5209,0.575,27.9197
3,37.1908,0.6788,0.9027,27.1555
3,36.9407,0.6046,0.5289,26.6476
3,37.3852,0.7471,1.7406,28.4954
3,37.112,0.7119,0.869,29.0736
3,37.3389,0.6915,1.9585,28.353
3,36.9977,0.6579,1.1799,27.9484
3,37.2926,0.7701,2.3946,26.6719
3,37.3136,0.6957,2.1284,28.3601
3,37.3525,0.6545,2.4945,27.3693
3,37.3783,0.6353,2.4782,28.8637
3,37.1162,0.5552,1.5238,28.0611
3,37.0837,0.6186,1.1102,28.0947
3,37.1784,0.5885,1.5611,27.2502
3,37.3983,0.689,2.9388,29.1813
3,37.4694,0.6845,1.6563,28.5313
3,37.1975,0.6224,1.9871,28.4339
3,37.4099,0.651,2.2806,27.4572
3,36.8826,0.681,0.5642,27.5192
3,37.1856,0.5348,1.2878,26.331
3,37.4403,0.7651,2.8588,28.8111
3,37.3309,0.5933,2.2287,27.4297
3,37.3739,0.6,1.7255,29.4968
3,36.9448,0.6645,0.731,27.5599
3,37.3892,0.7159,2.6136,28.2645
3,37.3533,0.6905,1.2265,27.5471
3,36.9063,0.5541,0.9682,28.4226
3,37.3835,0.7143,2.6796,26.2821
3,37.3288,0.8498,2.7782,28.0393
3,37.287,0.7229,2.3434,28.5511
3,37.4866,0.7607,1.7593,29.0271
3,36.9929,0.7606,0.916,27.1098
3,37.3938,0.6556,1.9181,26.178
3,36.9863,0.4635,1.5268,28.2221
3,36.7868,0.7011,0.438,29.4872
3,37.2303,0.6535,1.524,28.7497
3,37.3355,0.6608,1.3722,27.8625
3,37.4663,0.6539,2.2425,27.4933
3,37.1445,0.6658,1.1304,29.6737
3,37.1745,0.5576,1.3466,26.745
3,37.3405,0.6486,2.468,27.382
3,37.392,0.722,1.4442,28.0132
3,37.2839,0.5975,2.5546,27.483
3,37.1382,0.5152,0.9915,27.8205
3,37.3302,0.6854,1.8543,27.7121
3,37.3212,0.5818,2.7199,28.3676
3,36.8998,0.6936,0.8317,27.138
3,37.4883,0.818,1.9005,27.2662
3,37.4097,0.7685,2.326,26.6868
3,37.2922,0.7372,1.9526,28.4936
3,36.8869,0.6007,1.0153,29.3367
3,37.2582,0.7041,2.1735,27.5969
3,37.3116,0.7086,1.77,26.3187
3,37.3554,0.7308,2.0221,27.2548
3,37.1718,0.5998,0.7199,28.1554
3,37.3924,0.6489,1.6427,28.1062
3,37.2936,0.7051,1.9054,28.4938
3,37.4058,0.74,1.867,28.3748
3,37.435,0.7278,2.2706,27.731
3,37.13,0.6869,0.9852,27.5114
3,37.464,0.7004,2.225,27.9994
3,37.3607,0.6056,1.9778,26.4247
3,37.1029,0.5965,1.2452,26.3745
3,37.3826,0.6967,1.4146,26.5317
3,37.3605,0.5901,2.1581,27.4317
3,37.157,0.7016,1.1538,26.964
3,37.2655,0.6533,0.9155,27.1501
3,37.266,0.6282,1.8436,27.4641
3,37.4712,0.6868,2.2819,28.7018
3,36.8867,0.7333,0.6156,26.8813
3,37.1516,0.8149,1.4263,27.3848
3,37.3339,0.7293,2.0205,27.3475
3,37.4669,0.7436,1.8531,28.8085
3,37.3131,0.6719,1.9836,28.8508
3,37.2815,0.552,1.7966,28.0527
3,37.3021,0.7811,1.8169,28.6096
3,37.3833,0.6455,2.1831,28.5006
3,37.3681,0.7726,1.7066,27.8385
3,37.316,0.6193,2.1295,28.3327
3,37.1983,0.7029,1.7824,28.7194
3,37.3934,0.6382,2.2371,28.9617
3,36.3948,0.4717,0.5269,26.9723
3,37.1187,0.6621,1.0611,27.4658
3,37.4222,0.7181,2.4807,27.7826
3,37.4592,0.7071,2.6192,27.2934
3,37.3688,0.6555,1.9182,27.0686
3,37.5082,0.7765,2.2076,28.1824
3,37.2426,0.5907,1.6004,28.064
3,37.3356,0.7699,1.7199,26.6671
3,37.426,0.7638,1.7768,26.7197
3,37.3892,0.7159,2.6136,28.2645
3,37.2676,0.7089,1.7612,29.2777
3,37.0469,0.627,0.7799,26.2375
3,37.3277,0.7567,1.911,27.6059
3,37.2677,0.5594,2.0249,27.6672
3,37.334,0.6267,2.0625,27.3114
3,37.1774,0.59,1.4884,28.3187
3,37.3021,0.6811,1.8118,27.9037
3,37.4636,0.7675,2.0364,28.4893
3,37.1493,0.5849,1.4024,27.5148
3,37.3339,0.737,1.2457,26.2805
3,37.2836,0.5514,1.9036,28.2267
3,37.03,0.4907,1.6756,27.4274
3,37.3358,0.5746,2.227,26.7044
3,37.1848,0.6127,1.4234,29.6273
3,37.3087,0.6652,1.9024,29.1629
3,37.1761,0.6667,0.9934,28.5224
3,37.1313,0.7951,1.3559,26.9072
3,37.2764,0.5802,0.8407,28.6995
3,36.8384,0.6048,0.6718,27.7793
3,37.126,0.6592,1.1449,27.8494
3,36.8651,0.6026,0.5436,28.2467
3,36.9541,0.4708,1.2808,27.3397
3,37.2499,0.552,2.3494,25.957
3,37.3623,0.6105,1.4287,27.5829
3,37.4507,0.7303,1.9964,27.9173
3,37.4853,0.771,1.873,28.4571
3,37.2635,0.6591,1.2497,27.9736
3,37.3536,0.6791,1.7321,28.2749
3,37.274,0.5807,1.2394,27.7561
3,37.382,0.7554,1.9773,27.5285
3,36.9952,0.7656,0.7355,27.1048
3,37.4049,0.6363,2.2527,27.7869
3,37.2936,0.7051,1.9054,28.4938
3,37.2763,0.6841,1.4194,27.0947
3,37.4033,0.6753,1.6234,25.6621
3,37.4252,0.6972,2.8145,27.8571
3,37.1655,0.7538,1.1041,27.1021
3,37.2999,0.725,1.4676,26.0382
3,37.1377,0.7138,1.3037,26.8972
3,37.3358,0.6333,0.981,28.0622
3,37.3656,0.6122,2.1782,28.3757
3,37.4607,0.6812,1.5388,27.8537
3,37.1868,0.57,1.8433,27.4546
3,37.3866,0.675,1.8793,29.8093
3,37.2256,0.7578,1.1863,27.5584
3,37.2245,0.5363,1.4038,27.9037
3,36.998,0.7251,1.1996,27.8764
3,37.3581,0.5463,1.1887,28.0397
3,37.1471,0.7134,1.9019,28.0126
3,35.9917,0.5106,0.1205,27.1499
3,37.1637,0.6514,1.8725,27.3168
3,37.0938,0.6012,1.3207,28.6158
3,37.0837,0.6098,1.2402,28.6322
3,37.434,0.7139,2.4593,28.5738
3,37.3846,0.7195,2.8694,28.5418
3,37.4382,0.7637,1.7631,26.8014
3,37.4486,0.6593,2.1537,26.3779
3,37.1845,0.6211,1.356,26.6891
3,37.0638,0.5244,0.9632,28.1063
3,37.3335,0.6105,1.8762,28.1744
3,36.6515,0.6945,0.3153,26.6557
3,37.282,0.5238,1.9752,27.1054
3,37.2186,0.7202,1.5663,29.1609
3,37.2733,0.6564,1.97,26.55
3,37.3668,0.7567,1.754,26.7223
3,37.2029,0.7591,1.6807,27.4407
3,37.223,0.6648,1.8556,28.2866
3,37.0098,0.5913,1.0381,28.002
3,37.1593,0.6597,1.2534,27.1332
3,36.998,0.7251,1.1996,27.8764
3,37.1735,0.6452,1.2374,27.282
3,37.2692,0.6644,1.2274,27.5045
3,37.1346,0.6592,1.1915,28.4222
3,37.1794,0.6478,1.4142,28.1843
3,37.4213,0.7028,2.1165,27.3223
3,37.2592,0.6709,2.1235,27.5962
3,37.1672,0.7349,2.1472,28.326
3,37.0726,0.5365,1.4869,28.0441
3,37.2576,0.502,1.8091,27.8497
3,37.4478,0.7178,2.5723,27.7256
3,37.3558,0.7405,2.4438,28.3467
3,37.2334,0.6499,1.415,27.8107
3,37.2301,0.7044,1.7395,27.875
3,37.1662,0.6724,0.9296,27.368
3,36.504,0.5108,0.3632,26.3163
3,37.3934,0.699,2.1398,27.8841
3,37.262,0.6846,1.8973,28.21
3,37.3333,0.753,2.5342,28.9255
3,37.3213,0.5661,2.0017,28.9061
3,37.135,0.5799,1.8735,27.7052
3,37.4165,0.7592,2.5566,27.9772
3,37.3311,0.7821,1.9553,27.8959
3,37.4301,0.7179,2.5941,27.7998
3,37.1444,0.6137,1.7505,28.0208
3,36.9901,0.7679,0.8796,25.646
3,37.4764,0.8116,2.3087,25.8393
3,37.3795,0.6665,2.5097,28.3567
3,36.0695,0.6645,0.1744,27.2532
3,36.9522,0.7062,0.6899,27.2231
3,37.4826,0.7818,3.1614,28.3104
3,37.3676,0.7489,2.7236,28.9066
3,37.2141,0.5196,1.948,27.6013
3,37.2544,0.5284,1.1402,27.7439
3,37.4674,0.6734,2.6241,28.571
3,37.1309,0.7467,1.081,27.7383
3,37.3321,0.678,1.2098,27.1614
3,37.3427,0.5782,1.8205,27.4877
3,37.1853,0.7005,1.831,27.1915
3,37.0863,0.5345,1.093,28.2751
3,37.4593,0.7566,1.7612,27.098
3,36.9545,0.5925,0.4873,26.32
3,37.3859,0.7333,2.4698,27.5564
3,37.3374,0.6727,1.264,28.7866
3,37.0581,0.6508,0.7422,26.7542
3,37.2553,0.6809,1.8041,27.8875
3,37.2473,0.6269,1.7019,28.0986
3,37.1432,0.7635,1.1187,28.4144
3,37.352,0.6871,2.211,28.0757
3,37.2911,0.6201,2.2218,27.7512
3,37.2671,0.6273,1.242,27.2601
3,36.8963,0.7713,0.7851,28.7905
3,37.324,0.6476,2.2016,27.7948
3,37.0984,0.4845,1.7067,27.5117
3,37.4006,0.6949,2.2351,28.6881
3,37.1477,0.755,1.4652,28.8855
3,37.0233,0.6152,1.4661,28.565
3,37.2494,0.6504,1.2647,28.5894
3,37.2124,0.5341,1.4376,27.4388
3,37.4186,0.6895,1.9939,27.8822
3,37.2175,0.581,1.5673,27.1057
3,36.727,0.715,0.4391,26.4371
3,37.2074,0.7453,1.4435,27.6949
3,36.716,0.5863,0.4854,27.5296
3,36.8672,0.7767,0.8003,27.3831
3,37.0375,0.6989,1.0856,27.8434
3,37.1115,0.7292,1.1694,27.3802
3,36.8104,0.6505,0.6358,28.0297
3,37.2222,0.4962,1.7149,26.6778
3,37.2949,0.8355,2.2238,28.5382
3,37.0337,0.4308,1.4516,27.5794
3,37.3598,0.6408,1.6526,28.2373
3,36.2958,0.4313,0.2747,26.9823
3,37.1872,0.5545,1.2197,28.1978
3,37.4871,0.7217,1.9704,28.5132
3,37.2958,0.7731,1.5949,28.9244
3,37.2645,0.6493,1.8392,26.6886
3,37.4588,0.7852,3.1604,28.6546
3,37.2037,0.6677,1.0781,28.9802
3,37.4177,0.6241,2.0689,27.6124
3,36.8986,0.563,0.8371,27.6406
3,37.4366,0.6172,1.3213,27.3162
3,37.2439,0.6998,1.8847,28.4122
3,37.2804,0.6879,1.592,28.2287
3,37.3861,0.6177,2.1738,27.2913
3,37.3009,0.6662,1.8953,27.9704
3,37.1509,0.6749,0.917,26.431
3,37.1784,0.5885,1.5611,27.2502
3,37.4628,0.7115,2.7567,28.8213
3,37.4562,0.6716,2.282,27.372
3,37.4443,0.6554,2.2791,26.3451
3,37.1186,0.6232,1.223,28.5228
3,37.0784,0.7902,1.533,29.2652
3,37.1151,0.5261,1.3729,27.139
3,36.7746,0.7228,0.6983,27.9814
3,37.3294,0.6956,1.3145,28.0961
3,37.2842,0.5933,1.5386,27.8049
3,37.1706,0.7005,1.0621,28.2076
3,37.1739,0.6258,1.4023,27.2935
3,37.3957,0.7126,2.171,28.4649
3,37.455,0.7419,2.4434,28.4896
3,37.1358,0.603,0.7821,28.9626
3,37.2189,0.6915,0.981,28.5369
3,37.3645,0.6766,2.6125,28.9484
3,37.4165,0.7337,2.2525,27.6635
3,36.692,0.6253,0.4691,27.3739
3,37.4272,0.6859,2.8726,29.3049
3,37.4196,0.6795,2.0741,27.4208
3,37.353,0.6572,2.376,27.2041
3,37.2803,0.5298,1.6811,28.2415
3,37.297,0.6525,2.3245,29.4501
3,37.108,0.5055,1.6583,27.5067
3,37.2274,0.7014,2.4573,27.9916
3,37.4043,0.6981,1.7453,27.3032
3,37.0989,0.5651,0.8212,28.673
3,36.9654,0.7197,0.9803,28.0484
3,37.2921,0.6604,1.7897,28.2696
3,37.023,0.4464,1.5346,28.5992
3,36.8775,0.5541,0.5633,27.5894
3,37.4967,0.6809,2.2786,25.9373
3,37.2717,0.7911,2.1088,27.9126
3,37.2529,0.6462,2.0035,27.4318
3,37.1654,0.5474,1.6894,28.0048
3,37.3914,0.6839,2.9096,28.7492
3,37.148,0.6699,1.4398,26.5985
3,37.1108,0.5622,1.2567,28.042
3,37.1103,0.5947,1.4756,27.7406
3,37.3167,0.7848,1.8911,27.783
3,37.3286,0.5924,0.989,28.4295
3,37.0868,0.6458,1.5879,29.0907
3,37.2337,0.6173,1.6941,27.3763
3,37.2888,0.5745,1.857,27.6001
3,35.9483,0.5956,0.1018,26.9077
3,37.28,0.6633,1.9947,28.1485
3,37.2629,0.6851,1.1584,28.0567
3,36.8621,0.5397,0.6025,27.7423
3,37.2518,0.6668,1.0458,28.0838
3,37.3478,0.6739,2.1622,27.9019
3,37.3673,0.6162,2.1809,27.5279
3,37.2966,0.6993,2.3885,28.9505
3,37.3898,0.7432,1.6689,27.9563
3,37.4578,0.688,2.4003,26.6603
3,37.3002,0.6856,1.6434,28.1641
3,37.3739,0.7506,1.9246,27.3673
3,36.8122,0.7541,0.6639,27.9284
3,37.2862,0.6814,2.6506,28.0851
3,37.3787,0.7068,2.1237,29.9689
3,37.3898,0.7253,1.8951,28.1057
3,37.0344,0.6546,1.404,27.2204
3,37.0368,0.5018,2.3009,26.6118
3,37.2168,0.5757,1.0952,27.4082
3,37.4124,0.6356,1.9752,25.6278
3,37.1431,0.7507,1.0483,28.2538
3,37.3634,0.6565,1.927,27.4777
3,37.011,0.7561,1.1304,28.9092
3,36.6617,0.5671,0.6172,28.1338
3,37.454,0.6842,2.2365,27.8638
3,37.3116,0.7107,1.4313,27.5662
3,37.2452,0.6069,1.3111,25.8905
3,37.3694,0.6352,1.9684,28.6817
3,36.9019,0.7357,0.6679,27.6443
3,37.4848,0.7345,2.0445,27.4533
3,37.2167,0.6323,2.0475,27.6359
3,37.4609,0.795,2.0171,28.3109
3,37.2066,0.7542,1.6527,28.5346
3,37.1772,0.5804,1.2986,29.1217
3,37.1277,0.5463,0.9969,28.1357
3,37.0883,0.6602,1.1473,27.6872
3,36.9791,0.5894,0.8324,28.0636
3,36.994,0.4939,0.3233,27.3742
3,37.1459,0.5212,1.1764,27.2812
3,37.1312,0.5757,1.0707,28.3405
3,37.3528,0.6491,2.1513,27.9424
3,37.2858,0.7498,2.2711,28.7169
3,36.8918,0.6597,0.7492,28.001
3,37.2579,0.7838,2.1533,29.4951
3,37.1836,0.4708,1.0933,27.5955
3,37.0093,0.642,1.2171,27.5237
3,37.393,0.6937,1.7881,27.7266
3,37.3595,0.7867,2.4355,29.1492
3,37.3462,0.6748,2.4194,27.898
3,37.4801,0.7096,2.2335,27.6338
