lat,lon,mean_degree,trend
33.0,357.0,1.357,0.48
33.0,359.0,1.384,0.417
35.0,1.0,1.18,0.597
35.0,3.0,1.294,0.153
35.0,5.0,1.269,0.425
35.0,7.0,1.136,0.295
35.0,9.0,1.279,0.665
35.0,25.0,1.217,0.843
35.0,33.0,1.474,0.801
35.0,37.0,1.345,0.679
35.0,39.0,1.393,0.746
35.0,41.0,1.493,1.157
35.0,43.0,1.44,1.29
35.0,45.0,1.427,1.16
35.0,47.0,1.311,0.268
35.0,49.0,1.44,0.527
35.0,51.0,1.335,0.445
35.0,53.0,1.343,0.124
35.0,55.0,1.258,0.212
35.0,57.0,1.413,0.243
35.0,59.0,1.473,-0.067
35.0,61.0,1.365,-0.299
35.0,63.0,1.357,-1.01
35.0,65.0,1.485,-1.285
35.0,67.0,1.516,-0.635
35.0,69.0,1.476,-0.069
35.0,71.0,1.452,0.402
35.0,73.0,1.506,0.408
35.0,75.0,1.443,0.601
35.0,77.0,1.646,1.168
35.0,79.0,1.479,0.554
35.0,81.0,1.525,0.968
35.0,83.0,1.401,0.801
35.0,85.0,1.379,1.07
35.0,87.0,1.559,1.248
35.0,89.0,1.443,0.758
35.0,91.0,1.545,1.197
35.0,93.0,1.541,1.006
35.0,95.0,1.556,0.942
35.0,97.0,1.533,0.916
35.0,99.0,1.558,0.981
35.0,101.0,1.547,0.979
35.0,103.0,1.438,1.177
35.0,105.0,1.327,0.518
35.0,107.0,1.494,0.811
35.0,109.0,1.482,0.635
35.0,111.0,1.465,0.515
35.0,113.0,1.398,0.42
35.0,115.0,1.41,0.233
35.0,117.0,1.454,0.577
35.0,119.0,1.412,0.708
35.0,127.0,1.327,0.892
35.0,133.0,1.331,0.76
35.0,135.0,1.458,0.953
35.0,137.0,1.443,1.051
35.0,139.0,1.393,0.834
35.0,241.0,1.357,0.033
35.0,243.0,1.584,-0.871
35.0,245.0,1.495,0.156
35.0,247.0,1.601,-0.349
35.0,249.0,1.351,-0.168
35.0,251.0,1.396,-0.622
35.0,253.0,1.264,-0.25
35.0,255.0,1.374,-0.403
35.0,257.0,1.242,0.028
35.0,259.0,1.375,0.599
35.0,261.0,1.449,0.905
35.0,263.0,1.331,1.057
35.0,265.0,1.314,0.923
35.0,267.0,1.248,0.728
35.0,269.0,1.29,0.699
35.0,271.0,1.281,0.359
35.0,273.0,1.269,0.378
35.0,275.0,1.371,0.314
35.0,277.0,1.399,0.383
35.0,279.0,1.311,0.514
35.0,281.0,1.338,0.57
35.0,283.0,1.293,0.643
35.0,355.0,1.243,0.19
35.0,357.0,1.376,0.556
35.0,359.0,1.214,0.353
37.0,9.0,1.184,0.883
37.0,11.0,1.4,0.441
37.0,15.0,1.229,0.768
37.0,27.0,1.56,nan
37.0,29.0,1.354,0.521
37.0,31.0,1.32,0.256
37.0,33.0,1.346,0.48
37.0,35.0,1.459,0.399
37.0,37.0,1.343,-0.249
37.0,39.0,1.368,0.21
37.0,41.0,1.251,0.489
37.0,43.0,1.149,0.221
37.0,45.0,1.258,0.289
37.0,47.0,1.281,0.683
37.0,49.0,1.192,0.447
37.0,55.0,1.378,0.29
37.0,57.0,1.3,0.507
37.0,59.0,1.252,0.064
37.0,61.0,1.26,-0.153
37.0,63.0,1.332,-0.516
37.0,65.0,1.5,-0.89
37.0,67.0,1.309,-1.01
37.0,69.0,1.463,-0.563
37.0,71.0,1.386,-0.523
37.0,73.0,1.465,0.258
37.0,75.0,1.549,0.694
37.0,77.0,1.324,0.121
37.0,79.0,1.433,-0.072
37.0,81.0,1.538,0.154
37.0,83.0,1.438,-0.021
37.0,85.0,1.414,0.855
37.0,87.0,1.447,0.944
37.0,89.0,1.44,0.927
37.0,91.0,1.519,1.28
37.0,93.0,1.571,1.331
37.0,95.0,1.6,1.474
37.0,97.0,1.632,1.401
37.0,99.0,1.632,0.972
37.0,101.0,1.645,1.159
37.0,103.0,1.499,1.387
37.0,105.0,1.394,0.986
37.0,107.0,1.359,0.77
37.0,109.0,1.406,0.702
37.0,111.0,1.483,0.971
37.0,113.0,1.42,0.812
37.0,115.0,1.344,0.483
37.0,117.0,1.377,0.59
37.0,119.0,1.377,0.864
37.0,121.0,1.363,0.837
37.0,129.0,1.237,0.878
37.0,137.0,1.414,1.016
37.0,139.0,1.403,0.969
37.0,239.0,1.344,0.006
37.0,241.0,1.486,-0.29
37.0,243.0,1.636,-0.839
37.0,245.0,1.462,-0.08
37.0,247.0,1.458,-0.516
37.0,249.0,1.498,-0.863
37.0,251.0,1.26,-0.235
37.0,253.0,1.097,-0.304
37.0,255.0,1.127,-0.01
37.0,257.0,1.248,0.603
37.0,259.0,1.288,1.017
37.0,261.0,1.372,0.896
37.0,263.0,1.323,0.801
37.0,265.0,1.243,0.903
37.0,267.0,1.304,0.651
37.0,269.0,1.284,0.389
37.0,271.0,1.345,0.134
37.0,273.0,1.341,0.07
37.0,275.0,1.358,0.162
37.0,277.0,1.328,0.055
37.0,279.0,1.3,0.188
37.0,281.0,1.234,0.179
37.0,283.0,1.232,0.457
37.0,355.0,1.285,-0.104
37.0,357.0,1.25,0.284
39.0,17.0,1.334,0.384
39.0,27.0,1.334,0.863
39.0,29.0,1.324,0.265
39.0,31.0,1.396,0.349
39.0,33.0,1.345,0.405
39.0,35.0,1.337,0.335
39.0,37.0,1.27,0.063
39.0,39.0,1.324,0.23
39.0,41.0,1.154,0.017
39.0,43.0,1.182,0.299
39.0,45.0,1.348,0.384
39.0,47.0,1.293,0.52
39.0,55.0,1.238,0.701
39.0,57.0,1.271,0.217
39.0,59.0,1.199,0.122
39.0,61.0,1.193,0.034
39.0,63.0,1.367,-0.023
39.0,65.0,1.328,-0.184
39.0,67.0,1.274,-0.508
39.0,69.0,1.373,-0.27
39.0,71.0,1.379,-0.105
39.0,73.0,1.539,0.118
39.0,75.0,1.379,0.107
39.0,77.0,1.338,-0.254
39.0,79.0,1.548,-0.259
39.0,81.0,1.449,0.583
39.0,83.0,1.269,-0.552
39.0,85.0,1.387,0.424
39.0,87.0,1.419,0.823
39.0,89.0,1.378,0.968
39.0,91.0,1.501,1.249
39.0,93.0,1.636,1.607
39.0,95.0,1.649,1.491
39.0,97.0,1.577,1.284
39.0,99.0,1.402,0.938
39.0,101.0,1.329,0.777
39.0,103.0,1.346,0.881
39.0,105.0,1.422,1.081
39.0,107.0,1.382,0.875
39.0,109.0,1.378,0.983
39.0,111.0,1.356,0.988
39.0,113.0,1.314,1.138
39.0,115.0,1.272,0.784
39.0,117.0,1.241,0.608
39.0,127.0,1.251,1.0
39.0,141.0,1.349,0.999
39.0,237.0,1.442,0.033
39.0,239.0,1.391,-0.102
39.0,241.0,1.455,-0.462
39.0,243.0,1.542,-0.393
39.0,245.0,1.604,-0.72
39.0,247.0,1.452,-0.654
39.0,249.0,1.298,-0.374
39.0,251.0,1.293,-0.348
39.0,253.0,1.258,-0.237
39.0,255.0,1.166,-0.365
39.0,257.0,1.226,0.8
39.0,259.0,1.364,0.923
39.0,261.0,1.29,0.577
39.0,263.0,1.207,0.493
39.0,265.0,1.304,0.521
39.0,267.0,1.297,0.476
39.0,269.0,1.381,0.207
39.0,271.0,1.38,0.274
39.0,273.0,1.322,0.12
39.0,275.0,1.411,0.215
39.0,277.0,1.268,0.143
39.0,279.0,1.348,0.522
39.0,281.0,1.265,0.235
39.0,283.0,1.231,0.53
39.0,351.0,1.223,-0.189
39.0,353.0,1.079,-0.29
39.0,355.0,1.245,-0.611
39.0,357.0,1.236,-0.648
39.0,359.0,1.23,0.081
41.0,9.0,1.324,0.875
41.0,15.0,1.168,0.439
41.0,17.0,1.32,0.437
41.0,21.0,1.175,0.487
41.0,23.0,1.309,0.183
41.0,25.0,1.334,-0.08
41.0,27.0,1.208,0.692
41.0,31.0,1.196,0.511
41.0,33.0,1.256,0.038
41.0,35.0,1.332,0.353
41.0,37.0,1.154,0.227
41.0,39.0,1.241,0.55
41.0,41.0,1.231,0.666
41.0,43.0,1.226,0.03
41.0,45.0,1.292,0.438
41.0,47.0,1.242,0.309
41.0,49.0,1.18,0.392
41.0,55.0,1.208,0.055
41.0,57.0,1.085,-0.032
41.0,59.0,1.141,-0.22
41.0,61.0,1.158,-0.032
41.0,63.0,1.171,-0.243
41.0,65.0,1.242,-0.228
41.0,67.0,1.161,-0.16
41.0,69.0,1.228,-0.158
41.0,71.0,1.319,0.022
41.0,73.0,1.357,0.062
41.0,75.0,1.426,0.265
41.0,77.0,1.191,-0.037
41.0,79.0,1.299,-0.355
41.0,81.0,1.251,-0.172
41.0,83.0,1.318,0.089
41.0,85.0,1.224,0.412
41.0,87.0,1.256,0.583
41.0,89.0,1.197,0.217
41.0,91.0,1.226,0.43
41.0,93.0,1.353,0.685
41.0,95.0,1.356,1.115
41.0,97.0,1.403,1.14
41.0,99.0,1.355,0.943
41.0,101.0,1.316,0.785
41.0,103.0,1.333,1.064
41.0,105.0,1.375,0.751
41.0,107.0,1.311,1.201
41.0,109.0,1.256,0.843
41.0,111.0,1.216,0.62
41.0,113.0,1.271,0.785
41.0,115.0,1.23,0.864
41.0,117.0,1.244,0.798
41.0,119.0,1.213,0.921
41.0,121.0,1.194,0.852
41.0,123.0,1.229,0.836
41.0,125.0,1.185,1.107
41.0,127.0,1.273,1.241
41.0,129.0,1.358,1.056
41.0,237.0,1.277,0.064
41.0,239.0,1.417,-0.255
41.0,241.0,1.508,-0.394
41.0,243.0,1.404,-0.345
41.0,245.0,1.402,-0.664
41.0,247.0,1.144,0.304
41.0,249.0,1.339,-0.217
41.0,251.0,1.345,-0.397
41.0,253.0,1.188,-0.371
41.0,255.0,1.215,-0.549
41.0,257.0,1.158,0.396
41.0,259.0,1.311,0.665
41.0,261.0,1.168,0.522
41.0,263.0,1.233,0.27
41.0,265.0,1.292,0.409
41.0,267.0,1.304,0.215
41.0,269.0,1.325,-0.007
41.0,271.0,1.394,0.113
41.0,273.0,1.348,-0.099
41.0,275.0,1.337,-0.055
41.0,277.0,1.334,0.005
41.0,279.0,1.3,0.269
41.0,281.0,1.423,0.304
41.0,283.0,1.438,0.512
41.0,285.0,1.248,0.34
41.0,353.0,1.264,-0.223
41.0,355.0,1.229,-0.332
41.0,357.0,1.217,-0.664
41.0,359.0,1.183,-0.226
43.0,1.0,1.216,0.412
43.0,3.0,1.211,0.295
43.0,11.0,1.106,0.533
43.0,13.0,1.187,0.539
43.0,19.0,1.278,0.563
43.0,21.0,1.243,0.516
43.0,23.0,1.22,0.378
43.0,25.0,1.144,0.052
43.0,27.0,1.179,0.193
43.0,43.0,1.164,0.325
43.0,45.0,1.173,0.264
43.0,47.0,1.227,0.01
43.0,53.0,1.085,0.005
43.0,55.0,1.13,-0.296
43.0,57.0,1.127,-0.444
43.0,59.0,1.112,-0.619
43.0,61.0,1.126,-0.59
43.0,63.0,1.182,-0.651
43.0,65.0,1.216,-0.473
43.0,67.0,1.281,-0.205
43.0,69.0,1.149,-0.096
43.0,71.0,1.224,-0.49
43.0,73.0,1.218,0.117
43.0,75.0,1.367,-0.201
43.0,77.0,1.231,0.212
43.0,79.0,1.201,0.111
43.0,81.0,1.197,0.29
43.0,83.0,1.214,0.496
43.0,85.0,1.281,0.446
43.0,87.0,1.138,0.507
43.0,89.0,1.175,0.026
43.0,91.0,1.148,0.198
43.0,93.0,1.295,0.675
43.0,95.0,1.161,0.32
43.0,97.0,1.243,0.365
43.0,99.0,1.25,0.554
43.0,101.0,1.341,0.827
43.0,103.0,1.272,0.691
43.0,105.0,1.265,0.527
43.0,107.0,1.242,0.368
43.0,109.0,1.275,0.528
43.0,111.0,1.303,0.58
43.0,113.0,1.284,0.762
43.0,115.0,1.261,0.968
43.0,117.0,1.212,0.723
43.0,119.0,1.263,0.465
43.0,121.0,1.2,0.674
43.0,123.0,1.167,1.034
43.0,125.0,1.208,1.126
43.0,127.0,1.248,1.192
43.0,129.0,1.189,1.049
43.0,131.0,1.179,1.068
43.0,133.0,1.188,1.138
43.0,141.0,1.346,1.295
43.0,143.0,1.356,1.103
43.0,237.0,1.195,0.165
43.0,239.0,1.23,-0.267
43.0,241.0,1.274,0.09
43.0,243.0,1.309,-0.051
43.0,245.0,1.338,-0.198
43.0,247.0,1.337,-0.289
43.0,249.0,1.038,-0.033
43.0,251.0,1.348,-0.494
43.0,253.0,1.45,-0.394
43.0,255.0,1.304,-0.325
43.0,257.0,1.165,-0.036
43.0,259.0,1.151,0.421
43.0,261.0,1.265,0.305
43.0,263.0,1.241,0.071
43.0,265.0,1.221,0.077
43.0,267.0,1.298,0.163
43.0,269.0,1.28,0.032
43.0,271.0,1.292,0.034
43.0,273.0,1.604,nan
43.0,275.0,1.301,-0.067
43.0,277.0,1.302,-0.125
43.0,279.0,1.374,-0.056
43.0,281.0,1.465,0.069
43.0,283.0,1.418,0.262
43.0,285.0,1.318,0.547
43.0,287.0,1.287,0.454
43.0,289.0,1.207,0.312
43.0,351.0,1.189,-0.178
43.0,353.0,1.25,0.132
43.0,355.0,1.275,0.18
43.0,357.0,1.129,-0.048
43.0,359.0,1.146,0.186
45.0,1.0,1.197,-0.061
45.0,3.0,1.181,0.371
45.0,5.0,1.217,-0.03
45.0,7.0,1.245,0.529
45.0,9.0,1.247,0.304
45.0,11.0,1.3,0.768
45.0,15.0,1.272,0.542
45.0,17.0,1.203,0.479
45.0,19.0,1.259,0.504
45.0,21.0,1.182,0.4
45.0,23.0,1.191,0.144
45.0,25.0,1.169,-0.195
45.0,27.0,1.151,0.009
45.0,35.0,1.304,0.491
45.0,39.0,1.138,-0.138
45.0,41.0,1.116,-0.036
45.0,43.0,1.135,-0.372
45.0,45.0,1.04,0.019
45.0,55.0,0.978,-0.061
45.0,57.0,1.064,-0.515
45.0,59.0,1.053,-0.123
45.0,61.0,1.003,-0.319
45.0,63.0,1.107,-0.58
45.0,65.0,1.049,-0.452
45.0,67.0,1.154,-0.21
45.0,69.0,1.181,-0.289
45.0,71.0,1.231,-0.294
45.0,73.0,1.196,0.075
45.0,75.0,1.159,-0.085
45.0,77.0,1.186,-0.045
45.0,79.0,1.144,0.151
45.0,81.0,1.17,0.369
45.0,83.0,1.123,0.344
45.0,85.0,1.239,0.255
45.0,87.0,1.198,0.288
45.0,89.0,1.262,0.072
45.0,91.0,1.207,-0.05
45.0,93.0,1.161,0.017
45.0,95.0,1.249,0.37
45.0,97.0,1.272,0.354
45.0,99.0,1.226,0.532
45.0,101.0,1.227,0.852
45.0,103.0,1.233,0.292
45.0,105.0,1.214,0.067
45.0,107.0,1.218,0.104
45.0,109.0,1.169,0.098
45.0,111.0,1.173,0.182
45.0,113.0,1.23,0.504
45.0,115.0,1.186,0.363
45.0,117.0,1.206,0.548
45.0,119.0,1.115,0.581
45.0,121.0,1.166,0.674
45.0,123.0,1.238,1.041
45.0,125.0,1.243,1.167
45.0,127.0,1.266,1.244
45.0,129.0,1.222,1.03
45.0,131.0,1.278,1.016
45.0,133.0,1.261,1.109
45.0,135.0,1.214,0.915
45.0,237.0,1.117,0.383
45.0,239.0,1.06,0.175
45.0,241.0,1.153,-0.195
45.0,243.0,1.107,0.068
45.0,245.0,1.171,0.215
45.0,247.0,1.183,-0.077
45.0,249.0,1.152,-0.258
45.0,251.0,1.115,-0.153
45.0,253.0,1.072,-0.358
45.0,255.0,1.101,-0.333
45.0,257.0,1.074,0.103
45.0,259.0,1.264,0.276
45.0,261.0,1.204,0.081
45.0,263.0,1.178,-0.062
45.0,265.0,1.24,0.093
45.0,267.0,1.221,0.14
45.0,269.0,1.188,0.056
45.0,271.0,1.278,-0.114
45.0,273.0,1.388,-0.804
45.0,275.0,1.25,-0.022
45.0,277.0,1.617,nan
45.0,279.0,1.449,-0.578
45.0,281.0,1.402,0.262
45.0,283.0,1.367,0.057
45.0,285.0,1.366,0.211
45.0,287.0,1.347,0.007
45.0,289.0,1.325,0.127
45.0,291.0,1.252,0.553
45.0,295.0,1.144,0.729
45.0,297.0,1.153,0.481
45.0,359.0,1.185,-0.052
47.0,1.0,1.214,-0.026
47.0,3.0,1.199,0.306
47.0,5.0,1.235,0.152
47.0,7.0,1.195,0.443
47.0,9.0,1.205,0.678
47.0,11.0,1.19,0.739
47.0,13.0,1.271,0.491
47.0,15.0,1.311,0.722
47.0,17.0,1.163,0.772
47.0,19.0,1.165,0.665
47.0,21.0,1.209,0.525
47.0,23.0,1.197,0.283
47.0,25.0,1.187,0.249
47.0,27.0,1.192,0.295
47.0,29.0,1.182,0.459
47.0,31.0,1.175,0.478
47.0,33.0,1.172,0.523
47.0,35.0,1.177,0.395
47.0,37.0,1.089,0.186
47.0,41.0,1.075,-0.077
47.0,43.0,1.082,-0.063
47.0,55.0,1.079,-0.329
47.0,57.0,1.117,-0.284
47.0,59.0,1.054,-0.32
47.0,61.0,1.076,0.005
47.0,63.0,1.086,-0.278
47.0,65.0,1.057,-0.232
47.0,67.0,1.076,-0.239
47.0,69.0,1.101,-0.123
47.0,71.0,1.069,-0.181
47.0,73.0,1.164,-0.188
47.0,75.0,1.103,0.041
47.0,77.0,1.158,-0.113
47.0,79.0,1.131,-0.003
47.0,81.0,1.082,-0.068
47.0,83.0,1.065,0.232
47.0,85.0,1.19,0.381
47.0,87.0,1.103,0.198
47.0,89.0,1.191,0.008
47.0,91.0,1.15,-0.066
47.0,93.0,1.106,-0.017
47.0,95.0,1.196,0.085
47.0,97.0,1.34,0.21
47.0,99.0,1.398,0.667
47.0,101.0,1.235,0.11
47.0,103.0,1.126,0.151
47.0,105.0,1.193,0.164
47.0,107.0,1.061,0.07
47.0,109.0,1.091,0.203
47.0,111.0,1.081,0.076
47.0,113.0,1.128,0.249
47.0,115.0,1.112,0.456
47.0,117.0,1.188,0.458
47.0,119.0,1.12,0.577
47.0,121.0,1.119,0.58
47.0,123.0,1.187,0.57
47.0,125.0,1.198,0.814
47.0,127.0,1.225,0.823
47.0,129.0,1.194,0.758
47.0,131.0,1.282,0.916
47.0,133.0,1.257,1.029
47.0,135.0,1.149,0.481
47.0,137.0,1.203,0.648
47.0,143.0,1.189,0.854
47.0,237.0,1.064,0.494
47.0,239.0,1.048,0.333
47.0,241.0,1.138,0.212
47.0,243.0,1.074,0.197
47.0,245.0,1.058,-0.126
47.0,247.0,0.983,0.014
47.0,249.0,0.989,-0.047
47.0,251.0,1.013,-0.18
47.0,253.0,1.099,-0.098
47.0,255.0,1.066,-0.064
47.0,257.0,1.142,0.123
47.0,259.0,1.146,0.093
47.0,261.0,1.141,0.092
47.0,263.0,1.19,0.09
47.0,265.0,1.184,0.124
47.0,267.0,1.188,0.056
47.0,269.0,1.259,-0.345
47.0,271.0,1.259,-0.184
47.0,273.0,1.334,-0.378
47.0,275.0,1.481,-0.631
47.0,277.0,1.275,0.056
47.0,279.0,1.321,-0.008
47.0,281.0,1.296,0.179
47.0,283.0,1.362,0.057
47.0,285.0,1.335,0.273
47.0,287.0,1.3,0.025
47.0,291.0,1.272,0.268
47.0,293.0,1.192,0.315
47.0,295.0,1.208,0.627
47.0,307.0,1.181,0.563
47.0,359.0,1.178,-0.116
49.0,1.0,1.15,0.046
49.0,3.0,1.115,0.167
49.0,5.0,1.167,0.26
49.0,7.0,1.148,0.392
49.0,9.0,1.247,0.497
49.0,11.0,1.218,0.642
49.0,13.0,1.167,0.516
49.0,15.0,1.185,0.599
49.0,17.0,1.251,0.548
49.0,19.0,1.2,0.714
49.0,21.0,1.264,0.649
49.0,23.0,1.168,0.708
49.0,25.0,1.183,0.537
49.0,27.0,1.194,0.393
49.0,29.0,1.145,0.405
49.0,31.0,1.162,0.614
49.0,33.0,1.185,0.503
49.0,35.0,1.096,0.257
49.0,37.0,1.097,0.091
49.0,39.0,1.055,0.076
49.0,41.0,1.015,0.072
49.0,43.0,1.054,0.028
49.0,45.0,0.995,-0.147
49.0,47.0,1.03,-0.266
49.0,49.0,1.022,-0.123
49.0,53.0,0.965,-0.19
49.0,55.0,0.992,-0.29
49.0,57.0,1.073,-0.123
49.0,59.0,1.082,-0.165
49.0,61.0,1.078,0.128
49.0,63.0,1.015,0.098
49.0,65.0,1.017,-0.125
49.0,67.0,1.016,-0.131
49.0,69.0,1.008,-0.032
49.0,71.0,1.047,-0.018
49.0,73.0,1.042,-0.002
49.0,75.0,1.033,0.093
49.0,77.0,1.052,0.231
49.0,79.0,1.041,0.167
49.0,81.0,1.017,0.088
49.0,83.0,0.992,0.217
49.0,85.0,1.075,0.392
49.0,87.0,1.08,0.343
49.0,89.0,1.153,0.007
49.0,91.0,1.14,-0.131
49.0,93.0,1.171,-0.064
49.0,95.0,1.234,0.095
49.0,97.0,1.164,0.193
49.0,99.0,1.132,0.264
49.0,101.0,1.172,0.348
49.0,103.0,1.181,0.078
49.0,105.0,1.163,0.275
49.0,107.0,1.056,0.015
49.0,109.0,1.126,0.026
49.0,111.0,1.086,0.204
49.0,113.0,1.054,0.297
49.0,115.0,1.109,0.441
49.0,117.0,1.077,0.268
49.0,119.0,1.049,0.489
49.0,121.0,1.095,0.508
49.0,123.0,1.076,0.417
49.0,125.0,1.157,0.512
49.0,127.0,1.17,0.533
49.0,129.0,1.19,0.618
49.0,131.0,1.153,0.507
49.0,133.0,1.261,0.698
49.0,135.0,1.122,0.33
49.0,137.0,1.143,0.555
49.0,139.0,1.221,0.5
49.0,239.0,1.102,0.281
49.0,241.0,1.135,0.127
49.0,243.0,1.118,0.18
49.0,245.0,1.038,0.034
49.0,247.0,1.065,-0.102
49.0,249.0,1.045,-0.204
49.0,251.0,1.015,-0.188
49.0,253.0,1.069,-0.155
49.0,255.0,1.104,-0.027
49.0,257.0,1.136,0.161
49.0,259.0,1.152,0.101
49.0,261.0,1.169,0.004
49.0,263.0,1.215,0.368
49.0,265.0,1.255,-0.159
49.0,267.0,1.235,0.123
49.0,269.0,1.212,0.106
49.0,271.0,1.235,0.01
49.0,273.0,1.206,-0.128
49.0,275.0,1.234,0.019
49.0,277.0,1.225,0.04
49.0,279.0,1.212,0.028
49.0,281.0,1.207,0.0
49.0,283.0,1.247,0.134
49.0,285.0,1.242,0.191
49.0,287.0,1.27,0.311
49.0,289.0,1.278,0.374
49.0,291.0,1.249,0.295
49.0,295.0,1.279,0.599
49.0,303.0,1.162,0.784
49.0,305.0,1.154,0.675
49.0,359.0,1.192,-0.105
51.0,3.0,1.068,0.098
51.0,5.0,1.065,0.447
51.0,7.0,1.102,0.43
51.0,9.0,1.085,0.461
51.0,11.0,1.098,0.49
51.0,13.0,1.097,0.615
51.0,15.0,1.09,0.586
51.0,17.0,1.091,0.518
51.0,19.0,1.098,0.628
51.0,21.0,1.129,0.763
51.0,23.0,1.126,0.703
51.0,25.0,1.211,0.498
51.0,27.0,1.129,0.428
51.0,29.0,1.161,0.426
51.0,31.0,1.057,0.28
51.0,33.0,1.061,0.419
51.0,35.0,1.067,0.079
51.0,37.0,1.043,-0.082
51.0,39.0,0.986,-0.032
51.0,41.0,1.047,-0.083
51.0,43.0,1.02,-0.201
51.0,45.0,0.988,-0.251
51.0,47.0,0.989,-0.284
51.0,49.0,0.985,-0.076
51.0,51.0,0.97,-0.113
51.0,53.0,0.973,0.089
51.0,55.0,1.002,-0.259
51.0,57.0,0.967,-0.273
51.0,59.0,0.944,-0.296
51.0,61.0,0.957,-0.113
51.0,63.0,1.025,-0.046
51.0,65.0,0.957,-0.072
51.0,67.0,0.966,-0.056
51.0,69.0,0.989,-0.015
51.0,71.0,0.997,-0.063
51.0,73.0,0.94,0.194
51.0,75.0,1.0,0.218
51.0,77.0,0.976,0.119
51.0,79.0,1.011,0.205
51.0,81.0,1.057,0.168
51.0,83.0,0.971,0.102
51.0,85.0,1.032,0.086
51.0,87.0,1.02,0.195
51.0,89.0,1.117,-0.093
51.0,91.0,1.058,0.031
51.0,93.0,1.034,0.117
51.0,95.0,1.0,0.187
51.0,97.0,1.032,0.138
51.0,99.0,1.165,0.397
51.0,101.0,1.114,0.339
51.0,103.0,1.128,0.277
51.0,105.0,1.109,0.179
51.0,107.0,1.071,0.073
51.0,109.0,1.054,0.193
51.0,111.0,1.015,0.208
51.0,113.0,1.094,0.301
51.0,115.0,1.072,0.291
51.0,117.0,1.014,0.252
51.0,119.0,1.014,0.313
51.0,121.0,1.035,0.355
51.0,123.0,1.082,0.281
51.0,125.0,1.099,0.382
51.0,127.0,1.087,0.494
51.0,129.0,1.168,0.638
51.0,131.0,1.215,0.687
51.0,133.0,1.201,0.615
51.0,135.0,1.141,0.499
51.0,137.0,1.049,0.418
51.0,139.0,1.117,0.388
51.0,143.0,1.091,0.368
51.0,233.0,0.954,0.541
51.0,235.0,1.086,0.679
51.0,237.0,1.062,0.639
51.0,239.0,1.082,0.322
51.0,241.0,1.013,0.136
51.0,243.0,1.012,0.245
51.0,245.0,0.99,0.188
51.0,247.0,1.016,0.085
51.0,249.0,1.004,0.03
51.0,251.0,0.987,-0.232
51.0,253.0,1.017,-0.143
51.0,255.0,1.064,0.106
51.0,257.0,1.069,0.202
51.0,259.0,1.167,-0.092
51.0,261.0,1.166,-0.072
51.0,263.0,1.234,0.072
51.0,265.0,1.217,0.197
51.0,267.0,1.284,-0.056
51.0,269.0,1.213,-0.008
51.0,271.0,1.204,0.03
51.0,273.0,1.224,-0.057
51.0,275.0,1.107,0.092
51.0,277.0,1.165,0.098
51.0,279.0,1.215,-0.024
51.0,281.0,1.181,-0.109
51.0,283.0,1.152,0.083
51.0,285.0,1.22,0.117
51.0,287.0,1.249,0.162
51.0,289.0,1.252,0.276
51.0,291.0,1.247,0.253
51.0,293.0,1.283,0.381
51.0,295.0,1.304,0.587
51.0,297.0,1.231,0.63
51.0,299.0,1.272,0.739
51.0,301.0,1.218,0.785
51.0,357.0,1.181,-0.118
51.0,359.0,1.155,-0.068
53.0,7.0,1.071,0.375
53.0,9.0,0.999,0.424
53.0,11.0,1.018,0.496
53.0,13.0,1.031,0.483
53.0,15.0,1.043,0.648
53.0,17.0,1.033,0.628
53.0,19.0,1.074,0.633
53.0,21.0,1.046,0.551
53.0,23.0,1.081,0.678
53.0,25.0,1.153,0.633
53.0,27.0,1.164,0.657
53.0,29.0,1.13,0.259
53.0,31.0,1.121,0.068
53.0,33.0,1.12,0.052
53.0,35.0,1.057,0.165
53.0,37.0,1.011,-0.07
53.0,39.0,1.033,-0.32
53.0,41.0,1.024,0.033
53.0,43.0,1.01,-0.1
53.0,45.0,1.032,-0.019
53.0,47.0,1.014,-0.224
53.0,49.0,0.975,-0.244
53.0,51.0,0.985,-0.398
53.0,53.0,1.011,-0.286
53.0,55.0,0.986,-0.198
53.0,57.0,0.983,-0.041
53.0,59.0,0.992,-0.152
53.0,61.0,0.937,0.034
53.0,63.0,1.044,-0.005
53.0,65.0,0.96,0.177
53.0,67.0,0.927,0.181
53.0,69.0,0.94,0.283
53.0,71.0,0.993,0.432
53.0,73.0,0.983,0.349
53.0,75.0,0.944,0.206
53.0,77.0,0.941,0.092
53.0,79.0,0.977,0.233
53.0,81.0,0.943,0.047
53.0,83.0,0.953,0.119
53.0,85.0,0.961,0.113
53.0,87.0,0.927,0.121
53.0,89.0,0.919,0.111
53.0,91.0,0.963,0.122
53.0,93.0,0.952,0.265
53.0,95.0,0.996,0.252
53.0,97.0,1.003,0.203
53.0,99.0,1.053,0.253
53.0,101.0,0.981,0.416
53.0,103.0,1.018,-0.018
53.0,105.0,1.076,-0.057
53.0,107.0,0.923,0.152
53.0,109.0,0.977,0.039
53.0,111.0,1.038,0.185
53.0,113.0,0.972,0.147
53.0,115.0,0.988,0.227
53.0,117.0,1.028,0.476
53.0,119.0,1.035,0.275
53.0,121.0,0.94,0.219
53.0,123.0,1.008,0.423
53.0,125.0,0.977,0.361
53.0,127.0,1.082,0.275
53.0,129.0,1.095,0.405
53.0,131.0,1.058,0.37
53.0,133.0,1.063,0.456
