masa_final_source_Msun,espin_final,masa_1_source_Msun,masa_2_source_Msun
62.543,0.6816,33.424,32.263
63.300,0.6711,34.115,32.309
62.651,0.6822,33.238,32.574
63.087,0.6787,34.183,32.060
62.837,0.6714,33.861,32.076
63.552,0.6781,33.915,32.822
62.386,0.6722,33.434,32.037
62.960,0.6786,35.000,31.099
62.541,0.6761,33.054,32.605
63.526,0.6828,33.508,33.223
62.042,0.6699,33.764,31.329
63.819,0.6768,33.876,33.132
62.268,0.6888,33.415,32.021
63.281,0.6792,33.291,33.165
63.015,0.6783,33.563,32.610
63.739,0.6847,34.196,32.774
60.953,0.6722,32.038,31.917
63.383,0.6741,33.324,33.209
64.002,0.6863,34.026,33.232
62.913,0.6787,33.302,32.764
62.927,0.6695,33.120,32.906
63.420,0.6855,33.735,32.906
62.574,0.6796,34.346,31.363
63.537,0.6730,34.503,32.181
62.959,0.6755,34.056,32.043
63.099,0.6666,33.547,32.644
61.340,0.6666,32.593,31.741
62.751,0.6790,33.487,32.408
62.940,0.6765,34.518,31.559
62.254,0.6706,33.944,31.379
62.232,0.6707,35.103,30.190
62.844,0.6653,34.011,31.907
62.919,0.6689,33.152,32.864
62.719,0.6772,33.155,32.699
63.049,0.6738,33.669,32.512
61.715,0.6745,32.529,32.260
63.461,0.6869,33.705,32.978
63.484,0.6744,34.469,32.167
62.228,0.6793,33.326,32.013
63.003,0.6755,33.762,32.379
63.175,0.6780,34.867,31.455
62.688,0.6828,33.779,32.072
62.194,0.6696,32.659,32.604
62.607,0.6718,34.267,31.430
63.657,0.6730,34.145,32.670
63.085,0.6813,33.156,33.107
63.706,0.6806,33.774,33.134
61.612,0.6722,32.457,32.206
63.840,0.6879,34.211,32.884
62.749,0.6721,33.500,32.344
63.348,0.6780,34.181,32.339
63.111,0.6811,33.625,32.663
62.420,0.6847,33.851,31.731
62.510,0.6644,32.871,32.691
63.104,0.6770,33.701,32.554
63.773,0.6869,35.010,32.004
61.604,0.6711,32.373,32.275
62.031,0.6745,33.446,31.669
61.608,0.6723,32.574,32.084
61.894,0.6719,34.446,30.488
61.869,0.6728,33.794,31.132
63.025,0.6749,33.300,32.863
61.846,0.6704,33.628,31.268
63.686,0.6864,33.638,33.288
62.707,0.6751,33.060,32.768
62.600,0.6808,33.206,32.544
63.222,0.6837,33.960,32.456
61.416,0.6687,32.770,31.647
62.177,0.6553,32.584,32.582
63.151,0.6830,33.503,32.843
62.921,0.6704,33.213,32.815
63.147,0.6776,34.016,32.285
62.172,0.6791,33.572,31.709
61.639,0.6673,32.547,32.113
63.157,0.6842,34.428,31.923
62.019,0.6810,32.619,32.522
62.908,0.6771,34.008,32.044
62.942,0.6726,34.281,31.774
63.125,0.6734,33.919,32.335
62.951,0.6696,33.707,32.343
61.785,0.6669,32.445,32.376
63.398,0.6724,33.973,32.564
63.022,0.6755,33.990,32.170
62.341,0.6760,33.028,32.438
62.287,0.6832,32.996,32.439
63.430,0.6820,35.141,31.478
62.163,0.6691,32.722,32.506
62.853,0.6840,33.083,32.954
63.458,0.6786,34.765,31.867
62.914,0.6748,34.610,31.417
61.942,0.6733,34.040,30.971
63.356,0.6819,33.872,32.680
62.949,0.6758,33.594,32.496
62.581,0.6802,34.333,31.384
61.940,0.6750,33.293,31.731
62.199,0.6756,33.583,31.720
61.880,0.6712,33.763,31.171
63.477,0.6803,33.812,32.852
62.960,0.6690,33.811,32.251
61.634,0.6675,33.032,31.626
62.915,0.6807,34.667,31.409
62.553,0.6704,33.849,31.790
62.458,0.6823,33.700,31.908
61.752,0.6694,32.720,32.075
62.919,0.6744,33.351,32.696
62.782,0.6658,33.046,32.803
62.487,0.6750,32.956,32.641
62.430,0.6780,33.865,31.680
62.488,0.6782,34.329,31.276
61.695,0.6666,32.534,32.181
62.840,0.6791,33.325,32.667
62.883,0.6819,33.341,32.711
62.532,0.6796,33.604,32.065
62.576,0.6728,33.033,32.641
62.603,0.6803,33.454,32.296
61.842,0.6668,33.754,31.113
62.666,0.6778,33.590,32.210
63.328,0.6800,33.858,32.652
62.854,0.6734,33.783,32.192
64.120,0.6866,33.691,33.690
62.545,0.6679,32.923,32.692
63.179,0.6792,34.536,31.813
62.800,0.6748,34.256,31.662
63.187,0.6821,33.331,33.044
63.182,0.6812,34.490,31.868
62.791,0.6774,33.075,32.865
62.680,0.6815,33.613,32.226
62.908,0.6772,33.244,32.808
62.045,0.6686,33.121,31.980
62.781,0.6794,34.121,31.797
62.926,0.6766,33.489,32.579
62.817,0.6725,33.140,32.791
63.879,0.6865,34.100,33.028
62.870,0.6702,33.546,32.423
63.423,0.6895,34.022,32.640
62.101,0.6712,33.406,31.754
63.075,0.6802,33.163,33.075
61.918,0.6739,33.741,31.251
63.205,0.6757,33.975,32.386
62.116,0.6694,32.684,32.492
62.602,0.6734,32.908,32.798
60.889,0.6685,32.377,31.497
63.466,0.6779,33.834,32.809
63.247,0.6805,33.491,32.940
62.444,0.6680,33.788,31.726
63.157,0.6848,33.927,32.430
63.224,0.6873,33.377,33.066
61.639,0.6663,32.501,32.156
62.066,0.6776,32.736,32.418
63.232,0.6834,33.794,32.637
62.999,0.6818,34.385,31.785
63.179,0.6832,33.331,33.043
62.281,0.6859,33.001,32.446
63.255,0.6708,33.585,32.791
63.161,0.6744,34.322,31.976
61.885,0.6710,32.939,31.998
62.729,0.6700,33.093,32.731
62.813,0.6714,34.788,31.126
62.365,0.6787,33.361,32.129
63.400,0.6807,33.362,33.228
63.372,0.6797,33.355,33.198
62.995,0.6762,33.288,32.847
61.968,0.6744,32.959,32.090
63.374,0.6756,33.850,32.678
61.672,0.6621,33.011,31.657
62.535,0.6772,32.848,32.812
63.222,0.6848,34.127,32.299
62.561,0.6784,33.436,32.254
62.748,0.6729,33.182,32.689
61.770,0.6752,32.505,32.336
63.565,0.6874,33.438,33.374
62.810,0.6843,34.019,31.970
62.260,0.6750,33.140,32.213
63.400,0.6734,33.465,33.084
62.748,0.6786,33.823,32.067
63.215,0.6739,33.268,33.088
63.053,0.6840,34.215,32.028
63.049,0.6729,34.291,31.872
62.175,0.6655,32.969,32.247
63.063,0.6746,33.753,32.445
62.971,0.6738,33.102,32.996
63.095,0.6777,34.058,32.194
62.430,0.6663,33.095,32.381
63.376,0.6812,33.319,33.245
62.241,0.6758,32.809,32.534
62.060,0.6631,34.484,30.590
63.153,0.6854,33.612,32.743
62.427,0.6844,33.429,32.160
62.114,0.6692,32.969,32.206
63.306,0.6783,34.041,32.434
62.404,0.6643,33.534,31.915
62.439,0.6835,34.527,31.060
61.899,0.6694,32.816,32.139
63.867,0.6846,33.987,33.121
61.994,0.6643,33.260,31.741
63.403,0.6821,34.849,31.746
62.019,0.6646,33.169,31.876
61.819,0.6798,32.898,31.999
62.919,0.6784,34.202,31.865
62.195,0.6709,32.774,32.493
63.067,0.6768,33.872,32.362
63.174,0.6832,33.304,33.063
63.727,0.6846,33.811,33.146
61.957,0.6783,33.221,31.837
61.755,0.6675,32.438,32.361
62.483,0.6705,33.130,32.438
62.460,0.6760,32.843,32.729
62.442,0.6702,33.018,32.497
62.890,0.6837,33.384,32.689
62.254,0.6782,33.211,32.154
62.544,0.6758,33.298,32.366
62.508,0.6657,33.085,32.488
63.105,0.6815,33.356,32.929
62.440,0.6606,33.552,31.915
62.510,0.6746,33.476,32.142
63.365,0.6822,33.625,32.937
63.231,0.6822,34.271,32.150
62.176,0.6710,32.778,32.475
63.620,0.6789,33.661,33.150
62.727,0.6696,33.720,32.098
62.641,0.6841,34.095,31.713
63.124,0.6639,33.861,32.348
63.085,0.6884,34.298,32.003
63.466,0.6849,33.764,32.921
62.550,0.6727,33.548,32.093
62.722,0.6727,33.350,32.475
62.149,0.6778,32.685,32.572
63.391,0.6831,33.300,33.295
62.599,0.6688,33.524,32.154
63.031,0.6792,34.304,31.883
62.836,0.6789,33.347,32.638
62.235,0.6753,32.890,32.432
62.708,0.6740,33.273,32.554
62.331,0.6833,33.339,32.144
63.035,0.6798,33.544,32.658
63.036,0.6736,33.518,32.650
62.258,0.6754,33.554,31.808
63.041,0.6739,33.907,32.265
62.082,0.6776,33.029,32.158
63.019,0.6833,33.990,32.211
61.940,0.6784,32.612,32.431
62.514,0.6826,33.644,32.026
62.757,0.6771,34.273,31.615
63.278,0.6824,33.688,32.784
62.131,0.6787,32.884,32.361
62.723,0.6750,33.172,32.672
62.544,0.6781,33.074,32.601
63.194,0.6843,33.264,33.130
62.305,0.6726,33.437,31.957
62.052,0.6668,33.454,31.638
62.750,0.6733,33.415,32.459
63.528,0.6831,33.971,32.771
62.537,0.6832,33.144,32.556
62.490,0.6803,34.189,31.435
61.882,0.6747,33.440,31.515
63.301,0.6796,33.959,32.518
63.014,0.6720,34.184,31.949
63.688,0.6757,33.762,33.107
62.113,0.6677,33.262,31.897
63.471,0.6871,34.936,31.761
62.861,0.6758,34.126,31.867
62.650,0.6801,32.968,32.832
61.751,0.6708,33.297,31.492
63.271,0.6745,33.571,32.848
61.465,0.6783,32.341,32.181
62.571,0.6785,33.171,32.538
63.299,0.6710,33.486,32.942
62.795,0.6887,33.003,32.998
61.910,0.6686,32.776,32.180
62.689,0.6768,33.402,32.417
63.177,0.6833,34.778,31.586
62.673,0.6717,33.269,32.495
62.269,0.6702,33.197,32.137
62.028,0.6634,33.192,31.850
63.106,0.6704,34.132,32.085
63.052,0.6841,33.172,33.074
63.410,0.6758,33.457,33.115
63.309,0.6788,34.082,32.400
62.765,0.6757,33.794,32.095
62.789,0.6794,33.753,32.189
62.533,0.6772,33.358,32.300
62.327,0.6776,33.377,32.070
62.803,0.6782,33.029,32.920
61.921,0.6775,33.065,31.952
62.412,0.6783,33.203,32.326
62.362,0.6741,34.042,31.435
63.304,0.6855,33.480,33.039
62.857,0.6731,33.351,32.619
63.249,0.6821,33.645,32.795
61.901,0.6611,32.937,31.963
62.298,0.6759,33.137,32.263
62.191,0.6764,34.784,30.494
62.116,0.6777,32.945,32.283
63.138,0.6856,33.930,32.413
62.612,0.6703,33.259,32.442
62.984,0.6774,33.668,32.464
62.610,0.6747,33.089,32.641
62.172,0.6819,33.522,31.777
62.661,0.6861,33.788,32.055
63.005,0.6680,33.257,32.842
62.726,0.6722,32.997,32.835
62.183,0.6732,33.205,32.059
63.017,0.6815,33.437,32.755
62.578,0.6774,33.098,32.610
63.323,0.6736,33.696,32.772
62.144,0.6743,33.065,32.169
62.978,0.6791,33.224,32.927
62.818,0.6718,33.400,32.533
62.784,0.6801,34.366,31.567
61.932,0.6685,33.516,31.470
62.650,0.6712,34.046,31.695
62.696,0.6762,33.678,32.144
62.480,0.6801,34.241,31.373
63.332,0.6839,33.482,33.052
63.214,0.6712,33.748,32.586
62.453,0.6640,32.917,32.587
62.927,0.6786,33.358,32.724
62.608,0.6666,33.687,31.997
63.235,0.6779,33.473,32.922
62.518,0.6829,33.123,32.553
62.299,0.6639,33.318,32.018
63.927,0.6779,34.473,32.652
62.572,0.6719,33.335,32.326
63.164,0.6754,33.198,33.112
62.600,0.6783,33.445,32.286
62.367,0.6790,33.477,32.011
62.391,0.6764,32.920,32.585
62.297,0.6776,34.167,31.242
62.961,0.6736,33.579,32.503
62.521,0.6701,32.971,32.629
62.216,0.6684,33.872,31.400
62.011,0.6587,32.853,32.149
62.308,0.6708,33.506,31.888
63.891,0.6856,34.285,32.849
62.549,0.6726,33.175,32.475
63.311,0.6719,33.363,33.092
62.286,0.6652,33.247,32.076
62.353,0.6793,33.197,32.271
62.588,0.6793,33.901,31.824
63.590,0.6754,33.844,32.916
61.941,0.6672,32.746,32.231
61.817,0.6738,33.197,31.686
62.243,0.6672,32.861,32.422
62.968,0.6749,33.441,32.662
62.703,0.6837,33.146,32.730
62.783,0.6683,33.062,32.806
63.119,0.6780,33.646,32.632
63.882,0.6748,33.553,33.507
62.520,0.6763,33.407,32.237
63.061,0.6772,34.558,31.648
62.759,0.6826,33.541,32.385
61.283,0.6651,32.149,32.123
63.752,0.6806,34.314,32.644
61.917,0.6797,33.374,31.666
62.860,0.6819,33.220,32.809
63.266,0.6776,33.599,32.826
61.942,0.6710,34.399,30.593
61.184,0.6749,32.765,31.465
61.951,0.6794,34.141,30.910
63.645,0.6772,34.352,32.473
62.999,0.6798,33.381,32.782
63.279,0.6743,34.484,31.937
61.705,0.6777,32.740,32.057
62.251,0.6732,32.905,32.435
62.632,0.6817,33.032,32.758
63.367,0.6803,34.583,31.963
63.272,0.6860,33.338,33.152
61.994,0.6811,33.879,31.225
63.459,0.6783,33.754,32.882
62.700,0.6760,32.928,32.900
62.479,0.6649,33.501,32.034
62.863,0.6759,34.146,31.844
62.494,0.6793,33.472,32.156
62.607,0.6739,32.990,32.722
63.078,0.6686,33.350,32.841
62.584,0.6788,32.934,32.790
63.401,0.6800,33.537,33.049
62.840,0.6810,33.704,32.303
62.269,0.6752,33.483,31.886
63.323,0.6758,34.687,31.789
62.838,0.6773,35.162,30.803
61.790,0.6796,32.615,32.266
62.764,0.6702,33.636,32.224
63.520,0.6799,33.367,33.342
62.159,0.6676,33.577,31.625
63.017,0.6680,33.887,32.224
62.334,0.6653,34.419,30.956
62.896,0.6705,33.543,32.455
63.190,0.6843,33.308,33.085
63.488,0.6779,33.611,33.055
63.489,0.6799,33.692,32.986
61.653,0.6725,33.098,31.609
63.154,0.6781,33.535,32.782
63.122,0.6779,33.765,32.520
62.313,0.6773,33.159,32.266
62.964,0.6748,33.306,32.794
62.845,0.6802,33.458,32.542
63.197,0.6764,33.960,32.377
63.076,0.6714,33.381,32.817
63.489,0.6815,33.931,32.757
63.127,0.6851,34.436,31.885
62.828,0.6736,34.683,31.254
62.786,0.6716,33.852,32.032
63.146,0.6853,33.890,32.460
63.085,0.6813,33.920,32.341
62.603,0.6808,33.706,32.044
63.167,0.6730,33.209,33.089
62.365,0.6783,33.268,32.220
62.789,0.6819,34.564,31.378
61.935,0.6730,33.116,31.870
61.991,0.6731,33.105,31.963
61.583,0.6711,32.565,32.058
62.375,0.6696,33.833,31.608
61.567,0.6721,32.741,31.863
63.196,0.6706,33.437,32.879
62.529,0.6769,33.835,31.815
63.626,0.6786,33.502,33.311
62.810,0.6810,33.768,32.205
61.167,0.6759,32.613,31.587
62.016,0.6702,32.673,32.413
62.682,0.6707,33.102,32.675
63.412,0.6745,33.795,32.781
62.573,0.6734,34.326,31.354
62.684,0.6818,33.896,31.942
62.711,0.6840,33.730,32.155
62.626,0.6784,32.886,32.881
63.477,0.6851,33.595,33.103
62.197,0.6727,33.347,31.932
63.277,0.6830,34.094,32.378
63.269,0.6810,33.482,32.972
63.146,0.6832,33.561,32.777
62.983,0.6724,33.452,32.651
63.423,0.6818,34.214,32.406
61.559,0.6639,32.298,32.261
61.697,0.6709,32.810,31.931
62.586,0.6867,33.134,32.640
62.922,0.6815,34.339,31.747
62.548,0.6880,33.312,32.422
62.006,0.6723,33.031,32.047
63.184,0.6775,33.220,33.125
63.092,0.6792,34.451,31.800
63.003,0.6788,34.161,31.986
62.940,0.6779,34.322,31.761
63.380,0.6828,33.680,32.902
61.781,0.6692,32.648,32.172
62.880,0.6811,33.904,32.140
62.772,0.6657,32.943,32.892
62.907,0.6783,34.005,32.050
62.964,0.6755,33.771,32.328
61.970,0.6720,33.463,31.574
63.055,0.6781,33.364,32.844
62.933,0.6673,33.548,32.472
61.851,0.6796,33.094,31.854
63.541,0.6829,33.521,33.224
63.160,0.6791,33.520,32.810
62.296,0.6702,34.030,31.335
62.914,0.6702,33.156,32.863
62.828,0.6713,33.526,32.419
63.031,0.6730,33.694,32.463
62.676,0.6689,33.730,32.031
62.970,0.6826,34.297,31.857
63.300,0.6830,33.829,32.669
62.356,0.6821,33.162,32.339
61.826,0.6673,33.165,31.696
62.883,0.6753,33.090,32.922
63.020,0.6802,33.562,32.627
61.599,0.6728,32.660,31.992
61.333,0.6680,33.341,30.994
62.411,0.6786,33.086,32.452
62.933,0.6749,33.366,32.699
63.557,0.6824,33.968,32.800
61.521,0.6595,33.613,30.878
62.546,0.6716,33.623,32.014
62.968,0.6764,33.244,32.856
63.809,0.6788,33.968,33.038
62.349,0.6608,34.171,31.201
62.545,0.6732,32.870,32.785
62.944,0.6851,34.155,31.979
62.769,0.6739,33.789,32.110
62.263,0.6651,32.813,32.485
61.494,0.6631,32.808,31.672
62.250,0.6715,33.094,32.235
62.962,0.6844,33.978,32.183
62.383,0.6757,33.480,32.012
62.361,0.6720,32.885,32.557
62.140,0.6723,33.239,31.976
61.312,0.6553,32.987,31.264
63.300,0.6758,33.547,32.908
62.719,0.6754,33.758,32.084
62.685,0.6707,32.922,32.857
62.303,0.6760,32.778,32.637
62.618,0.6792,33.139,32.622
62.870,0.6822,33.881,32.165
62.415,0.6718,33.568,31.945
63.096,0.6791,33.737,32.523
62.470,0.6724,33.443,32.129
62.662,0.6781,33.152,32.631
61.934,0.6662,33.605,31.351
63.161,0.6779,34.272,32.044
62.811,0.6784,33.453,32.503
62.643,0.6794,33.375,32.409
62.242,0.6721,33.620,31.705
62.430,0.6769,33.869,31.676
62.528,0.6787,33.499,32.162
62.383,0.6685,33.521,31.927
61.944,0.6657,32.546,32.432
62.286,0.6783,33.955,31.446
63.216,0.6790,34.463,31.922
62.676,0.6721,33.144,32.631
61.895,0.6756,32.688,32.293
63.240,0.6798,34.372,32.040
62.354,0.6640,33.152,32.245
63.369,0.6781,33.917,32.621
62.746,0.6726,33.256,32.600
62.883,0.6708,34.613,31.361
63.252,0.6884,33.703,32.779
61.899,0.6820,33.593,31.424
63.361,0.6705,33.514,32.973
63.221,0.6759,33.267,33.104
62.571,0.6795,33.161,32.548
63.552,0.6831,34.985,31.775
63.116,0.6709,33.208,33.030
63.046,0.6813,33.468,32.755
62.367,0.6740,34.735,30.725
63.729,0.6801,34.346,32.579
62.079,0.6682,34.122,31.005
62.595,0.6679,33.656,32.011
63.481,0.6704,33.692,32.932
62.188,0.6753,32.836,32.449
62.887,0.6683,33.235,32.742
61.899,0.6642,32.950,31.974
63.288,0.6690,33.710,32.695
62.748,0.6731,34.365,31.488
61.713,0.6714,32.464,32.293
63.817,0.6865,34.005,33.058
63.745,0.6904,34.454,32.557
63.117,0.6682,34.020,32.199
63.442,0.6837,33.584,33.068
63.079,0.6832,33.937,32.329
61.497,0.6686,32.346,32.189
62.790,0.6810,34.462,31.479
62.683,0.6659,33.789,31.961
62.090,0.6770,33.312,31.878
62.211,0.6801,33.639,31.694
62.917,0.6813,34.418,31.668
62.672,0.6824,33.140,32.687
63.010,0.6844,33.117,33.088
62.909,0.6757,33.944,32.093
62.243,0.6665,33.844,31.449
63.102,0.6762,33.234,33.014
62.878,0.6739,34.999,30.994
63.276,0.6731,34.916,31.489
62.279,0.6683,32.957,32.385
63.468,0.6762,34.325,32.303
62.796,0.6753,33.261,32.678
62.612,0.6811,33.390,32.374
62.042,0.6716,33.254,31.854
62.317,0.6682,32.704,32.682
62.078,0.6617,32.583,32.504
63.130,0.6860,34.554,31.780
62.503,0.6814,33.606,32.044
62.677,0.6743,34.214,31.573
62.320,0.6648,33.345,32.022
63.616,0.6815,33.594,33.229
62.988,0.6679,34.202,31.874
62.950,0.6770,34.828,31.252
63.177,0.6710,33.672,32.627
62.324,0.6739,33.999,31.415
62.811,0.6666,33.162,32.730
61.803,0.6667,33.475,31.352
62.839,0.6671,32.983,32.943
61.866,0.6657,33.062,31.830
62.533,0.6767,33.830,31.824
63.102,0.6757,33.824,32.426
62.445,0.6852,33.477,32.135
62.263,0.6781,32.840,32.523
63.155,0.6770,33.681,32.629
62.914,0.6777,34.070,31.988
61.849,0.6725,32.602,32.313
62.233,0.6797,33.084,32.275
62.190,0.6761,32.891,32.408
61.747,0.6707,32.525,32.266
61.704,0.6623,32.836,31.872
61.773,0.6755,33.076,31.789
63.441,0.6890,34.402,32.280
62.523,0.6728,32.827,32.798
61.767,0.6643,32.416,32.354
63.185,0.6810,34.284,32.083
62.671,0.6726,34.886,30.885
62.793,0.6674,34.388,31.475
63.408,0.6771,34.527,32.050
62.638,0.6713,33.837,31.888
62.126,0.6690,34.096,31.076
62.762,0.6694,33.637,32.219
62.812,0.6645,33.538,32.343
62.688,0.6828,34.577,31.270
62.754,0.6773,33.208,32.684
63.381,0.6760,33.771,32.771
62.422,0.6698,33.122,32.384
63.179,0.6734,33.705,32.610
62.942,0.6753,33.979,32.097
62.749,0.6768,33.647,32.239
63.795,0.6873,34.848,32.194
62.891,0.6826,33.989,32.075
62.247,0.6713,32.815,32.510
62.212,0.6652,33.878,31.376
62.378,0.6669,32.896,32.540
62.562,0.6751,33.409,32.262
61.715,0.6777,32.601,32.204
62.189,0.6689,33.210,32.028
63.619,0.6802,33.887,32.927
62.347,0.6706,33.142,32.282
62.715,0.6857,33.663,32.237
60.984,0.6665,32.861,31.074
63.260,0.6719,34.272,32.127
62.713,0.6740,33.324,32.505
62.288,0.6821,32.777,32.654
62.081,0.6774,32.599,32.589
63.113,0.6836,34.525,31.780
61.896,0.6747,32.664,32.311
63.391,0.6851,35.222,31.368
62.637,0.6737,33.813,31.915
62.401,0.6770,33.444,32.071
62.971,0.6818,34.186,31.956
63.365,0.6856,33.895,32.689
62.373,0.6674,33.099,32.336
62.675,0.6680,34.001,31.753
63.065,0.6765,33.421,32.793
62.459,0.6661,33.467,32.047
62.781,0.6767,33.068,32.849
63.758,0.6744,34.280,32.644
62.282,0.6784,33.458,31.944
62.843,0.6816,33.421,32.588
63.009,0.6815,33.789,32.393
63.222,0.6731,33.816,32.541
63.254,0.6814,33.453,32.987
62.640,0.6764,32.910,32.858
62.428,0.6702,33.196,32.306
63.184,0.6796,34.015,32.341
63.338,0.6770,34.441,32.059
62.642,0.6770,33.521,32.242
62.366,0.6831,33.432,32.086
62.017,0.6740,32.786,32.313
62.575,0.6723,33.081,32.603
61.985,0.6697,34.562,30.451
62.051,0.6760,33.559,31.584
62.280,0.6773,32.847,32.545
63.052,0.6790,33.938,32.274
62.457,0.6751,33.296,32.274
62.936,0.6714,33.343,32.706
62.709,0.6622,32.945,32.813
61.504,0.6743,32.920,31.639
63.187,0.6745,35.016,31.306
62.673,0.6651,33.830,31.900
62.619,0.6740,33.066,32.668
63.034,0.6694,33.163,32.987
62.914,0.6756,34.957,31.081
62.214,0.6674,33.078,32.192
62.916,0.6760,33.358,32.693
62.873,0.6769,33.553,32.459
63.054,0.6796,33.745,32.476
63.102,0.6672,34.918,31.275
63.573,0.6844,34.946,31.843
61.669,0.6642,32.814,31.862
63.382,0.6723,33.312,33.214
62.951,0.6778,34.550,31.543
62.669,0.6756,33.908,31.879
62.410,0.6703,32.746,32.745
62.339,0.6768,33.026,32.413
63.806,0.6831,33.798,33.234
63.579,0.6875,34.444,32.373
62.638,0.6714,33.316,32.413
61.379,0.6716,32.824,31.581
63.185,0.6761,33.703,32.633
62.636,0.6725,33.860,31.877
63.584,0.6685,34.617,32.092
61.892,0.6737,32.582,32.382
62.655,0.6780,34.115,31.674
63.223,0.6797,33.846,32.551
63.168,0.6845,33.245,33.123
62.677,0.6758,32.976,32.829
63.486,0.6794,34.663,32.003
62.236,0.6676,33.511,31.770
62.796,0.6754,33.209,32.710
62.741,0.6766,32.998,32.875
61.366,0.6753,32.779,31.638
62.886,0.6739,35.089,30.909
62.871,0.6787,33.916,32.103
62.495,0.6788,33.934,31.686
61.729,0.6692,33.700,31.063
62.945,0.6852,33.442,32.697
62.800,0.6737,33.320,32.599
63.037,0.6729,35.329,30.824
62.468,0.6661,32.974,32.550
62.738,0.6687,33.533,32.295
62.858,0.6733,33.699,32.274
61.841,0.6709,33.007,31.892
61.745,0.6576,32.544,32.182
62.249,0.6665,33.347,31.949
63.586,0.6764,33.670,33.091
62.066,0.6700,33.016,32.094
62.019,0.6604,32.835,32.191
63.935,0.6818,33.978,33.198
63.747,0.6834,34.108,32.862
62.819,0.6662,33.364,32.534
62.670,0.6739,34.251,31.525
61.768,0.6785,32.590,32.267
62.325,0.6753,33.457,31.970
61.883,0.6755,33.078,31.877
62.776,0.6783,33.014,32.904
62.740,0.6846,33.285,32.636
62.989,0.6805,33.287,32.871
62.355,0.6751,33.976,31.480
62.544,0.6816,33.381,32.315
62.875,0.6737,33.541,32.455
63.008,0.6815,33.370,32.809
62.069,0.6731,32.843,32.275
62.759,0.6658,32.937,32.893
62.280,0.6774,32.863,32.532
62.911,0.6766,33.781,32.274
62.345,0.6714,33.225,32.202
62.668,0.6775,33.486,32.316
62.885,0.6811,33.810,32.238
63.420,0.6796,33.519,33.085
63.602,0.6792,34.119,32.677
63.212,0.6674,34.548,31.764
63.174,0.6756,34.309,32.009
62.777,0.6786,33.360,32.561
62.601,0.6828,33.871,31.891
62.886,0.6795,33.697,32.345
61.867,0.6736,33.376,31.561
63.267,0.6878,33.909,32.585
62.619,0.6794,34.168,31.589
62.537,0.6834,33.061,32.640
63.017,0.6829,33.994,32.202
62.390,0.6746,33.343,32.158
62.814,0.6692,33.628,32.276
62.672,0.6682,33.044,32.708
63.647,0.6855,33.627,33.253
62.912,0.6796,33.867,32.202
62.245,0.6809,33.670,31.700
62.765,0.6839,33.022,32.920
63.495,0.6866,33.420,33.307
62.035,0.6672,32.809,32.269
63.158,0.6778,33.593,32.725
61.875,0.6691,33.015,31.882
62.310,0.6790,33.025,32.411
62.382,0.6664,32.797,32.641
62.994,0.6760,33.244,32.891
63.228,0.6828,33.458,32.964
62.584,0.6713,33.932,31.739
63.193,0.6786,33.395,32.964
63.180,0.6806,34.125,32.232
62.091,0.6681,33.316,31.823
62.569,0.6749,33.264,32.421
63.375,0.6766,34.931,31.596
62.869,0.6819,34.555,31.476
62.241,0.6784,33.590,31.754
62.129,0.6705,33.085,32.092
62.106,0.6733,33.299,31.886
62.289,0.6690,33.950,31.406
63.055,0.6743,33.263,32.928
62.498,0.6760,34.089,31.522
62.420,0.6790,34.268,31.277
62.101,0.6683,32.853,32.295
61.861,0.6748,32.633,32.305
61.931,0.6750,33.035,31.970
62.114,0.6822,32.943,32.304
62.822,0.6794,34.076,31.896
63.622,0.6827,34.539,32.291
62.871,0.6755,33.059,32.945
61.748,0.6740,32.650,32.163
62.785,0.6763,34.093,31.823
62.710,0.6729,33.311,32.498
62.857,0.6767,34.042,31.950
63.473,0.6851,33.524,33.170
62.747,0.6732,34.159,31.695
63.119,0.6819,33.315,32.987
62.235,0.6724,32.766,32.557
62.670,0.6864,33.128,32.728
63.374,0.6832,33.785,32.800
62.767,0.6668,33.487,32.357
62.365,0.6746,33.439,32.026
62.377,0.6737,33.990,31.484
63.416,0.6717,33.619,32.932
63.093,0.6770,33.336,32.914
63.449,0.6758,33.924,32.686
62.468,0.6624,33.175,32.327
62.570,0.6782,33.538,32.167
61.575,0.6687,33.001,31.602
61.880,0.6733,32.597,32.352
63.653,0.6849,34.278,32.601
63.196,0.6807,34.185,32.187
62.599,0.6776,34.369,31.354
62.912,0.6772,35.447,30.587
62.784,0.6765,33.985,31.930
62.840,0.6763,34.416,31.560
62.305,0.6725,32.979,32.415
63.012,0.6743,33.138,33.006
62.887,0.6772,34.509,31.515
62.874,0.6742,33.829,32.165
62.871,0.6814,33.965,32.073
62.104,0.6716,33.475,31.698
61.130,0.6692,32.320,31.793
62.916,0.6760,33.315,32.738
62.838,0.6736,33.100,32.858
63.229,0.6790,35.408,30.976
62.288,0.6716,33.002,32.370
62.009,0.6712,33.774,31.294
63.666,0.6783,33.965,32.890
62.371,0.6729,32.821,32.642
63.393,0.6744,34.043,32.503
63.373,0.6791,33.708,32.843
62.937,0.6763,34.377,31.701
62.557,0.6690,33.722,31.923
62.498,0.6708,33.352,32.232
63.612,0.6833,34.947,31.876
63.225,0.6810,33.237,33.171
62.558,0.6814,33.347,32.362
62.346,0.6786,33.446,32.024
62.954,0.6787,33.970,32.137
