tiempo_s,observado,modelo_nrsur,sin_onda_directa
0.291016,0.66518,-0.00261,0.37875
0.291138,0.58831,-0.00787,-0.58535
0.291260,-0.24419,-0.01346,-1.00648
0.291382,-0.98281,-0.01935,-0.62518
0.291504,-0.53235,-0.02530,-0.36211
0.291626,0.50077,-0.03108,-0.49894
0.291749,0.50392,-0.03600,-0.21104
0.291871,-0.48274,-0.03921,0.68404
0.291993,-0.70196,-0.04083,0.99504
0.292115,0.39497,-0.04197,0.03430
0.292237,1.16784,-0.04301,-0.99842
0.292359,0.48326,-0.04262,-0.69464
0.292481,-0.50677,-0.03947,0.38916
0.292603,-0.38700,-0.03405,0.61974
0.292725,0.34969,-0.02793,-0.19827
0.292847,0.47226,-0.02180,-0.70505
0.292969,0.04972,-0.01521,-0.21917
0.293091,-0.08883,-0.00804,0.40701
0.293213,0.03500,-0.00082,0.34940
0.293335,-0.13580,0.00600,-0.10550
0.293458,-0.42026,0.01221,-0.40870
0.293580,-0.20367,0.01743,-0.50898
0.293702,0.39318,0.02134,-0.35353
0.293824,0.71443,0.02427,0.25980
0.293946,0.64191,0.02646,0.89794
0.294068,0.55964,0.02706,0.70114
0.294190,0.51741,0.02493,-0.13541
0.294312,0.28245,0.02056,-0.31988
0.294434,0.00967,0.01579,0.48034
0.294556,0.04334,0.01148,0.89780
0.294678,0.20755,0.00656,0.06460
0.294800,0.08245,-0.00007,-0.83394
0.294922,-0.14182,-0.00789,-0.44273
0.295044,0.06836,-0.01571,0.55044
0.295166,0.50736,-0.02316,0.60441
0.295289,0.35871,-0.03038,-0.20065
0.295411,-0.40087,-0.03708,-0.52965
0.295533,-0.68195,-0.04277,-0.03854
0.295655,0.14684,-0.04747,0.38989
0.295777,1.19222,-0.05108,0.36392
0.295899,1.25536,-0.05298,0.39593
0.296021,0.49738,-0.05287,0.63228
0.296143,0.02591,-0.05161,0.52957
0.296265,0.21955,-0.04994,-0.04236
0.296387,0.43035,-0.04703,-0.48452
0.296509,0.23277,-0.04155,-0.46928
0.296631,-0.00052,-0.03387,-0.34912
0.296753,0.05191,-0.02580,-0.37991
0.296875,0.05018,-0.01827,-0.35188
0.296998,-0.37612,-0.01051,-0.18847
0.297120,-0.94099,-0.00190,-0.15980
0.297242,-1.08243,0.00699,-0.28006
0.297364,-0.70153,0.01539,-0.18742
0.297486,-0.15721,0.02331,0.14883
0.297608,0.24264,0.03083,0.29666
0.297730,0.40877,0.03757,0.20961
0.297852,0.29818,0.04336,0.46507
0.297974,-0.06624,0.04859,1.21582
0.298096,-0.43119,0.05312,1.62147
0.298218,-0.46381,0.05589,1.00154
0.298340,-0.13990,0.05657,0.00757
0.298462,0.20042,0.05646,-0.19331
0.298584,0.25128,0.05681,0.41645
0.298707,0.04101,0.05694,0.76506
0.298829,-0.23664,0.05528,0.31334
0.298951,-0.49821,0.05176,-0.32266
0.299073,-0.71248,0.04773,-0.50834
0.299195,-0.75943,0.04388,-0.45480
0.299317,-0.64786,0.03972,-0.56282
0.299439,-0.73690,0.03504,-0.63648
0.299561,-1.29110,0.03054,-0.31257
0.299683,-1.82418,0.02650,0.19629
0.299805,-1.45204,0.02239,0.35656
0.299927,-0.09422,0.01792,0.06198
