prolific_id,condition,political_affiliation,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,blame_descriptive,praise_descriptive,emotion_descriptive,political_descriptive,affect_polarization,poli_extreme
595,control,democrat,4.0,4.0,4.0,4.0,45.0,55.0,35.0,62.0,2.0,2.0
596,control,republican,7.0,7.0,7.0,7.0,30.0,70.0,10.0,80.0,4.0,2.0
597,control,democrat,5.0,6.0,4.0,7.0,68.0,73.0,42.0,84.0,4.0,4.0
598,control,democrat,5.0,7.0,5.0,7.0,55.0,61.0,70.0,84.0,4.0,2.0
600,control,democrat,5.0,7.0,6.0,6.0,65.0,70.0,15.0,80.0,4.0,1.0
601,algorithmic,democrat,4.0,5.0,6.0,6.0,84.0,77.0,56.0,95.0,4.0,2.0
602,algorithmic,democrat,4.0,6.0,6.0,6.0,94.0,89.0,92.0,99.0,5.0,4.0
603,algorithmic,republican,1.0,5.0,5.0,4.0,28.0,39.0,5.0,64.0,3.0,3.0
604,algorithmic,republican,1.0,7.0,5.0,6.0,27.0,13.0,12.0,48.0,2.0,4.0
605,algorithmic,democrat,7.0,7.0,7.0,7.0,65.0,35.0,50.0,90.0,4.0,3.0
606,control,republican,4.0,5.0,4.0,4.0,70.0,83.0,86.0,77.0,3.0,4.0
608,control,democrat,4.0,4.0,6.0,6.0,38.0,40.0,20.0,75.0,4.0,3.0
609,control,democrat,2.0,5.0,2.0,3.0,35.0,21.0,16.0,61.0,3.0,2.0
610,control,democrat,5.0,5.0,5.0,6.0,58.0,59.0,63.0,70.0,3.0,3.0
611,algorithmic,democrat,6.0,6.0,6.0,7.0,62.0,39.0,33.0,36.0,2.0,1.0
612,algorithmic,democrat,3.0,5.0,5.0,4.0,60.0,56.0,42.0,69.0,2.0,2.0
613,control,democrat,7.0,7.0,4.0,7.0,72.0,25.0,25.0,96.0,5.0,4.0
614,algorithmic,democrat,5.0,5.0,7.0,6.0,70.0,70.0,35.0,90.0,4.0,1.0
615,algorithmic,democrat,4.0,4.0,4.0,4.0,75.0,83.0,25.0,89.0,3.0,1.0
617,control,democrat,3.0,7.0,2.0,7.0,5.0,60.0,4.0,65.0,1.0,3.0
618,algorithmic,democrat,5.0,4.0,2.0,6.0,44.0,46.0,14.0,80.0,2.0,1.0
619,control,republican,7.0,7.0,7.0,7.0,78.0,18.0,52.0,87.0,4.0,3.0
620,algorithmic,republican,5.0,6.0,5.0,7.0,40.0,30.0,50.0,80.0,4.0,4.0
621,control,democrat,4.0,6.0,6.0,6.0,60.0,40.0,40.0,65.0,4.0,3.0
622,algorithmic,democrat,7.0,7.0,7.0,7.0,40.0,40.0,10.0,85.0,5.0,1.0
623,algorithmic,democrat,5.0,6.0,4.0,7.0,35.0,40.0,10.0,75.0,3.0,1.0
624,control,democrat,2.0,4.0,5.0,4.0,28.0,8.0,21.0,81.0,1.0,3.0
625,algorithmic,democrat,5.0,6.0,6.0,5.0,40.0,40.0,80.0,80.0,4.0,2.0
626,control,democrat,5.0,5.0,5.0,5.0,30.0,85.0,40.0,90.0,4.0,3.0
627,algorithmic,democrat,2.0,6.0,6.0,5.0,58.0,69.0,41.0,61.0,4.0,1.0
628,control,democrat,4.0,5.0,4.0,5.0,52.0,70.0,37.0,78.0,3.0,4.0
629,control,democrat,4.0,5.0,5.0,6.0,66.0,36.0,45.0,86.0,3.0,2.0
630,control,republican,2.0,5.0,5.0,4.0,75.0,50.0,15.0,85.0,3.0,3.0
631,control,democrat,3.0,6.0,6.0,6.0,59.0,39.0,60.0,71.0,4.0,3.0
632,algorithmic,democrat,4.0,7.0,3.0,4.0,50.0,100.0,30.0,50.0,4.0,3.0
633,control,democrat,4.0,5.0,5.0,6.0,56.0,69.0,67.0,100.0,4.0,3.0
634,algorithmic,republican,5.0,5.0,5.0,4.0,63.0,79.0,43.0,85.0,4.0,4.0
636,algorithmic,democrat,2.0,5.0,5.0,3.0,31.0,59.0,16.0,83.0,2.0,2.0
637,control,republican,1.0,7.0,4.0,4.0,50.0,50.0,21.0,50.0,3.0,1.0
638,control,democrat,2.0,5.0,4.0,2.0,47.0,53.0,48.0,88.0,3.0,3.0
639,algorithmic,democrat,5.0,6.0,5.0,5.0,15.0,85.0,59.0,94.0,1.0,3.0
640,algorithmic,democrat,5.0,4.0,6.0,7.0,69.0,29.0,60.0,75.0,4.0,4.0
641,algorithmic,republican,2.0,7.0,7.0,7.0,45.0,69.0,72.0,89.0,3.0,2.0
642,control,lean_democrat,5.0,6.0,3.0,7.0,70.0,45.0,33.0,90.0,5.0,3.0
643,algorithmic,democrat,1.0,4.0,5.0,3.0,40.0,30.0,60.0,85.0,3.0,4.0
644,algorithmic,democrat,7.0,7.0,7.0,7.0,60.0,35.0,65.0,89.0,4.0,1.0
645,control,democrat,5.0,5.0,5.0,5.0,72.0,69.0,58.0,71.0,3.0,3.0
646,algorithmic,democrat,5.0,6.0,6.0,5.0,50.0,70.0,65.0,95.0,4.0,3.0
647,algorithmic,democrat,2.0,5.0,6.0,6.0,67.0,64.0,20.0,83.0,4.0,2.0
648,control,democrat,2.0,7.0,5.0,6.0,56.0,68.0,32.0,71.0,4.0,4.0
650,control,democrat,2.0,6.0,6.0,4.0,75.0,75.0,75.0,75.0,5.0,5.0
651,control,democrat,1.0,7.0,7.0,5.0,27.0,77.0,79.0,56.0,1.0,1.0
653,algorithmic,democrat,6.0,5.0,3.0,7.0,56.0,92.0,2.0,96.0,4.0,2.0
654,control,democrat,5.0,6.0,6.0,6.0,70.0,31.0,56.0,87.0,3.0,3.0
655,control,democrat,5.0,5.0,5.0,5.0,50.0,36.0,57.0,79.0,4.0,3.0
656,control,democrat,7.0,7.0,4.0,7.0,76.0,34.0,23.0,90.0,2.0,2.0
657,control,democrat,4.0,4.0,5.0,3.0,66.0,33.0,54.0,70.0,3.0,4.0
658,algorithmic,republican,1.0,1.0,1.0,7.0,77.0,2.0,94.0,100.0,5.0,5.0
659,algorithmic,republican,5.0,7.0,6.0,7.0,53.0,47.0,44.0,76.0,2.0,4.0
660,algorithmic,lean_republican,1.0,7.0,5.0,1.0,75.0,25.0,15.0,80.0,4.0,3.0
661,algorithmic,republican,2.0,4.0,5.0,5.0,81.0,71.0,85.0,82.0,3.0,3.0
662,control,republican,4.0,4.0,4.0,4.0,56.0,53.0,50.0,52.0,3.0,3.0
663,algorithmic,democrat,4.0,4.0,4.0,4.0,50.0,50.0,50.0,50.0,3.0,3.0
664,control,democrat,6.0,6.0,6.0,7.0,74.0,64.0,62.0,89.0,4.0,4.0
665,algorithmic,democrat,4.0,7.0,6.0,6.0,35.0,70.0,80.0,90.0,4.0,1.0
666,algorithmic,democrat,2.0,6.0,4.0,5.0,41.0,67.0,43.0,65.0,3.0,3.0
667,algorithmic,republican,3.0,7.0,6.0,6.0,32.0,78.0,77.0,85.0,2.0,1.0
668,algorithmic,democrat,7.0,7.0,7.0,7.0,40.0,40.0,50.0,70.0,5.0,1.0
669,algorithmic,democrat,7.0,5.0,3.0,7.0,40.0,20.0,10.0,60.0,4.0,4.0
670,control,republican,1.0,6.0,5.0,5.0,33.0,62.0,53.0,47.0,2.0,2.0
671,algorithmic,republican,4.0,5.0,5.0,5.0,53.0,57.0,60.0,62.0,3.0,3.0
673,control,democrat,4.0,5.0,5.0,4.0,50.0,48.0,28.0,87.0,3.0,3.0
674,algorithmic,democrat,5.0,6.0,6.0,7.0,72.0,81.0,63.0,81.0,3.0,4.0
675,control,democrat,4.0,4.0,3.0,6.0,20.0,75.0,49.0,85.0,3.0,2.0
676,algorithmic,republican,5.0,7.0,4.0,6.0,18.0,53.0,12.0,21.0,3.0,4.0
677,control,republican,7.0,7.0,7.0,7.0,80.0,40.0,40.0,70.0,5.0,5.0
678,algorithmic,democrat,6.0,7.0,6.0,7.0,84.0,86.0,40.0,83.0,4.0,1.0
679,control,democrat,2.0,5.0,4.0,4.0,56.0,40.0,60.0,89.0,3.0,2.0
680,control,republican,5.0,6.0,5.0,7.0,61.0,30.0,24.0,84.0,4.0,2.0
681,control,democrat,5.0,5.0,3.0,7.0,80.0,30.0,1.0,100.0,5.0,2.0
682,algorithmic,democrat,5.0,6.0,4.0,6.0,91.0,80.0,3.0,96.0,3.0,4.0
684,control,republican,4.0,6.0,5.0,5.0,75.0,50.0,35.0,90.0,4.0,4.0
685,control,lean_democrat,1.0,4.0,2.0,1.0,50.0,50.0,90.0,90.0,4.0,4.0
686,algorithmic,democrat,4.0,7.0,7.0,5.0,30.0,68.0,31.0,62.0,4.0,2.0
687,control,lean_democrat,1.0,7.0,4.0,4.0,100.0,48.0,32.0,100.0,5.0,5.0
688,control,republican,5.0,5.0,5.0,6.0,54.0,54.0,52.0,87.0,3.0,3.0
689,algorithmic,democrat,4.0,7.0,7.0,4.0,40.0,80.0,75.0,83.0,3.0,3.0
690,control,democrat,5.0,6.0,4.0,7.0,30.0,30.0,20.0,85.0,4.0,1.0
691,algorithmic,democrat,5.0,6.0,6.0,6.0,44.0,74.0,28.0,75.0,3.0,3.0
692,control,republican,2.0,5.0,3.0,4.0,23.0,68.0,37.0,37.0,5.0,4.0
693,algorithmic,democrat,4.0,5.0,6.0,6.0,60.0,45.0,55.0,83.0,4.0,2.0
694,control,democrat,2.0,5.0,4.0,5.0,40.0,50.0,43.0,55.0,2.0,3.0
695,algorithmic,democrat,6.0,6.0,2.0,7.0,40.0,60.0,9.0,93.0,3.0,1.0
696,algorithmic,democrat,5.0,4.0,4.0,4.0,65.0,78.0,63.0,70.0,3.0,3.0
697,control,democrat,2.0,5.0,4.0,4.0,16.0,30.0,28.0,87.0,3.0,3.0
698,algorithmic,democrat,4.0,5.0,4.0,4.0,44.0,56.0,92.0,92.0,1.0,2.0
699,algorithmic,democrat,5.0,5.0,6.0,6.0,60.0,40.0,5.0,90.0,1.0,3.0
700,control,democrat,2.0,6.0,4.0,3.0,44.0,38.0,40.0,88.0,2.0,2.0
701,control,democrat,7.0,7.0,5.0,7.0,45.0,55.0,10.0,90.0,5.0,4.0
703,algorithmic,democrat,6.0,5.0,5.0,5.0,70.0,75.0,62.0,76.0,2.0,2.0
704,algorithmic,republican,6.0,7.0,5.0,5.0,73.0,56.0,36.0,96.0,4.0,4.0
705,control,republican,5.0,5.0,6.0,7.0,35.0,25.0,10.0,41.0,1.0,4.0
706,algorithmic,democrat,4.0,4.0,4.0,6.0,86.0,87.0,83.0,84.0,3.0,3.0
707,control,democrat,5.0,5.0,5.0,7.0,30.0,37.0,6.0,75.0,4.0,3.0
708,control,democrat,5.0,5.0,5.0,6.0,50.0,50.0,20.0,75.0,4.0,2.0
709,algorithmic,republican,2.0,6.0,7.0,3.0,89.0,80.0,81.0,90.0,4.0,4.0
710,control,democrat,4.0,5.0,5.0,6.0,38.0,40.0,34.0,52.0,4.0,4.0
711,control,democrat,2.0,5.0,5.0,5.0,70.0,72.0,64.0,91.0,4.0,2.0
712,algorithmic,democrat,6.0,7.0,6.0,5.0,60.0,50.0,40.0,88.0,4.0,4.0
713,algorithmic,republican,3.0,6.0,4.0,4.0,43.0,58.0,45.0,45.0,3.0,2.0
714,algorithmic,democrat,4.0,5.0,3.0,5.0,40.0,80.0,38.0,94.0,2.0,2.0
715,algorithmic,democrat,4.0,5.0,6.0,6.0,70.0,60.0,30.0,100.0,5.0,4.0
716,control,republican,3.0,5.0,5.0,5.0,76.0,60.0,12.0,86.0,4.0,2.0
717,control,democrat,3.0,4.0,4.0,2.0,40.0,60.0,70.0,90.0,4.0,3.0
718,algorithmic,democrat,7.0,7.0,7.0,7.0,50.0,50.0,20.0,95.0,5.0,2.0
719,control,democrat,5.0,5.0,5.0,6.0,75.0,60.0,70.0,80.0,2.0,3.0
720,algorithmic,republican,1.0,7.0,7.0,7.0,50.0,50.0,50.0,50.0,3.0,3.0
721,algorithmic,lean_democrat,5.0,7.0,6.0,7.0,50.0,71.0,50.0,85.0,4.0,1.0
722,algorithmic,democrat,6.0,7.0,5.0,7.0,64.0,75.0,41.0,100.0,2.0,3.0
723,control,democrat,3.0,7.0,6.0,5.0,40.0,40.0,68.0,80.0,3.0,4.0
724,control,democrat,3.0,6.0,5.0,5.0,58.0,45.0,0.0,89.0,4.0,4.0
725,control,democrat,2.0,4.0,7.0,7.0,36.0,38.0,75.0,95.0,3.0,3.0
726,algorithmic,lean_democrat,6.0,6.0,6.0,6.0,80.0,69.0,32.0,90.0,4.0,1.0
727,algorithmic,democrat,3.0,7.0,7.0,6.0,30.0,65.0,30.0,80.0,4.0,2.0
728,control,democrat,4.0,4.0,3.0,5.0,65.0,28.0,58.0,85.0,3.0,3.0
729,algorithmic,democrat,3.0,5.0,6.0,6.0,59.0,42.0,41.0,60.0,4.0,2.0
730,algorithmic,democrat,5.0,7.0,6.0,4.0,72.0,68.0,58.0,91.0,2.0,4.0
731,control,democrat,3.0,4.0,5.0,4.0,34.0,66.0,34.0,87.0,2.0,2.0
732,algorithmic,democrat,6.0,6.0,6.0,7.0,62.0,38.0,72.0,85.0,4.0,2.0
733,algorithmic,republican,1.0,7.0,5.0,6.0,51.0,82.0,57.0,94.0,2.0,2.0
734,algorithmic,republican,2.0,5.0,5.0,4.0,40.0,80.0,0.0,95.0,4.0,2.0
735,algorithmic,democrat,6.0,7.0,6.0,7.0,60.0,40.0,65.0,90.0,2.0,4.0
736,control,democrat,5.0,6.0,5.0,6.0,43.0,63.0,44.0,55.0,1.0,3.0
737,control,republican,4.0,7.0,6.0,5.0,42.0,56.0,76.0,60.0,2.0,2.0
738,control,democrat,3.0,6.0,5.0,4.0,85.0,60.0,45.0,90.0,3.0,3.0
739,algorithmic,democrat,6.0,6.0,5.0,6.0,75.0,50.0,15.0,85.0,4.0,3.0
740,control,republican,5.0,4.0,4.0,7.0,60.0,26.0,37.0,85.0,3.0,4.0
741,algorithmic,republican,2.0,6.0,3.0,1.0,71.0,25.0,61.0,97.0,3.0,4.0
742,control,republican,4.0,6.0,5.0,5.0,44.0,74.0,60.0,55.0,3.0,3.0
743,control,democrat,5.0,7.0,7.0,7.0,60.0,68.0,32.0,81.0,4.0,4.0
744,algorithmic,democrat,3.0,5.0,5.0,6.0,60.0,40.0,40.0,91.0,3.0,2.0
745,control,democrat,3.0,5.0,5.0,3.0,59.0,43.0,54.0,84.0,4.0,4.0
746,control,democrat,3.0,5.0,3.0,3.0,61.0,25.0,50.0,70.0,3.0,2.0
747,algorithmic,democrat,2.0,6.0,5.0,3.0,52.0,58.0,74.0,73.0,3.0,4.0
748,algorithmic,democrat,5.0,5.0,5.0,5.0,30.0,30.0,20.0,75.0,4.0,2.0
749,control,democrat,5.0,6.0,6.0,6.0,76.0,70.0,43.0,87.0,4.0,3.0
750,control,democrat,5.0,6.0,6.0,6.0,65.0,53.0,80.0,63.0,2.0,3.0
751,control,democrat,5.0,5.0,6.0,7.0,68.0,34.0,27.0,82.0,3.0,2.0
752,algorithmic,democrat,1.0,5.0,5.0,4.0,86.0,86.0,29.0,72.0,3.0,2.0
753,control,republican,5.0,6.0,5.0,6.0,65.0,38.0,13.0,96.0,3.0,2.0
754,algorithmic,republican,2.0,5.0,5.0,3.0,80.0,35.0,12.0,95.0,5.0,4.0
755,algorithmic,democrat,5.0,7.0,6.0,7.0,40.0,20.0,10.0,15.0,3.0,4.0
756,control,lean_democrat,4.0,4.0,4.0,4.0,36.0,36.0,63.0,64.0,4.0,3.0
757,algorithmic,republican,1.0,7.0,4.0,3.0,42.0,52.0,43.0,58.0,3.0,3.0
758,control,republican,7.0,7.0,7.0,7.0,93.0,19.0,57.0,83.0,4.0,4.0
759,algorithmic,republican,3.0,7.0,5.0,5.0,60.0,70.0,75.0,95.0,4.0,2.0
760,control,republican,4.0,4.0,4.0,4.0,74.0,75.0,69.0,81.0,2.0,2.0
761,control,republican,6.0,7.0,6.0,7.0,70.0,79.0,31.0,76.0,2.0,3.0
762,algorithmic,democrat,7.0,7.0,7.0,7.0,55.0,40.0,0.0,100.0,5.0,1.0
763,control,democrat,1.0,7.0,5.0,4.0,27.0,67.0,67.0,95.0,2.0,2.0
764,algorithmic,democrat,6.0,6.0,6.0,7.0,60.0,30.0,45.0,85.0,4.0,3.0
765,control,democrat,5.0,7.0,6.0,7.0,33.0,35.0,37.0,65.0,4.0,4.0
766,algorithmic,democrat,2.0,6.0,4.0,4.0,60.0,52.0,41.0,24.0,2.0,3.0
767,control,lean_republican,4.0,4.0,4.0,4.0,71.0,60.0,50.0,70.0,2.0,2.0
768,control,democrat,3.0,6.0,6.0,5.0,40.0,40.0,10.0,80.0,4.0,4.0
769,algorithmic,republican,5.0,7.0,6.0,5.0,74.0,75.0,68.0,100.0,4.0,5.0
770,algorithmic,democrat,4.0,5.0,3.0,3.0,31.0,75.0,62.0,19.0,2.0,2.0
771,algorithmic,republican,2.0,5.0,4.0,6.0,34.0,70.0,57.0,97.0,4.0,4.0
772,control,democrat,4.0,6.0,5.0,5.0,17.0,19.0,21.0,60.0,2.0,2.0
773,algorithmic,republican,3.0,5.0,6.0,5.0,83.0,35.0,82.0,100.0,2.0,4.0
774,control,republican,5.0,6.0,5.0,5.0,53.0,43.0,34.0,51.0,4.0,3.0
775,control,republican,3.0,5.0,4.0,5.0,55.0,45.0,34.0,78.0,2.0,2.0
776,algorithmic,democrat,4.0,5.0,5.0,5.0,45.0,25.0,38.0,63.0,2.0,2.0
777,algorithmic,republican,3.0,5.0,4.0,3.0,59.0,48.0,39.0,81.0,3.0,3.0
778,control,republican,3.0,4.0,4.0,5.0,51.0,49.0,44.0,80.0,5.0,4.0
779,algorithmic,republican,3.0,6.0,6.0,6.0,73.0,81.0,38.0,95.0,1.0,1.0
780,control,republican,3.0,5.0,4.0,6.0,82.0,42.0,43.0,94.0,4.0,4.0
781,control,republican,5.0,6.0,6.0,6.0,65.0,60.0,40.0,80.0,3.0,5.0
782,algorithmic,republican,1.0,5.0,5.0,4.0,25.0,28.0,15.0,45.0,3.0,3.0
783,algorithmic,democrat,4.0,6.0,6.0,5.0,68.0,63.0,74.0,81.0,3.0,3.0
784,algorithmic,republican,5.0,5.0,5.0,5.0,34.0,68.0,52.0,66.0,3.0,3.0
785,control,democrat,5.0,5.0,4.0,5.0,47.0,53.0,44.0,53.0,2.0,4.0
786,algorithmic,democrat,4.0,5.0,4.0,6.0,56.0,59.0,40.0,77.0,3.0,3.0
787,control,democrat,5.0,4.0,5.0,4.0,48.0,43.0,46.0,45.0,3.0,3.0
788,algorithmic,democrat,7.0,7.0,7.0,7.0,55.0,40.0,70.0,85.0,3.0,2.0
789,control,democrat,3.0,5.0,4.0,4.0,20.0,50.0,25.0,61.0,3.0,3.0
790,control,democrat,6.0,7.0,7.0,6.0,75.0,65.0,30.0,90.0,4.0,3.0
791,algorithmic,democrat,3.0,6.0,6.0,5.0,78.0,15.0,64.0,95.0,4.0,4.0
792,control,republican,4.0,6.0,6.0,5.0,62.0,26.0,8.0,83.0,2.0,4.0
793,control,republican,2.0,3.0,3.0,2.0,54.0,43.0,56.0,55.0,2.0,2.0
794,algorithmic,republican,2.0,6.0,6.0,6.0,76.0,42.0,11.0,80.0,2.0,4.0
795,algorithmic,republican,2.0,7.0,7.0,4.0,38.0,45.0,0.0,90.0,3.0,5.0
796,algorithmic,democrat,5.0,7.0,6.0,6.0,40.0,65.0,0.0,70.0,1.0,1.0
797,control,republican,2.0,6.0,4.0,5.0,60.0,75.0,50.0,82.0,2.0,3.0
798,algorithmic,democrat,2.0,7.0,5.0,6.0,37.0,65.0,17.0,72.0,3.0,1.0
799,control,democrat,4.0,5.0,6.0,3.0,67.0,64.0,81.0,67.0,3.0,2.0
800,control,democrat,7.0,7.0,7.0,7.0,100.0,100.0,100.0,100.0,4.0,3.0
802,control,democrat,6.0,7.0,6.0,7.0,65.0,55.0,35.0,75.0,4.0,3.0
803,algorithmic,democrat,2.0,6.0,2.0,3.0,76.0,66.0,90.0,90.0,4.0,4.0
804,algorithmic,democrat,2.0,7.0,6.0,2.0,40.0,50.0,20.0,85.0,4.0,3.0
805,control,democrat,4.0,7.0,6.0,5.0,48.0,55.0,30.0,84.0,4.0,3.0
806,control,republican,4.0,4.0,4.0,4.0,66.0,35.0,50.0,89.0,4.0,3.0
807,algorithmic,republican,6.0,6.0,6.0,6.0,65.0,63.0,55.0,85.0,4.0,3.0
808,control,democrat,4.0,4.0,5.0,5.0,51.0,51.0,39.0,52.0,4.0,3.0
809,control,democrat,2.0,6.0,5.0,5.0,50.0,50.0,32.0,70.0,4.0,2.0
810,algorithmic,democrat,2.0,5.0,4.0,5.0,65.0,55.0,50.0,95.0,3.0,2.0
811,algorithmic,democrat,6.0,7.0,7.0,7.0,55.0,48.0,73.0,80.0,5.0,1.0
812,control,republican,7.0,7.0,7.0,7.0,50.0,50.0,50.0,70.0,4.0,4.0
813,algorithmic,republican,4.0,7.0,7.0,7.0,50.0,50.0,9.0,100.0,2.0,1.0
814,control,democrat,7.0,7.0,7.0,7.0,62.0,88.0,75.0,75.0,5.0,1.0
815,algorithmic,democrat,5.0,7.0,7.0,4.0,80.0,66.0,21.0,92.0,4.0,2.0
816,control,democrat,5.0,6.0,6.0,6.0,45.0,67.0,52.0,91.0,3.0,2.0
817,algorithmic,democrat,7.0,7.0,7.0,7.0,75.0,75.0,75.0,88.0,3.0,3.0
818,algorithmic,democrat,5.0,2.0,4.0,7.0,80.0,21.0,10.0,85.0,3.0,3.0
819,control,republican,3.0,6.0,6.0,6.0,75.0,25.0,60.0,80.0,1.0,4.0
820,algorithmic,democrat,3.0,5.0,5.0,3.0,41.0,63.0,75.0,53.0,2.0,3.0
821,algorithmic,republican,2.0,7.0,5.0,6.0,1.0,89.0,70.0,76.0,1.0,4.0
822,control,republican,3.0,4.0,4.0,4.0,80.0,20.0,85.0,95.0,3.0,3.0
823,algorithmic,republican,5.0,7.0,6.0,5.0,60.0,67.0,13.0,79.0,2.0,4.0
824,control,republican,5.0,5.0,4.0,5.0,41.0,76.0,63.0,71.0,2.0,4.0
825,control,democrat,3.0,4.0,4.0,3.0,89.0,2.0,82.0,100.0,5.0,5.0
826,algorithmic,democrat,6.0,7.0,5.0,7.0,37.0,62.0,20.0,100.0,4.0,2.0
827,control,democrat,2.0,5.0,5.0,4.0,58.0,51.0,26.0,77.0,2.0,3.0
828,control,democrat,2.0,4.0,6.0,3.0,32.0,54.0,50.0,10.0,1.0,1.0
829,control,republican,1.0,5.0,3.0,1.0,64.0,35.0,37.0,75.0,3.0,3.0
830,control,democrat,5.0,3.0,3.0,6.0,80.0,5.0,20.0,90.0,2.0,3.0
831,algorithmic,democrat,4.0,7.0,5.0,6.0,43.0,58.0,36.0,87.0,4.0,3.0
832,algorithmic,republican,7.0,1.0,6.0,7.0,30.0,79.0,51.0,68.0,2.0,2.0
833,algorithmic,democrat,4.0,7.0,5.0,4.0,54.0,54.0,54.0,65.0,3.0,3.0
834,algorithmic,republican,6.0,6.0,4.0,6.0,77.0,69.0,69.0,91.0,3.0,4.0
835,algorithmic,democrat,6.0,7.0,4.0,6.0,35.0,45.0,25.0,93.0,3.0,4.0
836,control,democrat,3.0,3.0,4.0,4.0,61.0,61.0,73.0,81.0,3.0,3.0
837,algorithmic,democrat,6.0,7.0,6.0,7.0,39.0,45.0,22.0,84.0,4.0,2.0
838,algorithmic,democrat,4.0,4.0,6.0,5.0,50.0,50.0,50.0,58.0,5.0,3.0
839,control,democrat,3.0,6.0,3.0,4.0,50.0,50.0,10.0,75.0,3.0,2.0
840,control,democrat,2.0,5.0,5.0,5.0,12.0,67.0,64.0,69.0,3.0,4.0
841,control,democrat,3.0,6.0,5.0,4.0,75.0,25.0,70.0,75.0,4.0,4.0
842,algorithmic,democrat,5.0,7.0,5.0,7.0,35.0,60.0,50.0,95.0,4.0,1.0
843,control,democrat,5.0,5.0,5.0,5.0,75.0,65.0,96.0,93.0,5.0,3.0
844,algorithmic,democrat,5.0,5.0,6.0,4.0,35.0,40.0,15.0,95.0,4.0,2.0
845,control,democrat,7.0,7.0,7.0,7.0,69.0,62.0,57.0,78.0,3.0,2.0
846,control,democrat,3.0,6.0,4.0,3.0,34.0,60.0,54.0,53.0,3.0,2.0
847,control,democrat,2.0,6.0,4.0,6.0,11.0,77.0,7.0,83.0,3.0,2.0
848,control,democrat,5.0,6.0,5.0,5.0,68.0,51.0,50.0,91.0,3.0,2.0
849,algorithmic,democrat,1.0,6.0,6.0,5.0,35.0,55.0,55.0,85.0,4.0,2.0
850,control,democrat,3.0,7.0,7.0,7.0,81.0,63.0,80.0,87.0,3.0,2.0
851,algorithmic,republican,5.0,6.0,5.0,7.0,63.0,74.0,60.0,89.0,4.0,3.0
852,algorithmic,republican,6.0,7.0,7.0,6.0,85.0,95.0,80.0,75.0,4.0,3.0
853,algorithmic,democrat,5.0,6.0,6.0,7.0,60.0,41.0,40.0,70.0,3.0,1.0
854,control,democrat,3.0,6.0,3.0,3.0,61.0,59.0,78.0,55.0,5.0,4.0
855,control,democrat,5.0,7.0,6.0,4.0,35.0,55.0,25.0,75.0,1.0,3.0
856,control,republican,3.0,7.0,5.0,6.0,45.0,65.0,75.0,85.0,4.0,4.0
857,control,democrat,3.0,6.0,7.0,5.0,76.0,68.0,36.0,91.0,3.0,4.0
858,algorithmic,democrat,4.0,5.0,5.0,5.0,22.0,60.0,35.0,81.0,2.0,1.0
859,control,democrat,6.0,7.0,4.0,5.0,64.0,33.0,24.0,56.0,4.0,3.0
860,control,democrat,4.0,5.0,5.0,5.0,70.0,57.0,87.0,95.0,4.0,4.0
861,control,republican,1.0,7.0,6.0,4.0,24.0,75.0,27.0,84.0,1.0,1.0
862,algorithmic,democrat,5.0,5.0,6.0,6.0,40.0,45.0,30.0,85.0,1.0,1.0
863,algorithmic,republican,1.0,7.0,5.0,5.0,40.0,50.0,60.0,80.0,4.0,4.0
864,algorithmic,democrat,3.0,4.0,5.0,5.0,37.0,67.0,36.0,71.0,1.0,2.0
865,control,democrat,3.0,5.0,3.0,5.0,58.0,62.0,34.0,76.0,1.0,4.0
866,algorithmic,republican,3.0,7.0,5.0,2.0,64.0,22.0,64.0,56.0,3.0,4.0
867,algorithmic,democrat,5.0,7.0,6.0,6.0,37.0,63.0,55.0,87.0,5.0,1.0
868,algorithmic,democrat,7.0,7.0,7.0,7.0,36.0,42.0,36.0,80.0,2.0,2.0
869,algorithmic,democrat,6.0,7.0,6.0,6.0,72.0,94.0,82.0,97.0,2.0,3.0
870,algorithmic,democrat,6.0,7.0,7.0,7.0,45.0,55.0,40.0,90.0,4.0,1.0
871,algorithmic,democrat,5.0,5.0,5.0,6.0,60.0,61.0,52.0,68.0,2.0,2.0
872,control,democrat,5.0,7.0,6.0,4.0,56.0,45.0,70.0,85.0,4.0,3.0
873,algorithmic,lean_democrat,5.0,7.0,5.0,5.0,81.0,24.0,69.0,87.0,3.0,1.0
874,control,democrat,6.0,7.0,4.0,7.0,65.0,58.0,9.0,57.0,3.0,4.0
875,control,democrat,5.0,6.0,6.0,6.0,32.0,33.0,25.0,75.0,3.0,2.0
876,algorithmic,democrat,1.0,6.0,1.0,7.0,32.0,28.0,67.0,83.0,2.0,2.0
877,algorithmic,democrat,4.0,6.0,4.0,5.0,20.0,87.0,34.0,89.0,5.0,2.0
878,control,democrat,2.0,7.0,4.0,3.0,60.0,40.0,55.0,75.0,3.0,4.0
879,control,democrat,5.0,7.0,6.0,7.0,50.0,50.0,60.0,60.0,4.0,3.0
880,algorithmic,republican,4.0,6.0,5.0,5.0,41.0,62.0,50.0,74.0,2.0,1.0
881,control,republican,5.0,6.0,6.0,7.0,65.0,55.0,38.0,93.0,4.0,2.0
882,algorithmic,democrat,5.0,5.0,5.0,5.0,40.0,40.0,55.0,55.0,2.0,2.0
