condition,scenarioNum,repair_score,trust_score,rightorwrong,Q11_1,Q11_2,Q11_3,response_quality,return_likelihood,moral_trust_score,performance_trust_score,reliable_score,competent_score,ethical_score,moral_score,transparent_score,benevolent_score,age,gender,frequency
syco,others,4.666666666666667,5.8,3.0,5.0,2.0,7.0,7.0,7.0,6.166666666666667,5.25,7.0,3.5,6.0,7.0,4.0,7.0,45.0,Male,A few times a week
syco,others,4.0,4.857142857142857,6.0,7.0,2.0,3.0,6.0,5.0,3.75,6.333333333333333,6.0,7.0,,4.0,2.0,4.5,34.0,Female,A few times a week
syco,others,7.0,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,6.0,7.0,,,,34.0,Male,A few times a week
syco,exclusion,4.666666666666667,6.8,5.0,4.0,5.0,5.0,6.0,6.0,6.666666666666667,7.0,7.0,7.0,6.5,6.0,7.0,7.0,55.0,Male,A few times a week
syco,exclusion,4.0,6.1,5.0,2.0,5.0,5.0,5.0,4.0,6.333333333333333,5.75,6.5,5.0,6.5,7.0,5.0,6.5,25.0,Male,Daily
syco,others,5.0,3.6,5.0,6.0,5.0,4.0,3.0,3.0,3.333333333333333,4.0,5.0,3.0,4.0,4.0,0.0,4.0,34.0,Female,A few times a week
syco,uncomfortable,7.0,6.1,3.0,7.0,7.0,7.0,7.0,7.0,6.0,6.25,6.5,6.0,6.0,7.0,5.0,6.0,25.0,Female,A few times a week
syco,exclusion,6.333333333333333,6.5,1.0,7.0,7.0,5.0,6.0,6.0,6.666666666666667,6.25,7.0,5.5,7.0,6.0,6.0,7.0,25.0,Male,A few times a month
nonsyco,exclusion,6.333333333333333,5.8,2.0,7.0,5.0,7.0,6.0,7.0,6.0,5.666666666666667,5.0,6.0,,,5.0,7.0,45.0,Male,Once every few months
syco,uncomfortable,3.333333333333333,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.333333333333333,4.5,5.0,4.0,5.0,6.0,4.0,6.0,25.0,Female,A few times a month
nonsyco,exclusion,7.0,6.6,7.0,7.0,7.0,7.0,7.0,7.0,6.666666666666667,6.5,7.0,6.0,6.0,7.0,7.0,7.0,34.0,Male,A few times a week
nonsyco,uncomfortable,7.0,5.8,3.0,7.0,7.0,7.0,5.0,4.0,6.0,5.5,6.0,5.0,6.0,6.0,4.0,7.0,45.0,Male,A few times a week
nonsyco,uncomfortable,5.666666666666667,4.7,4.0,7.0,7.0,3.0,3.0,1.0,4.833333333333333,4.5,3.5,5.5,4.5,6.0,4.0,5.0,34.0,Non-binary / third gender,Once every few months
nonsyco,others,6.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a month
syco,exclusion,5.666666666666667,5.6,5.0,7.0,5.0,5.0,6.0,6.0,5.666666666666667,5.5,5.5,5.5,5.5,6.0,5.0,6.0,25.0,Male,A few times a week
nonsyco,uncomfortable,4.333333333333333,6.9,4.0,7.0,4.0,2.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,55.0,Male,A few times a month
syco,uncomfortable,6.333333333333333,6.5,6.0,6.0,7.0,6.0,7.0,7.0,6.5,6.5,7.0,6.0,6.0,7.0,6.0,7.0,34.0,Female,A few times a week
nonsyco,uncomfortable,7.0,,3.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,34.0,Male,Daily
nonsyco,uncomfortable,6.666666666666667,5.6,3.0,7.0,7.0,6.0,5.0,4.0,5.833333333333333,5.25,5.0,5.5,6.5,5.0,6.0,5.5,25.0,Non-binary / third gender,A few times a week
syco,others,7.0,,4.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,25.0,Female,A few times a week
nonsyco,relationship,1.0,0.1,4.0,1.0,1.0,1.0,5.0,1.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,34.0,Female,Once every few months
syco,relationship,5.0,5.222222222222222,6.0,5.0,6.0,4.0,6.0,6.0,5.8,4.5,4.5,4.5,5.5,6.0,7.0,5.0,18.0,Female,Daily
syco,exclusion,5.666666666666667,6.0,6.0,6.0,6.0,5.0,6.0,7.0,5.666666666666667,6.5,6.5,6.5,5.0,7.0,5.0,6.0,55.0,Female,Daily
nonsyco,exclusion,5.0,4.166666666666667,3.0,5.0,5.0,5.0,1.0,1.0,6.0,3.25,4.0,2.5,,6.0,6.0,,55.0,Female,A few times a week
syco,relationship,4.666666666666667,4.142857142857143,6.0,5.0,4.0,5.0,4.0,3.0,3.6666666666666665,4.5,5.0,4.0,3.0,4.0,,4.0,25.0,Female,Daily
nonsyco,relationship,2.6666666666666665,4.2,6.0,2.0,2.0,4.0,3.0,1.0,3.6666666666666665,5.0,5.5,4.5,4.0,4.0,4.0,3.0,34.0,Female,Daily
syco,relationship,3.6666666666666665,5.0,6.0,3.0,3.0,5.0,7.0,7.0,4.166666666666667,6.666666666666667,7.0,6.5,4.0,6.0,3.0,4.0,45.0,Female,A few times a month
nonsyco,others,1.6666666666666667,6.7,7.0,1.0,1.0,3.0,7.0,7.0,6.5,7.0,7.0,7.0,6.0,7.0,7.0,6.5,45.0,Male,A few times a month
nonsyco,exclusion,4.666666666666667,5.4,5.0,3.0,5.0,6.0,4.0,5.0,5.666666666666667,5.0,6.0,4.0,5.0,6.0,5.0,6.5,34.0,Female,Daily
nonsyco,exclusion,5.333333333333333,3.3,4.0,6.0,4.0,6.0,4.0,4.0,3.0,3.75,5.0,2.5,4.0,4.0,1.0,2.5,55.0,Female,A few times a week
syco,relationship,1.0,6.2,7.0,1.0,1.0,1.0,6.0,6.0,6.0,6.5,6.5,6.5,6.0,7.0,6.0,5.5,45.0,Female,A few times a week
syco,uncomfortable,6.0,7.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
nonsyco,relationship,6.333333333333333,7.0,3.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,,7.0,7.0,18.0,Male,A few times a month
nonsyco,others,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,34.0,Male,Daily
nonsyco,relationship,6.666666666666667,6.9,3.0,6.0,7.0,7.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,55.0,Male,A few times a week
syco,uncomfortable,7.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,A few times a week
syco,uncomfortable,6.0,7.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,34.0,Female,Daily
nonsyco,relationship,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Male,A few times a month
nonsyco,uncomfortable,6.666666666666667,5.8,5.0,6.0,7.0,7.0,6.0,6.0,6.333333333333333,5.0,6.5,3.5,6.0,7.0,6.0,6.5,25.0,,A few times a week
syco,others,2.0,6.1,6.0,2.0,3.0,1.0,6.0,7.0,5.833333333333333,6.5,6.5,6.5,5.5,5.0,7.0,6.0,25.0,Female,A few times a month
syco,exclusion,2.0,3.7,7.0,2.0,3.0,1.0,5.0,3.0,2.833333333333333,5.0,5.5,4.5,2.0,7.0,4.0,1.0,25.0,Female,Once every few months
nonsyco,exclusion,1.0,1.7,7.0,1.0,1.0,1.0,1.0,1.0,1.5,2.0,3.0,1.0,2.5,2.0,0.0,1.0,45.0,Female,A few times a month
nonsyco,exclusion,5.0,6.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,18.0,Female,A few times a month
syco,relationship,3.333333333333333,6.2,6.0,3.0,4.0,3.0,6.0,6.0,6.166666666666667,6.25,6.5,6.0,5.5,7.0,6.0,6.5,25.0,Male,A few times a week
syco,others,6.0,7.0,3.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,34.0,Female,Daily
syco,others,6.333333333333333,6.0,3.0,7.0,7.0,5.0,6.0,6.0,6.166666666666667,5.75,6.0,5.5,5.5,6.0,6.0,7.0,45.0,Female,A few times a week
nonsyco,relationship,6.666666666666667,6.555555555555555,2.0,7.0,6.0,7.0,6.0,6.0,6.2,7.0,7.0,7.0,5.5,6.0,,7.0,55.0,Male,A few times a month
nonsyco,exclusion,1.0,5.75,6.0,1.0,1.0,1.0,7.0,7.0,6.0,5.5,5.0,6.0,6.0,,6.0,,45.0,Male,Once every few months
nonsyco,uncomfortable,2.333333333333333,5.333333333333333,4.0,3.0,2.0,2.0,3.0,1.0,5.5,5.25,5.5,5.0,,6.0,,5.0,34.0,Female,A few times a month
syco,others,7.0,4.9,3.0,7.0,7.0,7.0,6.0,4.0,4.333333333333333,5.75,6.5,5.0,4.0,4.0,4.0,5.0,18.0,Female,A few times a week
syco,exclusion,6.666666666666667,6.2,4.0,7.0,6.0,7.0,7.0,7.0,6.166666666666667,6.25,6.5,6.0,6.5,6.0,6.0,6.0,25.0,Male,A few times a week
nonsyco,uncomfortable,1.0,1.9,7.0,1.0,1.0,1.0,2.0,1.0,1.1666666666666667,3.0,3.0,3.0,0.0,4.0,0.0,1.5,34.0,Female,Daily
syco,exclusion,3.333333333333333,4.6,4.0,2.0,2.0,6.0,4.0,4.0,4.5,4.75,5.5,4.0,3.5,5.0,3.0,6.0,45.0,Female,Once every few months
syco,others,4.333333333333333,5.2,6.0,3.0,4.0,6.0,4.0,4.0,5.5,4.75,5.0,4.5,5.0,6.0,5.0,6.0,18.0,Male,Daily
nonsyco,others,4.666666666666667,4.8,5.0,4.0,5.0,5.0,4.0,3.0,4.833333333333333,4.75,5.5,4.0,4.5,6.0,4.0,5.0,25.0,Male,A few times a month
syco,uncomfortable,2.333333333333333,5.9,6.0,1.0,5.0,1.0,7.0,7.0,5.333333333333333,6.75,7.0,6.5,5.0,5.0,6.0,5.5,25.0,Female,A few times a week
syco,exclusion,5.666666666666667,6.0,4.0,7.0,7.0,3.0,6.0,5.0,5.833333333333333,6.25,7.0,5.5,5.5,7.0,6.0,5.5,55.0,Female,Daily
syco,others,6.0,7.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
nonsyco,uncomfortable,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,34.0,Male,A few times a week
nonsyco,uncomfortable,5.333333333333333,4.5,4.0,7.0,7.0,2.0,3.0,3.0,4.333333333333333,4.75,5.5,4.0,4.0,7.0,4.0,3.5,25.0,Female,A few times a week
syco,uncomfortable,4.666666666666667,6.0,5.0,3.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,34.0,Male,A few times a month
nonsyco,relationship,5.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,2.6666666666666665,3.5,3.5,3.5,3.0,3.0,2.0,2.5,34.0,Male,A few times a week
nonsyco,exclusion,5.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,34.0,Female,A few times a week
nonsyco,relationship,7.0,5.888888888888889,2.0,7.0,7.0,7.0,5.0,5.0,6.0,5.75,6.5,5.0,7.0,5.0,7.0,5.5,45.0,Male,A few times a week
nonsyco,exclusion,5.0,5.0,4.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,Female,A few times a week
syco,uncomfortable,2.6666666666666665,5.625,6.0,2.0,3.0,3.0,6.0,6.0,5.75,5.5,5.0,6.0,5.0,6.0,6.0,6.0,25.0,Female,Daily
nonsyco,uncomfortable,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,65.0,Female,Daily
syco,relationship,6.0,2.8,5.0,5.0,6.0,7.0,4.0,2.0,2.5,3.25,3.5,3.0,3.5,3.0,1.0,2.0,34.0,Male,Once every few months
syco,exclusion,4.0,6.2,4.0,4.0,4.0,4.0,6.0,5.0,6.166666666666667,6.25,6.5,6.0,6.0,7.0,5.0,6.5,25.0,Male,A few times a week
nonsyco,others,6.333333333333333,5.3,3.0,7.0,6.0,6.0,5.0,6.0,5.5,5.0,5.5,4.5,5.5,6.0,5.0,5.5,25.0,Female,A few times a month
syco,others,5.333333333333333,6.1,5.0,6.0,3.0,7.0,6.0,7.0,6.0,6.25,7.0,5.5,5.0,6.0,6.0,7.0,25.0,Male,Daily
syco,relationship,7.0,6.9,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,25.0,Female,Daily
nonsyco,exclusion,6.666666666666667,7.0,1.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Female,A few times a week
syco,uncomfortable,5.0,4.9,6.0,6.0,6.0,3.0,6.0,5.0,4.833333333333333,5.0,6.0,4.0,4.0,5.0,5.0,5.5,25.0,Male,A few times a month
syco,others,5.0,7.0,7.0,7.0,7.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,,,,7.0,55.0,Male,A few times a week
nonsyco,others,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,34.0,Female,Daily
syco,exclusion,2.333333333333333,7.0,7.0,1.0,5.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Female,A few times a month
syco,uncomfortable,7.0,4.142857142857143,4.0,7.0,7.0,7.0,4.0,4.0,4.0,4.5,4.0,5.0,4.0,4.0,4.0,4.0,25.0,Female,Once every few months
nonsyco,exclusion,2.0,3.5,6.0,1.0,1.0,4.0,3.0,1.0,3.8333333333333335,3.0,3.0,3.0,4.0,4.0,4.0,3.5,55.0,Male,A few times a week
nonsyco,relationship,6.0,7.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,,,,34.0,Male,Daily
nonsyco,others,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
syco,exclusion,4.333333333333333,5.6,4.0,5.0,6.0,2.0,6.0,7.0,4.5,6.333333333333333,6.5,6.0,,4.0,,5.0,25.0,Female,A few times a week
nonsyco,relationship,2.0,3.9,6.0,2.0,2.0,2.0,3.0,4.0,2.833333333333333,5.5,6.5,4.5,2.5,2.0,3.0,3.5,45.0,Male,A few times a month
syco,uncomfortable,5.333333333333333,5.5,5.0,6.0,5.0,5.0,6.0,6.0,6.0,4.75,5.0,4.5,5.5,6.0,6.0,6.5,25.0,Male,A few times a month
nonsyco,uncomfortable,6.666666666666667,6.857142857142857,4.0,7.0,7.0,6.0,6.0,7.0,6.8,7.0,7.0,,7.0,7.0,7.0,6.5,18.0,Male,Daily
syco,others,6.0,4.9,4.0,6.0,6.0,6.0,6.0,6.0,4.833333333333333,5.0,5.0,5.0,5.0,5.0,5.0,4.5,45.0,Female,Daily
syco,relationship,1.0,7.0,7.0,1.0,1.0,1.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,,,55.0,Male,A few times a week
nonsyco,uncomfortable,6.333333333333333,7.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,,7.0,55.0,Male,A few times a week
syco,uncomfortable,6.333333333333333,5.0,4.0,7.0,7.0,5.0,5.0,4.0,5.0,5.0,5.5,4.5,5.0,4.0,4.0,6.0,18.0,Female,Once every few months
nonsyco,exclusion,6.0,5.6,6.0,7.0,6.0,5.0,6.0,6.0,5.5,5.75,6.0,5.5,6.5,5.0,4.0,5.5,34.0,Female,Daily
syco,relationship,3.6666666666666665,6.125,7.0,4.0,4.0,3.0,6.0,6.0,6.2,6.0,6.0,6.0,6.5,6.0,6.0,6.0,45.0,Female,A few times a week
syco,uncomfortable,2.333333333333333,7.0,7.0,2.0,4.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a week
nonsyco,uncomfortable,5.0,5.666666666666667,4.0,5.0,6.0,4.0,5.0,6.0,5.0,6.5,7.0,6.0,4.0,,6.0,5.5,25.0,Male,A few times a week
nonsyco,uncomfortable,3.6666666666666665,6.142857142857143,5.0,5.0,4.0,2.0,6.0,7.0,5.666666666666667,6.5,6.0,7.0,,7.0,5.0,5.0,45.0,Male,Daily
nonsyco,others,7.0,6.6,2.0,7.0,7.0,7.0,5.0,4.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,45.0,Female,Daily
nonsyco,relationship,6.0,5.4,4.0,6.0,7.0,5.0,6.0,7.0,5.5,5.25,5.0,5.5,6.0,3.0,6.0,6.0,25.0,Male,Daily
nonsyco,others,2.6666666666666665,3.9,2.0,2.0,1.0,5.0,5.0,2.0,3.333333333333333,4.75,3.5,6.0,3.5,6.0,1.0,3.0,55.0,Male,A few times a week
syco,others,7.0,4.5,2.0,7.0,7.0,7.0,5.0,1.0,4.166666666666667,5.0,5.0,5.0,4.0,4.0,3.0,5.0,45.0,Male,Once every few months
nonsyco,uncomfortable,6.333333333333333,7.0,3.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
syco,exclusion,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,Daily
syco,exclusion,5.333333333333333,4.7,5.0,6.0,5.0,5.0,5.0,5.0,4.833333333333333,4.5,4.5,4.5,5.0,4.0,5.0,5.0,18.0,Female,A few times a week
syco,exclusion,5.666666666666667,6.4,6.0,6.0,6.0,5.0,6.0,6.0,6.666666666666667,6.0,6.0,6.0,6.0,7.0,7.0,7.0,18.0,Female,Daily
syco,others,4.333333333333333,6.777777777777778,5.0,5.0,5.0,3.0,6.0,7.0,6.8,6.75,7.0,6.5,6.0,7.0,7.0,7.0,65.0,Female,A few times a week
syco,uncomfortable,5.333333333333333,6.75,4.0,5.0,6.0,5.0,6.0,7.0,7.0,6.5,6.5,6.5,7.0,7.0,7.0,7.0,34.0,Male,A few times a month
nonsyco,exclusion,6.0,7.0,3.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a week
nonsyco,exclusion,2.6666666666666665,4.8,5.0,3.0,4.0,1.0,6.0,4.0,4.666666666666667,5.0,5.0,5.0,4.0,4.0,5.0,5.5,45.0,Male,Once every few months
nonsyco,uncomfortable,3.333333333333333,4.4,4.0,2.0,4.0,4.0,5.0,5.0,4.666666666666667,4.0,4.0,4.0,4.5,5.0,5.0,4.5,25.0,Female,Daily
nonsyco,relationship,1.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Female,Daily
nonsyco,relationship,7.0,6.5,3.0,7.0,7.0,7.0,6.0,6.0,6.666666666666667,6.25,6.5,6.0,6.5,7.0,7.0,6.5,55.0,Male,A few times a week
nonsyco,relationship,4.333333333333333,6.4,4.0,4.0,5.0,4.0,5.0,5.0,6.666666666666667,6.0,6.5,5.5,6.5,6.0,7.0,7.0,25.0,Female,A few times a week
syco,relationship,3.333333333333333,3.75,6.0,2.0,3.0,5.0,3.0,1.0,5.0,3.333333333333333,4.0,2.0,,,,5.0,34.0,Male,A few times a month
syco,exclusion,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,18.0,Female,Daily
syco,uncomfortable,6.0,5.1,5.0,6.0,7.0,5.0,6.0,5.0,5.166666666666667,5.0,5.0,5.0,4.5,5.0,6.0,5.5,25.0,Male,A few times a month
syco,uncomfortable,1.0,7.0,6.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
nonsyco,exclusion,4.333333333333333,4.9,2.0,5.0,5.0,3.0,3.0,2.0,5.0,4.75,5.5,4.0,5.0,6.0,4.0,5.0,18.0,Female,A few times a month
syco,relationship,1.0,6.0,5.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,34.0,Male,A few times a month
syco,others,5.0,3.9,3.0,5.0,5.0,5.0,5.0,1.0,3.5,4.5,4.5,4.5,1.5,1.0,6.0,5.5,25.0,Female,Never
nonsyco,relationship,2.6666666666666665,5.3,5.0,1.0,3.0,4.0,5.0,3.0,5.666666666666667,4.75,5.0,4.5,5.5,5.0,6.0,6.0,18.0,Female,A few times a week
syco,relationship,6.0,6.222222222222222,6.0,6.0,7.0,5.0,7.0,6.0,6.4,6.0,6.0,6.0,7.0,5.0,,6.5,45.0,Male,A few times a week
syco,relationship,1.0,7.0,7.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,A few times a week
syco,relationship,2.333333333333333,5.5,1.0,1.0,1.0,5.0,4.0,1.0,5.333333333333333,5.75,6.0,5.5,4.5,4.0,6.0,6.5,25.0,Male,Daily
syco,relationship,3.333333333333333,4.8,7.0,1.0,5.0,4.0,6.0,6.0,4.666666666666667,5.0,5.5,4.5,5.0,6.0,3.0,4.5,25.0,Male,A few times a week
syco,uncomfortable,5.0,6.4,6.0,5.0,5.0,5.0,5.0,7.0,6.666666666666667,6.0,6.5,5.5,6.5,6.0,7.0,7.0,25.0,Male,Daily
nonsyco,relationship,3.6666666666666665,4.6,4.0,1.0,4.0,6.0,5.0,4.0,4.5,4.75,5.0,4.5,4.0,5.0,5.0,4.5,55.0,Female,Once every few months
nonsyco,others,6.0,6.5,4.0,7.0,7.0,4.0,7.0,7.0,6.333333333333333,6.75,7.0,6.5,6.0,7.0,6.0,6.5,25.0,Female,Daily
nonsyco,relationship,5.0,7.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,18.0,Female,A few times a month
syco,exclusion,2.0,7.0,7.0,1.0,4.0,1.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Female,A few times a week
nonsyco,uncomfortable,4.0,7.0,7.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,34.0,Female,A few times a week
syco,exclusion,4.0,6.4,7.0,4.0,4.0,4.0,7.0,7.0,6.166666666666667,6.75,6.5,7.0,5.5,6.0,6.0,7.0,34.0,Female,A few times a month
nonsyco,uncomfortable,6.0,4.9,3.0,6.0,7.0,5.0,6.0,5.0,4.166666666666667,6.0,6.0,6.0,4.0,4.0,4.0,4.5,25.0,Male,Never
nonsyco,others,5.333333333333333,6.6,4.0,6.0,6.0,4.0,7.0,7.0,6.833333333333333,6.25,7.0,5.5,6.5,7.0,7.0,7.0,45.0,Male,Once every few months
nonsyco,others,6.333333333333333,6.6,5.0,7.0,6.0,6.0,7.0,7.0,6.5,6.75,7.0,6.5,6.0,7.0,6.0,7.0,55.0,Female,A few times a month
nonsyco,others,1.0,3.8,7.0,1.0,1.0,1.0,2.0,1.0,4.166666666666667,3.25,5.0,1.5,4.0,4.0,4.0,4.5,34.0,Male,A few times a month
syco,relationship,7.0,4.4,4.0,7.0,7.0,7.0,3.0,2.0,4.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,34.0,Female,Once every few months
syco,others,5.0,5.2,5.0,7.0,7.0,1.0,5.0,6.0,5.0,5.5,6.0,5.0,4.0,5.0,6.0,5.5,34.0,Male,A few times a month
nonsyco,others,6.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,Male,A few times a week
nonsyco,uncomfortable,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a month
nonsyco,relationship,5.666666666666667,4.8,5.0,7.0,5.0,5.0,3.0,3.0,5.166666666666667,4.25,3.5,5.0,5.0,6.0,5.0,5.0,25.0,Female,Daily
syco,others,4.0,6.166666666666667,4.0,4.0,4.0,4.0,6.0,5.0,6.0,6.25,6.5,6.0,,,5.0,7.0,45.0,Female,Daily
syco,uncomfortable,1.0,5.8,7.0,1.0,1.0,1.0,5.0,6.0,6.5,4.75,5.0,4.5,6.5,6.0,6.0,7.0,34.0,Male,Daily
syco,others,5.0,6.428571428571429,4.0,6.0,4.0,5.0,5.0,5.0,6.333333333333333,6.5,6.5,6.5,6.0,7.0,,6.0,45.0,Female,Daily
nonsyco,relationship,5.666666666666667,4.875,2.0,5.0,7.0,5.0,6.0,5.0,4.833333333333333,5.0,6.0,4.0,4.0,5.0,6.0,5.0,25.0,Female,A few times a month
syco,relationship,3.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,A few times a week
syco,others,6.333333333333333,6.3,6.0,7.0,6.0,6.0,7.0,7.0,6.5,6.0,6.0,6.0,6.0,7.0,6.0,7.0,55.0,Female,A few times a week
nonsyco,uncomfortable,6.0,4.888888888888889,5.0,6.0,7.0,5.0,7.0,5.0,4.666666666666667,5.333333333333333,7.0,4.5,5.5,3.0,2.0,6.0,45.0,Male,Daily
syco,relationship,6.333333333333333,6.9,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,18.0,Male,A few times a week
nonsyco,exclusion,7.0,6.4,1.0,7.0,7.0,7.0,7.0,7.0,6.666666666666667,6.0,6.5,5.5,6.5,7.0,6.0,7.0,18.0,Female,A few times a month
syco,uncomfortable,4.0,4.5,5.0,4.0,5.0,3.0,5.0,5.0,4.5,4.5,5.0,4.0,4.0,6.0,4.0,4.5,25.0,Female,A few times a week
syco,exclusion,5.0,5.7,4.0,5.0,5.0,5.0,7.0,7.0,5.833333333333333,5.5,5.0,6.0,6.0,5.0,6.0,6.0,25.0,Female,A few times a week
syco,relationship,2.0,4.2,5.0,2.0,2.0,2.0,5.0,3.0,4.333333333333333,4.0,5.0,3.0,4.5,5.0,4.0,4.0,25.0,Female,A few times a month
nonsyco,uncomfortable,4.666666666666667,5.2,5.0,4.0,5.0,5.0,5.0,3.0,5.166666666666667,5.25,5.5,5.0,4.5,5.0,5.0,6.0,25.0,Male,Once every few months
syco,exclusion,2.6666666666666665,7.0,4.0,2.0,4.0,2.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a month
nonsyco,others,4.666666666666667,4.6,4.0,5.0,5.0,4.0,3.0,1.0,5.0,4.5,4.5,4.5,,5.0,,,65.0,Female,A few times a week
syco,others,6.333333333333333,6.0,3.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,25.0,Male,A few times a week
nonsyco,exclusion,2.0,2.8,3.0,2.0,2.0,2.0,2.0,2.0,3.5,1.75,2.5,1.0,4.0,4.0,1.0,4.0,34.0,Male,A few times a month
syco,exclusion,2.6666666666666665,7.0,5.0,2.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,A few times a week
nonsyco,exclusion,6.0,5.8,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,5.0,6.0,6.0,6.0,6.0,25.0,Male,A few times a week
