x_km,y_km,prof_pre_m,prof_post_m,cambio_m
0.34,-0.34,-142.2,-849.4,-707.1
0.44,-0.34,-146.1,-848.8,-702.8
0.54,-0.34,-148.4,-845.4,-697.0
0.64,-0.34,-149.3,-843.2,-693.9
0.74,-0.34,-148.4,-838.7,-690.3
0.84,-0.34,-149.2,-828.8,-679.6
0.94,-0.34,-151.7,-810.7,-659.0
1.04,-0.34,-153.7,-781.5,-627.8
1.14,-0.34,-154.4,-721.7,-567.4
1.24,-0.34,-155.0,-631.5,-476.5
1.34,-0.34,-155.7,-584.7,-429.0
1.44,-0.34,-156.0,-538.3,-382.3
1.54,-0.34,-156.0,-472.0,-316.0
1.64,-0.34,-155.3,-409.7,-254.4
1.74,-0.34,-146.9,-328.6,-181.7
1.84,-0.34,-131.7,-264.8,-133.1
1.94,-0.34,-120.0,-222.9,-103.0
2.04,-0.34,-112.0,-182.6,-70.6
2.14,-0.34,-100.6,-162.7,-62.1
2.24,-0.34,-88.0,-146.5,-58.5
2.34,-0.34,-92.2,-131.1,-38.9
2.44,-0.34,-113.8,-128.1,-14.3
2.54,-0.34,-144.1,-151.0,-6.8
2.64,-0.34,-177.4,-183.9,-6.5
2.74,-0.34,-210.8,-213.2,-2.3
2.84,-0.34,-243.8,-244.6,-0.7
2.94,-0.34,-276.7,-279.3,-2.6
3.04,-0.34,-311.7,-315.1,-3.3
3.14,-0.34,-348.4,-353.4,-5.0
3.24,-0.34,-384.5,-387.9,-3.4
3.34,-0.34,-419.8,-422.8,-3.0
3.44,-0.34,-455.4,-459.4,-4.1
3.54,-0.34,-490.5,-493.3,-2.8
3.64,-0.34,-523.5,-524.9,-1.4
3.74,-0.34,-554.3,-552.9,1.4
3.84,-0.34,-582.7,-580.2,2.6
3.94,-0.34,-609.1,-606.0,3.2
4.04,-0.34,-633.9,-630.0,3.9
4.14,-0.34,-658.0,-653.8,4.2
4.24,-0.34,-680.3,-675.9,4.4
4.34,-0.34,-702.0,-697.7,4.3
4.44,-0.34,-722.9,-718.8,4.1
4.54,-0.34,-742.5,-738.9,3.6
4.64,-0.34,-761.2,-757.6,3.6
4.74,-0.34,-779.2,-776.6,2.6
4.84,-0.34,-796.7,-795.6,1.1
4.94,-0.34,-814.0,-813.2,0.8
-4.96,-0.44,-584.3,-578.2,6.0
-4.86,-0.44,-560.8,-553.3,7.4
-4.76,-0.44,-537.3,-528.6,8.7
-4.66,-0.44,-513.0,-503.0,10.0
-4.56,-0.44,-488.0,-481.0,7.0
-4.46,-0.44,-461.3,-453.7,7.7
-4.36,-0.44,-433.6,-422.8,10.7
-4.26,-0.44,-406.8,-395.5,11.2
-4.16,-0.44,-381.6,-370.6,11.0
-4.06,-0.44,-355.5,-345.5,9.9
-3.96,-0.44,-324.5,-311.9,12.6
-3.86,-0.44,-290.5,-264.6,25.9
-3.76,-0.44,-258.6,-227.4,31.2
-3.66,-0.44,-233.5,-215.8,17.7
-3.56,-0.44,-214.7,-206.8,8.0
-3.46,-0.44,-196.2,-188.7,7.5
-3.36,-0.44,-172.9,-163.3,9.5
-3.26,-0.44,-154.3,-159.0,-4.7
-3.16,-0.44,-146.7,-168.0,-21.4
-3.06,-0.44,-141.1,-166.7,-25.6
-2.96,-0.44,-127.1,-146.4,-19.3
-2.86,-0.44,-100.4,-132.2,-31.8
-2.76,-0.44,-67.7,-113.3,-45.6
-2.66,-0.44,-38.3,-93.3,-54.9
-2.56,-0.44,-20.4,-67.1,-46.7
-2.46,-0.44,-14.2,-42.5,-28.3
-2.36,-0.44,-13.0,-43.7,-30.7
-2.26,-0.44,-12.1,-96.5,-84.4
-2.16,-0.44,-12.4,-127.6,-115.2
-2.06,-0.44,-12.9,-154.2,-141.3
-1.96,-0.44,-13.2,-206.8,-193.7
-1.86,-0.44,-14.4,-280.6,-266.2
-1.76,-0.44,-19.8,-321.2,-301.4
-1.66,-0.44,-40.0,-378.4,-338.3
-1.56,-0.44,-66.0,-408.7,-342.6
-1.46,-0.44,-86.9,-482.4,-395.5
-1.36,-0.44,-100.5,-566.0,-465.5
-1.26,-0.44,-108.7,-663.3,-554.6
-1.16,-0.44,-115.8,-722.7,-606.9
-1.06,-0.44,-120.5,-743.2,-622.7
-0.96,-0.44,-122.3,-795.6,-673.3
-0.86,-0.44,-121.6,-826.1,-704.5
-0.76,-0.44,-118.7,-839.2,-720.4
-0.66,-0.44,-117.1,-842.4,-725.3
-0.56,-0.44,-117.5,-843.5,-726.0
-0.46,-0.44,-118.5,-844.9,-726.4
-0.36,-0.44,-120.3,-847.6,-727.3
-0.26,-0.44,-122.9,-850.3,-727.4
-0.16,-0.44,-126.5,-853.9,-727.5
-0.06,-0.44,-131.6,-854.1,-722.5
0.04,-0.44,-137.9,-853.3,-715.4
0.14,-0.44,-143.5,-852.4,-708.9
0.24,-0.44,-148.0,-850.6,-702.6
0.34,-0.44,-151.3,-847.5,-696.2
0.44,-0.44,-152.4,-846.6,-694.2
0.54,-0.44,-152.7,-844.1,-691.3
0.64,-0.44,-152.7,-843.4,-690.8
0.74,-0.44,-151.5,-836.0,-684.5
0.84,-0.44,-150.0,-822.2,-672.2
0.94,-0.44,-151.8,-798.0,-646.3
1.04,-0.44,-153.8,-775.6,-621.8
1.14,-0.44,-154.5,-683.5,-529.0
1.24,-0.44,-154.9,-600.8,-445.9
1.34,-0.44,-155.5,-559.6,-404.0
1.44,-0.44,-155.7,-515.1,-359.4
1.54,-0.44,-155.8,-459.1,-303.4
1.64,-0.44,-152.8,-398.5,-245.7
1.74,-0.44,-133.0,-332.8,-199.9
1.84,-0.44,-104.2,-223.9,-119.7
1.94,-0.44,-85.5,-183.1,-97.6
2.04,-0.44,-83.1,-153.3,-70.2
2.14,-0.44,-84.9,-142.2,-57.3
2.24,-0.44,-87.6,-132.1,-44.5
2.34,-0.44,-107.5,-131.4,-23.9
2.44,-0.44,-135.9,-148.4,-12.6
2.54,-0.44,-165.2,-181.8,-16.6
2.64,-0.44,-194.4,-214.9,-20.5
2.74,-0.44,-223.9,-241.2,-17.3
2.84,-0.44,-252.9,-255.4,-2.5
2.94,-0.44,-282.4,-277.7,4.7
3.04,-0.44,-317.1,-308.9,8.2
3.14,-0.44,-355.2,-351.1,4.1
3.24,-0.44,-392.3,-395.6,-3.3
3.34,-0.44,-426.1,-430.6,-4.6
3.44,-0.44,-458.6,-461.4,-2.8
3.54,-0.44,-492.5,-498.0,-5.5
3.64,-0.44,-525.0,-528.5,-3.5
3.74,-0.44,-554.4,-553.7,0.7
3.84,-0.44,-581.9,-579.6,2.3
3.94,-0.44,-607.7,-606.4,1.3
4.04,-0.44,-631.8,-629.5,2.3
4.14,-0.44,-655.7,-653.0,2.7
4.24,-0.44,-678.3,-678.0,0.4
4.34,-0.44,-700.1,-698.8,1.3
4.44,-0.44,-721.5,-718.5,3.0
4.54,-0.44,-741.9,-738.3,3.6
4.64,-0.44,-760.6,-756.5,4.1
4.74,-0.44,-778.4,-775.0,3.3
4.84,-0.44,-795.5,-793.4,2.0
4.94,-0.44,-812.2,-810.9,1.3
-4.96,-0.54,-581.6,-574.5,7.2
-4.86,-0.54,-559.1,-550.7,8.5
-4.76,-0.54,-537.2,-525.9,11.2
-4.66,-0.54,-514.8,-503.3,11.5
-4.56,-0.54,-492.8,-483.2,9.6
-4.46,-0.54,-470.1,-462.2,7.9
-4.36,-0.54,-446.5,-440.0,6.6
-4.26,-0.54,-422.9,-418.0,4.9
-4.16,-0.54,-398.9,-397.6,1.3
-4.06,-0.54,-370.8,-371.1,-0.3
-3.96,-0.54,-336.6,-324.8,11.9
-3.86,-0.54,-300.9,-275.0,25.9
-3.76,-0.54,-269.8,-246.7,23.1
-3.66,-0.54,-247.2,-239.8,7.5
-3.56,-0.54,-230.3,-229.3,1.0
-3.46,-0.54,-212.7,-205.0,7.8
-3.36,-0.54,-193.0,-202.4,-9.4
-3.26,-0.54,-173.9,-185.6,-11.7
-3.16,-0.54,-156.3,-165.3,-9.0
-3.06,-0.54,-137.4,-145.9,-8.5
-2.96,-0.54,-113.6,-122.6,-9.0
-2.86,-0.54,-81.8,-104.6,-22.8
-2.76,-0.54,-48.7,-82.1,-33.4
-2.66,-0.54,-25.5,-62.0,-36.5
-2.56,-0.54,-15.7,-43.9,-28.3
-2.46,-0.54,-12.7,-39.4,-26.7
-2.36,-0.54,-13.0,-71.1,-58.1
-2.26,-0.54,-13.6,-123.8,-110.2
-2.16,-0.54,-14.1,-166.2,-152.1
-2.06,-0.54,-14.9,-191.2,-176.3
-1.96,-0.54,-15.3,-253.7,-238.4
-1.86,-0.54,-14.6,-355.8,-341.3
-1.76,-0.54,-17.8,-402.8,-385.0
-1.66,-0.54,-34.8,-448.1,-413.3
-1.56,-0.54,-58.5,-474.6,-416.1
-1.46,-0.54,-83.0,-552.6,-469.6
-1.36,-0.54,-104.2,-614.3,-510.2
-1.26,-0.54,-116.2,-663.6,-547.4
-1.16,-0.54,-123.7,-706.9,-583.2
-1.06,-0.54,-128.4,-746.9,-618.5
-0.96,-0.54,-130.7,-784.4,-653.7
-0.86,-0.54,-131.9,-813.8,-682.0
-0.76,-0.54,-131.2,-829.3,-698.1
-0.66,-0.54,-131.0,-829.6,-698.6
-0.56,-0.54,-132.7,-826.3,-693.6
-0.46,-0.54,-134.6,-827.1,-692.6
-0.36,-0.54,-136.6,-828.5,-691.8
-0.26,-0.54,-138.7,-837.4,-698.8
-0.16,-0.54,-141.3,-845.1,-703.8
-0.06,-0.54,-145.0,-849.0,-704.0
0.04,-0.54,-149.5,-849.2,-699.7
0.14,-0.54,-152.6,-850.1,-697.5
0.24,-0.54,-153.9,-849.0,-695.1
0.34,-0.54,-154.1,-845.3,-691.2
0.44,-0.54,-153.9,-844.6,-690.8
0.54,-0.54,-153.7,-840.6,-686.9
0.64,-0.54,-153.6,-837.0,-683.3
0.74,-0.54,-153.3,-825.4,-672.1
0.84,-0.54,-151.7,-803.0,-651.3
0.94,-0.54,-151.9,-775.7,-623.8
1.04,-0.54,-153.7,-749.4,-595.6
1.14,-0.54,-154.1,-691.9,-537.7
1.24,-0.54,-154.6,-628.6,-474.0
1.34,-0.54,-154.8,-568.4,-413.6
1.44,-0.54,-155.2,-515.5,-360.3
1.54,-0.54,-155.6,-446.0,-290.4
1.64,-0.54,-150.3,-372.2,-221.9
1.74,-0.54,-124.4,-315.8,-191.4
1.84,-0.54,-86.5,-245.3,-158.8
1.94,-0.54,-59.4,-139.6,-80.2
2.04,-0.54,-60.1,-122.5,-62.4
2.14,-0.54,-74.7,-124.9,-50.1
2.24,-0.54,-93.9,-125.2,-31.2
2.34,-0.54,-124.3,-137.0,-12.6
2.44,-0.54,-157.0,-164.7,-7.8
2.54,-0.54,-187.6,-201.9,-14.3
2.64,-0.54,-216.5,-235.3,-18.8
2.74,-0.54,-244.9,-264.2,-19.3
2.84,-0.54,-272.5,-280.8,-8.3
2.94,-0.54,-299.9,-289.9,10.0
3.04,-0.54,-333.2,-325.9,7.3
3.14,-0.54,-370.0,-371.2,-1.1
3.24,-0.54,-405.9,-407.2,-1.3
3.34,-0.54,-437.8,-445.7,-7.9
3.44,-0.54,-467.0,-459.4,7.6
3.54,-0.54,-498.7,-501.2,-2.5
3.64,-0.54,-530.3,-542.7,-12.4
3.74,-0.54,-558.5,-561.8,-3.3
3.84,-0.54,-584.9,-584.1,0.8
3.94,-0.54,-609.9,-609.2,0.7
4.04,-0.54,-633.5,-633.0,0.5
4.14,-0.54,-656.8,-657.1,-0.3
4.24,-0.54,-678.9,-679.8,-0.9
4.34,-0.54,-700.1,-700.9,-0.7
4.44,-0.54,-721.1,-719.6,1.5
4.54,-0.54,-741.8,-738.6,3.1
4.64,-0.54,-760.9,-756.4,4.5
4.74,-0.54,-779.0,-774.4,4.6
4.84,-0.54,-796.3,-792.1,4.2
4.94,-0.54,-812.4,-808.6,3.8
-4.96,-0.64,-588.3,-581.7,6.6
-4.86,-0.64,-568.2,-561.1,7.1
-4.76,-0.64,-548.7,-539.6,9.1
-4.66,-0.64,-528.9,-519.3,9.6
-4.56,-0.64,-509.0,-500.9,8.2
-4.46,-0.64,-488.6,-484.9,3.7
-4.36,-0.64,-467.2,-465.8,1.4
-4.26,-0.64,-446.0,-446.2,-0.2
-4.16,-0.64,-424.7,-430.2,-5.5
-4.06,-0.64,-398.1,-392.0,6.1
-3.96,-0.64,-364.4,-333.3,31.1
-3.86,-0.64,-330.3,-303.9,26.4
-3.76,-0.64,-302.9,-290.7,12.2
-3.66,-0.64,-283.1,-287.4,-4.3
-3.56,-0.64,-265.2,-285.1,-19.9
-3.46,-0.64,-243.7,-261.3,-17.6
-3.36,-0.64,-218.7,-235.6,-17.0
-3.26,-0.64,-193.1,-207.9,-14.8
-3.16,-0.64,-167.0,-176.4,-9.4
-3.06,-0.64,-138.8,-145.9,-7.1
-2.96,-0.64,-106.2,-116.6,-10.4
-2.86,-0.64,-69.7,-91.1,-21.4
-2.76,-0.64,-37.2,-61.9,-24.6
-2.66,-0.64,-19.7,-43.9,-24.1
-2.56,-0.64,-14.6,-38.6,-24.0
-2.46,-0.64,-12.8,-47.4,-34.6
-2.36,-0.64,-12.3,-73.6,-61.2
-2.26,-0.64,-12.4,-123.2,-110.8
-2.16,-0.64,-13.6,-174.4,-160.8
-2.06,-0.64,-14.6,-227.2,-212.7
-1.96,-0.64,-14.6,-309.1,-294.6
-1.86,-0.64,-14.9,-371.1,-356.2
-1.76,-0.64,-16.4,-419.4,-403.0
-1.66,-0.64,-26.8,-465.4,-438.6
-1.56,-0.64,-45.5,-511.4,-466.0
-1.46,-0.64,-71.5,-560.1,-488.5
-1.36,-0.64,-100.7,-610.1,-509.5
-1.26,-0.64,-121.0,-652.4,-531.5
-1.16,-0.64,-130.7,-696.1,-565.5
-1.06,-0.64,-135.4,-738.4,-603.0
-0.96,-0.64,-137.1,-775.1,-637.9
-0.86,-0.64,-139.0,-802.1,-663.2
-0.76,-0.64,-140.3,-813.7,-673.5
-0.66,-0.64,-141.7,-810.8,-669.1
-0.56,-0.64,-144.1,-803.7,-659.6
-0.46,-0.64,-146.7,-802.0,-655.3
-0.36,-0.64,-149.0,-805.9,-656.9
-0.26,-0.64,-150.6,-816.5,-665.9
-0.16,-0.64,-152.3,-828.5,-676.2
-0.06,-0.64,-153.8,-839.4,-685.6
0.04,-0.64,-154.8,-839.3,-684.5
0.14,-0.64,-154.9,-841.6,-686.7
0.24,-0.64,-155.0,-841.5,-686.5
0.34,-0.64,-154.9,-842.2,-687.3
0.44,-0.64,-154.5,-840.3,-685.8
0.54,-0.64,-154.2,-833.7,-679.5
0.64,-0.64,-153.9,-824.2,-670.3
0.74,-0.64,-153.6,-807.9,-654.2
0.84,-0.64,-153.4,-784.6,-631.2
0.94,-0.64,-152.9,-753.4,-600.5
1.04,-0.64,-153.8,-723.6,-569.8
1.14,-0.64,-154.1,-680.5,-526.4
1.24,-0.64,-154.4,-634.4,-480.0
1.34,-0.64,-154.5,-550.2,-395.7
1.44,-0.64,-154.9,-499.0,-344.1
1.54,-0.64,-155.3,-440.6,-285.3
1.64,-0.64,-148.2,-339.0,-190.8
1.74,-0.64,-120.8,-287.4,-166.6
1.84,-0.64,-82.3,-239.0,-156.7
1.94,-0.64,-51.8,-153.3,-101.5
2.04,-0.64,-50.6,-111.7,-61.1
2.14,-0.64,-69.4,-109.4,-40.0
2.24,-0.64,-97.8,-117.6,-19.8
2.34,-0.64,-134.4,-139.4,-5.0
2.44,-0.64,-170.5,-176.9,-6.4
2.54,-0.64,-203.3,-214.1,-10.8
2.64,-0.64,-233.7,-248.6,-14.9
2.74,-0.64,-263.4,-281.2,-17.8
2.84,-0.64,-293.0,-310.5,-17.6
2.94,-0.64,-322.2,-328.8,-6.6
3.04,-0.64,-354.2,-364.4,-10.1
3.14,-0.64,-387.4,-391.4,-3.9
3.24,-0.64,-421.1,-427.1,-6.0
3.34,-0.64,-452.6,-462.6,-10.0
3.44,-0.64,-481.0,-490.7,-9.6
3.54,-0.64,-510.2,-521.4,-11.1
3.64,-0.64,-539.6,-553.1,-13.5
3.74,-0.64,-566.3,-575.0,-8.7
3.84,-0.64,-591.0,-592.4,-1.4
3.94,-0.64,-614.4,-614.7,-0.3
4.04,-0.64,-636.7,-637.9,-1.3
4.14,-0.64,-659.1,-660.4,-1.3
4.24,-0.64,-680.9,-681.8,-1.0
4.34,-0.64,-701.6,-701.9,-0.3
4.44,-0.64,-721.7,-720.7,1.0
4.54,-0.64,-741.9,-739.6,2.3
4.64,-0.64,-760.9,-757.4,3.6
4.74,-0.64,-779.1,-774.1,5.1
4.84,-0.64,-796.3,-790.9,5.4
4.94,-0.64,-812.2,-806.6,5.7
-4.96,-0.74,-601.5,-597.2,4.3
-4.86,-0.74,-583.6,-579.0,4.6
-4.76,-0.74,-565.9,-561.0,4.9
-4.66,-0.74,-547.2,-542.1,5.1
-4.56,-0.74,-527.9,-522.8,5.1
-4.46,-0.74,-507.8,-506.1,1.7
-4.36,-0.74,-487.1,-487.8,-0.6
-4.26,-0.74,-467.7,-470.5,-2.8
-4.16,-0.74,-450.7,-465.2,-14.5
-4.06,-0.74,-429.8,-442.3,-12.6
-3.96,-0.74,-400.3,-409.2,-8.9
-3.86,-0.74,-367.1,-358.1,9.0
-3.76,-0.74,-338.0,-332.8,5.2
-3.66,-0.74,-313.9,-324.4,-10.5
-3.56,-0.74,-289.1,-302.5,-13.4
-3.46,-0.74,-260.8,-275.5,-14.7
-3.36,-0.74,-229.2,-246.9,-17.7
-3.26,-0.74,-197.4,-214.6,-17.2
-3.16,-0.74,-166.8,-181.3,-14.4
-3.06,-0.74,-135.9,-146.9,-11.0
-2.96,-0.74,-101.5,-117.0,-15.5
-2.86,-0.74,-64.4,-89.6,-25.3
-2.76,-0.74,-33.3,-57.0,-23.7
-2.66,-0.74,-18.3,-40.0,-21.7
-2.56,-0.74,-15.5,-48.9,-33.4
-2.46,-0.74,-13.7,-56.3,-42.6
-2.36,-0.74,-12.6,-76.9,-64.3
-2.26,-0.74,-12.0,-123.0,-111.0
-2.16,-0.74,-12.6,-177.0,-164.4
-2.06,-0.74,-14.2,-238.3,-224.2
-1.96,-0.74,-15.6,-313.6,-298.0
-1.86,-0.74,-14.8,-327.1,-312.2
-1.76,-0.74,-16.3,-374.1,-357.8
-1.66,-0.74,-24.6,-412.5,-387.9
-1.56,-0.74,-39.7,-452.6,-412.9
-1.46,-0.74,-65.2,-538.6,-473.4
-1.36,-0.74,-97.9,-585.2,-487.3
-1.26,-0.74,-123.6,-631.6,-508.0
-1.16,-0.74,-136.1,-684.6,-548.5
-1.06,-0.74,-140.0,-732.0,-592.0
-0.96,-0.74,-142.4,-767.4,-625.0
-0.86,-0.74,-144.8,-788.8,-644.0
-0.76,-0.74,-147.1,-793.3,-646.2
-0.66,-0.74,-149.4,-788.9,-639.5
-0.56,-0.74,-151.4,-778.7,-627.3
-0.46,-0.74,-153.3,-776.4,-623.2
-0.36,-0.74,-154.3,-781.0,-626.7
-0.26,-0.74,-154.9,-793.9,-638.9
-0.16,-0.74,-155.4,-809.3,-653.9
-0.06,-0.74,-155.5,-818.4,-663.0
0.04,-0.74,-155.4,-827.2,-671.8
0.14,-0.74,-155.3,-830.4,-675.1
0.24,-0.74,-155.3,-831.6,-676.4
0.34,-0.74,-155.1,-825.0,-669.9
0.44,-0.74,-154.9,-827.2,-672.3
0.54,-0.74,-154.4,-820.5,-666.1
0.64,-0.74,-154.2,-811.2,-657.0
0.74,-0.74,-154.0,-792.6,-638.6
0.84,-0.74,-153.8,-761.1,-607.3
0.94,-0.74,-153.7,-725.5,-571.8
1.04,-0.74,-153.7,-693.3,-539.6
1.14,-0.74,-153.8,-647.8,-494.0
1.24,-0.74,-153.9,-597.7,-443.7
1.34,-0.74,-154.3,-537.6,-383.3
1.44,-0.74,-154.6,-483.0,-328.4
1.54,-0.74,-154.4,-417.2,-262.9
1.64,-0.74,-144.5,-318.4,-174.0
1.74,-0.74,-118.0,-233.2,-115.1
1.84,-0.74,-85.9,-220.9,-135.0
1.94,-0.74,-62.3,-166.7,-104.4
2.04,-0.74,-56.5,-116.5,-60.0
2.14,-0.74,-67.7,-104.5,-36.8
2.24,-0.74,-97.0,-111.6,-14.6
2.34,-0.74,-136.0,-153.6,-17.6
2.44,-0.74,-174.8,-185.2,-10.4
2.54,-0.74,-210.6,-222.9,-12.3
2.64,-0.74,-243.8,-253.9,-10.1
2.74,-0.74,-275.8,-284.7,-8.8
2.84,-0.74,-307.3,-325.3,-18.0
2.94,-0.74,-338.4,-355.4,-17.0
3.04,-0.74,-370.0,-388.2,-18.2
3.14,-0.74,-401.6,-418.4,-16.8
3.24,-0.74,-434.0,-451.4,-17.3
3.34,-0.74,-465.6,-481.9,-16.3
3.44,-0.74,-494.2,-506.6,-12.3
3.54,-0.74,-521.4,-531.0,-9.6
3.64,-0.74,-548.0,-555.1,-7.1
3.74,-0.74,-572.5,-577.1,-4.6
3.84,-0.74,-595.5,-597.9,-2.4
3.94,-0.74,-617.6,-618.6,-1.0
4.04,-0.74,-638.9,-640.7,-1.8
4.14,-0.74,-660.7,-661.7,-1.0
4.24,-0.74,-682.0,-682.5,-0.5
4.34,-0.74,-702.3,-702.4,-0.2
4.44,-0.74,-721.6,-720.5,1.1
4.54,-0.74,-741.2,-738.7,2.5
4.64,-0.74,-759.7,-755.4,4.2
4.74,-0.74,-777.5,-772.0,5.5
4.84,-0.74,-794.6,-788.0,6.6
4.94,-0.74,-810.7,-803.5,7.2
-4.96,-0.84,-615.9,-615.1,0.7
-4.86,-0.84,-599.1,-597.2,1.9
-4.76,-0.84,-582.1,-579.5,2.6
-4.66,-0.84,-563.9,-559.9,4.0
-4.56,-0.84,-544.7,-541.4,3.3
-4.46,-0.84,-524.1,-522.6,1.6
-4.36,-0.84,-503.2,-500.4,2.8
-4.26,-0.84,-483.5,-484.0,-0.5
-4.16,-0.84,-468.3,-482.4,-14.2
-4.06,-0.84,-454.9,-465.3,-10.4
-3.96,-0.84,-431.4,-441.8,-10.4
-3.86,-0.84,-397.8,-416.8,-19.0
-3.76,-0.84,-362.8,-374.5,-11.6
-3.66,-0.84,-329.8,-340.9,-11.1
-3.56,-0.84,-297.0,-312.3,-15.3
-3.46,-0.84,-262.8,-281.8,-19.0
-3.36,-0.84,-227.0,-238.1,-11.1
-3.26,-0.84,-191.0,-186.3,4.7
-3.16,-0.84,-159.3,-165.7,-6.5
-3.06,-0.84,-131.0,-139.3,-8.4
-2.96,-0.84,-100.9,-113.9,-13.1
-2.86,-0.84,-67.4,-89.1,-21.7
-2.76,-0.84,-37.4,-58.8,-21.4
-2.66,-0.84,-21.2,-39.6,-18.4
-2.56,-0.84,-16.6,-51.4,-34.8
-2.46,-0.84,-14.7,-65.3,-50.6
-2.36,-0.84,-13.5,-98.2,-84.7
-2.26,-0.84,-12.7,-147.2,-134.4
-2.16,-0.84,-13.2,-197.4,-184.2
-2.06,-0.84,-13.9,-237.3,-223.4
-1.96,-0.84,-15.2,-275.7,-260.6
-1.86,-0.84,-16.3,-242.2,-225.9
-1.76,-0.84,-23.6,-226.0,-202.3
-1.66,-0.84,-35.4,-277.7,-242.3
-1.56,-0.84,-49.4,-409.0,-359.6
-1.46,-0.84,-73.4,-474.0,-400.6
-1.36,-0.84,-104.2,-543.1,-439.0
-1.26,-0.84,-128.8,-603.8,-475.0
-1.16,-0.84,-141.1,-666.3,-525.2
-1.06,-0.84,-144.6,-706.9,-562.3
-0.96,-0.84,-146.0,-745.2,-599.2
-0.86,-0.84,-148.2,-768.2,-620.0
-0.76,-0.84,-151.0,-773.0,-622.0
-0.66,-0.84,-153.1,-767.2,-614.1
-0.56,-0.84,-154.0,-752.4,-598.4
-0.46,-0.84,-154.4,-751.5,-597.1
-0.36,-0.84,-154.5,-754.4,-599.9
-0.26,-0.84,-154.9,-769.5,-614.6
-0.16,-0.84,-155.4,-787.8,-632.3
-0.06,-0.84,-155.5,-798.6,-643.1
0.04,-0.84,-155.6,-810.0,-654.4
0.14,-0.84,-155.5,-805.2,-649.8
0.24,-0.84,-155.4,-799.3,-643.9
0.34,-0.84,-155.3,-793.1,-637.8
0.44,-0.84,-155.0,-797.2,-642.2
0.54,-0.84,-154.9,-788.4,-633.5
0.64,-0.84,-154.5,-784.0,-629.5
0.74,-0.84,-154.3,-766.9,-612.6
0.84,-0.84,-154.1,-730.7,-576.5
0.94,-0.84,-154.0,-697.7,-543.7
1.04,-0.84,-154.0,-663.1,-509.1
1.14,-0.84,-154.0,-604.1,-450.1
1.24,-0.84,-154.0,-533.3,-379.3
1.34,-0.84,-154.1,-508.2,-354.1
1.44,-0.84,-154.2,-467.4,-313.3
1.54,-0.84,-152.2,-378.9,-226.7
1.64,-0.84,-138.1,-271.1,-133.0
1.74,-0.84,-113.1,-209.5,-96.4
1.84,-0.84,-87.1,-176.6,-89.5
1.94,-0.84,-69.9,-149.8,-79.9
2.04,-0.84,-63.7,-120.0,-56.3
2.14,-0.84,-67.9,-102.3,-34.5
2.24,-0.84,-93.3,-106.0,-12.7
2.34,-0.84,-132.4,-145.9,-13.4
2.44,-0.84,-173.2,-190.5,-17.3
2.54,-0.84,-212.0,-229.1,-17.2
2.64,-0.84,-248.3,-263.5,-15.2
2.74,-0.84,-283.0,-299.9,-16.9
2.84,-0.84,-316.2,-333.7,-17.5
2.94,-0.84,-348.3,-366.7,-18.4
3.04,-0.84,-380.0,-399.9,-19.9
3.14,-0.84,-411.4,-433.6,-22.2
3.24,-0.84,-443.3,-461.7,-18.4
3.34,-0.84,-474.3,-487.1,-12.8
3.44,-0.84,-502.7,-510.0,-7.3
3.54,-0.84,-528.8,-533.2,-4.4
3.64,-0.84,-553.6,-555.6,-2.0
3.74,-0.84,-576.3,-577.3,-1.0
3.84,-0.84,-597.8,-597.7,0.2
3.94,-0.84,-618.9,-619.6,-0.7
4.04,-0.84,-639.8,-640.7,-0.9
4.14,-0.84,-660.7,-661.7,-1.0
4.24,-0.84,-681.5,-682.2,-0.8
4.34,-0.84,-701.4,-701.4,0.1
4.44,-0.84,-720.4,-719.5,0.9
4.54,-0.84,-739.6,-737.7,1.9
4.64,-0.84,-757.6,-754.2,3.4
4.74,-0.84,-774.8,-769.9,4.9
4.84,-0.84,-791.3,-785.1,6.2
4.94,-0.84,-807.4,-800.0,7.4
-4.96,-0.94,-627.2,-626.3,0.9
-4.86,-0.94,-610.9,-608.6,2.3
-4.76,-0.94,-593.9,-589.9,4.0
-4.66,-0.94,-576.3,-571.0,5.3
-4.56,-0.94,-557.0,-552.2,4.8
-4.46,-0.94,-535.8,-532.0,3.8
-4.36,-0.94,-514.6,-509.5,5.1
-4.26,-0.94,-493.1,-490.2,2.8
-4.16,-0.94,-474.6,-481.2,-6.6
-4.06,-0.94,-464.8,-497.7,-32.9
-3.96,-0.94,-448.2,-482.8,-34.6
-3.86,-0.94,-413.1,-427.4,-14.3
-3.76,-0.94,-372.2,-378.6,-6.4
-3.66,-0.94,-331.5,-343.3,-11.8
-3.56,-0.94,-291.9,-298.9,-7.0
-3.46,-0.94,-253.4,-257.1,-3.7
-3.36,-0.94,-216.3,-236.3,-20.1
-3.26,-0.94,-181.7,-194.7,-13.0
-3.16,-0.94,-154.4,-156.0,-1.6
-3.06,-0.94,-132.6,-137.1,-4.5
-2.96,-0.94,-109.7,-126.4,-16.7
-2.86,-0.94,-81.5,-106.8,-25.3
-2.76,-0.94,-51.9,-80.8,-28.9
-2.66,-0.94,-30.7,-56.9,-26.2
-2.56,-0.94,-21.1,-47.8,-26.7
-2.46,-0.94,-16.8,-67.9,-51.1
-2.36,-0.94,-14.6,-89.2,-74.6
-2.26,-0.94,-14.0,-119.4,-105.4
